subject,z_lsc_T2W40,z_density_T2W40,z_diameter_T2W40,z_asp_T2W40
CDMS-9-5C-JDMADE,-0.5594082634972103,-1.9603636483321023,1.0198896846718564,1.5820370912999429
CDMS-9-5C-LVIZAC,-1.075435296291731,-3.0929688326832223,2.393233259776892,3.574203062320182
CDMS-9-5C-MLOGO,-1.256252937656441,-1.2560929469952613,0.7051864896003409,1.1163493657246215
CDMS-XX-10A-VGILO,0.1154841213550331,-0.3912793528501623,-0.2436540039077406,0.07482152525482
CDMS-XX-5C-MPCAQU,-0.6917481190657006,-1.4126507583231789,1.0653696095477716,1.4685582686003669
CDMS-XX-6B-SPUCA,-0.1303503219081337,-1.3059813287979374,0.6198858468381825,0.9835292926069028
CSO-10-4A-KCOMO,0.0848648550952848,-0.2250324962566547,-0.1018610687766168,-0.1416691776036857
CSO-10-4A-LRAVI,-0.32856396345829,-0.5607247490711168,0.342068660864906,-0.0853243499939709
CSO-10-4A-LSCAVA,-0.3597394826566896,-0.8076789879781849,0.4993473430747722,0.7683089168191706
CSO-10-5A-ACAVA,-0.591960724251237,-0.1585242108029139,1.3382662893617596,1.3302046060985429
CSO-10-5A-ARACA,-0.920666977671111,-1.9549127391165504,0.9835569300029618,1.6654576316558265
CSO-10-5A-DABRZA,-0.6744576509075748,-3.0936525766932905,1.2288084513985646,2.325385400456554
CSO-10-5A-GZAMA,-0.2480155964180354,-1.6456355194192789,1.0996102288580207,1.6608361235760345
CSO-10-5A-IPECA,0.1628452715001291,-0.3473853862260396,-0.2275843781987264,-0.1678420356259034
CSO-10-5A-JANORO,-0.3055483823229488,-1.3106527649026212,0.684533469444042,1.0842062812584907
CSO-10-5A-JBUVE,-0.076632223222079,-2.307849954044108,0.8172819718348798,1.3137958269799552
CSO-10-5A-JJSEMO,-1.674410008248026,-3.588567741490356,1.5463539306881948,3.136933491151861
CSO-10-5A-JLCARI,-0.5124402028330406,-2.2771435936695736,0.8285896897523733,1.439219687772832
CSO-10-5A-MAARAN,0.2887331307381224,0.1236967825148213,-0.607797300834911,-0.6565258449395283
CSO-10-5A-RVMOIB,-0.8590573107076447,-1.2733438816039786,1.0813934070653524,1.3539560898070178
CSO-10-5A-SVHEES,-0.2726202840276656,-1.5277892921259546,0.6444796829329736,1.0253882610675544
CSO-11-5A-MDVOSPE,-0.4265351491736648,-1.3095678531845834,0.7362935625049024,1.6320525809601996
CSO-11-5A-MTAGA,-0.085531332955017,0.3040275372753833,-0.1694704743701775,-0.4413472852504074
CSO-11-6A-CAPAMU,-0.5240015433428041,-0.6601882392617362,0.6999673384226411,0.8620114835460816
CSO-11-6A-DSCACH,-0.0380325066333896,-0.3196325921683972,0.2255830821168239,0.2266382506803302
CSO-11-6A-EROMO,-0.0353020440220184,-1.255610588257167,0.2723611176414165,0.3974984410515468
CSO-11-6A-FSOVRE,-0.5735927062418128,-1.515651464954097,1.187256024966318,1.8335335231630605
CSO-11-6B-ANREVA,0.1336637196939115,-0.4010030099088708,-0.3073312539103991,-0.3294060815882624
CSO-11-6B-DISEMO,-0.8134894334280834,-0.7493741213866465,-0.8105731289410599,0.1816913148584157
CSO-11-6B-LHFDLACH,-1.234722311453298,-2.457208604772878,2.027941664160936,2.928399115284422
CSO-11-6B-RJGIHE,-0.1799093167106436,-1.2179471815263023,0.192161911061574,0.4787771677692983
CSO-11-6B-SFLVA,-0.3065604364993965,-1.6388300997403022,1.1545235618744074,1.3744765092173783
CSO-11-6B-VCOMA,-0.4265975582708483,-1.440357710019046,0.7488657808709024,1.179028590383323
CSO-12-6A-DGISE,0.3716871048128903,-3.0824498196309995,0.7132459046991825,1.6321360631216746
CSO-12-6A-FJOVRE,-1.1411859305450918,-2.741885943282971,1.971346011506804,2.593813905917584
CSO-12-6B-GQULO,-1.630458910572533,-1.3963057465073447,1.5551436480456116,1.9712663138034496
CSO-12-6B-LJHEFE,-1.3467786906184205,-1.850640590504272,1.4432783282704555,2.0487371874327978
CSO-12-7A-DALRE,-1.526084828998101,-1.5154229089575189,0.8388812423454256,1.4835989961691676
CSO-12-7A-ESALA,0.220982271523886,-0.7633540898194593,0.0770988998393262,0.317257710023198
CSO-12-7A-IMERO,-0.1557287237864764,-1.311364846901532,0.8235399449099795,1.2147457112178983
CSO-12-7A-JHEZA,-0.5331295414867843,-1.7846274670077509,0.6533103890311039,1.4567992627101936
CSO-12-7A-LSARAR,-0.651095525961443,-1.7932039477808224,0.3568304528443301,0.7519963618522081
CSO-12-7A-SCAHO,-0.4810583927747033,-1.068948686503625,0.8019822454260379,0.9753558835757942
CSO-12-7B-DVAGRO,-0.065351576740188,-1.7305555865363484,0.5976226747763427,1.2929681032112217
CSO-12-7B-SMUGU,-0.1115134753841469,-0.6313917488254022,0.0836854177747574,0.3965671993823383
CSO-12-7B-SSARA,-0.5697503688144157,-1.064016580131037,0.7752089127763381,1.1878052069759333
CSO-12-7B-VHOMA,0.0466542600775121,-0.8552490139051445,0.5617543617833708,0.8916242931982058
CSO-12-8A-YTOME,-0.3280916479256028,-1.639819127290716,0.262156326672499,0.936590415997262
CSO-13-6A-ANASA,0.0053343267660493,-0.0353888903639295,-0.0775077361645938,-0.1059205154348534
CSO-13-6B-JETAVE,-0.3242035058803624,-2.1106328446826743,0.8446718931953838,1.514653054199217
CSO-13-6B-LFMIES,-0.2529783149286082,0.0316696855406326,-0.5741290646948332,-0.5764238190221739
CSO-13-6B-LJMAHU,-0.9098280593187728,-1.5771873111642274,1.9564909303373152,1.6477902462200058
CSO-13-7A-CAPAMU,0.1420153012854669,-0.4111348724602512,0.1005544846181886,0.0026610342926164
CSO-13-7A-CDDITR,-0.0122387367641837,0.1148282911933076,-0.666142645598558,-0.5914865666624615
CSO-13-7A-JJATFL,-0.5626619969296814,-1.1962692688022971,0.6176379409108581,0.7921253560017644
CSO-13-7A-RXCHLU,-0.5164632298790237,-2.1180450703644143,0.8369565325909654,1.570610140486038
CSO-13-7A-YAMEZA,-0.4830195324646494,-0.7935294794003056,0.9206869850146274,1.2173826456746386
CSO-13-8A-KIGAGU,-0.2130689409692109,-1.954735045092225,0.8040322873531295,1.2718404757538777
CSO-13-8A-MBUAN,-1.796122812075854,1.1973421894279863,0.6443047191220912,0.4597069506348936
CSO-13-8A-MGAAN,0.0253606433667087,-1.1711250498703538,0.3597183222461015,0.6002545084399599
CSO-13-8A-MGAHE,0.0385368742157419,-0.6707801905602624,-0.1047495927657565,-0.0804362466337334
CSO-13-8A-MJAGA,-0.5643479904684027,-1.180615009581932,0.6828846195498598,0.9082565436318814
CSO-13-8A-VHODU,-0.0403434501761561,-2.268638713654749,0.8431574642500604,1.4657151817643848
CSO-13-8B-FCJISA,0.0724480960446453,-0.5846789928606165,-0.0768665400515013,-0.0141179411686938
CSO-13-8B-JEMABE,-2.003730612700968,-1.0501025680288023,1.627078764401188,1.7831813457865484
CSO-13-9B-DMLLLU,0.5070357151370363,-1.8295564252675256,0.1288835868124799,0.7276742652656554
CSO-14-7B-EVEGO,-0.4593315376823743,-1.0409725467090958,0.7427749259885248,0.987504504152554
CSO-14-8A-AQUMA,-1.0014017684310303,-0.4171694866647093,0.8343625896996988,1.18942129848115
CSO-14-8A-SZARA,-0.5298735407114005,-1.1671999481663726,0.4267309538529062,0.5384104668683182
CSO-14-8B-JLLORA,-0.5603565092504731,-0.6289880475573548,0.9307100063116132,0.9696986909171696
CSO-14-9A-AEDCAGO,-0.1273690621239555,-0.0980786416943885,0.0210690448315475,0.1620215773759152
CSO-14-9A-HASACA,-0.1313952502524768,-1.001705329952273,0.4986407211153857,1.0865886943756662
CSO-14-9A-JSMAAL,-0.6386767240056409,-0.2840261558772502,0.5859598472744175,0.4894535443712309
CSO-14-9A-MARJA,-0.0422994635773429,-0.9406281880039524,0.2815473275373715,0.3741616578756028
CSO-14-9A-SORZU,-0.5256406731562878,-1.1862411454516943,0.7709082254174741,0.9526821910420176
CSO-14-9B-ERAGA,-0.1343915121432976,-0.9054659693712074,0.4444139158763665,0.6243697911941573
CSO-14-9B-MFEGA,-0.2518088356488409,-1.574437339034649,0.4359891413013187,0.8383421713426926
CSO-15-10A-LJRAGU,-0.3651212856191064,-0.5278732724036649,0.1948816682505842,0.2841634924732751
CSO-15-10A-MAARLO,-0.6404061459496225,-2.1142149392368217,0.6408538208630808,1.0666048285962613
CSO-15-10A-SFEGA,0.8749118988280653,-1.4253489807510604,0.3106155934141076,1.142236004694085
CSO-15-10B-MEBUAR,-1.245229895644664,-2.1307514053074432,1.9181972005008876,2.7702070565970844
CSO-15-10B-YVBUAN,0.1954455610281247,-1.314869738232559,0.4856560053106689,1.0988939322222118
CSO-15-10C-SSCAMO,-0.3957397907847189,-1.2243041410722584,0.841927435210995,1.5734487240585218
CSO-15-11C-JETALO,-0.5926448299238741,-0.9679898775138016,1.0096555387627606,1.5016864951814284
CSO-15-7B-JCRAGA,0.0099047533949811,0.8423745567056882,-0.7925216947246776,-1.0709314618624943
CSO-15-8A-VBMABR,0.2114844302148578,-0.903727404935962,0.0010868164128378,0.2647624423572979
CSO-15-8B-KEPOGO,0.1384585550931164,-0.5994795244372647,0.1286385756597462,0.4077413120233564
CSO-15-9B-ALRIHE,-0.0580864462728205,-0.6169865872587905,-0.1434909942088761,-0.0625917722140923
CSO-15-9B-AMSAGO,-0.5845522543742734,-1.6187713757937416,1.4354408151459672,1.690910880486347
CSO-15-9B-JCAPA,-0.5185973506592608,-1.8139519783548883,1.3055110453858845,1.7690466955905944
CSO-15-9B-KSBEJA,0.0963946612364457,-0.5550296611282703,0.0050879176110653,-0.0221625526858886
CSO-15-9B-RMCHLU,0.0715176244399863,-0.1910274513837355,-0.226514001703582,-0.1220111289520011
CSO-16-10A-MSACO,-2.2230350842542763,-1.6984336565145777,2.817924089519104,3.2171197200024637
CSO-16-10A-YKMUJO,-0.1076590559836732,-0.5484587388977438,-0.3882396222388048,-0.2964831665727268
CSO-16-10B-JESUGU,0.1607465728706756,-0.0078743238387839,-0.2574300554829062,-0.1381081031770992
CSO-16-10B-LTVIFA,0.4178171128927394,0.0526370355494874,0.5879896256860465,0.6007002455013801
CSO-16-10B-VVILI,0.0473876283674195,-0.5907301551137679,-0.1081704655712075,-0.1336769562320674
CSO-16-10C-ACALGU,-0.0425606052123605,-0.3676095490248494,0.2786507011728056,0.2865650536665827
CSO-16-10C-MAVAVE,0.042876650092842,-0.255462807192692,0.0463293082954615,-0.0544058310312458
CSO-16-11A-JAVABO,-0.2543844598998093,-0.2040982222796774,0.04799307810859,0.0239610444898861
CSO-16-11A-JDMUVA,0.2952028562457202,-0.3275264123513904,-0.150481599281111,-0.2330647666638238
CSO-16-11A-VZAOR,-0.4229961035210609,-2.1960382731069377,1.290909406194732,1.692906565970849
CSO-16-11B-KRORE,-0.1037096308653515,-0.1403824740280213,-0.0264108844862019,0.0350639887129112
CSO-16-11B-LLOZA,-0.0367195623237808,-0.0611180924564508,0.2962905285571945,0.3446981554740996
CSO-16-11B-YAROMO,-0.6912180146688557,-1.3243392071067508,0.8630216400964582,1.2960227991801236
CSO-16-9A-JALEMO,-0.0530549155828417,-1.703532232018939,0.527218873175068,0.852965893055965
CSO-16-9A-JPROSO,-0.4430966342866418,-1.0925932921225778,0.6781839533449582,1.004601708509515
CSO-16-9A-JSMAGU,0.040924745149578,-0.9073724978838557,0.4857141528122704,0.8799691926428885
CSO-16-9B-SJPAJI,-0.1469465781961431,-0.2990447198064218,1.4002359411631693,0.5154836798093372
CSO-17-10A-YVGOCA,0.4027315113077384,-0.5410353684730032,-0.5468524033368601,-0.3816996797512058
CSO-17-10B-EHECO,0.0514747124433423,-0.2200866536586111,-0.2526309706618961,-0.2748017963180626
CSO-17-10B-YCQUVE,0.0003105477041674,-1.241358229715171,0.4678887723857732,0.9073390401147052
CSO-17-11A-DJAPA,-0.1621436950513772,0.3483381457234822,0.5570906858717615,0.2494250761039853
CSO-17-11A-JDAMO,-0.048491890426767,0.3572069919301595,-0.3153677176136238,-0.5793297022554476
CSO-17-11A-NPAHE,-0.3596948834674183,-1.8521515034599068,0.7772014808993958,1.1665063565976
CSO-17-11A-RLPAIG,-0.0182077930727854,-0.7186309715385905,0.3302923333802796,0.4727450265074874
CSO-17-11A-SPUVA,-1.401327112566868,-2.1998028664067784,2.5783298747609384,4.165512617394491
CSO-17-11B-CDBEBU,-0.685673113801993,-1.9070371411774951,1.6869394021936426,2.346329825955517
CSO-17-11C-JDAAG,0.1289078403429105,-0.8753258807022679,0.458347672257338,0.5982730953296902
CSO-17-11C-MAPAMA,-0.1282684761435338,-1.0126630966922052,0.2466849698707752,0.5261610212101633
CSO-17-11C-MCAAG,-0.3119011651354071,-0.8230934876609179,0.6311614801556774,0.7256960423892523
CSO-17-11C-SARJA,-0.5641649501990205,-0.5279260113100883,1.0623588117615352,1.0705627216906972
CSO-18-11A-ADBAHO,-0.1660276385743183,-0.1437327453954582,0.206492924293775,0.3218549282150594
CSO-18-11B-YLLRE,-0.4755879870634846,-0.5775492031880848,0.5502072696638982,0.7900800893124378
CSO-18-9B-MAMOLO,-1.6840150522646498,-3.4041789741477126,2.553850726372586,3.630500756337548
CSO-8-3A-DAPAVA,-0.658137473597654,-1.657672862811149,1.0362988177115615,1.7170884730108085
CSO-8-3A-KVPECO,-2.2133663098742558,-2.840926731826788,2.7551747230425576,4.806922319649977
CSO-8-4A-ARAGR,-0.0220273388010168,-0.8021666722507523,0.047475871554843,0.3382045430446833
CSO-9-2A-EXMOCO,0.2888606775243749,-1.4645381859120912,0.514777288596609,1.0949685366461184
CSO-9-4A-AGAPE,-0.1950083601820666,-1.7789278693343609,1.0732834128580668,1.3192394524663542
CSO-9-4A-DKVIMO,-0.1588758075195648,0.0650987585585268,0.0476366251504998,-0.148498947588192
CSO-9-4A-DSMOMU,-0.5364408747135554,-1.0225311136049615,0.5109056560512669,0.6172237249898909
CSO-9-4A-DVGATO,-1.6090927947027904,-2.116101286449096,1.6668592571875598,2.2438698373574555
CSO-9-4A-FAGIGA,-1.0497465394983996,-2.242333249040303,1.3555861364984023,2.077348866130516
CSO-9-4A-GSBRCO,0.163782338686317,-1.2943485859999846,1.1530946629269,1.4844933027709166
CSO-9-4A-KEMOCO,-1.3952104572762971,-0.9488998346430936,1.6432149259303237,2.051093595773198
CSO-9-4A-LCOMO,-0.5829283058901821,-2.5667951263796818,0.6424322872940822,1.984241292582491
CSO-9-4A-MLORO,-0.1038166446037611,-1.3174375919712067,0.5007410613386574,0.5831614203832447
CSO-9-4A-MPAME,-3.753032894220015,-3.961221307282853,2.6667577124060484,3.689777902828914
CSO-9-4A-NSARPA,-0.0686878856220481,-0.5664380014785206,-0.1998489093479964,0.0073530177906954
CSO-9-4A-SLOCA,-0.5924056013987904,-2.2347527935065066,1.2786380834223423,1.9719170125538783
