target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T6W200,VALIDATION,R2,-0.007593,0.022819,-0.009836,-0.00535,1.9659,399,True
MOT,T6W200,VALIDATION,RMSE,7.646311,0.326242,7.614243,7.67838,1.9659,399,True
MOT,T6W200,VALIDATION,MAE,6.498689,0.241255,6.474974,6.522403,1.9659,399,True
MOT,T6W200,VALIDATION,rho,0.023157,0.119093,0.011451,0.034864,1.9659,399,True
MOT,T6W200,TEST,R2,-0.01083,0.028066,-0.013589,-0.008071,1.9659,399,True
MOT,T6W200,TEST,RMSE,7.750128,0.514788,7.699526,7.800729,1.9659,399,True
MOT,T6W200,TEST,MAE,6.567705,0.391446,6.529227,6.606183,1.9659,399,True
MOT,T6W200,TEST,rho,0.039837,0.191472,0.021016,0.058658,1.9659,399,True
COG,T6W200,VALIDATION,R2,-0.018378,0.057452,-0.024026,-0.012731,1.9659,399,True
COG,T6W200,VALIDATION,RMSE,2.213517,0.163156,2.197479,2.229555,1.9659,399,True
COG,T6W200,VALIDATION,MAE,1.714396,0.106998,1.703878,1.724913,1.9659,399,True
COG,T6W200,VALIDATION,rho,0.098729,0.134481,0.08551,0.111948,1.9659,399,True
COG,T6W200,TEST,R2,-0.005633,0.055924,-0.01113,-0.000135,1.9659,399,True
COG,T6W200,TEST,RMSE,2.213584,0.22793,2.19118,2.235989,1.9659,399,True
COG,T6W200,TEST,MAE,1.718745,0.150876,1.703914,1.733575,1.9659,399,True
COG,T6W200,TEST,rho,0.134261,0.192411,0.115348,0.153174,1.9659,399,True
MOT_V4,T6W200,VALIDATION,R2,-0.007931,0.031151,-0.010993,-0.004869,1.9659,399,True
MOT_V4,T6W200,VALIDATION,RMSE,3.488487,0.179276,3.470865,3.50611,1.9659,399,True
MOT_V4,T6W200,VALIDATION,MAE,2.88678,0.119225,2.875061,2.898499,1.9659,399,True
MOT_V4,T6W200,VALIDATION,rho,0.078525,0.118868,0.066841,0.090209,1.9659,399,True
MOT_V4,T6W200,TEST,R2,-0.007377,0.039751,-0.011284,-0.00347,1.9659,399,True
MOT_V4,T6W200,TEST,RMSE,3.51804,0.277767,3.490737,3.545344,1.9659,399,True
MOT_V4,T6W200,TEST,MAE,2.924545,0.190038,2.905865,2.943225,1.9659,399,True
MOT_V4,T6W200,TEST,rho,0.094562,0.192464,0.075643,0.11348,1.9659,399,True
COG_V1,T6W200,VALIDATION,R2,-0.011075,0.044165,-0.015416,-0.006734,1.9659,399,True
COG_V1,T6W200,VALIDATION,RMSE,1.395997,0.077215,1.388407,1.403587,1.9659,399,True
COG_V1,T6W200,VALIDATION,MAE,1.087831,0.059485,1.081984,1.093678,1.9659,399,True
COG_V1,T6W200,VALIDATION,rho,0.109929,0.125354,0.097607,0.12225,1.9659,399,True
COG_V1,T6W200,TEST,R2,-0.016924,0.070309,-0.023835,-0.010013,1.9659,399,True
COG_V1,T6W200,TEST,RMSE,1.352404,0.122328,1.340379,1.364428,1.9659,399,True
COG_V1,T6W200,TEST,MAE,1.044981,0.088808,1.036251,1.053711,1.9659,399,True
COG_V1,T6W200,TEST,rho,0.104181,0.175794,0.086901,0.121461,1.9659,399,True
