feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
lsc_T7W30,0.13266823301606784,0.0848690767187889,1.0,400,1.0
re_T7W30,-0.12143308610177442,0.11092214987847637,1.0,400,1.0
diameter_T7W30,-0.12052989956121926,0.07025610474604459,1.0,400,1.0
edges_T7W30,0.09997629097622611,0.08533431994527298,1.0,400,1.0
asp_T7W30,-0.09984978125264568,0.06463703758666689,1.0,400,1.0
l1_T7W30,-0.07163944265639045,0.07543064239226596,1.0,400,1.0
l3_T7W30,-0.0562520338996389,0.06509586588096868,1.0,400,1.0
l2_T7W30,-0.049369007223968565,0.06587272846099676,1.0,400,1.0
density_T7W30,0.04905510808021646,0.04666917222317531,1.0,400,1.0
pe_T7W30,-0.04048980130909209,0.06519761121623305,1.0,400,1.0
nodes_T7W30,-0.018552354312289746,0.03378261825978574,1.0,400,1.0
lcc_T7W30,-0.009536978377419382,0.033286219166177265,1.0,400,1.0
atd_T7W30,0.00946155616958264,0.03472819484021029,1.0,400,1.0
