feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG,r_MOT_V4,p_MOT_V4,r_partial_MOT_V4,p_partial_MOT_V4,r_COG_V1,p_COG_V1,r_partial_COG_V1,p_partial_COG_V1
l1,raw,7,T7W40,248,-0.04349221452882917,0.49537899607577435,-0.042992566518746174,0.5012241722342622,0.07967815911832254,0.21114517921413747,0.08768657829110449,0.16951627120589027,-0.08856041678691547,0.1644261853290615,-0.08768208433192638,0.16953822157422144,0.09439387909013003,0.13825569756064704,0.09747898056193012,0.126544289179657
atd,raw,7,T7W40,248,0.01444746370053476,0.8209048979651873,0.022177561489713775,0.7287247662314819,-0.07104756555690643,0.26501553580940385,0.0016807661211709912,0.9790329395778408,0.06353765563690958,0.3189857770683483,0.08011496415313987,0.20957445646092526,0.05765786058699923,0.3659094616584618,0.09565217782857191,0.13384619719509544
density,raw,7,T7W40,248,0.05478216484714952,0.39034206243784575,0.06434920196511136,0.3138187847332273,-0.07321344370943371,0.2506863699799049,-0.004160802147371713,0.9481256591102479,0.10545614252567949,0.0975279116900206,0.12340553725203961,0.05274014860822746,0.0517654121547961,0.4170048857898253,0.0873674602830886,0.171080247050609
nodes,raw,7,T7W40,248,-0.01571232491312322,0.8055250382859418,-0.02351229032785082,0.7130961523060005,0.08104486142351885,0.20339402153368533,0.009256488709638187,0.8849143406359119,-0.06612487039642331,0.299637883082408,-0.08284369880671488,0.19441858302751525,-0.04899912350983825,0.4423670780560251,-0.08637876577773743,0.17599393722823142
lcc,raw,7,T7W40,248,-0.011189760720732522,0.8608189555275165,-0.018829950085782695,0.7684057706538973,0.09660039135830775,0.1292340726935767,0.02519063037726288,0.6936134300540272,-0.06102869971883916,0.33850772058329476,-0.0777220777305833,0.22354935850320645,-0.03722270235263401,0.5596075638788032,-0.07438476261495695,0.2441272717275652
re,raw,7,T7W40,248,-0.08119924102271728,0.20253158340880786,-0.07897157816841298,0.21617155321148018,-0.04594291394232031,0.4713803534726135,-0.002543541253998126,0.9682747574203762,-0.06538639153242651,0.30507934613268245,-0.05952338562325685,0.3515616792982397,0.044050128419355655,0.48985920546125084,0.06486367821946731,0.3099574608369727
diameter,raw,7,T7W40,248,-0.0974840368122421,0.12575130261745762,-0.10481692568938747,0.10027924823278535,0.027933883537936223,0.6615557263870048,-0.023423634606481065,0.7141306216516345,-0.14541155489632931,0.021988735475379384,-0.1580349671964887,0.012891146286564237,-0.034366443861170846,0.5901433875298416,-0.05835785815470862,0.361088998628211
asp,raw,7,T7W40,248,-0.09454989734142957,0.13760235536848994,-0.10368702395862395,0.10401601780872367,0.0460164580486903,0.4706701536501729,-0.013573420711227217,0.8319114255816289,-0.14565590115476024,0.021764494308733076,-0.16145086565095437,0.01104657848615229,-0.029304166872028244,0.6460548664679585,-0.05765775545212065,0.36688844669443915
edges,raw,7,T7W40,248,0.13478061329310975,0.0338802867024641,0.13682184516946722,0.03159198995379493,0.13555847886654773,0.032854945378572975,0.15739607882901638,0.013264726430752636,0.09112772278864015,0.15248485012541177,0.09438060412966637,0.1391170643768165,0.045850496687708374,0.47227363950276735,0.05404333490847511,0.3977382694999527
pe,raw,7,T7W40,248,-0.038222710683607886,0.54909963750999,-0.035929541320114555,0.5741199622793917,-0.045147436833046284,0.4790995217006048,-0.0158693613018536,0.8040128648429619,-0.051870590820176934,0.41605770008893006,-0.0474781499982046,0.4575956951858533,0.027779367414429434,0.6633128767901734,0.041511006302612126,0.51610097497371
l2,raw,7,T7W40,248,-0.02474938409865293,0.6981314412764724,-0.022428494163913886,0.7257777476770774,-0.05544743913604097,0.3846038665402072,-0.027933477481289253,0.6622074956541242,-0.04245306977116209,0.5057472723313423,-0.03815996114245358,0.5505700327380704,0.02073119345350275,0.7452864937376613,0.03371040180071831,0.5980109636741067
l3,raw,7,T7W40,248,0.037118053098971884,0.5607127799537588,0.040064381007860445,0.5308435271180437,-0.05778257864192867,0.3648717460264046,-0.029704665547967316,0.6422323243167728,0.059192429470411374,0.35326847510460774,0.06456938140377513,0.3121624276266493,0.0038583728057698186,0.9517932796728406,0.01690130959579982,0.7915515227640086
cc,raw,7,T7W40,248,0.1452539878791953,0.022134394772050623,0.1508008683362392,0.017712321283908143,-0.023226081965929863,0.7158834360042854,0.014379263947224507,0.8220935071647754,0.1899603231976303,0.0026664553189187233,0.19909374792605344,0.0016627254075283896,-0.004230737237260354,0.9471474091755905,0.012356941193475291,0.8467813197634424
lsc,raw,7,T7W40,248,0.05228418693761456,0.4123453241165881,0.0493558823597376,0.43998139439829,0.1135549304513486,0.07425994383603399,0.07109926469152017,0.26564235877255793,0.026213188461954782,0.6812259460875809,0.019181394870039403,0.7642094088320583,0.016745681255609598,0.7930150996102456,-0.003514279591561551,0.9561773057995278
