split,subject,set
0,CSO-13-7A-CDDITR,TRAIN
0,CSO-13-8A-MJAGA,TRAIN
0,CDMS-11-6A-DFVEBE,TRAIN
0,CSO-15-9B-ALRIHE,TRAIN
0,CDMS-13-7C-RAIZAC,TRAIN
0,CSO-15-8A-VBMABR,TRAIN
0,CSO-16-10B-JESUGU,TRAIN
0,CDMS-11-6B-VZAPE,TRAIN
0,CDMS-12-6A-FAROPA,TRAIN
0,CSO-13-8A-MGAHE,TRAIN
0,CSO-10-5A-DABRZA,TRAIN
0,CSO-16-11A-JDMUVA,TRAIN
0,CSO-14-8A-MCIDOS,TRAIN
0,CSO-9-4A-DSMOMU,TRAIN
0,CDMS-8-4A-DBEVA,TRAIN
0,CDMS-9-5C-LVIZAC,TRAIN
0,CSO-17-11A-RLPAIG,TRAIN
0,CSO-10-5A-ACAVA,TRAIN
0,CDMS-12-7C-VMAPA,TRAIN
0,CSO-15-9B-JCAPA,TRAIN
0,CDMS-10-4A-JURAN,TRAIN
0,CSO-13-6B-JETAVE,TRAIN
0,CSO-12-7B-VHOMA,TRAIN
0,CDMS-11-7C-IMOIB,TRAIN
0,CSO-16-10A-YKMUJO,TRAIN
0,CDMS-17-10A-ASSAMO,TRAIN
0,CSO-12-6A-DGISE,TRAIN
0,CDMS-12-7C-JSZAOR,TRAIN
0,CSO-14-7B-EVEGO,TRAIN
0,CSO-17-10B-EHECO,TRAIN
0,CSO-18-11A-ADBAHO,TRAIN
0,CSO-12-7A-ESALA,TRAIN
0,CDMS-12-7C-MAROBE,TRAIN
0,CDMS-11-6B-LESTA,TRAIN
0,CSO-13-8A-MBUAN,TRAIN
0,CDMS-12-6A-SROAL,TRAIN
0,CSO-16-9A-JALEMO,TRAIN
0,CSO-14-7A-MVEBE,TRAIN
0,CSO-15-7B-JCRAGA,TRAIN
0,CDMS-15-11B-JEMOLO,TRAIN
0,CSO-12-7A-LSARAR,TRAIN
0,CSO-15-10C-SSCAMO,TRAIN
0,CSO-10-5A-MAARAN,TRAIN
0,CSO-9-4A-AGAPE,TRAIN
0,CSO-12-7B-SMUGU,TRAIN
0,CDMS-11-6B-JFSAHE,TRAIN
0,CSO-16-11B-LLOZA,TRAIN
