feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
lcc_T6W40,-0.07084208646342958,0.024584297053754846,1.0,400,1.0
asp_T6W40,-0.06883651692125936,0.030995459975305704,1.0,400,1.0
diameter_T6W40,-0.06867244379265294,0.03211182788423614,1.0,400,1.0
density_T6W40,0.06684995809957751,0.028030901622386507,1.0,400,1.0
nodes_T6W40,-0.06575963516017387,0.024749652462373675,1.0,400,1.0
atd_T6W40,0.05933183618491971,0.025943571088022695,1.0,400,1.0
l3_T6W40,0.055219304012376076,0.04681764500701059,1.0,400,1.0
lsc_T6W40,-0.05488567491788958,0.03233480154143433,1.0,400,1.0
re_T6W40,0.048335943761937374,0.035706996300749104,1.0,400,1.0
l1_T6W40,-0.021048901577548258,0.04735550197369163,1.0,400,1.0
edges_T6W40,-0.016488597432927413,0.04287568632646841,1.0,400,1.0
l2_T6W40,-0.010816004832652593,0.03752407797706235,1.0,400,1.0
pe_T6W40,0.00825840965474029,0.038529342435935185,1.0,400,1.0
