subject,re_T6W30,lcc_T6W30,lsc_T6W30,atd_T6W30,density_T6W30,diameter_T6W30,asp_T6W30,y_true,y_pred
CDMS-11-7C-ICARE,0.0,0.18927575782679248,0.0,0.0,0.0,-0.0027286313217290675,0.0,17,14.647778845448329
CDMS-11-7C-IMOIB,-0.0,-0.4017405269695894,-0.0,-0.0,-0.0,-0.4702245703012056,-0.0,7,13.58926662167247
CDMS-11-7C-SALMA,0.0,-0.0361712302755816,-0.0,-0.0,-0.0,-0.0009107787589961771,-0.0,18,14.424149709908686
CDMS-11-7C-SPGAVE,0.0,0.07077625210320693,0.0,0.0,-0.0,-0.531781492591327,-0.0,8,14.000226478455145
CDMS-12-5A-SRIGO,-0.0,-0.2938868639376231,-0.0,-0.0,-0.0,-0.13830622313668497,-0.0,15,14.029038631868957
CDMS-12-6A-FAROPA,-0.0,-0.4581078594218892,-0.0,-0.0,-0.0,-0.12092807230590075,-0.0,23,13.882195787215474
CDMS-12-6A-JGIGA,-0.0,0.3149186813349249,-0.0,0.0,0.0,0.6401204300914655,0.0,1,15.416270830369655
CDMS-12-6A-JSOTGU,0.0,0.2967651374566573,-0.0,0.0,0.0,0.42574196089761346,0.0,21,15.183738817297534
CDMS-12-6A-SROAL,-0.0,-0.3354905812252676,-0.0,-0.0,-0.0,-0.24227252736753466,-0.0,24,13.883468610350462
CDMS-12-6B-IJDAGA,0.0,0.2874822231952141,0.0,0.0,0.0,-0.00822431556805441,-0.0,25,14.740489626570424
CDMS-12-6B-SCLAG,0.0,0.154335444496459,0.0,0.0,0.0,0.17417175148491112,0.0,31,14.789738914924635
CDMS-12-7C-ARAHE,-0.0,0.16480271966302557,-0.0,0.0,0.0,0.4877119078543267,0.0,22,15.113746346460616
CDMS-12-7C-CATRAR,-0.0,-0.18614199094005615,-0.0,-0.0,-0.0,-0.07048041445993877,-0.0,12,14.20460931354327
CDMS-12-7C-DLOLO,0.0,0.14558181833252426,-0.0,0.0,0.0,0.33862750944967035,0.0,19,14.94544104672546
CDMS-12-7C-JSZAOR,-0.0,-0.5126629008368107,-0.0,-0.0,-0.0,-0.1816492111964527,-0.0,10,13.766919606910001
CDMS-12-7C-MAROBE,-0.0,-0.43393048416462315,-0.0,-0.0,-0.0,-0.47683981314607543,-0.0,9,13.550461421632566
CDMS-12-7C-VMAPA,0.0,0.026550543717082754,-0.0,0.0,0.0,0.4865719954834961,0.0,12,14.974354258143844
CDMS-12-7C-VQURA,0.0,-0.02945093592508593,0.0,-0.0,-0.0,-0.39188200515668276,-0.0,13,14.039898777861495
CDMS-13-6B-ASUMO,-0.0,0.02312824138962251,0.0,-0.0,-0.0,-0.21524298414109608,-0.0,5,14.26911697619179
CDMS-13-6B-JDTAHE,0.0,0.019525215877756692,0.0,-0.0,-0.0,0.02397392860453622,-0.0,21,14.504730863425557
CDMS-13-7C-MVEAR,0.0,0.30293012631730926,0.0,0.0,0.0,0.44651332585042147,0.0,27,15.210675171110996
CDMS-13-7C-RAIZAC,-0.0,-0.28013402201056875,-0.0,-0.0,-0.0,-0.29079868001543496,-0.0,5,13.890299016917261
CDMS-13-7C-SSOSLO,0.0,0.28356687572065303,0.0,0.0,0.0,0.2405563196646543,0.0,23,14.985354914328571
CDMS-14-10A-IMORTO,0.0,-0.026252906324699364,-0.0,-0.0,-0.0,-0.1726384539546729,-0.0,11,14.262340358663893
CDMS-14-10A-JCVANI,-0.0,-0.3720747886401675,-0.0,-0.0,-0.0,-0.5205380206241211,-0.0,22,13.568618909678975
CDMS-14-5A-LSDUCO,0.0,0.33662053796993374,-0.0,0.0,0.0,0.46429109960055964,0.0,10,15.262143356513757
CDMS-14-6B-KDCAHE,0.0,0.07237367191075542,0.0,0.0,-0.0,-0.18100558567918423,-0.0,22,14.352599805174837
CDMS-15-10A-AMALOS,-0.0,-0.08890183185932424,-0.0,-0.0,-0.0,-0.08333462852429387,-0.0,16,14.288995258559646
CDMS-15-10A-JJMACH,-0.0,-0.48115016866612564,-0.0,-0.0,-0.0,-0.6042253784304739,-0.0,6,13.375856171846666
CDMS-15-10A-MAALCA,-0.0,-0.33965206728544994,-0.0,-0.0,-0.0,-0.21724761863632197,-0.0,13,13.904332033021493
CDMS-15-10A-MAALRI,-0.0,-0.34692066217222867,0.0,-0.0,-0.0,-0.5508015289054182,-0.0,12,13.563509527865618
CDMS-15-10A-SGOMO,-0.0,-0.4382925258418931,-0.0,-0.0,-0.0,-0.457170589156106,-0.0,12,13.565768603945266
CDMS-15-10A-SHEGA,-0.0,-0.23158970997259462,0.0,-0.0,-0.0,-0.2828802047676809,-0.0,13,13.946761804202989
CDMS-15-11B-JEMOLO,0.0,-0.2976010706886751,0.0,-0.0,-0.0,-0.506864740171825,-0.0,19,13.656765908082765
CDMS-15-11B-VSAHO,0.0,-0.09166305125795873,-0.0,-0.0,-0.0,-0.09829233695215785,-0.0,12,14.271276330733148
CDMS-16-10A-SGALO,-0.0,-0.36781280858921916,-0.0,-0.0,-0.0,-0.6942183438971912,-0.0,20,13.399200566456855
CDMS-16-11B-NGABE,-0.0,-0.43602074112534167,-0.0,-0.0,-0.0,-0.5442151673567698,-0.0,28,13.480995810461152
CDMS-17-10A-ASSAMO,-0.0,-0.6133904173470243,-0.0,-0.0,-0.0,-0.6837235618693218,-0.0,11,13.164117739726919
CDMS-18-7C-VVECA,0.0,0.10250605396471839,-0.0,0.0,0.0,0.31955439994500284,0.0,5,14.883292172852986
CDMS-8-4A-DBEVA,0.0,0.6049722289215753,0.0,0.0,0.0,0.7044338244615952,0.0,21,15.770637772326435
CDMS-8-4A-DJAVDA,0.0,0.9283067030130964,0.0,0.0,0.0,0.7812145626394504,0.0,5,16.17075298459581
CDMS-8-4A-DOSTR,0.0,0.4624696376637593,0.0,0.0,0.0,0.4925701200329942,0.0,17,15.416271476640018
CDMS-8-4A-LGOPA,0.0,0.6057443196751403,0.0,0.0,0.0,0.25242148275904325,0.0,12,15.319397521377448
CDMS-8-4C-JDBUTU,0.0,0.6458443206740103,0.0,0.0,0.0,0.5617176981348165,0.0,7,15.668793737752091
CDMS-9-4A-ACDUTR,-0.0,0.1727791656772583,-0.0,0.0,0.0,0.3837184966038314,0.0,5,15.017729381224354
CDMS-9-4A-CARGA,0.0,0.14315864120588112,-0.0,0.0,0.0,0.3613550331819409,0.0,8,14.965745393331087
CDMS-9-4A-CRAAG,0.0,0.5731265334972585,0.0,0.0,0.0,0.49573038513768813,0.0,32,15.530088637578212
CDMS-9-4A-EROHI,-0.0,-0.09091553608449285,-0.0,-0.0,-0.0,-0.2182546106321507,-0.0,5,14.152061572226621
CDMS-9-4A-ILOSE,0.0,0.2989434104574112,-0.0,0.0,0.0,0.48556638945224706,0.0,7,15.245741518852922
CDMS-9-4A-TGAFR,0.0,0.43290816551827277,-0.0,0.0,0.0,0.6277289565783822,0.0,6,15.52186884103992
CDMS-9-4C-SCAMO,-0.0,-0.5505296624488609,-0.0,-0.0,-0.0,-0.7341750308610467,-0.0,10,13.176527025633357
CDMS-9-5A-ABERO,0.0,0.1385903455919449,0.0,0.0,0.0,-0.04642668729381618,-0.0,22,14.553395377241394
CDMS-9-5A-PAGACO,-0.0,0.06376011143959111,0.0,0.0,0.0,-0.038823898901480226,-0.0,17,14.486167931481376
CDMS-9-5A-VVAAR,0.0,0.4039133414619678,-0.0,0.0,0.0,0.6295476990307145,0.0,5,15.494692759435946
CDMS-9-5C-JDMADE,0.0,0.3018345303512026,0.0,0.0,0.0,-0.5829394505943358,-0.0,15,14.180126798700131
CDMS-9-5C-LVIZAC,0.0,0.03337374020336368,0.0,0.0,-0.0,-0.23273194329548103,-0.0,6,14.261873515851146
CDMS-9-5C-MLOGO,0.0,0.3305809992174536,0.0,0.0,0.0,0.3284711057900575,0.0,5,15.120283823950775
CDMS-9-5C-SCAAG,0.0,0.06912142502132494,-0.0,-0.0,-0.0,0.044449393366398894,0.0,21,14.574802537330989
CDMS-XX-10A-VGILO,-0.0,-0.08787275720435665,-0.0,-0.0,-0.0,-0.07223287326055497,-0.0,17,14.301126088478354
