feature,selected,ranking
asp_T6W30,True,1
atd_T6W30,True,1
density_T6W30,True,1
diameter_T6W30,True,1
lcc_T6W30,True,1
lsc_T6W30,True,1
re_T6W30,True,1
l3_T6W30,False,2
l2_T6W30,False,3
l1_T6W30,False,4
pe_T6W30,False,5
edges_T6W30,False,6
nodes_T6W30,False,7
