subject,re_T6W30,lcc_T6W30,lsc_T6W30,atd_T6W30,density_T6W30,diameter_T6W30,asp_T6W30
CDMS-12-7C-VMAPA,1.4523809523809523,22.53968253968254,19.626984126984127,2.58533194560818,0.111789758939699,7.690476190476191,3.452387234565506
CDMS-12-7C-VQURA,1.5904059040590406,22.730627306273064,16.313653136531364,2.5261257143157203,0.1074310208044895,9.749077490774908,4.103560313159505
CDMS-13-6B-ASUMO,0.7297297297297297,22.55135135135135,15.65945945945946,2.459633436676915,0.1056840404529191,9.335135135135134,3.9823476669680735
CDMS-13-6B-JDTAHE,1.36,22.563636363636363,17.48,2.5245784224512744,0.1073120179868671,8.774545454545455,3.888384065498658
CDMS-13-7C-MVEAR,1.4484732824427482,21.59732824427481,18.14503816793893,2.6987611837990477,0.1198603946810955,7.784351145038168,3.5033280299043223
CDMS-13-7C-RAIZAC,1.024390243902439,23.585365853658537,20.130081300813007,2.481904967215008,0.101447962448885,9.51219512195122,4.086156758313764
CDMS-13-7C-SSOSLO,1.5771144278606966,21.66334991708126,17.739635157545607,2.682895627475152,0.1180495305343146,8.266998341625207,3.653590262483668
CDMS-14-10A-IMORTO,1.4602076124567474,22.719723183391004,18.4878892733564,2.570198385723949,0.1096225993485866,9.235294117647058,3.980133230535368
CDMS-14-10A-JCVANI,0.8022988505747126,23.898850574712643,18.404597701149424,2.4600041938258435,0.102747527484648,10.050574712643678,4.260114013676155
CDMS-14-5A-LSDUCO,1.8304093567251465,21.48245614035088,18.874269005847957,2.728076550362406,0.120995470124116,7.742690058479532,3.47952479035075
CDMS-14-6B-KDCAHE,1.636165577342048,22.383442265795207,17.464052287581698,2.5965098281200727,0.1088663371810556,9.254901960784316,4.027575502353583
CDMS-15-10A-AMALOS,1.175609756097561,22.933333333333334,18.565853658536582,2.559878640794928,0.1074233702711422,9.0260162601626,3.968871120039272
CDMS-15-10A-JJMACH,0.753309265944645,24.270758122743683,18.398315282791817,2.406662918272832,0.0999253905227357,10.246690734055354,4.323251979770677
CDMS-15-10A-MAALCA,0.6768802228412256,23.7883008356546,19.3983286908078,2.454844923924812,0.1032356230056239,9.33983286908078,4.074778624768407
CDMS-15-10A-MAALRI,1.0514018691588785,23.81308411214953,18.264018691588785,2.4559824459530213,0.1014675206094819,10.121495327102805,4.323522731539699
CDMS-15-10A-SGOMO,1.0445103857566769,24.12462908011869,19.160237388724035,2.4170174309795005,0.1003108029418152,9.90207715133531,4.229770759151592
CDMS-15-10A-SHEGA,0.6590330788804071,23.419847328244277,18.13994910941476,2.4954588665937734,0.1080303931309224,9.493638676844784,4.049269557377755
CDMS-15-11B-JEMOLO,1.4329132690882136,23.644922164566346,18.200889547813198,2.4797514033760315,0.1020356648978948,10.018532246108228,4.274238013670607
CDMS-15-11B-VSAHO,1.633587786259542,22.94274809160305,18.38931297709924,2.5616443596631333,0.1090386440219799,9.061068702290076,3.935650562352573
CDMS-16-10A-SGALO,0.9408740359897172,23.88431876606684,18.61182519280205,2.4436493644524564,0.1020917234271313,10.45758354755784,4.436997894243941
CDMS-16-11B-NGABE,0.8441558441558441,24.11688311688312,18.5,2.4006407162261225,0.0992332241641722,10.106060606060606,4.264527421535674
CDMS-17-10A-ASSAMO,0.6529209621993127,24.721649484536083,18.893470790378007,2.357405269329747,0.0971798162132132,10.43298969072165,4.376500242657972
CDMS-18-7C-VVECA,1.4649122807017545,22.28070175438597,18.619883040935672,2.6170408867525703,0.1147211894200422,8.08187134502924,3.5834472226364205
CDMS-8-4A-DBEVA,1.8615916955017304,20.567474048442907,18.06920415224913,2.858256843205464,0.1323021693747936,7.179930795847751,3.253907107233972
CDMS-8-4A-DJAVDA,1.962962962962963,19.46502057613169,16.580246913580247,3.0123856035829384,0.1397226568381069,7.0,3.14380459161308
CDMS-8-4A-DOSTR,2.0051635111876074,21.053356282271945,17.931153184165233,2.792135924422137,0.1253063455855498,7.676419965576592,3.4403554221789707
CDMS-8-4A-LGOPA,2.1815561959654177,20.56484149855908,16.311239193083573,2.805718312064603,0.1247327917605527,8.239193083573488,3.614672569386881
CDMS-8-4C-JDBUTU,2.1118210862619806,20.42811501597444,17.4185303514377,2.866520427949001,0.1272528223779816,7.514376996805112,3.367890740480421
CDMS-9-4A-ACDUTR,1.226027397260274,22.04109589041096,18.61986301369863,2.659789126674007,0.1184614736882598,7.931506849315069,3.5097743397118344
CDMS-9-4A-CARGA,1.6005361930294906,22.142091152815013,18.962466487935657,2.649033060226115,0.1176722650503829,7.983914209115282,3.52989741647299
CDMS-9-4A-CRAAG,2.3274647887323945,20.676056338028168,17.133802816901408,2.8304373518501085,0.1276934057400738,7.669014084507042,3.4222599017456434
CDMS-9-4A-EROHI,1.318936877076412,22.94019933554817,19.27906976744186,2.5438480386013778,0.107431158090959,9.3421926910299,4.027672619942355
CDMS-9-4A-ILOSE,1.8976109215017063,21.61092150170649,18.66211604095563,2.7274897567646765,0.1252929765675407,7.69283276450512,3.4873546544793395
CDMS-9-4A-TGAFR,2.1897233201581026,21.154150197628457,18.46245059288537,2.770862284380345,0.1235968377790087,7.359683794466403,3.3323570522411115
CDMS-9-4C-SCAMO,0.6292682926829268,24.50731707317073,18.78048780487805,2.317980991790112,0.0948014472509644,10.551219512195122,4.459167268650888
CDMS-9-5A-ABERO,1.9114470842332612,22.15766738660907,17.801295896328295,2.64458994816691,0.1127126017708179,8.939524838012959,3.882556485115228
CDMS-9-5A-PAGACO,1.3416370106761566,22.412811387900355,18.32740213523132,2.620509256635044,0.113436008979874,8.921708185053381,3.894649765000212
CDMS-9-5A-VVAAR,1.5843373493975903,21.25301204819277,18.879518072289155,2.7660442955019406,0.124380487202098,7.355421686746988,3.310613521632076
CDMS-9-5C-JDMADE,2.148936170212766,21.601063829787236,15.872340425531917,2.73111035876181,0.1146131762773059,10.1968085106383,4.301120454862794
CDMS-9-5C-LVIZAC,1.6238805970149253,22.51641791044776,17.394029850746268,2.597464837185106,0.111652069365785,9.376119402985074,3.949817164698395
CDMS-9-5C-MLOGO,1.673780487804878,21.50304878048781,18.02439024390244,2.730177038931241,0.1228301443668688,8.060975609756097,3.5682415048079377
CDMS-9-5C-SCAAG,1.46875,22.39453125,18.71875,2.5633233638911976,0.110144138563201,8.7265625,3.832260070300244
CDMS-XX-10A-VGILO,0.9883040935672516,22.92982456140351,18.91812865497076,2.5065576461238632,0.1059654692966792,9.0,3.940590846681928
CDMS-XX-5C-MJSARU,0.6089965397923875,23.5121107266436,19.463667820069205,2.481406086534241,0.1042938419744735,8.837370242214533,3.870242489449888
CDMS-XX-5C-MPCAQU,1.5495867768595042,21.90082644628099,18.801652892561982,2.688651518560041,0.1221002360137356,7.797520661157025,3.4953189262600755
CDMS-XX-6A-MAGICA,0.7841823056300268,23.82975871313673,19.02680965147453,2.441837832873532,0.1032958127415198,9.375335120643433,4.061185985641572
CDMS-XX-6B-SPUCA,1.1466395112016294,23.30346232179226,18.59470468431772,2.512506603526798,0.1053584494837919,9.325865580448063,4.011574958739015
CSO-10-4A-ICAPA,1.742152466367713,21.52242152466368,18.515695067264573,2.7101192517959496,0.121341835407414,7.625560538116592,3.3961274090471494
CSO-10-4A-KCOMO,2.004158004158004,21.024948024948024,17.444906444906444,2.8138616489066908,0.1260947151910839,7.9002079002079,3.4700692036340275
CSO-10-4A-LRAVI,2.1049382716049383,19.925925925925927,17.08641975308642,2.8821732873481403,0.1342714976044445,6.604938271604938,3.021301986029867
CSO-10-4A-LSCAVA,1.7096774193548387,23.00358422939068,17.462365591397848,2.542050010367145,0.1051332835637635,9.96774193548387,4.238322038995864
CSO-10-5A-ACAVA,0.9563636363636364,23.778181818181817,17.94909090909091,2.4558262604279664,0.1005296632554773,10.574545454545454,4.443180458716723
CSO-10-5A-ARACA,2.027027027027027,21.763513513513512,15.138513513513514,2.5272344825159805,0.106900432123376,9.381756756756756,4.007552363831977
CSO-10-5A-DABRZA,2.3125,20.90535714285714,16.59285714285714,2.837323827451659,0.1285792315798172,8.6125,3.6724611141151535
CSO-10-5A-GZAMA,1.3338954468802695,22.984822934232717,19.34232715008432,2.552274736698198,0.110211736704122,8.79258010118044,3.874823722969084
CSO-10-5A-IPECA,1.1030534351145038,23.16030534351145,18.78625954198473,2.5253257471539654,0.1086305303814004,8.82442748091603,3.838020757088697
CSO-10-5A-JANORO,1.2006802721088434,22.96938775510204,18.489795918367346,2.514413623169986,0.1061485934664222,8.646258503401361,3.83408474595456
CSO-10-5A-JBUVE,1.4067164179104477,23.529850746268657,18.47388059701493,2.484543028486555,0.1022113241228477,9.626865671641792,4.1849968498519
CSO-10-5A-JJSEMO,1.940928270042194,21.24894514767933,18.345991561181435,2.7430798748173184,0.1251915823892051,7.248945147679325,3.339818623982591
CSO-10-5A-JLCARI,1.1567567567567567,23.01081081081081,16.55135135135135,2.5120877839459075,0.1076431894778913,9.562162162162162,4.085161204539317
CSO-10-5A-MAARAN,1.7041564792176038,21.55745721271393,18.975550122249388,2.717186057427971,0.1236355601207774,7.381418092909535,3.305242711004891
CSO-10-5A-MAOSMO,0.9630484988452656,24.33949191685912,19.048498845265588,2.4003113525943447,0.0989667972889161,10.15704387990762,4.331114734496527
CSO-10-5A-RVMOIB,0.9727891156462584,23.514739229024944,19.038548752834465,2.485998571618522,0.1056251920680224,9.022675736961451,3.919247678548506
CSO-10-5A-SVHEES,1.1402298850574712,22.094252873563217,18.57471264367816,2.6545512388314467,0.1170654252978648,8.119540229885057,3.6019511030837887
CSO-11-5A-MDVOSPE,1.3491620111731844,22.96648044692737,18.835195530726256,2.538076644646004,0.1092624351976272,8.835195530726256,3.842262294204468
CSO-11-5A-MTAGA,1.0275229357798166,24.54434250764526,18.63914373088685,2.381121568546953,0.095189249407027,11.223241590214068,4.672021145129986
CSO-11-6A-CAPAMU,1.0588235294117647,22.578005115089518,15.746803069053708,2.42119483851377,0.1017447233154549,9.675191815856778,4.098370326982318
CSO-11-6A-DSCACH,0.93359375,24.21875,19.5703125,2.4105529184826957,0.1005231676651587,9.203125,3.981712149135065
CSO-11-6A-EROMO,1.5339805825242718,22.12621359223301,18.66990291262136,2.6419559255306075,0.1124681022229007,7.985436893203883,3.620433882502468
CSO-11-6A-FSOVRE,1.7445255474452557,21.442822384428226,17.800486618004864,2.6968803720560937,0.119379171355501,7.880778588807786,3.5313879464354474
CSO-11-6B-ANREVA,1.3462603878116344,22.614958448753463,19.398891966759003,2.584970192212149,0.1126025808010535,7.89196675900277,3.570933909839468
CSO-11-6B-DISEMO,1.1047619047619048,23.88095238095238,16.18095238095238,2.3665791583986096,0.0969709909899914,10.971428571428572,4.543904006355596
CSO-11-6B-LHFDLACH,2.355329949238578,22.71065989847716,17.091370558375633,2.5889033416758367,0.106098755031144,10.01015228426396,4.289748595709448
CSO-11-6B-RJGIHE,1.2309941520467835,22.149122807017545,18.853801169590643,2.641047853753616,0.1164495006212937,8.178362573099415,3.573592830240223
CSO-11-6B-SFLVA,1.7573770491803278,21.15081967213115,16.770491803278688,2.7833766632984096,0.1224203466664248,8.416393442622951,3.7424662916717337
CSO-11-6B-VCOMA,1.112280701754386,23.44210526315789,18.53333333333333,2.505943567131463,0.1057614522182656,9.456140350877194,4.0559680961914975
CSO-12-6A-DGISE,1.58984375,22.359375,17.17578125,2.612207676784425,0.1086395109289762,9.6796875,4.1144193241131815
CSO-12-6A-FJOVRE,1.1545741324921135,22.186119873817034,18.43848580441641,2.614753874020305,0.1144294677185921,8.1198738170347,3.595043596548737
CSO-12-6B-GQULO,1.1833333333333331,21.99,18.296666666666667,2.6626184170933938,0.1165523986151796,8.41,3.6632823865599606
CSO-12-6B-LJHEFE,1.0216450216450217,23.727272727272727,17.883116883116884,2.473706534367624,0.1030670770541022,10.4004329004329,4.421693380750745
CSO-12-6B-VPAMA,1.9943820224719104,20.719101123595507,13.780898876404494,2.560657562638117,0.1148847850490139,7.595505617977528,3.336006462255757
CSO-12-7A-DALRE,2.4135802469135803,20.771604938271604,16.90740740740741,2.8208498660874946,0.1271730999356471,7.934156378600823,3.535685324809968
CSO-12-7A-ESALA,1.3157894736842106,22.019138755980865,19.555023923444978,2.6571814276763077,0.1206779819887896,7.019138755980861,3.2267217470694405
CSO-12-7A-IMERO,1.5260416666666667,22.71180555555556,17.55902777777778,2.5816389695012942,0.1101993204148865,9.65625,4.070102369297711
CSO-12-7A-JHEZA,1.3486590038314177,22.90038314176245,14.727969348659004,2.405921252905305,0.0967228736893027,11.065134099616856,4.643747944845193
CSO-12-7A-LSARAR,1.8054298642533937,21.809954751131222,18.733031674208146,2.689012475364505,0.1190561098808038,7.479638009049774,3.3805625749736423
CSO-12-7A-SCAHO,1.4594594594594594,22.545945945945945,18.95405405405405,2.5832523412042865,0.1122754748093286,8.402702702702703,3.71331163221108
CSO-12-7B-DVAGRO,1.1261829652996846,23.65930599369085,16.738170347003155,2.4787794635321103,0.1013189442971081,11.123028391167193,4.618438009202454
CSO-12-7B-SMUGU,0.8189300411522634,23.17695473251029,18.855967078189305,2.526107373765545,0.1098816168812518,8.938271604938272,3.859028058182032
CSO-12-7B-SSARA,1.0132013201320131,24.1980198019802,20.033003300330037,2.4221827009272405,0.0990779391820674,10.132013201320133,4.356065149623093
CSO-12-7B-VHOMA,0.7957894736842105,24.55157894736842,18.79157894736842,2.3794189596148407,0.0964809661074625,10.68842105263158,4.481491547736622
CSO-12-8A-YTOME,0.8730769230769231,23.646153846153847,19.861538461538466,2.4633699785907144,0.1037353606807048,8.95,3.918602981979588
CSO-13-6A-ANASA,0.768361581920904,24.454802259887007,19.2725988700565,2.392994942820506,0.0984261613019066,10.248587570621469,4.379888614575392
CSO-13-6B-JETAVE,1.8159509202453987,21.9120654396728,19.15950920245399,2.6809159529789923,0.1199059506587664,7.515337423312883,3.3869465498764963
CSO-13-6B-LFMIES,0.8582375478927203,22.203065134099617,17.835249042145595,2.49029612322986,0.107209605253584,8.74712643678161,3.814160186183135
CSO-13-6B-LJMAHU,1.5988538681948423,22.363896848137536,17.008595988538683,2.533380684848363,0.1077591808759643,8.82808022922636,3.8413835748943055
CSO-13-7A-CAPAMU,1.1382405745062836,23.143626570915615,17.391382405745063,2.511887427914362,0.1038411253076837,10.107719928186714,4.291473792112891
CSO-13-7A-CDDITR,0.8859649122807017,24.57017543859649,18.80701754385965,2.37759328951649,0.0970365912585592,10.635964912280702,4.453771194372885
CSO-13-7A-JJATFL,1.308880308880309,22.22007722007722,19.73359073359073,2.6282621419038548,0.1151587514474271,7.196911196911197,3.320262484264753
CSO-13-7A-KRAMA,1.4336283185840708,21.75221238938053,19.579646017699115,2.69454583087523,0.1214769924768739,7.026548672566372,3.247486441768891
CSO-13-7A-RXCHLU,0.6333333333333333,22.985714285714284,20.052380952380958,2.5333870635920324,0.1119290490120826,7.838095238095238,3.580099385123249
CSO-13-7A-YAMEZA,0.7053872053872053,23.88888888888889,19.24915824915825,2.4402565245714127,0.1012758033176944,9.732323232323232,4.148918784886856
CSO-13-7A-YBOSO,2.050561797752809,20.786516853932586,11.51123595505618,2.5824448106705007,0.1152140461364145,8.235955056179776,3.559566301559636
CSO-13-8A-KIGAGU,1.2894736842105263,22.68421052631579,18.93859649122807,2.5736093707472527,0.1080442156621449,8.846491228070175,3.850159095632318
CSO-13-8A-MBUAN,1.28131021194605,23.664739884393065,17.89402697495183,2.4490126509089665,0.1004464190013492,10.468208092485549,4.431842928444861
CSO-13-8A-MGAAN,0.9782016348773842,24.12534059945504,18.95912806539509,2.421595999598606,0.0973387348067325,10.209809264305177,4.347564582648228
CSO-13-8A-MGAHE,1.3846153846153846,23.05656108597285,19.24660633484163,2.539471111561665,0.109252877501978,8.762443438914028,3.8289639867211287
CSO-13-8A-MJAGA,2.36518771331058,20.781569965870307,17.436860068259385,2.82047257443823,0.1236568545979479,7.901023890784983,3.5040262185689843
CSO-13-8A-VHODU,0.7945544554455446,22.752475247524757,19.764851485148515,2.567423927064005,0.1125430591078526,8.138613861386139,3.6161917291841386
CSO-13-8B-FCJISA,1.0844444444444443,23.57777777777778,18.137777777777774,2.472952881356949,0.1039637362308097,9.902222222222225,4.177973592543946
CSO-13-8B-JEMABE,1.9577464788732395,20.983098591549297,17.738028169014086,2.706408549386049,0.1223833604433404,7.36056338028169,3.336716828852739
CSO-13-9B-DMLLLU,1.75,21.744791666666668,18.875,2.6989981867275805,0.1216265281543316,7.8125,3.4833792846056237
CSO-14-7A-MVEBE,0.4228187919463087,22.29530201342282,20.08053691275168,2.6100966101406877,0.1184501930885909,7.087248322147651,3.1854944573017767
CSO-14-7B-EALHU,1.9042904290429044,22.386138613861387,18.831683168316832,2.613419199061777,0.1118342176352729,8.415841584158416,3.736932398896417
CSO-14-7B-EVEGO,1.096,24.081142857142854,19.221714285714285,2.429094003446117,0.1002068513547459,9.86742857142857,4.239308858799521
CSO-14-8A-AQUMA,1.226890756302521,21.785714285714285,19.126050420168067,2.674867067137513,0.1197086430847379,7.474789915966387,3.396870279391712
CSO-14-8A-MCIDOS,1.7692307692307692,20.55944055944056,16.646853146853147,2.6235953638043115,0.1160688475767282,7.783216783216783,3.517491116118356
CSO-14-8A-SZARA,1.0161812297734627,22.831715210355988,18.362459546925567,2.5540234191018074,0.1071200392069626,8.864077669902912,3.843635949265819
CSO-14-8B-JLLORA,1.032846715328467,22.14233576642336,18.813868613138688,2.6382790231236006,0.1178958012739415,7.711678832116788,3.438464048172136
CSO-14-9A-AEDCAGO,0.8655660377358491,23.88443396226415,18.45518867924528,2.41791337794945,0.0995527252248888,10.09433962264151,4.326342101336749
CSO-14-9A-HASACA,0.762114537444934,23.572687224669604,18.154185022026432,2.4786776704110545,0.1046978076163854,9.581497797356828,4.091539737581741
CSO-14-9A-JSMAAL,1.1353711790393013,23.268558951965066,17.96943231441048,2.5056340627811804,0.1047116147667025,9.19650655021834,4.017678354813903
CSO-14-9A-MARJA,1.2878338278931751,23.25519287833828,18.973293768545997,2.521712181835354,0.1087401305276757,8.98219584569733,3.899564642810416
CSO-14-9A-SORZU,1.380503144654088,22.19496855345912,16.562893081761008,2.551633050075187,0.1078231568786135,9.19182389937107,3.972525090422229
CSO-14-9B-ERAGA,1.4555555555555555,21.272222222222226,17.32777777777778,2.7288814684706235,0.1225622126020078,7.891666666666667,3.480717178291691
CSO-14-9B-MFEGA,1.873015873015873,21.865079365079364,17.96031746031746,2.6922023071718044,0.1166101716161194,9.03968253968254,3.8375173133288953
CSO-15-10A-LJRAGU,1.346,23.168,19.198,2.494955596597948,0.1071582638448153,8.85,3.863520720621605
CSO-15-10A-MAARLO,1.3846153846153846,22.118343195266277,18.547337278106507,2.604596543363689,0.1139847940948816,8.165680473372781,3.5882450554353205
CSO-15-10A-SFEGA,1.9849056603773585,20.91320754716981,16.90566037735849,2.7871519925591794,0.1268124309248881,7.558490566037736,3.395230999691711
CSO-15-10B-MEBUAR,0.6424242424242425,23.29090909090909,18.087878787878783,2.5161742353063343,0.1079323844682696,9.548484848484849,4.054468694168932
CSO-15-10B-YVBUAN,1.1974789915966386,23.029411764705884,18.680672268907564,2.515916586671792,0.10855770033585,8.571428571428571,3.769031771248244
CSO-15-10C-ALBAHO,1.421487603305785,23.165289256198346,18.553719008264466,2.523023779381553,0.1034401150534485,9.575757575757576,4.193123713784522
CSO-15-10C-SSCAMO,1.7514124293785311,23.51977401129944,18.1864406779661,2.50708336701377,0.1017217049464776,10.52824858757062,4.456224135267988
CSO-15-11C-JETALO,1.809946714031972,22.097690941385437,17.115452930728242,2.658296461145918,0.1104033654075004,9.623445825932505,4.165567462389164
CSO-15-7B-JCRAGA,0.9393939393939394,22.96212121212121,18.74242424242424,2.556729931378177,0.1098799176342444,9.106060606060606,4.000979062231791
CSO-15-8A-VBMABR,1.8554455445544555,22.69306930693069,19.50891089108911,2.578895521028788,0.1099523007816809,8.655445544554455,3.810655101833433
