subject,re_T6W30,lcc_T6W30,lsc_T6W30,atd_T6W30,density_T6W30,diameter_T6W30,asp_T6W30
CDMS-10-4A-JURAN,0.616,23.808,19.26,2.448231486933272,0.1031431763253273,9.124,4.00129486249193
CDMS-10-5A-HEPIHO,0.6881091617933723,24.20857699805068,18.92982456140351,2.392785323375634,0.0999540680518157,9.762183235867449,4.19594683488672
CDMS-10-5A-KSRAGU,1.0829268292682928,22.93170731707317,19.48780487804878,2.5415937347201507,0.1088698393897925,8.434146341463414,3.7700640848405538
CDMS-10-5A-SROPU,1.9170984455958548,22.56476683937824,18.207253886010363,2.587518767156784,0.1084014840467811,9.196891191709843,3.93999885066543
CDMS-10-5A-SZURO,1.358695652173913,23.13586956521739,18.80978260869565,2.547720432501966,0.1109438372334184,9.201086956521738,3.973952316946676
CDMS-10-5B-SRAJA,1.2259414225941423,22.397489539748957,19.476987447698743,2.604357290126274,0.1160784124244013,7.669456066945607,3.4274349997729483
CDMS-10-5C-DAAUSA,1.7125307125307123,22.085995085995087,18.14987714987715,2.6666666408328688,0.1161002269011422,8.356265356265355,3.675238890870262
CDMS-10-5C-ICAPA,1.8417721518987344,19.81012658227848,16.5126582278481,2.8905242369211703,0.137303451823763,6.7215189873417724,3.0891473594512022
CDMS-10-5C-JFALGI,1.2864864864864864,21.216216216216218,18.92972972972973,2.753696342763781,0.1288500298940466,6.859459459459459,3.1069155697949618
CDMS-10-5C-MAORTO,2.2908163265306123,20.43367346938776,17.40561224489796,2.8709121981159944,0.1300090616575912,7.451530612244898,3.30762973521801
CDMS-10-5C-NBEMO,1.916216216216216,21.42162162162162,17.55945945945946,2.734451344018446,0.1183495048309289,8.010810810810812,3.606155445190174
CDMS-10-6B-ASCACO,1.2408163265306122,22.073469387755104,19.946938775510205,2.6340707006687487,0.1190267663188785,6.877551020408164,3.193971219085869
CDMS-10-6B-JJMOBE,1.0264026402640265,23.181518151815183,19.706270627062707,2.532723037396434,0.1096046331689185,8.465346534653465,3.7830859107175434
CDMS-11-4A-GACHSA,2.3125,21.696691176470587,17.558823529411764,2.7272752702229,0.1198634811939528,8.722426470588236,3.828784135635327
CDMS-11-5A-EAARCA,1.6275510204081634,22.107142857142858,19.03061224489796,2.66255392639012,0.1190590883076962,8.198979591836734,3.638308805552776
CDMS-11-5A-MGTHAR,2.817490494296578,20.083650190114067,16.85171102661597,2.938734358258323,0.1352906863034141,7.307984790874524,3.298634905067737
CDMS-11-6A-DFVEBE,0.7770034843205574,22.5993031358885,18.72473867595819,2.5697418449251104,0.1108413527009358,8.54006968641115,3.716343186911597
CDMS-11-6A-NMREPR,1.4321766561514195,23.365930599369086,19.55520504731861,2.505326456093516,0.1070547620361611,8.927444794952681,3.872324127249322
CDMS-11-6B-ARAHE,1.7006172839506173,22.07716049382716,17.885802469135804,2.628933982286697,0.1145913450079306,8.583333333333334,3.7677849892556106
CDMS-11-6B-AVROTO,1.2303921568627452,23.808823529411764,17.230392156862745,2.484021828957178,0.1067576192473092,10.848039215686274,4.509974933931566
CDMS-11-6B-EAFESA,1.380378657487091,23.2512908777969,19.16006884681584,2.522022354000544,0.1063063022647621,9.457831325301203,4.104108461587168
CDMS-11-6B-EFRGR,2.515068493150685,21.27945205479452,17.96712328767123,2.7656290072776097,0.1218971722913863,8.134246575342466,3.626171093527636
CDMS-11-6B-EROCO,1.345,22.09,18.26,2.617153530819549,0.1167546526386074,8.155,3.59120730076074
CDMS-11-6B-JACUPE,1.9194991055456168,19.79069767441861,15.899821109123437,2.902425949688501,0.1327897176932396,7.432915921288014,3.3536107661712995
CDMS-11-6B-JDCHBA,2.114638447971781,21.1957671957672,16.890652557319225,2.7821055485382997,0.1206547005331845,8.469135802469136,3.6969444268776215
CDMS-11-6B-JFSAHE,0.8099173553719008,23.988980716253444,19.399449035812676,2.4211360325793194,0.1010896989918527,9.31404958677686,4.055510224751027
CDMS-11-6B-JLPENA,1.351437699680511,21.65814696485623,16.833865814696484,2.587926910340033,0.1141487472378824,8.798722044728434,3.7665629842605206
CDMS-11-6B-JMARME,1.450210378681627,22.514726507713885,18.401122019635345,2.5863995679757643,0.1120795970996211,8.754558204768584,3.8382386400737625
CDMS-11-6B-JPSAMA,1.1578947368421053,23.79649122807017,19.28070175438597,2.4460286187391254,0.1013031167820199,9.649122807017545,4.12035597843884
CDMS-11-6B-LESTA,1.3345724907063197,22.17843866171004,19.31970260223048,2.64287859774074,0.1177065493723111,8.293680297397769,3.612657378864186
CDMS-11-6B-MAGIMU,1.812080536912752,21.27181208053691,18.7248322147651,2.7510372273434296,0.1247045853105657,7.318791946308725,3.314499817340092
CDMS-11-6B-MEBRTA,1.3544303797468351,21.71518987341772,18.468354430379748,2.717412582564178,0.1174670630479758,8.189873417721518,3.641185573339304
CDMS-11-6B-MMAMO,0.7994428969359332,23.55431754874652,18.52924791086351,2.477336503368447,0.1048573202386535,9.197771587743732,3.966432415059802
CDMS-11-6B-RSECA,1.3344051446945338,22.23472668810289,19.33118971061093,2.639624975503329,0.1167237413846059,7.765273311897106,3.5171720387623155
CDMS-11-6B-SCAPA,1.0121951219512195,23.640243902439025,19.884146341463413,2.4658102534322044,0.1059186479440986,8.817073170731707,3.8473043554142943
CDMS-11-6B-VZAPE,1.6779661016949152,22.01271186440678,18.885593220338983,2.657004503448752,0.1145602974671489,8.292372881355933,3.668183245416095
CDMS-11-6B-YLNIME,0.9114754098360656,23.498360655737702,19.44918032786885,2.48717733573914,0.1068123055829849,8.950819672131148,3.896096777131327
CDMS-11-7C-ICARE,1.9318181818181817,21.984848484848484,17.367424242424242,2.6705874390343447,0.117939492549959,8.837121212121213,3.800805514525248
CDMS-11-7C-IMOIB,0.6758104738154613,24.0,18.463840399002493,2.4303445368586862,0.1004175623079165,9.932668329177057,4.222087778101328
CDMS-11-7C-SALMA,1.9093484419263456,22.75354107648725,18.8328611898017,2.564208906771508,0.1091772452818476,8.832861189801699,3.853743459167626
CDMS-11-7C-SPGAVE,1.4914529914529917,22.38888888888889,16.068376068376068,2.587833982958584,0.1091158545417956,10.076923076923077,4.187533609820435
CDMS-12-5A-SRIGO,1.0881720430107529,23.63225806451613,19.623655913978496,2.4695483590888725,0.1035402022834245,9.15483870967742,3.950378436544239
CDMS-12-6A-FAROPA,0.5675675675675675,24.19219219219219,20.17117117117117,2.409482250110269,0.1003575798694029,9.114114114114114,4.000672375552041
CDMS-12-6A-JGIGA,1.346774193548387,21.556451612903224,18.846774193548388,2.7100658572502785,0.121094752366086,7.330645161290323,3.2960242521423693
CDMS-12-6A-JSOTGU,1.7229357798165137,21.61834862385321,18.46238532110092,2.709869075005614,0.122226732490183,7.8330275229357795,3.479370418312491
CDMS-12-6A-SROAL,1.0964467005076142,23.774111675126903,19.15482233502538,2.467730343363153,0.1033217866741296,9.398477157360404,4.07968504997459
CDMS-12-6B-IJDAGA,1.4933333333333334,21.65,17.243333333333332,2.706180432573845,0.1165936027986909,8.85,3.845306538984565
CDMS-12-6B-SCLAG,1.5685840707964602,22.103982300884955,18.188053097345133,2.645744972787706,0.1143750153399822,8.422566371681416,3.710888396570218
CDMS-12-7C-ARAHE,1.1219512195121952,22.068292682926828,19.44878048780488,2.646542681134856,0.1177958120551582,7.68780487804878,3.4300122512972875
CDMS-12-7C-CATRAR,1.242299794661191,23.26488706365503,19.069815195071868,2.4956346765095048,0.1063884152737591,8.995893223819301,3.918440474011312
CDMS-12-7C-DLOLO,1.6356877323420074,22.133828996282528,18.821561338289964,2.6426510255918267,0.1182248502831008,8.037174721189592,3.551756842625428
CDMS-12-7C-JSZAOR,0.4230769230769231,24.378205128205128,20.03846153846154,2.389404341065433,0.0986316559281999,9.256410256410255,4.072540575263541
CDMS-12-7C-MAROBE,0.9329268292682928,24.10975609756097,18.838414634146343,2.4365040889731047,0.1013299612436441,9.948170731707316,4.240114220887305
