feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG,abs_r_MOT,abs_r_partial_MOT,abs_r_COG,abs_r_partial_COG
z_lsc,z,2,T2W20,237,-0.006193973889186766,0.9244325631108662,-0.00632161797859852,0.9230441621538525,0.08267827412204388,0.20470554634621038,0.08250952270938212,0.2066036190506023,0.006193973889186766,0.00632161797859852,0.08267827412204388,0.08250952270938212
z_atd,z,2,T2W20,237,0.018795627733089657,0.7734611083676781,0.018576808335457082,0.7764934613147363,0.052430730268366574,0.4217169468327806,0.05106131543954658,0.43494168398871136,0.018795627733089657,0.018576808335457082,0.052430730268366574,0.05106131543954658
z_density,z,2,T2W20,237,-0.097856667162916,0.1330643830204476,-0.09833972730438555,0.13197586863824332,0.00254788003227936,0.9688769979293662,-0.0012908922245086283,0.9842621281745313,0.097856667162916,0.09833972730438555,0.00254788003227936,0.0012908922245086283
z_diameter,z,2,T2W20,237,-0.033808360612049136,0.6045494076587723,-0.03350034689410285,0.6086136865751383,-0.10114094835344542,0.12047158144469378,-0.09949725101323989,0.127465106100622,0.033808360612049136,0.03350034689410285,0.10114094835344542,0.09949725101323989
z_asp,z,2,T2W20,237,-0.01710989422397571,0.7932983017785599,-0.01688540279040768,0.7963763563951939,-0.10000622803858661,0.12471316944974772,-0.09914034831161368,0.12884303203224692,0.01710989422397571,0.01688540279040768,0.10000622803858661,0.09914034831161368
z_cc,z,2,T2W20,237,-0.16317579850954683,0.011880920157801974,-0.1642552128200467,0.011500017835900222,-0.10281340761269515,0.11442553435741079,-0.11168172553011346,0.08690822648220974,0.16317579850954683,0.1642552128200467,0.10281340761269515,0.11168172553011346
z_re,z,2,T2W30,230,-0.0063058499275041625,0.9242251951040592,-0.0066546504193976475,0.9202227260487741,-0.046347127185695926,0.48428001930855824,-0.03613063004653553,0.5864818708888269,0.0063058499275041625,0.0066546504193976475,0.046347127185695926,0.03613063004653553
z_pe,z,2,T2W30,230,0.13394464380647159,0.04241171658495597,0.13398837550420153,0.04279969825559631,0.04254112076440978,0.5209098132512112,0.041758193361804134,0.5295242396193844,0.13394464380647159,0.13398837550420153,0.04254112076440978,0.041758193361804134
z_l1,z,2,T2W30,230,-0.03151493498797892,0.6344579101422624,-0.031829115131900634,0.6318336583940508,-0.04949204315445058,0.45509229696802944,-0.041597289801573074,0.531113145780774,0.03151493498797892,0.031829115131900634,0.04949204315445058,0.041597289801573074
z_l2,z,2,T2W30,230,0.13023320070628344,0.048526020792919136,0.130239557493444,0.049011775256224126,0.03631410737668853,0.5837531127518214,0.03653098367804764,0.5823381908102436,0.13023320070628344,0.130239557493444,0.03631410737668853,0.03653098367804764
z_l3,z,2,T2W30,230,-0.10651333280676992,0.10714920135404664,-0.10644415539674286,0.10815418474766046,-0.07823501960192095,0.23726894497232404,-0.08215570324300922,0.21551856653504498,0.10651333280676992,0.10644415539674286,0.07823501960192095,0.08215570324300922
z_lsc,z,2,T2W30,230,0.027799049410346728,0.6749402608989494,0.027733528520658312,0.6763360302672793,0.09939938672138889,0.13284482713176082,0.10271467280259791,0.12115316883348305,0.027799049410346728,0.027733528520658312,0.09939938672138889,0.10271467280259791
z_atd,z,2,T2W30,230,0.038191508950629754,0.5644411710665789,0.03842836451533245,0.5628873402516914,0.08675739339012356,0.1898423430411335,0.08126665805662395,0.22054308396222685,0.038191508950629754,0.03842836451533245,0.08675739339012356,0.08126665805662395
z_density,z,2,T2W30,230,-0.08141777772542048,0.21866811273659686,-0.0813119176735844,0.22028529627997287,0.03742739167571028,0.572264357908643,0.027283040510273273,0.6813039208547662,0.08141777772542048,0.0813119176735844,0.03742739167571028,0.027283040510273273
z_diameter,z,2,T2W30,230,-0.024745092971875632,0.7089323099488082,-0.024945084106184155,0.7073032615652998,-0.11702447697621046,0.07652994445217699,-0.11247562561875266,0.08948067651741787,0.024745092971875632,0.024945084106184155,0.11702447697621046,0.11247562561875266
z_asp,z,2,T2W30,230,-0.02056176004541005,0.7564329591203022,-0.02076494090702405,0.7546265790281287,-0.11686344212238868,0.07693880177511667,-0.11213603355891158,0.09045855746347373,0.02056176004541005,0.02076494090702405,0.11686344212238868,0.11213603355891158
z_cc,z,2,T2W30,230,-0.13861319399154667,0.035652220001300146,-0.13856837217820792,0.03612079569169374,-0.08924421973223803,0.1774094928516184,-0.0976877812903568,0.14055650682498613,0.13861319399154667,0.13856837217820792,0.08924421973223803,0.0976877812903568
z_re,z,2,T2W40,222,0.033798045679721875,0.6164556972442429,0.03388272655833393,0.6163778872066376,-0.05940377746870734,0.37838388869975875,-0.050572076910779876,0.4544460658544625,0.033798045679721875,0.03388272655833393,0.05940377746870734,0.050572076910779876
z_pe,z,2,T2W40,222,0.11118449876822738,0.09845571277216995,0.11118978366088099,0.0992096299918428,0.024398217644365856,0.7177056113480214,0.025908652553973153,0.7016901605146737,0.11118449876822738,0.11118978366088099,0.024398217644365856,0.025908652553973153
z_l1,z,2,T2W40,222,-0.023179927419631575,0.7312452273116434,-0.02321632611105893,0.7314295388728914,-0.04607030621184795,0.49465756516958215,-0.03857859974945444,0.5683574568946917,0.023179927419631575,0.02321632611105893,0.04607030621184795,0.03857859974945444
z_l2,z,2,T2W40,222,0.10809303671069902,0.10823711277192641,0.10811064942802699,0.10898603752576053,0.011954051052814893,0.8594202668454313,0.014486929312052784,0.8304272600383946,0.10809303671069902,0.10811064942802699,0.011954051052814893,0.014486929312052784
z_l3,z,2,T2W40,222,-0.10060041293845788,0.13511188958238898,-0.10073033542277016,0.1354970136456924,-0.03859382652875306,0.5673206203209306,-0.045924732198776096,0.4970066650663209,0.10060041293845788,0.10073033542277016,0.03859382652875306,0.045924732198776096
z_lsc,z,2,T2W40,222,-0.03743128207155075,0.5790591291853826,-0.03743747802358139,0.5798621260894274,0.07123197306078345,0.29065588727492897,0.07460387768222149,0.26945580275764214,0.03743128207155075,0.03743747802358139,0.07123197306078345,0.07460387768222149
z_atd,z,2,T2W40,222,-0.08246370450612177,0.22101606443153496,-0.08267922428038775,0.22086094109172463,-0.01859764853548838,0.7828873723637896,-0.008797697218913016,0.896528443537171,0.08246370450612177,0.08267922428038775,0.01859764853548838,0.008797697218913016
z_density,z,2,T2W40,222,-0.11410085848265354,0.08988389898733934,-0.1144155515608951,0.08972680873603653,0.0517532069720795,0.4429229827951244,0.04222844580685223,0.5323060909971853,0.11410085848265354,0.1144155515608951,0.0517532069720795,0.04222844580685223
z_diameter,z,2,T2W40,222,0.019730027023401864,0.7700269094241272,0.01974569805404569,0.7703594650739651,-0.08350315769748638,0.21523037109298004,-0.07920290174119927,0.24095556365591592,0.019730027023401864,0.01974569805404569,0.08350315769748638,0.07920290174119927
z_asp,z,2,T2W40,222,0.012944399545567071,0.8479094799704385,0.012958823229488138,0.8480850573722131,-0.09668360645582638,0.15106302693809787,-0.0917003281691974,0.17435062122710185,0.012944399545567071,0.012958823229488138,0.09668360645582638,0.0917003281691974
z_cc,z,2,T2W40,222,-0.13235376824809927,0.048887977197573394,-0.13238855304926095,0.049345201100801324,-0.058465128591919824,0.3859776336622476,-0.062129359069252314,0.35795435264692466,0.13235376824809927,0.13238855304926095,0.058465128591919824,0.062129359069252314
