feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG
z_cc,z,2,T2W20,237,-0.16317579850954683,0.011880920157801974,-0.1642552128200467,0.011500017835900222,-0.10281340761269515,0.11442553435741079,-0.11168172553011346,0.08690822648220974
z_l2,z,2,T2W10,240,0.1538151696548174,0.01709482438988619,0.1534393127209492,0.01760839299112769,0.02123476220108857,0.7434508703451855,0.017815065378730892,0.7840907350401511
z_pe,z,2,T2W10,240,0.15030767065096506,0.019824665309583964,0.15013343833827633,0.02023215837036522,0.015073582799173089,0.8162949384238241,0.013545831221243195,0.8349751160151241
z_l3,z,2,T2W20,237,-0.14629597906222697,0.024295576779158782,-0.14615732323240244,0.024738520219726397,-0.09947714760262232,0.12673001307956597,-0.09914450784134807,0.12882690700367821
z_cc,z,2,T2W30,230,-0.13861319399154667,0.035652220001300146,-0.13856837217820792,0.03612079569169374,-0.08924421973223803,0.1774094928516184,-0.0976877812903568,0.14055650682498613
z_l2,z,2,T2W20,237,0.13603735078545298,0.03635495242066591,0.1361360181512761,0.03661808814159548,0.030122039394318262,0.6445289625277524,0.03115229830060298,0.633970882769373
z_pe,z,2,T2W30,230,0.13394464380647159,0.04241171658495597,0.13398837550420153,0.04279969825559631,0.04254112076440978,0.5209098132512112,0.041758193361804134,0.5295242396193844
z_cc,z,2,T2W40,222,-0.13235376824809927,0.048887977197573394,-0.13238855304926095,0.049345201100801324,-0.058465128591919824,0.3859776336622476,-0.062129359069252314,0.35795435264692466
z_pe,z,2,T2W20,237,0.13106051757747714,0.043832808117167846,0.1311962835568876,0.04406357787367196,0.025901700102789166,0.6915813736836107,0.027205518418764802,0.6775585486787365
z_l2,z,2,T2W30,230,0.13023320070628344,0.048526020792919136,0.130239557493444,0.049011775256224126,0.03631410737668853,0.5837531127518214,0.03653098367804764,0.5823381908102436
z_l3,z,2,T2W10,240,-0.12807193414958024,0.04749129665575073,-0.12804451667063418,0.048009016326773325,-0.11675081682961586,0.07100709580506434,-0.11752577609807227,0.06972867279400025
z_cc,z,2,T2W10,240,-0.12383895541617213,0.05538167105082214,-0.12476995695545888,0.05406468361773445,-0.10638973096168917,0.10012509040584357,-0.11390690492633535,0.0788411196209351
z_density,z,2,T2W40,222,-0.11410085848265354,0.08988389898733934,-0.1144155515608951,0.08972680873603653,0.0517532069720795,0.4429229827951244,0.04222844580685223,0.5323060909971853
z_pe,z,2,T2W40,222,0.11118449876822738,0.09845571277216995,0.11118978366088099,0.0992096299918428,0.024398217644365856,0.7177056113480214,0.025908652553973153,0.7016901605146737
z_l2,z,2,T2W40,222,0.10809303671069902,0.10823711277192641,0.10811064942802699,0.10898603752576053,0.011954051052814893,0.8594202668454313,0.014486929312052784,0.8304272600383946
z_l3,z,2,T2W30,230,-0.10651333280676992,0.10714920135404664,-0.10644415539674286,0.10815418474766046,-0.07823501960192095,0.23726894497232404,-0.08215570324300922,0.21551856653504498
z_l3,z,2,T2W40,222,-0.10060041293845788,0.13511188958238898,-0.10073033542277016,0.1354970136456924,-0.03859382652875306,0.5673206203209306,-0.045924732198776096,0.4970066650663209
z_density,z,2,T2W20,237,-0.097856667162916,0.1330643830204476,-0.09833972730438555,0.13197586863824332,0.00254788003227936,0.9688769979293662,-0.0012908922245086283,0.9842621281745313
z_atd,z,2,T2W40,222,-0.08246370450612177,0.22101606443153496,-0.08267922428038775,0.22086094109172463,-0.01859764853548838,0.7828873723637896,-0.008797697218913016,0.896528443537171
z_density,z,2,T2W30,230,-0.08141777772542048,0.21866811273659686,-0.0813119176735844,0.22028529627997287,0.03742739167571028,0.572264357908643,0.027283040510273273,0.6813039208547662
z_density,z,2,T2W10,240,-0.07458843899732873,0.24969500968370625,-0.07554271274902492,0.24466630525109861,0.03558729522767478,0.5832721034589012,0.029086911484336928,0.6545791284830772
z_diameter,z,2,T2W10,240,0.06031343066606946,0.35219471367547467,0.060726021334231294,0.34992097901473174,-0.07075723297894657,0.27491554696414683,-0.06833927015592961,0.2927118760274457
z_atd,z,2,T2W10,240,0.05862143133475816,0.3658915893816735,0.06045795599945299,0.35205600147878147,-0.1350998306524686,0.03647169054977371,-0.12418734686761393,0.05520584674478705
z_re,z,2,T2W20,237,-0.057749220067639266,0.3761154239698015,-0.05616308390092226,0.39040078469173023,-0.050019291758722016,0.4434110581259137,-0.03343114988434526,0.6093545162285742
z_re,z,2,T2W10,240,-0.044945535938392275,0.48830433569272735,-0.04376714749877257,0.5006934328813779,-0.04781631874248831,0.46092676262846916,-0.037834137227068174,0.5605373705527168
z_asp,z,2,T2W10,240,0.04174766587443748,0.5197984331683184,0.04266996278871255,0.5115010147843492,-0.11161306291137207,0.08444280142088187,-0.10587340773632517,0.10251649885995459
z_atd,z,2,T2W30,230,0.038191508950629754,0.5644411710665789,0.03842836451533245,0.5628873402516914,0.08675739339012356,0.1898423430411335,0.08126665805662395,0.22054308396222685
z_lsc,z,2,T2W40,222,-0.03743128207155075,0.5790591291853826,-0.03743747802358139,0.5798621260894274,0.07123197306078345,0.29065588727492897,0.07460387768222149,0.26945580275764214
z_diameter,z,2,T2W20,237,-0.033808360612049136,0.6045494076587723,-0.03350034689410285,0.6086136865751383,-0.10114094835344542,0.12047158144469378,-0.09949725101323989,0.127465106100622
z_re,z,2,T2W40,222,0.033798045679721875,0.6164556972442429,0.03388272655833393,0.6163778872066376,-0.05940377746870734,0.37838388869975875,-0.050572076910779876,0.4544460658544625
