feature,mean_coef,std_coef,frac_nonzero
edges_T2W20,0.43747937984881935,0.5643909067640315,1.0
lcc_T2W20,0.18651562435611355,0.2054904130746979,1.0
l3_T2W20,-0.18154236624865988,0.2009621321671333,1.0
re_T2W20,0.143483653992804,0.22289393545236208,1.0
l2_T2W20,-0.14275651418476928,0.3216607351685071,1.0
diameter_T2W20,-0.10664585655621436,0.22337320431440866,1.0
l1_T2W20,0.0892764881458741,0.1288026773426504,1.0
pe_T2W20,0.08062356780117408,0.21075008494394895,1.0
nodes_T2W20,0.06569021071005215,0.1502773794033941,1.0
lsc_T2W20,-0.06315201428984932,0.15440766815688362,1.0
asp_T2W20,-0.03107577859461037,0.1615066933968724,1.0
atd_T2W20,0.026954138500284497,0.2625357262223944,1.0
density_T2W20,-0.0025414999726400484,0.028732412892317413,1.0
