feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
l3_T6W40,-0.18849118015509064,0.15696895424476817,1.0,400,1.0
pe_T6W40,-0.15903912769150222,0.22328318739056274,1.0,400,1.0
lsc_T6W40,-0.142038213386142,0.24370704855497377,1.0,400,1.0
re_T6W40,-0.11908074141130542,0.120169403594448,1.0,400,1.0
l2_T6W40,0.10219312327051369,0.19734123129922995,1.0,400,1.0
edges_T6W40,0.06006518415713602,0.13341802142524287,1.0,400,1.0
atd_T6W40,-0.05498984409159065,0.07953615641162236,1.0,400,1.0
density_T6W40,-0.05171223538284939,0.10859594558726662,1.0,400,1.0
diameter_T6W40,0.019607954479609585,0.07139454816643215,1.0,400,1.0
l1_T6W40,0.013582690614121167,0.07199251881129112,1.0,400,1.0
asp_T6W40,-0.008554858010936923,0.07908714717155117,1.0,400,1.0
nodes_T6W40,-0.002020265390819333,0.05575978508235017,1.0,400,1.0
lcc_T6W40,-0.0005686709220643756,0.05204535372486455,1.0,400,1.0
