subject,re_T6W30,pe_T6W30,l1_T6W30,l3_T6W30,lsc_T6W30,density_T6W30
CDMS-10-4A-JURAN,0.616,1.252,0.116,0.756,19.26,0.1031431763253273
CDMS-10-5A-HEPIHO,0.6881091617933723,1.148148148148148,0.0,0.6335282651072125,18.92982456140351,0.0999540680518157
CDMS-10-5A-KSRAGU,1.0829268292682928,1.4780487804878049,0.4829268292682926,0.2341463414634146,19.48780487804878,0.1088698393897925
CDMS-10-5A-SROPU,1.9170984455958548,2.4507772020725387,0.4507772020725388,0.3056994818652849,18.207253886010363,0.1084014840467811
CDMS-10-5A-SZURO,1.358695652173913,1.5896739130434785,0.1576086956521739,0.4592391304347826,18.80978260869565,0.1109438372334184
CDMS-10-5B-SRAJA,1.2259414225941423,1.4602510460251046,0.1213389121338912,0.895397489539749,19.476987447698743,0.1160784124244013
CDMS-10-5C-DAAUSA,1.7125307125307123,2.5454545454545454,0.2137592137592137,0.995085995085995,18.14987714987715,0.1161002269011422
CDMS-10-5C-ICAPA,1.8417721518987344,2.6582278481012658,0.5506329113924051,0.7658227848101266,16.5126582278481,0.137303451823763
CDMS-10-5C-JFALGI,1.2864864864864864,1.7837837837837838,0.0,1.0162162162162165,18.92972972972973,0.1288500298940466
CDMS-10-5C-MAORTO,2.2908163265306123,3.125,0.6530612244897959,0.8928571428571429,17.40561224489796,0.1300090616575912
CDMS-10-5C-NBEMO,1.916216216216216,2.556756756756757,0.9972972972972972,0.9648648648648648,17.55945945945946,0.1183495048309289
CDMS-10-6B-ASCACO,1.2408163265306122,1.4857142857142858,0.0,0.8979591836734694,19.946938775510205,0.1190267663188785
CDMS-10-6B-JJMOBE,1.0264026402640265,1.6732673267326732,0.0,0.7194719471947195,19.706270627062707,0.1096046331689185
CDMS-11-4A-GACHSA,2.3125,2.744485294117647,0.4227941176470588,0.8805147058823529,17.558823529411764,0.1198634811939528
CDMS-11-5A-EAARCA,1.6275510204081634,1.9438775510204085,0.1479591836734693,1.0,19.03061224489796,0.1190590883076962
CDMS-11-5A-MGTHAR,2.817490494296578,3.494296577946768,0.5513307984790875,0.8745247148288974,16.85171102661597,0.1352906863034141
CDMS-11-6A-DFVEBE,0.7770034843205574,0.8710801393728222,1.2822299651567943,0.5365853658536586,18.72473867595819,0.1108413527009358
CDMS-11-6A-NMREPR,1.4321766561514195,1.6056782334384858,0.0,0.2996845425867508,19.55520504731861,0.1070547620361611
CDMS-11-6B-ARAHE,1.7006172839506173,1.6790123456790125,0.8950617283950617,0.6697530864197531,17.885802469135804,0.1145913450079306
CDMS-11-6B-AVROTO,1.2303921568627452,1.3676470588235294,0.0,0.8235294117647058,17.230392156862745,0.1067576192473092
CDMS-11-6B-EAFESA,1.380378657487091,1.963855421686747,0.2994836488812392,0.6196213425129088,19.16006884681584,0.1063063022647621
CDMS-11-6B-EFRGR,2.515068493150685,2.8794520547945206,0.5561643835616439,1.167123287671233,17.96712328767123,0.1218971722913863
CDMS-11-6B-EROCO,1.345,1.805,0.145,0.975,18.26,0.1167546526386074
CDMS-11-6B-JACUPE,1.9194991055456168,2.962432915921288,1.148479427549195,1.066189624329159,15.899821109123437,0.1327897176932396
CDMS-11-6B-JDCHBA,2.114638447971781,3.153439153439153,0.8518518518518519,0.8571428571428571,16.890652557319225,0.1206547005331845
CDMS-11-6B-JFSAHE,0.8099173553719008,1.349862258953168,0.0,0.509641873278237,19.399449035812676,0.1010896989918527
CDMS-11-6B-JLPENA,1.351437699680511,1.9680511182108624,0.2779552715654952,1.1246006389776355,16.833865814696484,0.1141487472378824
CDMS-11-6B-JMARME,1.450210378681627,2.1514726507713884,0.1220196353436185,0.814866760168303,18.401122019635345,0.1120795970996211
CDMS-11-6B-JPSAMA,1.1578947368421053,1.6526315789473685,0.2035087719298245,0.4140350877192982,19.28070175438597,0.1013031167820199
CDMS-11-6B-LESTA,1.3345724907063197,1.758364312267658,0.2156133828996282,0.9479553903345724,19.31970260223048,0.1177065493723111
CDMS-11-6B-MAGIMU,1.812080536912752,2.567114093959732,0.0973154362416107,1.2986577181208054,18.7248322147651,0.1247045853105657
CDMS-11-6B-MEBRTA,1.3544303797468351,2.651898734177215,0.7278481012658228,0.5569620253164557,18.468354430379748,0.1174670630479758
CDMS-11-6B-MMAMO,0.7994428969359332,1.1197771587743732,0.403899721448468,0.5013927576601671,18.52924791086351,0.1048573202386535
CDMS-11-6B-RSECA,1.3344051446945338,2.064308681672025,0.1479099678456591,0.7202572347266881,19.33118971061093,0.1167237413846059
CDMS-11-6B-SCAPA,1.0121951219512195,1.0121951219512195,0.0,0.5914634146341463,19.884146341463413,0.1059186479440986
CDMS-11-6B-VZAPE,1.6779661016949152,2.4957627118644066,0.4915254237288136,0.5211864406779662,18.885593220338983,0.1145602974671489
CDMS-11-6B-YLNIME,0.9114754098360656,1.281967213114754,0.0,0.3081967213114754,19.44918032786885,0.1068123055829849
CDMS-11-7C-ICARE,1.9318181818181817,2.4393939393939394,0.1856060606060606,1.106060606060606,17.367424242424242,0.117939492549959
CDMS-11-7C-IMOIB,0.6758104738154613,1.2942643391521198,0.3615960099750623,0.4912718204488778,18.463840399002493,0.1004175623079165
CDMS-11-7C-SALMA,1.9093484419263456,2.314447592067989,0.0,0.6770538243626062,18.8328611898017,0.1091772452818476
CDMS-11-7C-SPGAVE,1.4914529914529917,1.9102564102564104,1.1495726495726497,0.7564102564102564,16.068376068376068,0.1091158545417956
CDMS-12-5A-SRIGO,1.0881720430107529,1.4,0.3118279569892473,0.3677419354838709,19.623655913978496,0.1035402022834245
CDMS-12-6A-FAROPA,0.5675675675675675,0.8438438438438438,0.3483483483483483,0.2252252252252252,20.17117117117117,0.1003575798694029
CDMS-12-6A-JGIGA,1.346774193548387,2.302419354838709,0.3225806451612903,0.4677419354838709,18.846774193548388,0.121094752366086
CDMS-12-6A-JSOTGU,1.7229357798165137,2.0311926605504587,0.3192660550458716,0.981651376146789,18.46238532110092,0.122226732490183
CDMS-12-6A-SROAL,1.0964467005076142,1.4796954314720812,0.2208121827411167,0.5203045685279187,19.15482233502538,0.1033217866741296
CDMS-12-6B-IJDAGA,1.4933333333333334,2.053333333333333,1.5166666666666666,0.9033333333333332,17.243333333333332,0.1165936027986909
CDMS-12-6B-SCLAG,1.5685840707964602,2.1261061946902653,0.6415929203539823,0.8053097345132744,18.188053097345133,0.1143750153399822
CDMS-12-7C-ARAHE,1.1219512195121952,2.1219512195121952,0.0,1.1414634146341462,19.44878048780488,0.1177958120551582
CDMS-12-7C-CATRAR,1.242299794661191,1.7412731006160165,0.0,0.7946611909650924,19.069815195071868,0.1063884152737591
CDMS-12-7C-DLOLO,1.6356877323420074,1.7397769516728625,0.1933085501858736,0.9405204460966544,18.821561338289964,0.1182248502831008
CDMS-12-7C-JSZAOR,0.4230769230769231,0.967948717948718,0.1858974358974359,0.5064102564102564,20.03846153846154,0.0986316559281999
CDMS-12-7C-MAROBE,0.9329268292682928,1.600609756097561,0.0,0.5945121951219512,18.838414634146343,0.1013299612436441
CDMS-12-7C-VMAPA,1.4523809523809523,2.134920634920635,0.0,0.6587301587301587,19.626984126984127,0.111789758939699
CDMS-12-7C-VQURA,1.5904059040590406,2.1365313653136533,0.0535055350553505,0.8763837638376384,16.313653136531364,0.1074310208044895
CDMS-13-6B-ASUMO,0.7297297297297297,1.4,0.3135135135135135,1.4648648648648648,15.65945945945946,0.1056840404529191
CDMS-13-6B-JDTAHE,1.36,1.8763636363636365,0.4218181818181818,0.9672727272727272,17.48,0.1073120179868671
CDMS-13-7C-MVEAR,1.4484732824427482,1.6145038167938932,1.2080152671755726,0.7862595419847328,18.14503816793893,0.1198603946810955
CDMS-13-7C-RAIZAC,1.024390243902439,2.1707317073170733,0.2357723577235772,0.2845528455284553,20.130081300813007,0.101447962448885
CDMS-13-7C-SSOSLO,1.5771144278606966,2.08955223880597,0.6948590381426202,1.2885572139303485,17.739635157545607,0.1180495305343146
CDMS-14-10A-IMORTO,1.4602076124567474,2.2664359861591694,0.1003460207612456,0.7024221453287197,18.4878892733564,0.1096225993485866
CDMS-14-10A-JCVANI,0.8022988505747126,1.4758620689655173,0.2,0.2942528735632184,18.404597701149424,0.102747527484648
CDMS-14-5A-LSDUCO,1.8304093567251465,2.7134502923976607,0.2543859649122807,1.0292397660818713,18.874269005847957,0.120995470124116
CDMS-14-6B-KDCAHE,1.636165577342048,2.403050108932462,0.644880174291939,0.8344226579520697,17.464052287581698,0.1088663371810556
CDMS-15-10A-AMALOS,1.175609756097561,1.9967479674796749,0.7073170731707317,0.4455284552845528,18.565853658536582,0.1074233702711422
CDMS-15-10A-JJMACH,0.753309265944645,1.0661853188929,0.2442839951865222,0.4849578820697954,18.398315282791817,0.0999253905227357
CDMS-15-10A-MAALCA,0.6768802228412256,1.256267409470752,0.2423398328690807,0.7270194986072424,19.3983286908078,0.1032356230056239
CDMS-15-10A-MAALRI,1.0514018691588785,1.841121495327103,0.2032710280373831,0.514018691588785,18.264018691588785,0.1014675206094819
CDMS-15-10A-SGOMO,1.0445103857566769,1.2106824925816024,0.1632047477744807,0.6913946587537092,19.160237388724035,0.1003108029418152
CDMS-15-10A-SHEGA,0.6590330788804071,1.188295165394402,0.0737913486005089,1.361323155216285,18.13994910941476,0.1080303931309224
CDMS-15-11B-JEMOLO,1.4329132690882136,1.894736842105263,0.358042994810971,0.5189028910303929,18.200889547813198,0.1020356648978948
CDMS-15-11B-VSAHO,1.633587786259542,1.9694656488549616,0.3320610687022901,0.5305343511450382,18.38931297709924,0.1090386440219799
CDMS-16-10A-SGALO,0.9408740359897172,1.4087403598971722,0.1491002570694087,0.7634961439588689,18.61182519280205,0.1020917234271313
CDMS-16-11B-NGABE,0.8441558441558441,1.329004329004329,0.1255411255411255,0.4285714285714285,18.5,0.0992332241641722
CDMS-17-10A-ASSAMO,0.6529209621993127,0.8762886597938144,0.0,0.6666666666666666,18.893470790378007,0.0971798162132132
CDMS-18-7C-VVECA,1.4649122807017545,2.087719298245614,0.0847953216374269,0.8625730994152047,18.619883040935672,0.1147211894200422
CDMS-8-4A-DBEVA,1.8615916955017304,2.4705882352941178,0.6539792387543253,1.3529411764705883,18.06920415224913,0.1323021693747936
CDMS-8-4A-DJAVDA,1.962962962962963,2.967078189300412,1.646090534979424,1.1358024691358024,16.580246913580247,0.1397226568381069
CDMS-8-4A-DOSTR,2.0051635111876074,2.609294320137693,0.7022375215146299,1.1686746987951808,17.931153184165233,0.1253063455855498
CDMS-8-4A-LGOPA,2.1815561959654177,3.259365994236312,0.4899135446685879,1.6628242074927957,16.311239193083573,0.1247327917605527
CDMS-8-4C-JDBUTU,2.1118210862619806,2.939297124600639,1.329073482428115,0.9041533546325878,17.4185303514377,0.1272528223779816
CDMS-9-4A-ACDUTR,1.226027397260274,1.6232876712328768,0.5958904109589042,0.934931506849315,18.61986301369863,0.1184614736882598
CDMS-9-4A-CARGA,1.6005361930294906,1.71313672922252,0.4664879356568364,0.9731903485254692,18.962466487935657,0.1176722650503829
CDMS-9-4A-CRAAG,2.3274647887323945,2.859154929577465,0.6126760563380281,1.482394366197183,17.133802816901408,0.1276934057400738
CDMS-9-4A-EROHI,1.318936877076412,1.5880398671096343,0.7142857142857143,0.7408637873754153,19.27906976744186,0.107431158090959
CDMS-9-4A-ILOSE,1.8976109215017063,2.1877133105802047,0.0,1.1228668941979525,18.66211604095563,0.1252929765675407
CDMS-9-4A-TGAFR,2.1897233201581026,3.047430830039526,0.1739130434782608,1.225296442687747,18.46245059288537,0.1235968377790087
CDMS-9-4C-SCAMO,0.6292682926829268,0.7658536585365854,0.1414634146341463,0.4146341463414634,18.78048780487805,0.0948014472509644
CDMS-9-5A-ABERO,1.9114470842332612,2.600431965442765,0.6220302375809935,0.367170626349892,17.801295896328295,0.1127126017708179
CDMS-9-5A-PAGACO,1.3416370106761566,2.0854092526690398,0.4128113879003559,0.6548042704626335,18.32740213523132,0.113436008979874
CDMS-9-5A-VVAAR,1.5843373493975903,2.5963855421686746,0.3493975903614458,0.8674698795180723,18.879518072289155,0.124380487202098
CDMS-9-5C-JDMADE,2.148936170212766,2.7606382978723403,1.5425531914893618,0.5372340425531915,15.872340425531917,0.1146131762773059
CDMS-9-5C-LVIZAC,1.6238805970149253,2.074626865671642,0.3462686567164179,1.1701492537313434,17.394029850746268,0.111652069365785
CDMS-9-5C-MLOGO,1.673780487804878,2.067073170731707,0.6189024390243902,1.8628048780487805,18.02439024390244,0.1228301443668688
CDMS-9-5C-SCAAG,1.46875,1.9296875,0.33984375,0.90625,18.71875,0.110144138563201
CDMS-XX-10A-VGILO,0.9883040935672516,1.1140350877192982,0.932748538011696,0.4883040935672514,18.91812865497076,0.1059654692966792
CDMS-XX-5C-MJSARU,0.6089965397923875,1.5259515570934257,0.2006920415224913,0.657439446366782,19.463667820069205,0.1042938419744735
CDMS-XX-5C-MPCAQU,1.5495867768595042,1.9710743801652888,0.0,1.1900826446280992,18.801652892561982,0.1221002360137356
CDMS-XX-6A-MAGICA,0.7841823056300268,1.1796246648793565,0.0777479892761394,0.4490616621983914,19.02680965147453,0.1032958127415198
CDMS-XX-6B-SPUCA,1.1466395112016294,2.071283095723014,0.0590631364562118,0.7413441955193483,18.59470468431772,0.1053584494837919
CSO-10-4A-ICAPA,1.742152466367713,2.4618834080717487,0.1300448430493273,0.9327354260089686,18.515695067264573,0.121341835407414
CSO-10-4A-KCOMO,2.004158004158004,3.03950103950104,0.422037422037422,0.7318087318087318,17.444906444906444,0.1260947151910839
CSO-10-4A-LRAVI,2.1049382716049383,3.333333333333333,0.0,1.4876543209876545,17.08641975308642,0.1342714976044445
CSO-10-4A-LSCAVA,1.7096774193548387,2.756272401433692,0.1039426523297491,0.6487455197132617,17.462365591397848,0.1051332835637635
CSO-10-5A-ACAVA,0.9563636363636364,1.28,0.9127272727272728,0.52,17.94909090909091,0.1005296632554773
CSO-10-5A-ARACA,2.027027027027027,2.0878378378378377,0.777027027027027,0.2804054054054054,15.138513513513514,0.106900432123376
CSO-10-5A-DABRZA,2.3125,3.132142857142857,0.4142857142857143,1.1214285714285714,16.59285714285714,0.1285792315798172
CSO-10-5A-GZAMA,1.3338954468802695,1.8330522765598647,0.0978077571669477,0.8819561551433389,19.34232715008432,0.110211736704122
CSO-10-5A-IPECA,1.1030534351145038,1.5,0.1106870229007633,1.1641221374045805,18.78625954198473,0.1086305303814004
CSO-10-5A-JANORO,1.2006802721088434,2.003401360544218,0.173469387755102,0.8061224489795918,18.489795918367346,0.1061485934664222
CSO-10-5A-JBUVE,1.4067164179104477,1.8955223880597012,0.4328358208955223,0.7052238805970149,18.47388059701493,0.1022113241228477
CSO-10-5A-JJSEMO,1.940928270042194,2.4219409282700424,0.1223628691983122,0.569620253164557,18.345991561181435,0.1251915823892051
CSO-10-5A-JLCARI,1.1567567567567567,1.5513513513513513,0.3135135135135135,0.5783783783783784,16.55135135135135,0.1076431894778913
CSO-10-5A-MAARAN,1.7041564792176038,2.063569682151589,0.1418092909535452,1.3814180929095354,18.975550122249388,0.1236355601207774
CSO-10-5A-MAOSMO,0.9630484988452656,1.346420323325635,0.0669745958429561,0.302540415704388,19.048498845265588,0.0989667972889161
CSO-10-5A-RVMOIB,0.9727891156462584,1.3015873015873016,0.2358276643990929,0.6938775510204082,19.038548752834465,0.1056251920680224
CSO-10-5A-SVHEES,1.1402298850574712,1.632183908045977,0.8,0.774712643678161,18.57471264367816,0.1170654252978648
CSO-11-5A-MDVOSPE,1.3491620111731844,1.6843575418994414,0.1955307262569832,0.8184357541899442,18.835195530726256,0.1092624351976272
CSO-11-5A-MTAGA,1.0275229357798166,1.4831804281345566,0.4801223241590214,0.3669724770642202,18.63914373088685,0.095189249407027
CSO-11-6A-CAPAMU,1.0588235294117647,1.2046035805626598,0.4143222506393862,0.8184143222506394,15.746803069053708,0.1017447233154549
CSO-11-6A-DSCACH,0.93359375,1.046875,0.11328125,0.34765625,19.5703125,0.1005231676651587
CSO-11-6A-EROMO,1.5339805825242718,3.101941747572816,0.0,0.4029126213592233,18.66990291262136,0.1124681022229007
CSO-11-6A-FSOVRE,1.7445255474452557,2.501216545012165,0.3333333333333333,1.0,17.800486618004864,0.119379171355501
CSO-11-6B-ANREVA,1.3462603878116344,1.7922437673130194,0.1606648199445983,1.0221606648199446,19.398891966759003,0.1126025808010535
CSO-11-6B-DISEMO,1.1047619047619048,1.7,0.0,0.4619047619047619,16.18095238095238,0.0969709909899914
CSO-11-6B-LHFDLACH,2.355329949238578,3.1776649746192893,0.3527918781725888,0.7208121827411168,17.091370558375633,0.106098755031144
CSO-11-6B-RJGIHE,1.2309941520467835,1.6345029239766082,0.5994152046783626,1.3333333333333333,18.853801169590643,0.1164495006212937
CSO-11-6B-SFLVA,1.7573770491803278,2.672131147540984,1.0688524590163937,1.298360655737705,16.770491803278688,0.1224203466664248
CSO-11-6B-VCOMA,1.112280701754386,1.7263157894736842,0.2105263157894736,0.6666666666666666,18.53333333333333,0.1057614522182656
CSO-12-6A-DGISE,1.58984375,2.109375,1.359375,0.6875,17.17578125,0.1086395109289762
CSO-12-6A-FJOVRE,1.1545741324921135,1.8170347003154572,0.5867507886435331,0.832807570977918,18.43848580441641,0.1144294677185921
CSO-12-6B-GQULO,1.1833333333333331,1.9333333333333331,0.78,0.4733333333333333,18.296666666666667,0.1165523986151796
CSO-12-6B-LJHEFE,1.0216450216450217,1.7056277056277056,0.2857142857142857,0.7575757575757576,17.883116883116884,0.1030670770541022
CSO-12-6B-VPAMA,1.9943820224719104,2.168539325842697,0.3258426966292135,1.0730337078651686,13.780898876404494,0.1148847850490139
CSO-12-7A-DALRE,2.4135802469135803,2.8868312757201644,0.6111111111111112,1.1954732510288066,16.90740740740741,0.1271730999356471
CSO-12-7A-ESALA,1.3157894736842106,1.6889952153110048,0.0,1.0478468899521531,19.555023923444978,0.1206779819887896
CSO-12-7A-IMERO,1.5260416666666667,2.196180555555556,0.3524305555555556,0.7829861111111112,17.55902777777778,0.1101993204148865
CSO-12-7A-JHEZA,1.3486590038314177,1.946360153256705,0.6245210727969349,0.8352490421455939,14.727969348659004,0.0967228736893027
CSO-12-7A-LSARAR,1.8054298642533937,2.5972850678733037,0.0,0.669683257918552,18.733031674208146,0.1190561098808038
CSO-12-7A-SCAHO,1.4594594594594594,1.962162162162162,0.0783783783783783,0.8108108108108109,18.95405405405405,0.1122754748093286
CSO-12-7B-DVAGRO,1.1261829652996846,1.7539432176656151,0.6403785488958991,0.7697160883280757,16.738170347003155,0.1013189442971081
CSO-12-7B-SMUGU,0.8189300411522634,1.1069958847736625,0.3580246913580246,1.0,18.855967078189305,0.1098816168812518
CSO-12-7B-SSARA,1.0132013201320131,1.3927392739273927,0.4785478547854785,0.2937293729372937,20.033003300330037,0.0990779391820674
CSO-12-7B-VHOMA,0.7957894736842105,1.088421052631579,0.4842105263157895,0.4505263157894736,18.79157894736842,0.0964809661074625
CSO-12-8A-YTOME,0.8730769230769231,1.4115384615384616,0.1115384615384615,0.5346153846153846,19.861538461538466,0.1037353606807048
CSO-13-6A-ANASA,0.768361581920904,1.3206214689265536,0.0819209039548022,0.4689265536723164,19.2725988700565,0.0984261613019066
CSO-13-6B-JETAVE,1.8159509202453987,2.1513292433537834,0.1186094069529652,1.112474437627812,19.15950920245399,0.1199059506587664
CSO-13-6B-LFMIES,0.8582375478927203,1.2873563218390804,0.4406130268199233,0.8275862068965517,17.835249042145595,0.107209605253584
CSO-13-6B-LJMAHU,1.5988538681948423,2.33810888252149,0.166189111747851,0.2378223495702005,17.008595988538683,0.1077591808759643
CSO-13-7A-CAPAMU,1.1382405745062836,2.1795332136445245,0.5403949730700179,0.696588868940754,17.391382405745063,0.1038411253076837
CSO-13-7A-CDDITR,0.8859649122807017,1.2149122807017545,0.1271929824561403,0.3947368421052631,18.80701754385965,0.0970365912585592
CSO-13-7A-JJATFL,1.308880308880309,2.0424710424710426,0.1969111969111969,0.6525096525096525,19.73359073359073,0.1151587514474271
CSO-13-7A-KRAMA,1.4336283185840708,1.9557522123893805,0.3097345132743362,0.5619469026548672,19.579646017699115,0.1214769924768739
CSO-13-7A-RXCHLU,0.6333333333333333,1.0238095238095235,0.0,0.6333333333333333,20.052380952380958,0.1119290490120826
CSO-13-7A-YAMEZA,0.7053872053872053,1.3114478114478114,0.3552188552188552,0.569023569023569,19.24915824915825,0.1012758033176944
CSO-13-7A-YBOSO,2.050561797752809,2.4887640449438204,0.4887640449438202,0.8539325842696629,11.51123595505618,0.1152140461364145
CSO-13-8A-KIGAGU,1.2894736842105263,1.7456140350877194,1.0921052631578947,0.7850877192982456,18.93859649122807,0.1080442156621449
CSO-13-8A-MBUAN,1.28131021194605,1.815028901734104,0.3911368015414258,0.3911368015414258,17.89402697495183,0.1004464190013492
CSO-13-8A-MGAAN,0.9782016348773842,1.904632152588556,0.3160762942779291,0.3841961852861035,18.95912806539509,0.0973387348067325
CSO-13-8A-MGAHE,1.3846153846153846,1.5701357466063348,0.2624434389140271,0.6357466063348416,19.24660633484163,0.109252877501978
CSO-13-8A-MJAGA,2.36518771331058,2.556313993174061,1.583617747440273,1.044368600682594,17.436860068259385,0.1236568545979479
CSO-13-8A-VHODU,0.7945544554455446,1.297029702970297,0.3589108910891089,0.8366336633663366,19.764851485148515,0.1125430591078526
CSO-13-8B-FCJISA,1.0844444444444443,1.471111111111111,0.1288888888888889,0.9733333333333334,18.137777777777774,0.1039637362308097
CSO-13-8B-JEMABE,1.9577464788732395,2.36056338028169,0.2901408450704225,0.6253521126760564,17.738028169014086,0.1223833604433404
CSO-13-9B-DMLLLU,1.75,2.0416666666666665,0.296875,1.015625,18.875,0.1216265281543316
CSO-14-7A-MVEBE,0.4228187919463087,0.7986577181208053,0.3624161073825503,0.8657718120805369,20.08053691275168,0.1184501930885909
CSO-14-7B-EALHU,1.9042904290429044,2.547854785478548,0.0957095709570957,0.8811881188118812,18.831683168316832,0.1118342176352729
CSO-14-7B-EVEGO,1.096,1.608,0.0994285714285714,0.6788571428571428,19.221714285714285,0.1002068513547459
CSO-14-8A-AQUMA,1.226890756302521,2.1050420168067228,0.1218487394957983,0.9033613445378152,19.126050420168067,0.1197086430847379
CSO-14-8A-MCIDOS,1.7692307692307692,2.2867132867132867,0.3041958041958042,1.1888111888111887,16.646853146853147,0.1160688475767282
CSO-14-8A-SZARA,1.0161812297734627,1.8446601941747571,0.7961165048543689,0.4660194174757281,18.362459546925567,0.1071200392069626
