number,value,datetime_start,datetime_complete,duration,params_dt_max_depth,params_dt_min_samples_leaf,params_dt_min_samples_split,params_elastic_alpha,params_elastic_l1_ratio,params_et_max_depth,params_et_max_features,params_et_min_samples_leaf,params_et_min_samples_split,params_et_n_estimators,params_knn_metric,params_knn_n_neighbors,params_knn_weights,params_quantile_alpha,params_regressor,params_rf_max_depth,params_rf_max_features,params_rf_min_samples_leaf,params_rf_min_samples_split,params_rf_n_estimators,params_rfe_n_features,params_rfe_proxy_et_max_depth,params_rfe_proxy_et_min_samples_leaf,params_rfe_proxy_et_min_samples_split,params_rfe_proxy_et_n_estimators,params_rfe_proxy_lsvr_C,params_rfe_proxy_lsvr_epsilon,params_rfe_proxy_type,params_use_scaler,user_attrs_d2mae_ci_lower_val,user_attrs_d2mae_ci_upper_val,user_attrs_d2mae_df_val,user_attrs_d2mae_mean_val,user_attrs_d2mae_samperror_val,user_attrs_d2mae_std_val,user_attrs_d2mae_t_critical_val,user_attrs_mae_ci_lower_val,user_attrs_mae_ci_upper_val,user_attrs_mae_df_val,user_attrs_mae_mean_val,user_attrs_mae_samperror_val,user_attrs_mae_std_val,user_attrs_mae_t_critical_val,user_attrs_mape_ci_lower_val,user_attrs_mape_ci_upper_val,user_attrs_mape_df_val,user_attrs_mape_mean_val,user_attrs_mape_samperror_val,user_attrs_mape_std_val,user_attrs_mape_t_critical_val,user_attrs_max_error_ci_lower_val,user_attrs_max_error_ci_upper_val,user_attrs_max_error_df_val,user_attrs_max_error_mean_val,user_attrs_max_error_samperror_val,user_attrs_max_error_std_val,user_attrs_max_error_t_critical_val,user_attrs_median_ae_ci_lower_val,user_attrs_median_ae_ci_upper_val,user_attrs_median_ae_df_val,user_attrs_median_ae_mean_val,user_attrs_median_ae_samperror_val,user_attrs_median_ae_std_val,user_attrs_median_ae_t_critical_val,user_attrs_n_splits_val,user_attrs_r2_below_zero_val,user_attrs_r2_ci_lower_val,user_attrs_r2_ci_upper_val,user_attrs_r2_df_val,user_attrs_r2_mean_val,user_attrs_r2_samperror_val,user_attrs_r2_std_val,user_attrs_r2_t_critical_val,user_attrs_regressor_final,user_attrs_rfe_estimator,user_attrs_rfe_n_features,user_attrs_rfe_selected_features,user_attrs_rho_ci_lower_val,user_attrs_rho_ci_upper_val,user_attrs_rho_df_val,user_attrs_rho_mean_val,user_attrs_rho_samperror_val,user_attrs_rho_std_val,user_attrs_rho_t_critical_val,user_attrs_rmse_ci_lower_val,user_attrs_rmse_ci_upper_val,user_attrs_rmse_df_val,user_attrs_rmse_mean_val,user_attrs_rmse_samperror_val,user_attrs_rmse_std_val,user_attrs_rmse_t_critical_val,user_attrs_termination_reason,user_attrs_use_scaler_final,state
0,1.770844152520733,2026-06-12 06:54:26.429774,2026-06-12 06:54:28.241838,0 days 00:00:01.812064,,,,0.3470266988650412,0.020584494295802447,,,,,,,,,,ElasticNet,,,,,,13,,,,,,,,True,-0.029723040072988757,-0.013182696098131542,98.0,-0.02145286808556015,0.008270171987428607,0.04146561946132124,1.9844674545084815,1.7452975563303215,1.7963907487111446,98.0,1.770844152520733,0.02554659619041163,0.12808747360682285,1.9844674545084815,0.2674840859360694,0.28811038916562226,98.0,0.27779723755084584,0.01031315161477639,0.05170886663001459,1.9844674545084815,5.698719862103273,6.039083721482706,98.0,5.8689017917929895,0.1701819296897168,0.8532711467710623,1.9844674545084815,1.4250731190140635,1.4754399417804216,98.0,1.4502565303972426,0.02518341138317903,0.1262665099033192,1.9844674545084815,99.0,0.47474747474747475,-0.02323699973717633,0.004945391726373073,98.0,-0.00914580400540163,0.014091195731774702,0.07065151255100278,1.9844674545084815,ElasticNet,"{'mode': 'original', 'type': 'ElasticNet'}",13,"['nodes_T6W30', 'edges_T6W30', 're_T6W30', 'pe_T6W30', 'l1_T6W30', 'l2_T6W30', 'l3_T6W30', 'lcc_T6W30', 'lsc_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30', 'asp_T6W30']",0.08011754381719882,0.13573242945170666,98.0,0.10792498663445274,0.02780744281725392,0.13942307896443315,1.9844674545084815,2.2139944867040247,2.2901581186208513,98.0,2.252076302662438,0.038081815958413194,0.19093751512398804,1.9844674545084815,completed,True,COMPLETE
1,1.775332151632091,2026-06-12 06:54:28.264164,2026-06-12 06:54:29.848552,0 days 00:00:01.584388,,,,,,,,,,,,,,,LinearRegression,,,,,,3,,,,,,,,False,-0.030349900211551678,-0.017340176183650594,98.0,-0.023845038197601136,0.006504862013950541,0.032614573593981774,1.9844674545084815,1.750146190870588,1.800518112393594,98.0,1.775332151632091,0.02518596076150302,0.1262792921709197,1.9844674545084815,0.2687030254451646,0.2898697621117326,98.0,0.2792863937784486,0.010583368333283997,0.05306369983526781,1.9844674545084815,5.80048395109787,6.094219021017142,98.0,5.947351486057506,0.1468675349596361,0.7363756551998957,1.9844674545084815,1.4009205424295323,1.4543417753427967,98.0,1.4276311588861645,0.026710616456632162,0.1339237272515761,1.9844674545084815,99.0,0.5353535353535354,-0.033929050620766094,-0.009750810714632884,98.0,-0.02183993066769949,0.012089119953066605,0.06061335222025852,1.9844674545084815,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",3,"['l2_T6W30', 'atd_T6W30', 'density_T6W30']",0.06668670203677997,0.11598305231480298,98.0,0.09133487717579147,0.024648175139011505,0.12358290157494416,1.9844674545084815,2.2289270028028128,2.304311970510472,98.0,2.2666194866566425,0.037692483853829596,0.18898545210555517,1.9844674545084815,completed,False,COMPLETE
2,1.7782661522843701,2026-06-12 06:54:29.860454,2026-06-12 06:54:41.048184,0 days 00:00:11.187730,,,,,,,,,,,,,,,RandomForestRegressor,3.0,sqrt,5.0,12.0,126.0,10,,,,,,,,False,-0.03368155115653508,-0.01756958895955144,98.0,-0.025625570058043258,0.008055981098491819,0.04039169283606656,1.9844674545084815,1.7522591140408457,1.8042731905278946,98.0,1.7782661522843701,0.026007038243524547,0.1303960731120559,1.9844674545084815,0.26819529965724775,0.28904222910572575,98.0,0.27861876438148675,0.010423464724239018,0.052261962916951,1.9844674545084815,5.843528900200326,6.1361598001928055,98.0,5.989844350196566,0.14631544999623952,0.7336075694772144,1.9844674545084815,1.415317158560922,1.467249550183369,98.0,1.4412833543721455,0.02596619581122329,0.13019129420803152,1.9844674545084815,99.0,0.6060606060606061,-0.04439800521282487,-0.013218308872944864,98.0,-0.02880815704288487,0.015589848169940006,0.07816557051741581,1.9844674545084815,RandomForestRegressor,"{'mode': 'original', 'type': 'RandomForestRegressor'}",10,"['nodes_T6W30', 're_T6W30', 'pe_T6W30', 'l2_T6W30', 'l3_T6W30', 'lcc_T6W30', 'lsc_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30']",0.07648728780696949,0.12374450560169113,98.0,0.10011589670433031,0.023628608897360816,0.11847092254280774,1.9844674545084815,2.2353351613594237,2.3111520055824517,98.0,2.2732435834709377,0.037908422111514226,0.1900681398215909,1.9844674545084815,completed,False,COMPLETE
3,1.7705387833582662,2026-06-12 06:54:41.060683,2026-06-12 06:54:55.757102,0 days 00:00:14.696419,,,,,,5.0,sqrt,4.0,12.0,296.0,,,,,ExtraTreesRegressor,,,,,,13,,,,,,,,False,-0.027481499176862795,-0.014464359289748416,98.0,-0.020972929233305605,0.0065085699435571895,0.032633164694419875,1.9844674545084815,1.7449656081951272,1.7961119585214051,98.0,1.7705387833582662,0.025573175163138975,0.12822073728869796,1.9844674545084815,0.2671425042530303,0.2880200131764882,98.0,0.27758125871475925,0.010438754461728907,0.052338623769637375,1.9844674545084815,5.7273515698052275,6.009038177049652,98.0,5.86819487342744,0.140843303622212,0.7061709043719432,1.9844674545084815,1.419319488589645,1.4659964868749813,98.0,1.4426579877323131,0.02333849914266817,0.11701634811456266,1.9844674545084815,99.0,0.48484848484848486,-0.023232712435284877,-0.0010066820055097438,98.0,-0.01211969722039731,0.011113015214887566,0.05571928379105899,1.9844674545084815,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",13,"['nodes_T6W30', 'edges_T6W30', 're_T6W30', 'pe_T6W30', 'l1_T6W30', 'l2_T6W30', 'l3_T6W30', 'lcc_T6W30', 'lsc_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30', 'asp_T6W30']",0.0665170646706001,0.11496054857216269,98.0,0.0907388066213814,0.024221741950781295,0.1214448183118983,1.9844674545084815,2.218100231636362,2.2947058297813974,98.0,2.2564030307088796,0.03830279907251776,0.19204549712614793,1.9844674545084815,completed,False,COMPLETE
4,2.077625761048221,2026-06-12 06:54:55.774913,2026-06-12 06:54:57.646433,0 days 00:00:01.871520,12.0,5.0,4.0,,,,,,,,,,,,DecisionTreeRegressor,,,,,,2,,,,,,,,True,-0.22423559998391562,-0.17818943260530495,98.0,-0.2012125162946103,0.023023083689305328,0.11543489404308205,1.9844674545084815,2.0404756682031646,2.1147758538932777,98.0,2.077625761048221,0.037150092845056354,0.18626597067237324,1.9844674545084815,0.30420809018984585,0.32430382352526044,98.0,0.31425595685755314,0.010047866667707312,0.05037876071677548,1.9844674545084815,6.503663352090599,6.866177917750673,98.0,6.684920634920636,0.18125728283003745,0.9088015975784193,1.9844674545084815,1.6407046634808011,1.7531465470370764,98.0,1.6969256052589388,0.056220941778137606,0.28188484847389345,1.9844674545084815,99.0,0.9595959595959596,-0.44748554056058626,-0.3383495814385244,98.0,-0.3929175609995553,0.05456797956103093,0.27359710036143875,1.9844674545084815,DecisionTreeRegressor,"{'mode': 'original', 'type': 'DecisionTreeRegressor'}",2,"['re_T6W30', 'pe_T6W30']",0.02147072489506353,0.07737122140378505,98.0,0.04942097314942429,0.027950248254360762,0.14013908776341352,1.9844674545084815,2.580706897719312,2.6676179311230386,98.0,2.6241624144211753,0.043455516701863255,0.217880586013642,1.9844674545084815,completed,True,COMPLETE
5,1.7686356568465056,2026-06-12 06:54:57.658612,2026-06-12 06:54:59.395827,0 days 00:00:01.737215,,,,,,,,,,,,,,,LinearRegression,,,,,,6,,,,,,,,True,-0.030110837697955407,-0.010631870997846949,98.0,-0.020371354347901178,0.009739483350054229,0.048832564903984604,1.9844674545084815,1.7424374042551247,1.7948339094378865,98.0,1.7686356568465056,0.026198252591380883,0.13135479820215173,1.9844674545084815,0.2663073777972247,0.2865108386419768,98.0,0.27640910821960074,0.010101730422376061,0.050648826920628,1.9844674545084815,5.806688157640291,6.096927600321331,98.0,5.951807878980811,0.14511972134051979,0.7276123338893161,1.9844674545084815,1.3993392470920307,1.4620075198664302,98.0,1.4306733834792305,0.03133413638719976,0.1571054843304104,1.9844674545084815,99.0,0.45454545454545453,-0.026288058428124397,0.008097717339235377,98.0,-0.00909517054444451,0.017192887883679887,0.08620301337257832,1.9844674545084815,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",6,"['nodes_T6W30', 'pe_T6W30', 'l2_T6W30', 'lcc_T6W30', 'diameter_T6W30', 'asp_T6W30']",0.11936326054768073,0.16746669629589686,98.0,0.1434149784217888,0.024051717874108064,0.12059233862062807,1.9844674545084815,2.2125195560657107,2.2890595161422502,98.0,2.2507895361039805,0.03826998003826987,0.19188094654760132,1.9844674545084815,completed,True,COMPLETE
6,1.746427864074923,2026-06-12 06:54:59.412858,2026-06-12 06:55:01.063991,0 days 00:00:01.651133,,,,2.7293781650374753,0.4722149251619493,,,,,,,,,,ElasticNet,,,,,,3,,,,,,,,True,-0.006929990589016921,-0.006153986227407756,98.0,-0.006541988408212338,0.0003880021808045826,0.0019453949450944801,1.9844674545084815,1.7207864571086444,1.7720692710412014,98.0,1.746427864074923,0.025641406966278476,0.1285628431104926,1.9844674545084815,0.2649515644991853,0.286576518078214,98.0,0.27576404128869964,0.01081247678951438,0.05421242129787595,1.9844674545084815,5.729884355182948,6.04858606328747,98.0,5.889235209235209,0.15935085405226102,0.7989654731499785,1.9844674545084815,1.1339416758435712,1.2173425954407,98.0,1.1756421356421356,0.0417004597985643,0.20908094777204522,1.9844674545084815,99.0,1.0,-0.005710922460236731,-0.0033785820218229794,98.0,-0.004544752241029855,0.0011661702192068755,0.005847033243113108,1.9844674545084815,ElasticNet,"{'mode': 'original', 'type': 'ElasticNet'}",3,"['density_T6W30', 'diameter_T6W30', 'asp_T6W30']",,,,,,,,2.2100458514374464,2.2906850879179124,98.0,2.2503654696776794,0.040319618240232794,0.20215757898585932,1.9844674545084815,completed,True,COMPLETE
7,1.8469130863970193,2026-06-12 06:55:01.082099,2026-06-12 06:55:07.975792,0 days 00:00:06.893693,,,,,,,,,,,,,,,RandomForestRegressor,14.0,sqrt,3.0,5.0,64.0,11,,,,,,,,False,-0.07556507119469474,-0.055391989602493225,98.0,-0.06547853039859398,0.010086540796100756,0.050572668013189444,1.9844674545084815,1.8193178120395266,1.874508360754512,98.0,1.8469130863970193,0.027595274357492774,0.13835929254892407,1.9844674545084815,0.27657932683984066,0.29781498245600957,98.0,0.2871971546479251,0.010617827808084465,0.05323647537984962,1.9844674545084815,5.938310180011119,6.1936127188834815,98.0,6.0659614494473,0.12765126943618127,0.6400276765998723,1.9844674545084815,1.4596005252213722,1.5221960993820214,98.0,1.4908983123016968,0.031297787080324546,0.15692323340154687,1.9844674545084815,99.0,0.8888888888888888,-0.1256391709288456,-0.08592615390022701,98.0,-0.10578266241453631,0.019856508514309305,0.09955807776868711,1.9844674545084815,RandomForestRegressor,"{'mode': 'original', 'type': 'RandomForestRegressor'}",11,"['nodes_T6W30', 're_T6W30', 'pe_T6W30', 'l1_T6W30', 'l2_T6W30', 'l3_T6W30', 'lcc_T6W30', 'lsc_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",-0.0005391871388483356,0.04871662871441111,98.0,0.02408872078778139,0.024627907926629725,0.12348128427878124,1.9844674545084815,2.3166423554222813,2.3930490147412677,98.0,2.3548456850817745,0.03820332965949312,0.19154676979196547,1.9844674545084815,completed,False,COMPLETE
8,1.7547492231843325,2026-06-12 06:55:07.988060,2026-06-12 06:55:15.717843,0 days 00:00:07.729783,,,,,,18.0,sqrt,5.0,7.0,134.0,,,,,ExtraTreesRegressor,,,,,,4,,,,,,,,True,-0.018048978715400704,-0.005887581045070254,98.0,-0.011968279880235478,0.006080698835165224,0.03048787187752994,1.9844674545084815,1.73009368397419,1.7794047623944749,98.0,1.7547492231843325,0.024655539210142508,0.12361982411678106,1.9844674545084815,0.2651551347801556,0.28582516314145734,98.0,0.2754901489608065,0.010335014180650838,0.05181848283127085,1.9844674545084815,5.755167646632942,6.059743436805433,98.0,5.907455541719187,0.15228789508624518,0.7635526704657141,1.9844674545084815,1.3723474453453568,1.4201334896874387,98.0,1.3962404675163977,0.023893022171040904,0.11979665799348603,1.9844674545084815,99.0,0.3333333333333333,-0.005646476625339415,0.015636901508126216,98.0,0.0049952124413934,0.010641689066732815,0.05335611277946896,1.9844674545084815,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",4,"['re_T6W30', 'pe_T6W30', 'l3_T6W30', 'lcc_T6W30']",0.10356567591305957,0.15623994044482556,98.0,0.12990280817894256,0.026337132265882992,0.13205112371298394,1.9844674545084815,2.199610363432992,2.2745590494993655,98.0,2.2370847064661787,0.037474343033186676,0.18789172101126725,1.9844674545084815,completed,True,COMPLETE
9,1.7349970291146763,2026-06-12 06:55:15.730797,2026-06-12 06:55:17.777843,0 days 00:00:02.047046,,,,,,,,,,,,,,5.18260989109199,QuantileRegressor,,,,,,5,,,,,,,,False,0.0,0.0,98.0,0.0,0.0,0.0,1.9844674545084815,1.7097615267403508,1.760232531489002,98.0,1.7349970291146763,0.025235502374325525,0.1265276876901327,1.9844674545084815,0.25983396043683077,0.2806349322602259,98.0,0.27023444634852833,0.010400485911697585,0.05214674999296774,1.9844674545084815,5.70097731382373,6.036396423550007,98.0,5.8686868686868685,0.16770955486313893,0.8408749651825216,1.9844674545084815,1.033280465877702,1.1485377159404797,98.0,1.0909090909090908,0.057628625031388776,0.2889427981985323,1.9844674545084815,99.0,0.9797979797979798,-0.009845695376372022,-0.006666757700651824,98.0,-0.008256226538511923,0.0015894688378600991,0.007969400161994435,1.9844674545084815,QuantileRegressor,"{'mode': 'original', 'type': 'QuantileRegressor'}",5,"['lsc_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30', 'asp_T6W30']",,,,,,,,2.2146203974868346,2.2936018858285863,98.0,2.2541111416577104,0.03949074417087585,0.1980017069201324,1.9844674545084815,completed,False,COMPLETE
