subject,re_T6W30,pe_T6W30,l1_T6W30,l3_T6W30,lsc_T6W30,density_T6W30,y_true,y_pred
CDMS-12-6B-IJDAGA,-0.00015274549906302203,-4.571287931777099e-05,-0.00032645037511304777,-0.0001381909282851269,-0.00025381757110726135,0.0,11,7.999917314445304
CDMS-12-6B-SCLAG,-0.0002502187775531441,-0.00012029605128906459,-0.00015107862420464944,-8.455008378695185e-06,-0.00016642045544203413,0.0,9,8.000137762781323
CDMS-12-7C-ARAHE,0.0002914350653664501,-2.771149315422051e-05,0.00013001454993626514,-0.0004098267082761831,0.0004644862063777511,0.0,13,8.00128262931844
CDMS-12-7C-CATRAR,0.00017866067492144924,0.00033515163774492794,0.00013695330319271425,1.8281223468422786e-05,0.00024459039417461503,0.0,8,8.001747868931693
CDMS-12-7C-DLOLO,-0.0002816104841904853,0.00035162278107471007,5.6320357758992844e-05,-0.00019137626281089264,0.00016511942473291215,0.0,9,8.000934307514756
CDMS-12-7C-JSZAOR,0.0005075526671369468,0.0003646275495397983,4.8099542536140316e-05,0.00026343328270133547,-3.042938428487606e-05,0.0,5,8.00198751535582
CDMS-12-7C-MAROBE,0.00047469739373742856,0.0004448323262241042,0.00013263739103708825,0.0002806616953141608,0.0001368125161545149,0.0,8,8.002303873020658
CDMS-12-7C-VMAPA,-4.436722849667052e-05,-3.0449652692225563e-05,0.00013172611395508124,0.00018316371878907364,0.0005155558880631796,0.0,7,8.001589860537809
CDMS-12-7C-VQURA,-0.00027605733145494126,-0.00015250553703463068,7.380634998578714e-05,-9.870428836469274e-05,0.0,0.0,9,8.000380770891322
CDMS-13-6B-ASUMO,0.0006170277952280984,0.0006042309180162761,0.0,-0.0006770394622401003,0.0006125399829105094,0.0,7,8.001990990932105
CDMS-13-6B-JDTAHE,3.2087965736398274e-05,0.00021665791747336652,-4.568496009830154e-05,-0.00024353574112390453,-0.0002936780580962763,0.0,8,8.000500078822082
CDMS-13-7C-MVEAR,-6.649990171303237e-05,0.0004941473656368171,-0.0003822701788823463,2.299519335715897e-05,-0.00011759860570633059,0.0,11,8.000785005570883
CDMS-13-7C-RAIZAC,0.00032400299344192984,0.0,3.436639598796494e-05,0.0005353591490266041,0.00035615512409957386,0.0,8,8.002084115360747
CDMS-13-7C-SSOSLO,-0.00028857095480448497,-0.00010873501539410721,-0.00015636026852253212,-0.0006856570698209909,-0.0003606616788727558,0.0,10,7.999234246710776
CDMS-14-10A-IMORTO,-9.006334562683773e-05,-0.00026746224466409643,0.00010196008263529225,0.00015093640200773985,0.0,0.0,10,8.000729602592543
CDMS-14-10A-JCVANI,0.0005815081859122276,0.0005427872149242671,5.7796000908805014e-05,0.0006540506901144984,4.0970440253958055e-05,0.0,9,8.002711344230304
CDMS-14-5A-LSDUCO,-0.0005664441453679788,-0.0008249046350020798,1.906889183922629e-05,-0.00031959104939946145,0.00026624177851482906,0.0,5,7.999408602538775
CDMS-14-6B-KDCAHE,-0.0003825027646152387,-0.0005749869785102925,-0.00013803686829416058,-5.865431254887198e-05,-0.0004326207252820604,0.0,7,7.99924743004894
CDMS-15-10A-AMALOS,0.0002654848926400474,9.169555607585405e-05,-0.0001856151009725221,0.0005080564374873952,5.1947365634366746e-05,0.0,8,8.001565800849056
CDMS-15-10A-JJMACH,0.0005734731018774283,0.000704174636002316,3.7646010211075595e-05,0.0003934912479598477,3.969812622138106e-05,0.0,8,8.002582714820463
CDMS-15-10A-MAALCA,0.0005637487278596317,0.0005056100293494777,3.6794562054111735e-05,9.512916035733448e-05,0.0001526091243824545,0.0,10,8.002188123302194
CDMS-15-10A-MAALRI,0.00041445365419917255,0.0002712095349638233,5.606648184673541e-05,0.00042176055762084287,-3.8524857985914804e-05,0.0,10,8.001959197068835
CDMS-15-10A-SGOMO,0.0003368895619334289,0.0006052383699866347,6.787383850133106e-05,0.0001439399592541098,0.00016387465219528012,0.0,9,8.002152048080061
CDMS-15-10A-SHEGA,0.000728100096903717,0.0007557724397160596,8.748769851181956e-05,-0.0006699164564841106,-4.931351752285719e-05,0.0,9,8.001686361959315
CDMS-15-11B-JEMOLO,-4.396832551383539e-05,0.00020554451418980453,-1.6415965531446012e-05,0.0004299505168990222,-9.582723206877493e-05,0.0,9,8.001313515206165
CDMS-15-11B-VSAHO,-0.0003034721585132075,0.00010662036503060381,0.0,0.0004101092766701789,-3.4386481811650926e-05,0.0,9,8.001013102699567
CDMS-16-10A-SGALO,0.00047723916555018095,0.0005993463870407413,7.540620833736945e-05,6.271342058597625e-05,6.633108818639597e-05,0.0,8,8.002115267967891
CDMS-16-11B-NGABE,0.0005340593890634736,0.0006174270156377189,8.384662058165984e-05,0.0004821394194713592,5.505272800162284e-05,0.0,10,8.002606756870946
CDMS-17-10A-ASSAMO,0.000555742609063046,0.0005924693150467304,0.00010878286786877419,0.00016116621732452415,8.121315389060372e-05,0.0,7,8.002333605861384
CDMS-18-7C-VVECA,-9.313688361907312e-05,-3.675088213658032e-05,0.00010684856233949591,-8.715309466034313e-05,7.459537025332241e-05,0.0,8,8.000798634770367
CDMS-8-4A-DBEVA,-0.0006714550098171038,-0.000644567248418362,-0.00014330863863332675,-0.0007474716153566637,-0.0003294939963123599,0.0,9,7.998297935189653
