feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_pe_T2W30,0.2956204167731413,0.1622277864874681,1.0,400,1.0
z_l2_T2W30,0.2431500927052087,0.13979669927090005,1.0,400,1.0
z_density_T2W30,-0.1746377053452268,0.12231496319597052,1.0,400,1.0
z_l3_T2W30,-0.14570324233843884,0.1233930314308337,1.0,400,1.0
z_atd_T2W30,0.10658765567600419,0.13786398874738157,1.0,400,1.0
z_asp_T2W30,-0.05542307908279013,0.07078251992041121,1.0,400,1.0
z_diameter_T2W30,-0.049318363056252756,0.07326737251801846,1.0,400,1.0
z_lsc_T2W30,0.04411636744256763,0.0885479133909048,1.0,400,1.0
z_re_T2W30,0.04154408875593434,0.10982074461789723,1.0,400,1.0
z_l1_T2W30,-0.024797170219018304,0.10303428926793759,1.0,400,1.0
z_lcc_T2W30,5.014522334353035e-18,4.736563399806503e-17,0.0,400,1.0
z_edges_T2W30,0.0,0.0,0.0,400,1.0
z_nodes_T2W30,0.0,0.0,0.0,400,1.0
