target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T7W30,VALIDATION,R2,-0.008183,0.025381,-0.010678,-0.005688,1.9659,399,True
MOT,T7W30,VALIDATION,RMSE,7.625509,0.318911,7.594161,7.656857,1.9659,399,True
MOT,T7W30,VALIDATION,MAE,6.482082,0.231221,6.459353,6.50481,1.9659,399,True
MOT,T7W30,VALIDATION,rho,0.056636,0.117266,0.045109,0.068163,1.9659,399,True
MOT,T7W30,TEST,R2,-0.009481,0.035943,-0.013014,-0.005948,1.9659,399,True
MOT,T7W30,TEST,RMSE,7.749322,0.497237,7.700445,7.798198,1.9659,399,True
MOT,T7W30,TEST,MAE,6.565015,0.376823,6.527974,6.602055,1.9659,399,True
MOT,T7W30,TEST,rho,0.082795,0.196762,0.063454,0.102136,1.9659,399,True
COG,T7W30,VALIDATION,R2,-0.012075,0.037156,-0.015727,-0.008423,1.9659,399,True
COG,T7W30,VALIDATION,RMSE,2.251746,0.148763,2.237123,2.266369,1.9659,399,True
COG,T7W30,VALIDATION,MAE,1.746393,0.095163,1.737039,1.755747,1.9659,399,True
COG,T7W30,VALIDATION,rho,0.047639,0.120841,0.035761,0.059518,1.9659,399,True
COG,T7W30,TEST,R2,-0.020137,0.075412,-0.02755,-0.012724,1.9659,399,True
COG,T7W30,TEST,RMSE,2.219567,0.233404,2.196624,2.24251,1.9659,399,True
COG,T7W30,TEST,MAE,1.71741,0.151499,1.702519,1.732302,1.9659,399,True
COG,T7W30,TEST,rho,0.051073,0.210577,0.030374,0.071772,1.9659,399,True
MOT_V4,T7W30,VALIDATION,R2,-0.00407,0.027164,-0.00674,-0.001399,1.9659,399,True
MOT_V4,T7W30,VALIDATION,RMSE,3.440781,0.1789,3.423196,3.458366,1.9659,399,True
MOT_V4,T7W30,VALIDATION,MAE,2.849916,0.117117,2.838404,2.861428,1.9659,399,True
MOT_V4,T7W30,VALIDATION,rho,0.091636,0.122342,0.079611,0.103662,1.9659,399,True
MOT_V4,T7W30,TEST,R2,-0.004744,0.040939,-0.008768,-0.00072,1.9659,399,True
MOT_V4,T7W30,TEST,RMSE,3.478346,0.2792,3.450902,3.50579,1.9659,399,True
MOT_V4,T7W30,TEST,MAE,2.882331,0.186895,2.86396,2.900702,1.9659,399,True
MOT_V4,T7W30,TEST,rho,0.112791,0.192017,0.093916,0.131666,1.9659,399,True
COG_V1,T7W30,VALIDATION,R2,-0.01272,0.019959,-0.014682,-0.010758,1.9659,399,True
COG_V1,T7W30,VALIDATION,RMSE,1.344072,0.076153,1.336587,1.351558,1.9659,399,True
COG_V1,T7W30,VALIDATION,MAE,1.032681,0.053056,1.027466,1.037896,1.9659,399,True
COG_V1,T7W30,VALIDATION,rho,-0.101055,0.117123,-0.112568,-0.089543,1.9659,399,True
COG_V1,T7W30,TEST,R2,-0.014338,0.021143,-0.016417,-0.01226,1.9659,399,True
COG_V1,T7W30,TEST,RMSE,1.352514,0.110484,1.341654,1.363374,1.9659,399,True
COG_V1,T7W30,TEST,MAE,1.036493,0.078579,1.028769,1.044217,1.9659,399,True
COG_V1,T7W30,TEST,rho,-0.08787,0.191655,-0.106709,-0.069031,1.9659,399,True
