feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG
nodes,raw,6,T6W30,252,-0.11007982067604825,0.08114527812068482,-0.1335111563367027,0.03450414940299396,0.14563767907280115,0.020734910107708057,0.054063217867173406,0.39373082749635824
asp,raw,6,T6W30,252,-0.11398254589879848,0.07086958080185475,-0.13312147356872156,0.03503929244599572,0.12559505316606684,0.046399495019468565,0.042867274146138314,0.49899859974110977
diameter,raw,6,T6W30,252,-0.11390411194672719,0.07106511824059336,-0.13264567498915658,0.03570223049020455,0.12180378906524877,0.0534634572858912,0.03967911517764081,0.5314828373831946
lcc,raw,6,T6W30,252,-0.10927688405658913,0.08340172289616093,-0.13205573051072506,0.03653894842067707,0.14518937961773012,0.021134045131212278,0.05482450683932101,0.3870944051966273
lcc,raw,6,T6W40,252,-0.1089318326168852,0.08438679316447015,-0.13066300427872748,0.038580344190485755,0.14803674110259257,0.01870811233330097,0.06042329217094661,0.34039854926560975
density,raw,6,T6W30,252,0.10578150688150835,0.0938194964956871,0.12796274463756716,0.04281335919687305,-0.1365207628600652,0.03026695126102667,-0.04538311870704223,0.47412486043173174
atd,raw,6,T6W30,252,0.10503657197786488,0.09616853789387647,0.12779253131253315,0.04309278377620638,-0.14944123624754474,0.017603356619480825,-0.058597222590880016,0.3552180595989412
diameter,raw,6,T6W40,252,-0.11049730133953552,0.07999166902490655,-0.12771183056907137,0.04322579765437889,0.123268587034008,0.05063502065791326,0.044746429542606665,0.4803549597400605
nodes,raw,6,T6W40,252,-0.10517115003139792,0.0957407379226345,-0.12672209856391287,0.04488534875430291,0.1490923411821706,0.01787234866251557,0.061070315759868155,0.33524348958277816
lsc,raw,6,T6W50,252,-0.10605658863685881,0.0929637195215668,-0.1265341188979521,0.045206507289205965,0.10469059685414685,0.09727531287188951,0.013712746761760024,0.8288501570359349
asp,raw,6,T6W40,252,-0.10788421230473978,0.08743503932412645,-0.1262110090787394,0.04576303111548143,0.127707713383431,0.042814088688283444,0.04594955422521388,0.4686195131588086
density,raw,6,T6W40,252,0.10522083547292227,0.0955831799208748,0.1261542229365181,0.04586142980459715,-0.1373831892003673,0.029228063301179268,-0.049295737666568355,0.4368249735535181
atd,raw,6,T6W40,252,0.10198140066775829,0.10629567809347629,0.12306865837371998,0.05148066925537849,-0.15127033826598757,0.016250109481069124,-0.06381865670693541,0.31390700015293754
lcc,raw,6,T6W50,252,-0.09944411861056256,0.11532947892409119,-0.11911180330714334,0.05951356046129637,0.15594108768966317,0.013198753207487665,0.07197070674438115,0.2559512367806408
lcc,raw,6,T6W150,252,-0.10129726145902174,0.10867472910960037,-0.11679848650448477,0.06467067858317016,0.15040374195217196,0.016879489906935795,0.07760325891212276,0.2205080216421468
nodes,raw,6,T6W150,252,-0.10118430155675641,0.1090715367374095,-0.11666056687244508,0.06498937810586795,0.1506649339295206,0.016687592866292563,0.07793961402308384,0.2185081184920069
nodes,raw,6,T6W50,252,-0.0969785154282262,0.1246724210156909,-0.11655969226636051,0.06522328982760424,0.15516130264262962,0.013670182947923428,0.07066394280838281,0.26470729330039083
atd,raw,6,T6W150,252,0.100699061843703,0.11078906471790367,0.11619434086568331,0.0660762629937661,-0.14708065215037502,0.01949421192824889,-0.07383271716925259,0.24382358504350113
density,raw,6,T6W50,252,0.09600503374558078,0.1285188507241111,0.11512466704186598,0.06862625082900443,-0.14470604177865976,0.021571812837189935,-0.059807720388845596,0.3453496259791247
asp,raw,6,T6W150,252,-0.10369156104856601,0.1005281105455869,-0.11491934369486285,0.06912479930812379,0.12582591806331694,0.04599584956739429,0.06537714046419715,0.30221137134950327
density,raw,6,T6W150,252,0.1009760200093901,0.10980617720657138,0.11452230825363591,0.07009723385762713,-0.13892153033836546,0.02745059844718115,-0.07102514468232447,0.26226677072833315
atd,raw,6,T6W50,252,0.09454631234988195,0.13445335202916578,0.11407828955872652,0.07119792882229328,-0.15724970119591494,0.012439670778549475,-0.07250210519935449,0.2524484237063551
asp,raw,6,T6W50,252,-0.09687043419283611,0.1250950168588996,-0.1127913106781603,0.07446803787562291,0.12653443447211896,0.04477538786381668,0.048988058381649865,0.43969588422452816
lsc,raw,6,T6W150,252,-0.09525296848265812,0.13155269106816636,-0.11065361798976842,0.08016846373996027,0.14836007584203195,0.018448575865070403,0.07429872188294452,0.24085222580074847
asp,raw,6,T6W200,248,-0.10138270355481711,0.11124623765071946,-0.11011650248447465,0.08415078575698018,0.1139544902258668,0.07324028284109475,0.06117871630758292,0.3383053693131314
diameter,raw,6,T6W50,252,-0.09539444982204026,0.130977778900911,-0.10931984063969084,0.0839002377273472,0.130186573092985,0.03890691257901078,0.05907400833774512,0.3513102001865078
density,raw,6,T6W200,248,0.0953738275811717,0.13419123623761528,0.10583965340094087,0.09698937436163182,-0.12537905452564405,0.0485770009892905,-0.06524988944904248,0.30707938931526796
re,raw,6,T6W30,252,0.08883810111908617,0.15971483680675086,0.10363066226039758,0.10141409127286441,-0.1603999567109654,0.010767841059749655,-0.08794640883429157,0.16481108922793644
lsc,raw,6,T6W200,248,-0.090859984834178,0.1536986570552683,-0.10359998658283433,0.10430836568355002,0.13750962452232285,0.030398579847043028,0.06895289321627963,0.28037912696918127
atd,raw,6,T6W200,248,0.09013077716081508,0.15704157763349325,0.10212406459015975,0.10936521522100175,-0.13661428997374514,0.031505564467883385,-0.07051704001275053,0.2695864199071898
