feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG,abs_r_MOT,abs_r_partial_MOT,abs_r_COG,abs_r_partial_COG
pe,raw,6,T6W200,248,0.045530217321388705,0.4753765530316783,0.04985497200283904,0.43536551009848967,-0.05237689282055263,0.4115158959166634,-0.013811327104290031,0.8290101290374846,0.045530217321388705,0.04985497200283904,0.05237689282055263,0.013811327104290031
l1,raw,6,T6W200,248,-0.0389578466776109,0.5414371560533706,-0.03573738082076185,0.5761708690699462,-0.04239084375866178,0.5063717274918094,0.0013636118567348858,0.9829886801034241,0.0389578466776109,0.03573738082076185,0.04239084375866178,0.0013636118567348858
l2,raw,6,T6W200,248,0.04692033767030214,0.46198969637053594,0.04846933294648262,0.4482491695181647,-0.0019597142565168932,0.9755042247687945,0.014143088394928702,0.8249681361085284,0.04692033767030214,0.04846933294648262,0.0019597142565168932,0.014143088394928702
l3,raw,6,T6W200,248,0.0444915115912464,0.4855157417795912,0.0544279360885852,0.3943836139033606,-0.19601184194056373,0.0019264508740011524,-0.13229762857355604,0.037726377467893604,0.0444915115912464,0.0544279360885852,0.19601184194056373,0.13229762857355604
lcc,raw,6,T6W200,248,-0.08823806588335531,0.16597368436393886,-0.10023588709218355,0.11611311046556325,0.1426318450094771,0.024683653497031097,0.0766236533730667,0.23018147877067852,0.08823806588335531,0.10023588709218355,0.1426318450094771,0.0766236533730667
lsc,raw,6,T6W200,248,-0.090859984834178,0.1536986570552683,-0.10359998658283433,0.10430836568355002,0.13750962452232285,0.030398579847043028,0.06895289321627963,0.28037912696918127,0.090859984834178,0.10359998658283433,0.13750962452232285,0.06895289321627963
atd,raw,6,T6W200,248,0.09013077716081508,0.15704157763349325,0.10212406459015975,0.10936521522100175,-0.13661428997374514,0.031505564467883385,-0.07051704001275053,0.2695864199071898,0.09013077716081508,0.10212406459015975,0.13661428997374514,0.07051704001275053
density,raw,6,T6W200,248,0.0953738275811717,0.13419123623761528,0.10583965340094087,0.09698937436163182,-0.12537905452564405,0.0485770009892905,-0.06524988944904248,0.30707938931526796,0.0953738275811717,0.10583965340094087,0.12537905452564405,0.06524988944904248
diameter,raw,6,T6W200,248,-0.08185231203641126,0.19891251159810075,-0.08455231123190553,0.1853449410981376,0.10169202734388705,0.11015407028465994,0.0799862185514914,0.2103099683334727,0.08185231203641126,0.08455231123190553,0.10169202734388705,0.0799862185514914
asp,raw,6,T6W200,248,-0.10138270355481711,0.11124623765071946,-0.11011650248447465,0.08415078575698018,0.1139544902258668,0.07324028284109475,0.06117871630758292,0.3383053693131314,0.10138270355481711,0.11011650248447465,0.1139544902258668,0.06117871630758292
cc,raw,6,T6W200,248,0.07949072372815535,0.21222454159588328,0.08411578541957662,0.187632962022461,-0.11323138129236424,0.0750940513165224,-0.07875932848962912,0.21741236381321766,0.07949072372815535,0.08411578541957662,0.11323138129236424,0.07875932848962912
nodes,raw,6,T6W30,252,-0.11007982067604825,0.08114527812068482,-0.1335111563367027,0.03450414940299396,0.14563767907280115,0.020734910107708057,0.054063217867173406,0.39373082749635824,0.11007982067604825,0.1335111563367027,0.14563767907280115,0.054063217867173406
edges,raw,6,T6W30,252,-0.03904499487286788,0.5372519682531418,-0.04167622060138541,0.5110103034899354,0.025381667828863322,0.688432711581366,0.00027341252283690404,0.996561090369783,0.03904499487286788,0.04167622060138541,0.025381667828863322,0.00027341252283690404
re,raw,6,T6W30,252,0.08883810111908617,0.15971483680675086,0.10363066226039758,0.10141409127286441,-0.1603999567109654,0.010767841059749655,-0.08794640883429157,0.16481108922793644,0.08883810111908617,0.10363066226039758,0.1603999567109654,0.08794640883429157
pe,raw,6,T6W30,252,0.02047276261887284,0.7463823620756591,0.023247317067332886,0.7139786609662684,-0.048281848782371004,0.4454125829320023,-0.021328653176494385,0.7366740652629252,0.02047276261887284,0.023247317067332886,0.048281848782371004,0.021328653176494385
l1,raw,6,T6W30,252,-0.00999042814838218,0.8746076259507038,-0.005913678644227369,0.9257260478321718,-0.02881883608389429,0.64888985773122,0.016888925601691723,0.7900433609729829,0.00999042814838218,0.005913678644227369,0.02881883608389429,0.016888925601691723
l2,raw,6,T6W30,252,0.018044882049969478,0.7756037823815736,0.01961115820038839,0.7571860882538011,0.0006287185150216314,0.9920763565136662,0.017231789162816733,0.7858831880401967,0.018044882049969478,0.01961115820038839,0.0006287185150216314,0.017231789162816733
l3,raw,6,T6W30,252,0.07323254261812999,0.24673885807712811,0.08218351576005457,0.19438049354166095,-0.20832656949786713,0.0008771696255254403,-0.15722958408952825,0.012628293116991018,0.07323254261812999,0.08218351576005457,0.20832656949786713,0.15722958408952825
lcc,raw,6,T6W30,252,-0.10927688405658913,0.08340172289616093,-0.13205573051072506,0.03653894842067707,0.14518937961773012,0.021134045131212278,0.05482450683932101,0.3870944051966273,0.10927688405658913,0.13205573051072506,0.14518937961773012,0.05482450683932101
lsc,raw,6,T6W30,252,-0.05111979736503953,0.41909314570789635,-0.05532825856583591,0.38274054240470995,0.042320303012001535,0.5036398849755004,0.0059475537901086915,0.9253018207801326,0.05111979736503953,0.05532825856583591,0.042320303012001535,0.0059475537901086915
atd,raw,6,T6W30,252,0.10503657197786488,0.09616853789387647,0.12779253131253315,0.04309278377620638,-0.14944123624754474,0.017603356619480825,-0.058597222590880016,0.3552180595989412,0.10503657197786488,0.12779253131253315,0.14944123624754474,0.058597222590880016
density,raw,6,T6W30,252,0.10578150688150835,0.0938194964956871,0.12796274463756716,0.04281335919687305,-0.1365207628600652,0.03026695126102667,-0.04538311870704223,0.47412486043173174,0.10578150688150835,0.12796274463756716,0.1365207628600652,0.04538311870704223
diameter,raw,6,T6W30,252,-0.11390411194672719,0.07106511824059336,-0.13264567498915658,0.03570223049020455,0.12180378906524877,0.0534634572858912,0.03967911517764081,0.5314828373831946,0.11390411194672719,0.13264567498915658,0.12180378906524877,0.03967911517764081
asp,raw,6,T6W30,252,-0.11398254589879848,0.07086958080185475,-0.13312147356872156,0.03503929244599572,0.12559505316606684,0.046399495019468565,0.042867274146138314,0.49899859974110977,0.11398254589879848,0.13312147356872156,0.12559505316606684,0.042867274146138314
cc,raw,6,T6W30,252,0.03598992553869676,0.5695826906641559,0.04450640966114965,0.48271504945761284,-0.170655407864971,0.006616565021405296,-0.11089586197309609,0.07950529535125976,0.03598992553869676,0.04450640966114965,0.170655407864971,0.11089586197309609
nodes,raw,6,T6W40,252,-0.10517115003139792,0.0957407379226345,-0.12672209856391287,0.04488534875430291,0.1490923411821706,0.01787234866251557,0.061070315759868155,0.33524348958277816,0.10517115003139792,0.12672209856391287,0.1490923411821706,0.061070315759868155
edges,raw,6,T6W40,252,-0.04135903364297302,0.5133889722781211,-0.04398184476194664,0.4878947643583476,0.02507210813524114,0.6920379782129483,0.00016690812021705485,0.9979006702248913,0.04135903364297302,0.04398184476194664,0.02507210813524114,0.00016690812021705485
re,raw,6,T6W40,252,0.07945171703786788,0.2087629226199282,0.09394709868746164,0.13774071197838567,-0.16493306693887871,0.008710720226000225,-0.09161070365176698,0.14784463289458072,0.07945171703786788,0.09394709868746164,0.16493306693887871,0.09161070365176698
pe,raw,6,T6W40,252,0.018441739527731777,0.7708044193654428,0.021288159210943104,0.7371556086559677,-0.050474695680122104,0.4249946779703108,-0.022749126494165363,0.7198484434673184,0.018441739527731777,0.021288159210943104,0.050474695680122104,0.022749126494165363
l1,raw,6,T6W40,252,-0.011143737176303344,0.8602724847080775,-0.007110458095331856,0.9107520791443522,-0.029090567182900744,0.645803492420725,0.01638540304144867,0.7961636721714133,0.011143737176303344,0.007110458095331856,0.029090567182900744,0.01638540304144867
l2,raw,6,T6W40,252,0.008165390282388676,0.8973740553176216,0.009628039358662086,0.8793612804270987,-0.008908204030445172,0.8880966073797939,0.006635944437051356,0.9166856697395835,0.008165390282388676,0.009628039358662086,0.008908204030445172,0.006635944437051356
l3,raw,6,T6W40,252,0.07231084986077564,0.2527522219984891,0.08221428226598852,0.19421297759848707,-0.20497959712049263,0.0010656653773337475,-0.14972271570696066,0.01761521786782336,0.07231084986077564,0.08221428226598852,0.20497959712049263,0.14972271570696066
lcc,raw,6,T6W40,252,-0.1089318326168852,0.08438679316447015,-0.13066300427872748,0.038580344190485755,0.14803674110259257,0.01870811233330097,0.06042329217094661,0.34039854926560975,0.1089318326168852,0.13066300427872748,0.14803674110259257,0.06042329217094661
lsc,raw,6,T6W40,252,-0.08239205203537248,0.19235355030031892,-0.09702528395390869,0.12524725820741642,0.07209429298723925,0.25417969833667536,-0.01062519559772747,0.8669772482080987,0.08239205203537248,0.09702528395390869,0.07209429298723925,0.01062519559772747
atd,raw,6,T6W40,252,0.10198140066775829,0.10629567809347629,0.12306865837371998,0.05148066925537849,-0.15127033826598757,0.016250109481069124,-0.06381865670693541,0.31390700015293754,0.10198140066775829,0.12306865837371998,0.15127033826598757,0.06381865670693541
density,raw,6,T6W40,252,0.10522083547292227,0.0955831799208748,0.1261542229365181,0.04586142980459715,-0.1373831892003673,0.029228063301179268,-0.049295737666568355,0.4368249735535181,0.10522083547292227,0.1261542229365181,0.1373831892003673,0.049295737666568355
diameter,raw,6,T6W40,252,-0.11049730133953552,0.07999166902490655,-0.12771183056907137,0.04322579765437889,0.123268587034008,0.05063502065791326,0.044746429542606665,0.4803549597400605,0.11049730133953552,0.12771183056907137,0.123268587034008,0.044746429542606665
asp,raw,6,T6W40,252,-0.10788421230473978,0.08743503932412645,-0.1262110090787394,0.04576303111548143,0.127707713383431,0.042814088688283444,0.04594955422521388,0.4686195131588086,0.10788421230473978,0.1262110090787394,0.127707713383431,0.04594955422521388
cc,raw,6,T6W40,252,0.045477806764850096,0.472313134601076,0.05469567419236724,0.3882126923675177,-0.16678946332941028,0.007974510784898732,-0.10567785952324484,0.09480543715986528,0.045477806764850096,0.05469567419236724,0.16678946332941028,0.10567785952324484
nodes,raw,6,T6W50,252,-0.0969785154282262,0.1246724210156909,-0.11655969226636051,0.06522328982760424,0.15516130264262962,0.013670182947923428,0.07066394280838281,0.26470729330039083,0.0969785154282262,0.11655969226636051,0.15516130264262962,0.07066394280838281
edges,raw,6,T6W50,252,-0.04111783031736758,0.515850467047125,-0.04368629698950911,0.4908261682999167,0.024006682084692355,0.7044990662226608,-0.00046648024106913706,0.994132770719019,0.04111783031736758,0.04368629698950911,0.024006682084692355,0.00046648024106913706
re,raw,6,T6W50,252,0.07914811384540059,0.2105130222431725,0.09395173043890781,0.1377212209342371,-0.17376203813256463,0.005679316581749646,-0.10032484874927672,0.11284972343351672,0.07914811384540059,0.09395173043890781,0.17376203813256463,0.10032484874927672
pe,raw,6,T6W50,252,0.02070694251076812,0.7435821561671766,0.02367368242665589,0.7089684485532427,-0.05503664755916295,0.3843027807331499,-0.026524530278342798,0.6757982597640855,0.02070694251076812,0.02367368242665589,0.05503664755916295,0.026524530278342798
l1,raw,6,T6W50,252,-0.013521858567003001,0.8308625621701197,-0.009556962165706154,0.8802451707934212,-0.029454234839433484,0.6416823710147842,0.015796820407190135,0.8033336929735828,0.013521858567003001,0.009556962165706154,0.029454234839433484,0.015796820407190135
l2,raw,6,T6W50,252,0.007578446067595148,0.9047146946922217,0.008978357975388299,0.8874459068653149,-0.010575811007361527,0.867326149109403,0.00427082193689209,0.9463228860795655,0.007578446067595148,0.008978357975388299,0.010575811007361527,0.00427082193689209
l3,raw,6,T6W50,252,0.07172540983574602,0.2566240825924607,0.08232668646919865,0.19360186002121266,-0.20829283062125753,0.0008789057109083971,-0.15055370719078148,0.01698952764270788,0.07172540983574602,0.08232668646919865,0.20829283062125753,0.15055370719078148
lcc,raw,6,T6W50,252,-0.09944411861056256,0.11532947892409119,-0.11911180330714334,0.05951356046129637,0.15594108768966317,0.013198753207487665,0.07197070674438115,0.2559512367806408,0.09944411861056256,0.11911180330714334,0.15594108768966317,0.07197070674438115
lsc,raw,6,T6W50,252,-0.10605658863685881,0.0929637195215668,-0.1265341188979521,0.045206507289205965,0.10469059685414685,0.09727531287188951,0.013712746761760024,0.8288501570359349,0.10605658863685881,0.1265341188979521,0.10469059685414685,0.013712746761760024
atd,raw,6,T6W50,252,0.09454631234988195,0.13445335202916578,0.11407828955872652,0.07119792882229328,-0.15724970119591494,0.012439670778549475,-0.07250210519935449,0.2524484237063551,0.09454631234988195,0.11407828955872652,0.15724970119591494,0.07250210519935449
density,raw,6,T6W50,252,0.09600503374558078,0.1285188507241111,0.11512466704186598,0.06862625082900443,-0.14470604177865976,0.021571812837189935,-0.059807720388845596,0.3453496259791247,0.09600503374558078,0.11512466704186598,0.14470604177865976,0.059807720388845596
diameter,raw,6,T6W50,252,-0.09539444982204026,0.130977778900911,-0.10931984063969084,0.0839002377273472,0.130186573092985,0.03890691257901078,0.05907400833774512,0.3513102001865078,0.09539444982204026,0.10931984063969084,0.130186573092985,0.05907400833774512
asp,raw,6,T6W50,252,-0.09687043419283611,0.1250950168588996,-0.1127913106781603,0.07446803787562291,0.12653443447211896,0.04477538786381668,0.048988058381649865,0.43969588422452816,0.09687043419283611,0.1127913106781603,0.12653443447211896,0.048988058381649865
cc,raw,6,T6W50,252,0.04576865036702828,0.469482228915232,0.054745979334128246,0.38777580341968954,-0.1594366627595205,0.011256633419121455,-0.09902388825300153,0.11761785224724854,0.04576865036702828,0.054745979334128246,0.1594366627595205,0.09902388825300153
