feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_atd_T7W30,0.05591098277250951,0.0468410873591233,1.0,243,0.6075
z_re_T7W30,0.048461182245957565,0.05205813402614523,1.0,337,0.8425
z_pe_T7W30,-0.04409367019076364,0.14316219626419158,1.0,104,0.26
z_l3_T7W30,0.027011216566072426,0.03053119502089903,1.0,132,0.33
z_l2_T7W30,0.01901853361903759,0.11359336649133804,1.0,114,0.285
z_l1_T7W30,0.010787690705461503,0.02261831376549307,1.0,343,0.8575
z_lsc_T7W30,-0.010121712262841328,0.036749800938914466,1.0,134,0.335
z_density_T7W30,-0.008146365663110637,0.020447439801459983,1.0,307,0.7675
z_asp_T7W30,-0.007973476741137499,0.05337049449555694,1.0,111,0.2775
z_diameter_T7W30,8.395424651352806e-05,0.0256265116003592,1.0,175,0.4375
