target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
COG_V1,T6W150,VALIDATION,R2,-0.007825,0.019092,-0.009701,-0.005948,1.9659,399,True
COG_V1,T6W150,VALIDATION,RMSE,1.386667,0.075935,1.379202,1.394131,1.9659,399,True
COG_V1,T6W150,VALIDATION,MAE,1.080539,0.054845,1.075148,1.08593,1.9659,399,True
COG_V1,T6W150,VALIDATION,rho,0.025219,0.135293,0.01192,0.038517,1.9659,399,True
COG_V1,T6W150,TEST,R2,-0.008489,0.022936,-0.010744,-0.006235,1.9659,399,True
COG_V1,T6W150,TEST,RMSE,1.340454,0.107385,1.329898,1.351009,1.9659,399,True
COG_V1,T6W150,TEST,MAE,1.037361,0.074561,1.030032,1.04469,1.9659,399,True
COG_V1,T6W150,TEST,rho,0.031102,0.183564,0.013059,0.049146,1.9659,399,True
