subject,z_pe_T2W10,z_l3_T2W10,y_true,y_pred
CSO-8-4A-ARAGR,-1.6295154713763627,-0.34867368700251544,26,12.612398404274353
CSO-8-4A-JRAAR,1.926218763188453,-1.6018036894639063,8,14.915002636377778
CSO-9-2A-EXMOCO,0.25067770118288885,0.5667971442766678,17,15.408062408112787
CSO-9-4A-AGAPE,0.8417471564758939,-0.1888260677716289,4,15.243508651357496
CSO-9-4A-DKVIMO,-0.17132010181724644,0.3447388945962221,4,14.764006355432207
CSO-9-4A-DSMOMU,0.9228590523348322,-0.7477022898099165,21,14.765744325178147
CSO-9-4A-DVGATO,1.1372728440192084,0.3067530602111952,9,16.034613466883634
CSO-9-4A-FAGIGA,1.2088724862847664,0.48605098900659083,26,16.285511037944588
CSO-9-4A-GSBRCO,-1.5226376352492126,-0.0446481327883652,10,13.023301794615653
CSO-9-4A-KEMOCO,-1.6198181629521788,0.4095976538255085,14,13.38036705352656
CSO-9-4A-LCOMO,-0.8038001674313968,1.2056764513647247,10,14.99246384658656
CSO-9-4A-MLORO,0.8751114029238105,-0.7745989659683467,10,14.691099999608696
CSO-9-4A-MPAME,1.281596762906363,1.6973914013373033,31,17.569575726896897
CSO-9-4A-NSARPA,-1.0066133074545136,-1.3754914691830984,11,12.208482786015619
CSO-9-4A-SLOCA,0.9602650858438218,0.6234725712943597,8,16.174325219791413
CSO-9-4A-YVDITR,-1.5355958973244297,0.4022876869711347,22,13.457279352299937
