file,window,wc,nodes,edges,re,pe,l1,l2,l3,lcc,lsc,atd,density,diameter,asp,cc
CDMS-10-4A-JURAN,0,12,26,25,1,0,0,0,0,19,1,0.9615384615384616,0.038461538461538464,5.0,2.8421052631578947,0.0
CDMS-10-4A-JURAN,1,12,26,27,3,0,0,0,0,19,1,1.0384615384615385,0.04153846153846154,5.0,2.9239766081871346,0.0
CDMS-10-4A-JURAN,2,12,29,33,5,0,0,0,0,21,1,1.1379310344827587,0.04064039408866995,5.0,2.980952380952381,0.0
CDMS-10-4A-JURAN,3,12,31,34,5,0,0,0,0,21,1,1.096774193548387,0.03655913978494624,5.0,2.980952380952381,0.0
CDMS-10-4A-JURAN,4,12,29,30,4,0,0,0,0,22,1,1.0344827586206897,0.03694581280788178,7.0,3.3333333333333335,0.0
CDMS-10-4A-JURAN,5,12,27,26,2,0,0,0,0,20,1,0.9629629629629629,0.037037037037037035,7.0,3.278947368421053,0.0
CDMS-10-4A-JURAN,6,12,27,26,2,0,0,0,0,20,1,0.9629629629629629,0.037037037037037035,7.0,3.278947368421053,0.0
CDMS-10-4A-JURAN,7,12,26,25,2,0,0,0,0,20,1,0.9615384615384616,0.038461538461538464,7.0,3.289473684210526,0.0
CDMS-10-5A-HEPIHO,0,12,22,18,0,0,0,0,0,12,1,0.8181818181818182,0.03896103896103896,5.0,2.484848484848485,0.0
CDMS-10-5A-HEPIHO,1,12,23,21,1,0,0,0,0,15,1,0.9130434782608695,0.041501976284584984,6.0,2.8190476190476192,0.0
CDMS-10-5A-HEPIHO,2,12,24,21,1,0,0,0,0,14,1,0.875,0.03804347826086957,6.0,2.857142857142857,0.0
CDMS-10-5A-HEPIHO,3,12,27,23,1,0,0,0,0,16,1,0.8518518518518519,0.03276353276353276,6.0,2.8916666666666666,0.0
CDMS-10-5A-HEPIHO,4,12,22,19,2,0,0,0,0,13,1,0.8636363636363636,0.04112554112554113,6.0,2.8974358974358974,0.0
CDMS-10-5A-HEPIHO,5,12,25,21,1,0,0,0,0,14,1,0.84,0.035,5.0,2.6373626373626373,0.0
CDMS-10-5A-HEPIHO,6,12,25,21,1,0,0,0,0,14,1,0.84,0.035,4.0,2.4395604395604398,0.0
CDMS-10-5A-HEPIHO,7,12,29,23,1,0,0,0,0,14,1,0.7931034482758621,0.02832512315270936,4.0,2.4395604395604398,0.0
CDMS-10-5A-HEPIHO,8,12,26,21,1,0,0,0,0,12,1,0.8076923076923077,0.03230769230769231,4.0,2.3484848484848486,0.0
CDMS-10-5A-HEPIHO,9,12,27,21,1,0,0,0,0,10,1,0.7777777777777778,0.029914529914529916,4.0,2.2222222222222223,0.0
CDMS-10-5A-HEPIHO,10,12,29,22,1,0,0,0,0,10,1,0.7586206896551724,0.027093596059113302,4.0,2.2222222222222223,0.0
CDMS-10-5A-HEPIHO,11,12,30,25,1,0,0,0,0,18,1,0.8333333333333334,0.028735632183908046,7.0,3.3790849673202614,0.0
CDMS-10-5A-HEPIHO,12,12,29,25,2,0,0,0,0,17,1,0.8620689655172413,0.03078817733990148,7.0,3.338235294117647,0.0
CDMS-10-5A-HEPIHO,13,12,26,23,3,0,0,0,0,14,1,0.8846153846153846,0.03538461538461538,7.0,3.21978021978022,0.0
CDMS-10-5A-HEPIHO,14,12,29,26,3,0,0,0,0,18,1,0.896551724137931,0.03201970443349754,7.0,3.4444444444444446,0.0
CDMS-10-5A-HEPIHO,15,12,28,25,2,0,0,0,0,19,1,0.8928571428571429,0.03306878306878307,7.0,3.415204678362573,0.0
CDMS-10-5A-HEPIHO,16,12,36,35,3,0,0,0,0,23,1,0.9722222222222222,0.027777777777777776,8.0,3.6363636363636362,0.0
