feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
edges_T2W10,0.6298785780387864,0.7841352628892079,1.0,90,0.225
pe_T2W10,0.6048115872558528,0.3798207281661986,1.0,370,0.925
l2_T2W10,0.5841464876959437,0.33521199134077284,1.0,380,0.95
l3_T2W10,-0.4528195829426666,0.309974640504375,1.0,282,0.705
diameter_T2W10,0.3816951146547747,0.5874157645865932,1.0,65,0.1625
lcc_T2W10,0.2954646343245036,0.33157491814676715,1.0,66,0.165
re_T2W10,-0.226563055662989,0.2994613246235038,1.0,72,0.18
asp_T2W10,0.20765810989158232,0.5105537122056412,1.0,50,0.125
lsc_T2W10,0.15589824620689632,0.35708571183424165,1.0,98,0.245
atd_T2W10,0.11609130710092111,1.0113360417942359,1.0,210,0.525
nodes_T2W10,-0.09595333354779097,0.8282697827678175,1.0,201,0.5025
l1_T2W10,-0.09446314992924615,0.2513275041847586,1.0,52,0.13
density_T2W10,0.062457112264487136,0.15644754906217073,1.0,64,0.16
