feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_re_T2W40,-0.03981471336080799,0.030693557848719445,1.0,225,0.5625
z_atd_T2W40,-0.032246825418347835,0.04334986435492013,1.0,108,0.27
z_asp_T2W40,-0.02978108997761106,0.02003836755999413,1.0,373,0.9325
z_l3_T2W40,-0.029243142334124266,0.028421468574335872,1.0,150,0.375
z_diameter_T2W40,-0.027056066251582734,0.018901962106563197,1.0,313,0.7825
z_pe_T2W40,0.02688973551454258,0.0338855376390808,1.0,118,0.295
z_density_T2W40,0.02317997137462145,0.01712031982562001,1.0,198,0.495
z_lsc_T2W40,0.017395516990194683,0.017911528585954902,1.0,254,0.635
z_l2_T2W40,0.01453877334625661,0.02820732421549594,1.0,103,0.2575
z_l1_T2W40,-0.008855804073871912,0.01941510930291249,1.0,158,0.395
