feature,mean_coef,std_coef,frac_nonzero
cc_T7W50,5.761426621671908,6.701569773099225,1.0
cc_T7W40,5.593477256323535,6.821589566168931,1.0
cc_T7W30,3.95413019293874,4.642044562519046,1.0
edges_T7W30,-3.670333876242625,10.040181735664422,1.0
cc_T7W20,2.552226920482724,4.916641371380445,1.0
edges_T7W50,2.2074772058824457,2.819401566613561,1.0
edges_T7W20,0.8702392848800341,7.984216238954314,1.0
lsc_T7W30,0.4240359092930827,0.27539755322171355,1.0
edges_T7W40,0.37309970347411564,3.380207856944618,1.0
diameter_T7W30,-0.06890355956426177,0.17394469043510316,1.0
