feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_lsc_T2W40,0.0612959473282408,0.06026132646203736,1.0,371,0.9275
z_l1_T2W40,0.0523170072184018,0.05689435305917747,1.0,199,0.4975
z_l3_T2W40,-0.04374453199612942,0.03372393973522232,1.0,163,0.4075
z_asp_T2W40,-0.022382608504516784,0.059185176895751646,1.0,264,0.66
z_atd_T2W40,-0.010520994820580411,0.035040629319046376,1.0,135,0.3375
z_pe_T2W40,-0.010288897236716391,0.022245589060949124,1.0,131,0.3275
z_diameter_T2W40,-0.010246284730606039,0.05055055274413849,1.0,256,0.64
z_density_T2W40,-0.007931228772823536,0.02510094361237311,1.0,161,0.4025
z_l2_T2W40,-0.004177093851054486,0.024419938993129067,1.0,145,0.3625
z_re_T2W40,0.0003203541212987417,0.035492337913529313,1.0,175,0.4375
