feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
diameter_T2W20,-0.2557563990322821,0.9014970375378581,1.0,274,0.685
l2_T2W20,0.2315265880811872,0.15628598998788595,1.0,362,0.905
pe_T2W20,0.21642220187124084,0.1648652680230505,1.0,315,0.7875
lsc_T2W20,0.20394932234481372,0.13644869026201467,1.0,115,0.2875
l1_T2W20,-0.20088763339156426,0.13515459994420045,1.0,76,0.19
edges_T2W20,0.1782492301497021,0.13066305299115497,1.0,50,0.125
asp_T2W20,0.14832676187773414,1.0253322004498377,1.0,185,0.4625
l3_T2W20,-0.1402386796784162,0.16539120470656002,1.0,99,0.2475
lcc_T2W20,0.11307163623494726,0.23429330341777524,1.0,53,0.1325
density_T2W20,0.0369020200479256,0.08849695720260989,1.0,57,0.1425
atd_T2W20,0.0332155457447858,0.08044708642979177,1.0,188,0.47
nodes_T2W20,0.013754506410530864,0.12156664046630791,1.0,192,0.48
re_T2W20,-0.008682942776306707,0.10121837062398914,1.0,34,0.085
