feature,selected,ranking
asp_T2W20,True,1
diameter_T2W20,True,1
density_T2W20,False,2
atd_T2W20,False,3
lsc_T2W20,False,3
l3_T2W20,False,4
lcc_T2W20,False,4
l1_T2W20,False,5
l2_T2W20,False,5
pe_T2W20,False,6
re_T2W20,False,6
edges_T2W20,False,7
nodes_T2W20,False,7
