subject,lsc_T2W20,atd_T2W20,density_T2W20,diameter_T2W20,asp_T2W20
CSO-15-9B-AMSAGO,8.588235294117647,2.1921856978085352,0.1268646674356016,11.627450980392156,4.625803166123691
CSO-15-9B-JCAPA,9.955223880597014,2.276257567502196,0.1380110639941516,9.440298507462687,3.9935204236588175
CSO-15-9B-KSBEJA,10.889908256880734,2.324547280685975,0.1469957262860662,8.055045871559633,3.4979553303956124
CSO-15-9B-RMCHLU,11.0188679245283,2.232696695030213,0.1346503165980063,9.141509433962264,3.9100433288177903
CSO-16-10A-JEGAHE,8.5,3.0481573981573984,0.2356805231805231,5.583333333333333,2.5724756724756723
CSO-16-10A-MSACO,6.708333333333333,2.3569434718331777,0.1461204032895209,10.041666666666666,4.192218751535703
CSO-16-10A-SMOUT,6.75,2.0294117647058822,0.1213235294117647,7.75,3.044755244755245
CSO-16-10A-YKMUJO,12.466666666666669,2.3232570806100217,0.1439402427637721,7.933333333333334,3.4723311546840963
CSO-16-10B-JESUGU,10.026315789473683,2.26468438252494,0.140002111186118,9.460526315789474,3.995736163809938
CSO-16-10B-LTVIFA,8.551724137931034,2.1806187417495733,0.1292267570158036,11.137931034482758,4.524344736731306
CSO-16-10B-VVILI,9.333333333333334,2.16484756693375,0.1262046848680155,11.015503875968992,4.507318408851996
CSO-16-10C-ACALGU,9.960893854748605,2.2799118515763275,0.1404242191095538,9.044692737430168,3.852395011604673
CSO-16-10C-MAVAVE,11.412698412698411,2.224764720703096,0.1352498121755824,9.198412698412698,3.901125080411532
CSO-16-11A-JAVABO,11.306666666666668,2.277442265795207,0.1391428571428571,8.413333333333334,3.7020610513211136
CSO-16-11A-JDMUVA,9.365384615384617,2.146934179654768,0.1236821156712797,11.064102564102564,4.516516112742893
CSO-16-11A-VZAOR,8.18939393939394,2.186714456567397,0.12585475383463,11.712121212121213,4.71548144909213
CSO-16-11B-KRORE,11.698412698412698,2.3577521593978177,0.1491736813865665,8.571428571428571,3.76894976920961
CSO-16-11B-LLOZA,7.914634146341464,2.2011033462790994,0.1314038594767093,11.097560975609756,4.4603320209621655
