target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T7W20,VALIDATION,R2,-0.007716,0.014722,-0.009163,-0.006269,1.9659,399,True
MOT,T7W20,VALIDATION,RMSE,7.624129,0.309878,7.593669,7.654589,1.9659,399,True
MOT,T7W20,VALIDATION,MAE,6.495463,0.222819,6.473561,6.517366,1.9659,399,True
MOT,T7W20,VALIDATION,rho,-0.013532,0.124269,-0.025748,-0.001317,1.9659,399,True
MOT,T7W20,TEST,R2,-0.010608,0.020834,-0.012656,-0.00856,1.9659,399,True
MOT,T7W20,TEST,RMSE,7.755229,0.498027,7.706275,7.804184,1.9659,399,True
MOT,T7W20,TEST,MAE,6.585539,0.377377,6.548444,6.622633,1.9659,399,True
MOT,T7W20,TEST,rho,-0.012995,0.189666,-0.031638,0.005649,1.9659,399,False
