subject,edges_T6W50,lsc_T6W50,density_T6W50,diameter_T6W50
CDMS-11-6B-MEBRTA,0.34927355909905594,-0.1303752367702897,0.04234587544587616,0.2648908564806361
CDMS-11-6B-MMAMO,0.34927355909905594,0.8718959123992093,-0.6390611944658472,-0.12202349442806704
CDMS-11-6B-RSECA,0.34927355909905594,-0.18378522189915425,0.639306298604845,-0.7015442656715546
CDMS-11-6B-SCAPA,0.34927355909905594,1.0553645726294458,-0.6030977879467346,0.43222475335675814
CDMS-11-6B-VZAPE,0.34927355909905594,-0.31344502343074515,0.4208158511607349,-0.5927136283448717
CDMS-11-6B-YLNIME,0.34927355909905594,0.6892792503141667,-0.10867198038530974,-0.10370830023762
CDMS-11-7C-ICARE,0.34927355909905594,-0.616077432538214,-0.1318308340841661,1.3333883218754297
CDMS-11-7C-IMOIB,0.34927355909905594,0.887009774762916,-0.7449494494526233,0.3473915401507007
CDMS-11-7C-SALMA,0.34927355909905594,0.2995394187975396,-0.1040090719861905,-0.29850945753203423
CDMS-11-7C-SPGAVE,0.06079367191095766,-0.2543323567070491,0.013991283746939307,-0.009088395603026054
CDMS-12-5A-SRIGO,0.34927355909905594,0.533279620546429,-0.6489301464550176,0.4041513978249658
CDMS-12-6A-FAROPA,0.34927355909905594,1.0753337155072338,-0.639202692810036,-0.3827468685098027
CDMS-12-6A-JGIGA,0.34927355909905594,-0.7120082226774211,0.9953511401721201,-0.8147241520798773
CDMS-12-6A-JSOTGU,0.34927355909905594,-0.2982871660248146,0.6321796446145529,-0.16678880718939473
CDMS-12-6A-SROAL,0.34927355909905594,0.9238217799536106,-0.5518271321205139,-0.145542217451304
CDMS-12-6B-IJDAGA,0.34927355909905594,-0.8377523258598604,0.22227275328394663,0.15188626018490642
CDMS-12-6B-SCLAG,0.34927355909905594,-0.5474598406690792,0.30361012808841564,-0.24655269085111695
CDMS-12-7C-ARAHE,0.34927355909905594,-0.30286081104940904,0.7218847815613298,-0.9563891949042462
CDMS-12-7C-CATRAR,-0.43330485827292964,0.5742507809210499,-0.35682050970461265,-0.020174384510900263
CDMS-12-7C-DLOLO,0.34927355909905594,0.1854435086380614,0.1008943659422537,-0.23285856042371894
CDMS-12-7C-JSZAOR,0.34927355909905594,1.7352385139849966,-1.6982526382817922,1.512113162813064
CDMS-12-7C-MAROBE,0.34927355909905594,1.3696767426488348,-1.2805531277596396,1.0128069802311195
CDMS-12-7C-VMAPA,0.34927355909905594,0.3133994081428412,0.02582534000914567,-0.6835598507507478
CDMS-12-7C-VQURA,-0.12840417617994077,0.24313340036920444,-0.6448921014015846,0.8889089759427822
CDMS-13-6B-ASUMO,-3.1281646478737537,-1.3307036081069328,-0.18036022101328333,0.29414967819018534
CDMS-13-6B-JDTAHE,-0.644812538643736,0.08419707747700834,-0.5064691977878172,0.3458802166130276
CDMS-13-7C-MVEAR,0.08030693667501645,-0.741234033862788,1.4700241392126074,-1.1847902607935168
CDMS-13-7C-RAIZAC,-0.3687265150470272,0.5566571151631854,-0.8972024471252228,0.17370576632920415
CDMS-13-7C-SSOSLO,0.12902693864108222,-0.45735713632350766,0.6549999281117082,-0.6060859518987644
CDMS-14-10A-IMORTO,0.34927355909905594,-0.21591080078768402,-0.3094100064561672,0.6921057771085295
CDMS-14-10A-JCVANI,0.34927355909905594,1.0866727049484204,-1.1347001989205234,1.1587631945195598
CDMS-14-5A-LSDUCO,0.34927355909905594,-0.8799044633285792,1.0714338956191536,-1.054935002802007
CDMS-14-6B-KDCAHE,0.05084608959411123,-0.47183478759674435,-0.35893532680621837,0.5249636312859237
CDMS-15-10A-AMALOS,0.34927355909905594,0.5085833127850962,-0.4190725690583019,-0.3781808322175939
CDMS-15-10A-JJMACH,0.2196482353405256,1.5851441491169083,-1.2593333709621641,0.6014712225742455
CDMS-15-10A-MAALCA,0.34927355909905594,0.8999631090148594,-0.7244115544968095,0.4194294144409079
CDMS-15-10A-MAALRI,0.34927355909905594,1.1188825395419517,-1.3465786367016856,1.8830362190618835
CDMS-15-10A-SGOMO,0.34927355909905594,1.449228774899276,-1.2215566816522065,0.3878821146191392
CDMS-15-10A-SHEGA,0.34927355909905594,0.7136307624016826,-0.28606256915477796,0.24646944563520365
CDMS-15-11B-JEMOLO,0.34927355909905594,0.7119789482052528,-0.906239902760035,0.7219357774490266
CDMS-15-11B-VSAHO,0.34927355909905594,0.41379767962510156,-0.4161786683337583,-0.1159286388362637
CDMS-16-10A-SGALO,0.34927355909905594,0.9327983045623215,-0.876321559472407,1.0991256768523758
CDMS-16-11B-NGABE,0.06303865157778048,1.237098853094198,-1.2101685230615953,0.9295273152012739
CDMS-17-10A-ASSAMO,0.34927355909905594,2.048925895669185,-1.552696597311262,0.7899123303088968
CDMS-18-7C-VVECA,0.11769423150939524,-0.12708743575156511,0.3527807822057319,-0.7942822306641705
CDMS-8-4A-DBEVA,0.34927355909905594,-1.5819575500031715,2.4425244522737137,-2.069053931963684
CDMS-8-4A-DJAVDA,-0.38390622063151303,-2.31798060026585,2.32618106926813,-1.6578692094218923
CDMS-8-4A-DOSTR,0.34927355909905594,-1.2919988412794536,1.2979880603259228,-0.45623573664475703
CDMS-8-4A-LGOPA,0.20998019888514408,-1.0984726617006784,1.1389372923854089,-0.5043834236740489
CDMS-8-4C-JDBUTU,-0.015197314061794932,-1.2750307693437974,1.5254196292132491,-1.5665007962680613
CDMS-9-4A-ACDUTR,0.34927355909905594,-0.3454181109674028,0.7069072179187308,-0.8834798425666048
CDMS-9-4A-CARGA,0.34927355909905594,0.053683460728774605,0.41448403730647826,-0.5346428990107264
CDMS-9-4A-CRAAG,-0.1528586677471252,-1.2840931388682264,1.6680439771249242,-1.0629449158365147
CDMS-9-4A-EROHI,0.34927355909905594,0.1957169871768414,-0.040186978090287116,0.05430717539299724
CDMS-9-4A-ILOSE,0.34927355909905594,-0.2688062503568324,1.0634439542950889,-0.6504303056302135
CDMS-9-4A-TGAFR,0.34927355909905594,-1.0085211340656985,1.2690309601713379,-1.7961292673772906
CDMS-9-4C-SCAMO,-0.3546725771015809,1.8622005134239807,-1.835819666411021,1.8084101924258091
CDMS-9-5A-ABERO,0.04148121084396316,-0.6106503015496647,0.3698172358856411,-0.03900824966603208
CDMS-9-5A-PAGACO,0.34927355909905594,0.11976108356244343,0.34010320564653795,-0.429514968047158
CDMS-9-5A-VVAAR,0.34927355909905594,-0.740218058510485,1.3368291486381423,-1.29559299571979
CDMS-9-5C-JDMADE,0.34927355909905594,-1.4118276242681627,-0.511602881979544,2.8544144729374934
CDMS-9-5C-LVIZAC,0.34927355909905594,0.4474273978550961,-0.5942674645593912,0.8383927706834987
CDMS-9-5C-MLOGO,0.34927355909905594,-0.7786653773456687,1.1784699162897039,-0.6186459369260088
CDMS-9-5C-SCAAG,-0.1669536074480763,-0.1599578776405682,-0.018167856970392877,0.4807473320759208
CDMS-XX-10A-VGILO,0.039537259170785134,0.11948238649050523,-0.4605453091409515,0.16982457674611812
CDMS-XX-5C-MJSARU,0.34927355909905594,0.6043405192796155,-0.4536750963042738,-0.14143030187582983
CDMS-XX-5C-MPCAQU,0.34927355909905594,-0.412778700608774,0.9932099295479655,-0.7973882189357725
CDMS-XX-6A-MAGICA,0.03829560490721671,0.7002207279661647,-0.5589251274910346,0.3271501940806197
CDMS-XX-6B-SPUCA,0.34927355909905594,0.7752661471304699,-0.5947732701346745,0.21188826760348944
CSO-10-4A-ICAPA,0.05084608959411123,-0.6898742615256752,0.9248700089295229,-0.7695312503228857
CSO-10-4A-KCOMO,0.34927355909905594,-1.1313214477634683,1.3842945131644775,-0.7783670882489255
CSO-10-4A-LRAVI,-0.03815170085074601,-2.038136403094282,2.625027206262834,-1.8927199925749414
CSO-10-4A-LSCAVA,0.34927355909905594,0.04584527520880561,-1.3086933215926944,2.0211766764562404
CSO-10-5A-ACAVA,0.34927355909905594,0.5990620250406266,-0.8875523065109022,1.0673341201760165
CSO-10-5A-ARACA,-2.3684778917953597,-1.1546420776474293,0.00891461491924828,-0.07131538464520604
CSO-10-5A-DABRZA,0.10609216659338297,-1.4706940075471768,1.7419397910313086,-0.18519417893238385
CSO-10-5A-GZAMA,0.10848019990768398,0.3768707638099126,-0.056193309356547635,-0.319672519860228
CSO-10-5A-IPECA,0.34927355909905594,0.2817788173322079,-0.04033774276161728,-0.6088861779183423
CSO-10-5A-JANORO,-0.14776948977234003,0.43482812338974625,-0.39635887923851776,-0.3752256508847033
CSO-10-5A-JBUVE,0.34927355909905594,0.7448786159221429,-1.072183784386845,0.7795660385364375
CSO-10-5A-JJSEMO,-0.17430203686512508,-0.6442428038575372,1.1275274958549104,-1.3979781979924506
CSO-10-5A-JLCARI,-0.3004000858752263,0.4073454954624063,-0.2195370434779947,0.14410347289888392
CSO-10-5A-MAARAN,0.34927355909905594,-0.7352972826131068,1.4102248190251645,-1.5115136845174901
CSO-10-5A-MAOSMO,0.34927355909905594,1.4018706249652872,-1.2107057887012458,1.1918859345429231
CSO-10-5A-RVMOIB,0.34927355909905594,0.8503986654314301,-0.6393304154729265,0.12624393531335493
CSO-10-5A-SVHEES,0.34927355909905594,-0.11976849306205582,0.5491818631300506,-0.8229094512374032
CSO-11-5A-MDVOSPE,-0.06168940868288717,0.2636201525902041,0.020699518919628294,-0.3441368363274949
CSO-11-5A-MTAGA,0.34927355909905594,1.3013409458822718,-1.538480734769372,1.9744844571644562
CSO-11-6A-CAPAMU,-0.8137678833193643,0.006551689174036764,-0.8177666273310479,1.3639272713735688
CSO-11-6A-DSCACH,0.34927355909905594,1.2102800677621302,-0.835298131261106,-0.14581248420274368
CSO-11-6A-EROMO,0.34927355909905594,-5.000627057407924e-05,-0.3031851665253694,-0.23308753596586387
CSO-11-6A-FSOVRE,-0.5978814353168136,-1.1801645925714286,1.1426887316884518,-0.9318029632759794
CSO-11-6B-ANREVA,0.34927355909905594,0.053444451730045396,0.2888463286476327,-0.8331522584199733
CSO-11-6B-DISEMO,-2.0022777698218386,-0.19603229509394166,-1.2621505180676766,1.6658127140431722
CSO-11-6B-LHFDLACH,-0.00782533038135637,-0.2469988515159588,-1.1114706612158447,2.227883791362177
CSO-11-6B-RJGIHE,0.34927355909905594,-0.06288096385311526,0.28430465261377863,-0.5681483323280937
CSO-11-6B-SFLVA,0.34927355909905594,-1.0026481275754497,1.405476038556438,-0.8727409773700753
CSO-11-6B-VCOMA,0.34927355909905594,0.45938645636319275,-0.5601494043480859,0.5746151933932796
CSO-12-6A-DGISE,0.34927355909905594,-0.7975769643701143,-0.2691842695293264,0.8362137077237978
CSO-12-6A-FJOVRE,-0.11049126110699438,-0.5464468483412979,0.7084365992556307,-0.8456743904504566
CSO-12-6B-GQULO,0.34927355909905594,-0.5265952162929348,0.5353609473882263,-0.21327464223212703
CSO-12-6B-LJHEFE,0.34927355909905594,1.106267288218657,-1.0162313147402782,1.0130312866922995
CSO-12-6B-VPAMA,-8.52617618534822,-3.8225983026895203,0.9401486430491416,-1.190838945143618
CSO-12-7A-DALRE,-0.17470011354871878,-1.4826213931733536,1.595295001381795,-0.5988270266332564
CSO-12-7A-ESALA,0.34927355909905594,-0.5488552670353769,1.3453296631570049,-1.7171936459239836
CSO-12-7A-IMERO,0.34927355909905594,0.22366940335119617,-0.2535197136482787,0.6453797590634022
CSO-12-7A-JHEZA,-1.2557236314383902,-0.2215414851733215,-1.478298823131666,2.324001410454461
CSO-12-7A-LSARAR,0.34927355909905594,-0.6379254022503601,1.002863780325512,-1.5298678230930562
CSO-12-7A-SCAHO,0.16511741886959794,-0.18136181276550342,0.232900566052826,-0.2721245075937131
CSO-12-7B-DVAGRO,0.34927355909905594,-0.08823869821327875,-1.3034223189482277,3.1123400758578335
CSO-12-7B-SMUGU,0.34927355909905594,0.08068449922024852,0.2870755971571609,-0.006990065963278496
CSO-12-7B-SSARA,0.34927355909905594,1.1629242238309938,-1.0781301638291665,1.0713102423707215
CSO-12-7B-VHOMA,0.0907063491413565,1.3425344457644146,-1.567544309161121,1.5944222019258403
CSO-12-8A-YTOME,0.34927355909905594,0.5230042332086804,-0.27873920145754855,-0.04248279279815941
CSO-13-6A-ANASA,0.34927355909905594,1.38541916593727,-1.1600572436180334,0.88705613727147
CSO-13-6B-JETAVE,0.34927355909905594,-0.520832197775438,0.9364635365896242,-1.161645807240855
CSO-13-6B-LFMIES,-0.7611018557381676,-1.180970735531155,-0.48635632844127735,1.6337008078030866
CSO-13-6B-LJMAHU,-2.4209323546788544,-0.9157743832729136,-0.11528063230361013,-0.13164864489611197
CSO-13-7A-CAPAMU,-0.7792695041512429,0.07283426279419236,-0.7061998879645698,0.684807509403498
CSO-13-7A-CDDITR,0.34927355909905594,1.0382015259342205,-0.968115585171515,0.6914740713007702
CSO-13-7A-JJATFL,0.34927355909905594,0.003205305464842601,0.42101821897165365,-1.4987737874844613
CSO-13-7A-KRAMA,0.34927355909905594,-0.5219262565289187,1.0467499828543536,-1.188373497796745
CSO-13-7A-RXCHLU,0.34927355909905594,0.4086856354441857,0.4417238691666311,-0.893545359395931
CSO-13-7A-YAMEZA,0.34927355909905594,0.9976267307578468,-0.6984257249003404,0.30363361023437274
CSO-13-7A-YBOSO,-8.822437273783377,-5.197156168697021,0.32311515951997655,0.1317017834836312
CSO-13-8A-KIGAGU,0.34927355909905594,0.22392947375880776,-0.11326452738310151,-0.7055076496568198
CSO-13-8A-MBUAN,0.09251135584263617,0.7091781533037486,-1.0658403365585407,1.6538419636548929
CSO-13-8A-MGAAN,0.34927355909905594,1.3733762435389536,-1.3088826980471118,0.41659005381443803
CSO-13-8A-MGAHE,0.34927355909905594,0.5535508641543357,-0.2938860543771018,0.04053460236555256
CSO-13-8A-MJAGA,0.34927355909905594,-1.402406999836693,1.185346473676031,-0.6629396081186455
CSO-13-8A-VHODU,0.34927355909905594,0.32529154190743614,0.28829486962089523,-0.9266747164467911
CSO-13-8B-FCJISA,0.34927355909905594,1.0999889424217644,-1.0427640910435791,1.3584613983286684
CSO-13-8B-JEMABE,-0.47036288917912805,-1.598272838769189,1.424386040240888,-1.113029701577915
CSO-13-9B-DMLLLU,0.34927355909905594,-0.7111530451723674,1.217424669053496,-1.0948881653915838
CSO-14-7A-MVEBE,0.34927355909905594,-0.19618849699266808,0.9626778142354506,-1.1230391431045714
CSO-14-7B-EALHU,0.34927355909905594,0.023913606667263457,0.11207282258974162,-0.6937617387848588
CSO-14-7B-EVEGO,0.34927355909905594,1.213709023606586,-1.129317731808534,0.5311808690312817
CSO-14-8A-AQUMA,0.34927355909905594,-0.23577976629590755,0.9576940561744439,-1.3664161217387605
CSO-14-8A-MCIDOS,-1.0051871485960802,-1.6701150336358384,0.380904283620754,0.3573919917657009
CSO-14-8A-SZARA,0.34927355909905594,0.3296785637027636,-0.5070981628750537,0.3887742805607041
CSO-14-8B-JLLORA,0.34927355909905594,-0.24660125511347458,0.3990316933550641,-0.7145819184463116
CSO-14-9A-AEDCAGO,-0.2862544861101559,0.3703530907372802,-1.1278219393337927,1.1113816762760094
CSO-14-9A-HASACA,0.17579313714375458,0.19330614421307468,-0.6961323976723326,0.9755003296080154
CSO-14-9A-JSMAAL,0.049018982637963164,0.49291371210769364,-0.6255584409744004,0.19184807892983854
CSO-14-9A-MARJA,0.34927355909905594,0.5661121515456512,-0.3295471233266291,0.6647217696117743
CSO-14-9A-SORZU,-0.6934111437240303,-0.9177152026272453,-0.07661389007594706,0.43448145396220905
CSO-14-9B-ERAGA,-0.05602876174373948,-1.255674993863148,1.466411522577834,-0.9240663356329539
CSO-14-9B-MFEGA,0.34927355909905594,-0.2859713804830132,0.5223857430073404,-0.4001170806543679
CSO-15-10A-LJRAGU,-0.8587139051931381,0.038324936636352266,0.05046498597790357,-0.5649169429150529
CSO-15-10A-MAARLO,-0.37906675013824265,-0.1713725002899574,-0.06287879459190565,0.29741705600111923
CSO-15-10A-SFEGA,-0.6381408198669202,-0.8272347328357454,1.0614692268882806,-1.0844524101320125
CSO-15-10B-MEBUAR,0.34927355909905594,0.22856459090444525,-0.09627467842908888,0.6835456737964223
CSO-15-10B-YVBUAN,-0.13789446231132696,0.582551414087336,-0.35182378936390524,-0.1901857078971255
CSO-15-10C-ALBAHO,0.34927355909905594,0.3225272948232216,-0.5467931280249563,0.45260159343938516
CSO-15-10C-SSCAMO,0.34927355909905594,0.5406771537185665,-0.8381643805762026,1.1626294996864712
CSO-15-11C-JETALO,0.34927355909905594,-0.29011103486141254,-0.05915512446584786,0.28975135823976356
CSO-15-7B-JCRAGA,0.34927355909905594,0.002206658618474049,-0.22965464373360897,0.6305349368333452
CSO-15-8A-VBMABR,0.34927355909905594,-0.14614752789017418,0.5436585221477996,-0.6021828906977976
CSO-15-8B-KEPOGO,0.34927355909905594,1.367475719621908,-1.0952308300950182,0.9893365583680597
CSO-15-9B-ALRIHE,0.34927355909905594,1.0374676649857326,-0.8397028375563106,0.7433120844712179
CSO-15-9B-AMSAGO,-0.47416708537619223,0.9291542384050411,-1.0215733337482775,0.6736556109301782
CSO-15-9B-JCAPA,0.34927355909905594,0.6794453903364116,-0.17967207330767504,-0.4705310738643299
CSO-15-9B-KSBEJA,0.34927355909905594,-0.9201899264895825,1.624353265176019,-1.4791408060664135
CSO-15-9B-RMCHLU,0.34927355909905594,0.05960642649471062,0.3424629139056315,-0.8133837128271998
CSO-15-9B-SJAGRO,0.34927355909905594,1.6352027754685612,-1.6888656863259117,1.212664037140603
CSO-16-10A-JEGAHE,0.34927355909905594,0.13093134357717542,0.21972073458423558,-0.5381297560246456
CSO-16-10A-MSACO,0.34927355909905594,1.0710991770070843,-0.8989767283763899,1.0350716654990169
CSO-16-10A-SARI,-5.133636098016482,-2.415476938360209,-0.41439587292604907,0.9950519396022315
CSO-16-10A-SMOUT,0.34927355909905594,0.8701043522925268,-1.0728045527966115,1.1430810611172928
CSO-16-10A-YKMUJO,0.34927355909905594,-0.37079794935491456,1.1857096379036827,-1.164556392400992
CSO-16-10B-JESUGU,0.34927355909905594,1.6408716049943146,-1.0726074891448112,0.30964992050235945
CSO-16-10B-LTVIFA,0.34927355909905594,2.412058792420173,-2.2546136267826773,2.3217775295351286
CSO-16-10B-VVILI,0.34927355909905594,1.1176045648354709,-0.9767532554727255,0.5474013849709805
CSO-16-10C-ACALGU,-1.4923833896002148,-0.011128763471969385,-0.4116906407315646,0.022728967344319607
CSO-16-10C-MAVAVE,0.34927355909905594,1.2779958325396037,-1.0985233794273779,1.5571132524168765
CSO-16-11A-JAVABO,0.34927355909905594,0.9730703404343399,-0.8080777217951328,0.08206099679678507
CSO-16-11A-JDMUVA,0.3073385623866424,1.2487130990480444,-1.0992736336985116,0.6375209678322723
CSO-16-11A-VZAOR,-0.8922854490522695,-0.07263279509960739,-1.8036639290796759,2.079171253959893
CSO-16-11B-KRORE,0.34927355909905594,0.7746063035956613,-0.632195602254684,0.3610307237281327
CSO-16-11B-LLOZA,0.10609216659338297,1.5585358690895281,-1.2042390327504915,0.6487097664113494
CSO-16-11B-YAROMO,0.34927355909905594,0.6770076819322378,-1.7884296963966568,3.1023641666783286
CSO-16-9A-JALEMO,0.34927355909905594,0.9069289663609823,-0.4908228295478885,-0.11879386336594351
CSO-16-9A-JPROSO,0.34927355909905594,0.8793993285983253,-1.670631772459338,2.277948407052544
CSO-16-9A-JSMAGU,0.34927355909905594,-0.11595752173743192,0.5364369102398313,-0.9531698209049219
CSO-16-9B-SJPAJI,0.34927355909905594,0.43449881714802446,0.13702920587311151,-0.18178562270726206
CSO-17-10A-YVGOCA,0.34927355909905594,0.3122385163762401,0.14666207605554946,-0.9369908697577773
CSO-17-10B-EHECO,-0.425268501198658,0.39730608926162203,-0.7941921062279765,0.49856370177902126
CSO-17-10B-YCQUVE,-0.08990477662014103,-0.3845516672560759,-0.07373689632719292,0.30680808503174056
CSO-17-11A-DJAPA,0.07631485322533137,0.32000777359845284,-0.2741719830385869,0.11964695022410177
CSO-17-11A-JDAMO,0.34927355909905594,0.6856064217491522,-0.2750703324333965,0.30621888095011396
CSO-17-11A-NPAHE,0.34927355909905594,1.2359620771667945,-0.862183936651459,0.08353431671704056
CSO-17-11A-RLPAIG,0.07782569477076827,0.3813383394257645,-0.3961940755494782,0.5622737959199064
CSO-17-11A-SPUVA,0.34927355909905594,-0.4652841488487262,0.9270946532346701,-1.133797794326336
CSO-17-11B-CDBEBU,0.34927355909905594,1.179841937463086,-1.0481745834856362,1.4313671365933978
CSO-17-11C-JDAAG,0.34927355909905594,1.8587834259294143,-1.2691301460922928,0.773069268790314
CSO-17-11C-MAPAMA,0.34927355909905594,0.6694709340595656,-0.2708824651338307,-0.13412268448054052
CSO-17-11C-MCAAG,0.34927355909905594,0.7815266670119514,-0.6336701923333173,0.24149907537820692
CSO-17-11C-SARJA,0.34927355909905594,-0.013575558426771373,-0.12097928849563071,-0.08014564677763349
CSO-18-11A-ADBAHO,0.34927355909905594,1.4498135439943776,-1.2006746779179762,0.5369618313724916
CSO-18-11B-YLLRE,0.34927355909905594,0.9220340087818776,-0.8888957279064913,0.7995715137744159
CSO-18-9B-MAMOLO,0.34927355909905594,0.02495260002611858,-1.0912129532569816,1.6459306829224867
CSO-8-3A-AIPRBR,0.34927355909905594,-0.281368551508029,0.7862824103716055,-1.1916769202250002
CSO-8-3A-DAPAVA,0.34927355909905594,-0.706875509739135,0.4352179193066362,-0.16520456162587874
CSO-8-3A-KVPECO,-0.595972329759932,-0.5295927719421956,0.6784662030133526,-1.446444198830826
CSO-8-4A-ARAGR,-0.8130022207503287,-0.024235400348870288,-0.8264032811786242,0.9170787711542417
CSO-8-4A-JRAAR,-1.4013632934876314,-1.9908874211003396,2.5293235482659773,-1.9866707231795797
CSO-9-2A-EXMOCO,-2.899214520701798,-2.3449492628744633,0.7973888923442346,-0.17624846043233555
CSO-9-4A-AGAPE,0.34927355909905594,0.1663473345651394,0.07104175340549146,0.0014091467800977288
CSO-9-4A-DKVIMO,-0.016708387333615304,-0.8181821263519748,1.5236396342370515,-1.817582339067258
CSO-9-4A-DSMOMU,-0.23110017843913908,0.6438440561145888,-0.9960010527372494,0.7884739739099128
CSO-9-4A-DVGATO,-0.22768621527716199,-0.3695817929266268,-0.055647858228090485,0.3396817625331299
CSO-9-4A-EGCAMO,0.34927355909905594,-0.8038808267115973,1.0536013112526985,-1.1166223761258756
CSO-9-4A-FAGIGA,-1.934175110626037,-0.45234779731597535,-0.5102168718416743,-0.2865946945875538
CSO-9-4A-GSBRCO,0.34927355909905594,-1.2631396178827108,1.9487845482195996,-1.5477807899788951
CSO-9-4A-KEMOCO,0.34927355909905594,-1.0460728131282333,1.9407026655532722,-1.6409963773739895
CSO-9-4A-LCOMO,0.34927355909905594,0.5146279508807585,-0.9538519791397316,1.4217187071194128
CSO-9-4A-MLORO,0.34927355909905594,-0.5127570022140315,1.1413491090057746,-1.305041988318481
CSO-9-4A-MPAME,-0.37714880330680406,-1.0576621235558028,0.8116048676651612,-0.5086854530152697
CSO-9-4A-NSARPA,-0.05380792710898204,0.24314753106934756,-0.030316524855627122,-0.5727090787180373
CSO-9-4A-SLOCA,0.34927355909905594,-0.7660576526627005,1.0654782436601506,-0.7193661658993612
CSO-9-4A-YVDITR,-0.14114224912072396,-2.646121557386489,3.818384049351969,-1.6692343483311345
