feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
edges_T2W30,0.19425839929305486,0.07949071595669265,1.0,400,1.0
l3_T2W30,-0.1455596386974255,0.06271080587580387,1.0,116,0.29
l1_T2W30,0.09408867421137927,0.049303228381158,1.0,27,0.0675
pe_T2W30,0.052168810466709584,0.04196436431625936,1.0,11,0.0275
asp_T2W30,0.047823870014317704,0.03636828350818215,1.0,191,0.4775
nodes_T2W30,0.0469238601657371,0.07791979344421959,1.0,325,0.8125
lsc_T2W30,0.04652600956363509,0.04993159488459376,1.0,305,0.7625
density_T2W30,-0.04329418421006918,0.045068543387849304,1.0,30,0.075
atd_T2W30,0.04133069948021293,0.0197361251949622,1.0,6,0.015
diameter_T2W30,0.03678109892661845,0.021098488645172032,1.0,62,0.155
lcc_T2W30,0.03656264687513639,0.07148445387539719,1.0,398,0.995
re_T2W30,-0.03472086506828476,0.03306791479937755,1.0,110,0.275
l2_T2W30,-0.03023162714630429,0.031013516203591846,1.0,19,0.0475
