feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG,abs_r_MOT,abs_r_partial_MOT,abs_r_COG,abs_r_partial_COG
nodes,raw,2,T2W10,240,-0.04868075941870847,0.45285313699584645,-0.05491042342435207,0.39806517396381463,0.05948597379614948,0.3588522658605233,0.020682693990216848,0.7504057697205924,0.04868075941870847,0.05491042342435207,0.05948597379614948,0.020682693990216848
edges,raw,2,T2W10,240,0.012655068222002824,0.8453649782586026,0.008989399465714514,0.8900452616245824,0.20248839894554166,0.0016144221535441736,0.17964523228427537,0.005346445630772128,0.012655068222002824,0.008989399465714514,0.20248839894554166,0.17964523228427537
re,raw,2,T2W10,240,-0.01256779807620901,0.8464181196111897,-0.010240661142765384,0.8748579849846545,-0.039637514103763274,0.5411360166216717,-0.02224024509211269,0.7323015490936976,0.01256779807620901,0.010240661142765384,0.039637514103763274,0.02224024509211269
pe,raw,2,T2W10,240,0.12053818615072556,0.062262207634636524,0.12455614350485196,0.05448118845653134,0.00971318580022819,0.8810060860526456,0.03466503660848327,0.593854213511909,0.12053818615072556,0.12455614350485196,0.00971318580022819,0.03466503660848327
l1,raw,2,T2W10,240,0.01174059231175039,0.8564137945118891,0.018672588845518305,0.7739723344493304,-0.016881420170111756,0.7947257097770731,0.03344142655057124,0.6069546296763947,0.01174059231175039,0.018672588845518305,0.016881420170111756,0.03344142655057124
l2,raw,2,T2W10,240,0.13034054787935784,0.04366435801836335,0.13572348310334634,0.03599832955824389,-0.009382462859305576,0.8850292182042261,0.02123979249675401,0.7439140324426871,0.13034054787935784,0.13572348310334634,0.009382462859305576,0.02123979249675401
l3,raw,2,T2W10,240,-0.09467083096218676,0.14366907876228346,-0.0954600023493319,0.141182732018772,-0.09508801564573734,0.14190432577335874,-0.10288160834999294,0.11265206147250777,0.09467083096218676,0.0954600023493319,0.09508801564573734,0.10288160834999294
lcc,raw,2,T2W10,240,-0.01858447304075351,0.7745480149735413,-0.026687649926427515,0.6814457141038411,0.11751900333009588,0.06915680069542456,0.06676406175975592,0.3040046921355801,0.01858447304075351,0.026687649926427515,0.11751900333009588,0.06676406175975592
lsc,raw,2,T2W10,240,-0.004474739704447909,0.9450208286410337,-0.0031334065686608767,0.9615668583007093,0.03637598496167262,0.5749489933962241,0.047710254335680206,0.46286715986518073,0.004474739704447909,0.0031334065686608767,0.03637598496167262,0.047710254335680206
atd,raw,2,T2W10,240,0.04955895390865454,0.44473294874168134,0.05283855659946369,0.41613214267842674,0.007422906788517588,0.9089235838952521,0.030717341358131842,0.6365696384901078,0.04955895390865454,0.05283855659946369,0.007422906788517588,0.030717341358131842
density,raw,2,T2W10,240,0.017238618488529613,0.7904818208924819,0.019810534317051095,0.7606040413866667,-0.02275037601819383,0.7258489710311282,-0.004004164671036685,0.9508984285982126,0.017238618488529613,0.019810534317051095,0.02275037601819383,0.004004164671036685
diameter,raw,2,T2W10,240,0.0028780277469868764,0.964622604940815,-0.0034423244288724723,0.9577811504435987,0.09687000603958945,0.13455203961101922,0.052059382308358916,0.4230491673974334,0.0028780277469868764,0.0034423244288724723,0.09687000603958945,0.052059382308358916
asp,raw,2,T2W10,240,0.00219555362465564,0.9730080624500138,-0.0041588550395022465,0.9490040394519044,0.09293686441946274,0.15118362859903942,0.047818144156589845,0.4618549194437886,0.00219555362465564,0.0041588550395022465,0.09293686441946274,0.047818144156589845
cc,raw,2,T2W10,240,-0.08542386093730521,0.18720802699885797,-0.08589703881449805,0.18569533663029492,-0.09604621493365233,0.13791369066383619,-0.10158552732129879,0.11727955529654129,0.08542386093730521,0.08589703881449805,0.09604621493365233,0.10158552732129879
nodes,raw,2,T2W20,237,-0.07203470546701311,0.26936219831588215,-0.07809440244055045,0.23202249754777274,0.026494388044306587,0.6848964039759401,-0.01816323655773517,0.7813422232942971,0.07203470546701311,0.07809440244055045,0.026494388044306587,0.01816323655773517
edges,raw,2,T2W20,237,0.0021462850874518764,0.9737806631968222,-0.0003279935549408703,0.9960010359018733,0.19953894975473946,0.0020237640933111183,0.1804894750160905,0.005421094997203217,0.0021462850874518764,0.0003279935549408703,0.19953894975473946,0.1804894750160905
re,raw,2,T2W20,237,-0.013328077054383653,0.8382695876694896,-0.009773307909984376,0.8812799950420264,-0.034892361446722905,0.5930068263273791,0.001778114997194093,0.978323420352472,0.013328077054383653,0.009773307909984376,0.034892361446722905,0.001778114997194093
pe,raw,2,T2W20,237,0.1107963656904043,0.08877149263936356,0.11381868302225817,0.08100112415407505,0.00909554891577643,0.8892235568445863,0.03327209041410894,0.6110589302493895,0.1107963656904043,0.11381868302225817,0.00909554891577643,0.03327209041410894
l1,raw,2,T2W20,237,0.009078113270293082,0.8894345518403296,0.01425942874027643,0.8275027567688144,-0.03313443150163935,0.6117755970125992,0.015399870331736228,0.8139486295957642,0.009078113270293082,0.01425942874027643,0.03313443150163935,0.015399870331736228
l2,raw,2,T2W20,237,0.12716471726138018,0.0505511493168774,0.1313092033209818,0.04388017220658031,0.004488200631854129,0.9452045351333094,0.034653730336664905,0.5963246380109842,0.12716471726138018,0.1313092033209818,0.004488200631854129,0.034653730336664905
l3,raw,2,T2W20,237,-0.07823103453053534,0.23020784701083338,-0.07914831783432705,0.22576325323815438,-0.05456785531444439,0.40301808466334127,-0.06446832121761623,0.32406004901187696,0.07823103453053534,0.07914831783432705,0.05456785531444439,0.06446832121761623
lcc,raw,2,T2W20,237,-0.05491822200355469,0.4000003368074119,-0.0619696207569049,0.3432047885807245,0.07524478461209454,0.2485449374853176,0.024649239593267997,0.7063850525373658,0.05491822200355469,0.0619696207569049,0.07524478461209454,0.024649239593267997
lsc,raw,2,T2W20,237,0.05216317509560748,0.4240930152115913,0.051664185849282215,0.4295313072284442,0.12530282868960396,0.0540528512126283,0.12305983617104532,0.05907641508696855,0.05216317509560748,0.051664185849282215,0.12530282868960396,0.12305983617104532
atd,raw,2,T2W20,237,0.05490486425035431,0.4001151405461556,0.05874763973301466,0.36892822418472754,0.02228745640112442,0.7328481107240006,0.0558814054651058,0.39278572452440597,0.05490486425035431,0.05874763973301466,0.02228745640112442,0.0558814054651058
density,raw,2,T2W20,237,0.021017556411021286,0.7475390383964527,0.023857089447973163,0.7154058985816772,0.009321567887725684,0.8864891311727046,0.036776895924779514,0.5740016713063065,0.021017556411021286,0.023857089447973163,0.009321567887725684,0.036776895924779514
diameter,raw,2,T2W20,237,-0.07990072023941432,0.22038206481451678,-0.08462409590144707,0.19516765458789667,-0.013175977209262129,0.8400903552826644,-0.05040085862381323,0.4409134824602341,0.07990072023941432,0.08462409590144707,0.013175977209262129,0.05040085862381323
asp,raw,2,T2W20,237,-0.07442783686713846,0.25373357095777055,-0.0790882661862424,0.22611665232194056,-0.010011970007007247,0.8781449455525007,-0.04719809900688879,0.47052603205661253,0.07442783686713846,0.0790882661862424,0.010011970007007247,0.04719809900688879
cc,raw,2,T2W20,237,-0.09848287328418452,0.13058830552088155,-0.09870179732744586,0.1305518978492456,-0.06195022873953221,0.34232484249838735,-0.06540695178170725,0.31705050247950833,0.09848287328418452,0.09870179732744586,0.06195022873953221,0.06540695178170725
nodes,raw,2,T2W30,230,-0.07515923421017731,0.25627380737054145,-0.08537557268145136,0.19800772276891052,0.04082292459640936,0.5378984900989073,-0.005885197588250939,0.9294215765375797,0.07515923421017731,0.08537557268145136,0.04082292459640936,0.005885197588250939
edges,raw,2,T2W30,230,-0.008901270822776657,0.8931957103515163,-0.013718484998415192,0.8364222110156495,0.19446828163328686,0.003061307045153706,0.17332769761675038,0.008576351263877902,0.008901270822776657,0.013718484998415192,0.19446828163328686,0.17332769761675038
re,raw,2,T2W30,230,0.012330425040022526,0.8524538820870194,0.019401262371052736,0.7702749752432227,-0.05121241582148935,0.4395516983246958,-0.013531693329957739,0.8386188619247149,0.012330425040022526,0.019401262371052736,0.05121241582148935,0.013531693329957739
pe,raw,2,T2W30,230,0.1322422949885898,0.04513073258761378,0.13760686022284002,0.03744455565184329,0.026850517690225867,0.6854314482489828,0.05323816954756792,0.4226687619852688,0.1322422949885898,0.13760686022284002,0.026850517690225867,0.05323816954756792
l1,raw,2,T2W30,230,0.0017172111483759484,0.9793363636688657,0.010707867913113758,0.8719694792726316,-0.04598819540909781,0.48767415844519885,0.0034149939691660723,0.9590103003052232,0.0017172111483759484,0.010707867913113758,0.04598819540909781,0.0034149939691660723
l2,raw,2,T2W30,230,0.13751649215145084,0.03715203525851396,0.14499398195424812,0.028252970880215136,0.017541390576330966,0.7913181700739895,0.05192484409859816,0.43421853895960133,0.13751649215145084,0.14499398195424812,0.017541390576330966,0.05192484409859816
l3,raw,2,T2W30,230,-0.040983307747106755,0.5363010849601008,-0.042127399479533534,0.5258874647110234,-0.046867396393517446,0.4793829103686141,-0.05440402960902669,0.4125672608664034,0.040983307747106755,0.042127399479533534,0.046867396393517446,0.05440402960902669
lcc,raw,2,T2W30,230,-0.06277746657082221,0.3432234384441819,-0.07436811766189363,0.26237807152315673,0.0694599521033145,0.2942055791277769,0.01757589443464334,0.7913665334959088,0.06277746657082221,0.07436811766189363,0.0694599521033145,0.01757589443464334
lsc,raw,2,T2W30,230,0.026630217065476688,0.6878768102264986,0.020558609620928935,0.7569880205515664,0.1464082834214766,0.026400334245027218,0.1147248769503236,0.08321549141036547,0.026630217065476688,0.020558609620928935,0.1464082834214766,0.1147248769503236
atd,raw,2,T2W30,230,0.06869304149989172,0.29958146464289187,0.0760872233890258,0.2514762980969772,0.003498893511211183,0.9579116613192022,0.0407457405827756,0.5395619108350149,0.06869304149989172,0.0760872233890258,0.003498893511211183,0.0407457405827756
density,raw,2,T2W30,230,0.03103070494657919,0.6396754249225252,0.036654077280690506,0.5810669008728482,-0.0042497247491541925,0.948891076742029,0.0263490362028008,0.6916475769790326,0.03103070494657919,0.036654077280690506,0.0042497247491541925,0.0263490362028008
diameter,raw,2,T2W30,230,-0.07222225649343732,0.2753775690678295,-0.07985331181279949,0.22870155324212074,-0.014752670020334889,0.823902547902667,-0.053270416690640074,0.422387438193385,0.07222225649343732,0.07985331181279949,0.014752670020334889,0.053270416690640074
