target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T7W50,VALIDATION,R2,-0.011278,0.028496,-0.014079,-0.008476,1.9659,399,True
MOT,T7W50,VALIDATION,RMSE,7.774314,0.350907,7.739821,7.808807,1.9659,399,True
MOT,T7W50,VALIDATION,MAE,6.659295,0.257092,6.634024,6.684567,1.9659,399,True
MOT,T7W50,VALIDATION,rho,0.054691,0.128188,0.04209,0.067291,1.9659,399,True
MOT,T7W50,TEST,R2,-0.011349,0.03783,-0.015068,-0.007631,1.9659,399,True
MOT,T7W50,TEST,RMSE,7.725213,0.504126,7.675659,7.774766,1.9659,399,True
MOT,T7W50,TEST,MAE,6.582997,0.364367,6.547181,6.618813,1.9659,399,True
MOT,T7W50,TEST,rho,0.059726,0.183004,0.041737,0.077714,1.9659,399,True
COG,T7W50,VALIDATION,R2,-0.019609,0.029876,-0.022546,-0.016672,1.9659,399,True
COG,T7W50,VALIDATION,RMSE,2.193283,0.188331,2.17477,2.211795,1.9659,399,True
COG,T7W50,VALIDATION,MAE,1.697646,0.12573,1.685287,1.710005,1.9659,399,True
COG,T7W50,VALIDATION,rho,-0.056114,0.12751,-0.068647,-0.04358,1.9659,399,True
COG,T7W50,TEST,R2,-0.021248,0.039314,-0.025112,-0.017383,1.9659,399,True
COG,T7W50,TEST,RMSE,2.164732,0.25238,2.139924,2.18954,1.9659,399,True
COG,T7W50,TEST,MAE,1.669268,0.165125,1.653037,1.685499,1.9659,399,True
COG,T7W50,TEST,rho,-0.043985,0.198251,-0.063472,-0.024497,1.9659,399,True
MOT_V4,T7W50,VALIDATION,R2,-0.012543,0.030742,-0.015565,-0.009521,1.9659,399,True
MOT_V4,T7W50,VALIDATION,RMSE,3.518178,0.178585,3.500624,3.535732,1.9659,399,True
MOT_V4,T7W50,VALIDATION,MAE,2.929779,0.112816,2.91869,2.940869,1.9659,399,True
MOT_V4,T7W50,VALIDATION,rho,0.058347,0.121803,0.046374,0.07032,1.9659,399,True
MOT_V4,T7W50,TEST,R2,-0.01392,0.03809,-0.017664,-0.010176,1.9659,399,True
MOT_V4,T7W50,TEST,RMSE,3.510677,0.281471,3.483009,3.538344,1.9659,399,True
MOT_V4,T7W50,TEST,MAE,2.918543,0.182895,2.900565,2.936521,1.9659,399,True
MOT_V4,T7W50,TEST,rho,0.06525,0.185767,0.04699,0.08351,1.9659,399,True
COG_V1,T7W50,VALIDATION,R2,-0.017166,0.030072,-0.020122,-0.01421,1.9659,399,True
COG_V1,T7W50,VALIDATION,RMSE,1.344027,0.076006,1.336556,1.351498,1.9659,399,True
COG_V1,T7W50,VALIDATION,MAE,1.022025,0.055568,1.016563,1.027487,1.9659,399,True
COG_V1,T7W50,VALIDATION,rho,-0.115247,0.124027,-0.127438,-0.103055,1.9659,399,True
COG_V1,T7W50,TEST,R2,-0.019925,0.030884,-0.02296,-0.016889,1.9659,399,True
COG_V1,T7W50,TEST,RMSE,1.346802,0.115026,1.335496,1.358109,1.9659,399,True
COG_V1,T7W50,TEST,MAE,1.031331,0.083838,1.02309,1.039572,1.9659,399,True
COG_V1,T7W50,TEST,rho,-0.113464,0.181947,-0.131349,-0.095579,1.9659,399,True
