subject,nodes_T6W30,z_asp_T6W30
CSO-15-10A-LJRAGU,23.36,-0.0238165059556503
CSO-15-10A-MAARLO,22.233727810650887,0.3620157909653866
CSO-15-10A-SFEGA,20.97735849056604,0.2385252397536928
CSO-15-10B-MEBUAR,23.29090909090909,0.3449613264252073
CSO-15-10B-YVBUAN,23.04621848739496,0.1733497247847956
CSO-15-10C-ALBAHO,23.165289256198346,1.0567542302917712
CSO-15-10C-SSCAMO,23.51977401129944,1.0119026556368145
CSO-15-11C-JETALO,22.097690941385437,2.0868646094217445
CSO-15-7B-JCRAGA,22.96212121212121,0.4673439067547083
CSO-15-8A-VBMABR,22.69306930693069,0.5501636188237319
CSO-15-8B-KEPOGO,24.87889273356401,-0.0583029380871404
CSO-15-9B-ALRIHE,23.496503496503497,0.2953817951231265
CSO-15-9B-AMSAGO,24.129692832764505,-0.0273221571841579
CSO-15-9B-JCAPA,23.14887640449438,0.1757016989922082
CSO-15-9B-KSBEJA,21.216374269005847,0.6973205305858418
CSO-15-9B-RMCHLU,22.77287066246057,0.4517233497794718
CSO-15-9B-SJAGRO,24.897196261682243,-0.0358208445227104
CSO-16-10A-JEGAHE,22.888288288288287,0.447485234502323
CSO-16-10A-MSACO,23.899053627760253,0.179226599633447
CSO-16-10A-SARI,22.17142857142857,0.9767250557937114
CSO-16-10A-SMOUT,23.861538461538466,0.4713812603183553
CSO-16-10A-YKMUJO,21.807377049180328,-0.0449213757083835
CSO-16-10B-JESUGU,24.22818791946309,-0.2461380770896479
CSO-16-10B-LTVIFA,26.308,0.0329371348371078
CSO-16-10B-VVILI,23.676020408163264,0.5746366450864737
CSO-16-10C-ACALGU,23.27007299270073,-0.00298593015668
CSO-16-10C-MAVAVE,24.193227091633467,0.3598595034752105
CSO-16-11A-JAVABO,23.498765432098764,0.2255986709111932
CSO-16-11A-JDMUVA,24.35185185185185,-0.0903503482555516
CSO-16-11A-VZAOR,24.204819277108435,0.2259203579501519
CSO-16-11B-KRORE,23.676,0.5663540332298536
CSO-16-11B-LLOZA,24.61005199306759,0.0027829311168836
CSO-16-11B-YAROMO,24.131147540983605,1.511173681647285
CSO-16-9A-JALEMO,23.77133105802048,-0.0678419249362516
CSO-16-9A-JPROSO,23.885106382978723,0.811512474752439
CSO-16-9A-JSMAGU,22.53900709219858,0.0476816108680679
CSO-16-9B-SJPAJI,23.2641975308642,-0.0987932561090818
CSO-17-10A-YVGOCA,22.99688473520249,0.2473057083143634
CSO-17-10B-EHECO,23.5752508361204,0.2811052460582594
CSO-17-10B-YCQUVE,22.85275080906149,0.7875004368117311
CSO-17-11A-DJAPA,23.399594320486816,0.2074069365648259
CSO-17-11A-JDAMO,23.08041958041958,0.1952915404373202
CSO-17-11A-NPAHE,24.03962703962704,-0.2320614297576599
CSO-17-11A-RLPAIG,22.699551569506728,1.004611856349647
CSO-17-11A-SPUVA,21.690647482014388,0.6444841636531833
CSO-17-11B-CDBEBU,23.692307692307693,0.1621084465502167
CSO-17-11C-JDAAG,24.81714285714286,-0.2525128510977282
CSO-17-11C-MAPAMA,23.05988023952096,0.4178826913406274
CSO-17-11C-MCAAG,23.60126582278481,0.3582546968362042
CSO-17-11C-SARJA,23.55905511811024,0.094957813029499
CSO-18-11A-ADBAHO,24.466019417475728,-0.3550312546717932
CSO-18-11B-YLLRE,23.57667386609071,0.525080928181964
CSO-18-9B-MAMOLO,23.100376411543287,1.672239154560057
CSO-8-3A-AIPRBR,21.789156626506024,0.1769387573464067
CSO-8-3A-DAPAVA,21.781786941580755,0.9654532143925768
CSO-8-3A-KVPECO,22.20567375886525,0.1335950089593732
CSO-8-4A-ARAGR,23.495049504950494,0.490912134360298
CSO-8-4A-JRAAR,20.11525423728813,-0.1802449934156036
CSO-9-2A-EXMOCO,21.6875,0.3242477019789231
CSO-9-4A-AGAPE,22.79032258064516,-0.1359121786255865
CSO-9-4A-DKVIMO,21.41046831955923,-0.0270853143331128
CSO-9-4A-DSMOMU,23.639798488664987,0.4004171518274077
CSO-9-4A-DVGATO,22.83137254901961,0.8126677097465819
CSO-9-4A-EGCAMO,21.47422680412371,0.3936665075597853
CSO-9-4A-FAGIGA,22.853174603174605,0.8720993303569763
CSO-9-4A-GSBRCO,20.7744874715262,0.6464041408393727
CSO-9-4A-KEMOCO,21.29179331306991,0.3313153217430117
CSO-9-4A-LCOMO,23.68307692307692,0.6078361789639566
CSO-9-4A-MLORO,21.870535714285715,0.4658962691687957
CSO-9-4A-MPAME,21.484536082474225,0.6667354644866702
CSO-9-4A-NSARPA,22.961290322580645,0.1652717856943892
CSO-9-4A-SLOCA,21.44694533762058,0.3044226577509878
CSO-9-4A-YVDITR,19.63210702341137,0.2987555653715353
