subject,nodes_T6W30,z_asp_T6W30
CDMS-10-4A-JURAN,23.808,-0.0810245535655661
CDMS-10-5A-HEPIHO,24.403508771929825,-0.195359106859464
CDMS-10-5A-KSRAGU,22.93170731707317,0.2603711176510582
CDMS-10-5A-SROPU,22.56476683937824,0.9941286474405728
CDMS-10-5A-SZURO,23.13586956521739,0.1809485853659124
CDMS-10-5B-SRAJA,22.397489539748957,-0.1138269659131767
CDMS-10-5C-DAAUSA,22.085995085995087,0.4935487954116532
CDMS-10-5C-ICAPA,20.17721518987342,0.1428922130098162
CDMS-10-5C-JFALGI,21.216216216216218,-0.2066106662302585
CDMS-10-5C-MAORTO,20.43367346938776,0.8385475562858618
CDMS-10-5C-NBEMO,21.42162162162162,1.129621847744476
CDMS-10-6B-ASCACO,22.073469387755104,-0.4429895067001541
CDMS-10-6B-JJMOBE,23.181518151815183,-0.1142426770066484
CDMS-11-4A-GACHSA,21.696691176470587,1.1304817470664632
CDMS-11-5A-EAARCA,22.107142857142858,0.4060309447650317
CDMS-11-5A-MGTHAR,20.083650190114067,0.9742428523168754
CDMS-11-6A-DFVEBE,22.682926829268293,0.2626208933335476
CDMS-11-6A-NMREPR,23.365930599369086,0.0817249830578214
CDMS-11-6B-ARAHE,22.16358024691358,0.4431357358556669
CDMS-11-6B-AVROTO,23.808823529411764,0.2474336612085144
CDMS-11-6B-EAFESA,23.2512908777969,0.5590523015792758
CDMS-11-6B-EFRGR,21.27945205479452,1.0252534050328554
CDMS-11-6B-EROCO,22.11,0.3341110077843534
CDMS-11-6B-JACUPE,19.96064400715564,1.2640638301893226
CDMS-11-6B-JDCHBA,21.1957671957672,1.3256968026032276
CDMS-11-6B-JFSAHE,24.00550964187328,-0.009507809344893
CDMS-11-6B-JLPENA,22.054313099041533,0.9028072095407632
CDMS-11-6B-JMARME,22.56942496493689,0.5415253852972574
CDMS-11-6B-JPSAMA,23.80701754385965,0.224699251557766
CDMS-11-6B-LESTA,22.17843866171004,0.3859390611384384
CDMS-11-6B-MAGIMU,21.27181208053691,0.3149965736745064
CDMS-11-6B-MEBRTA,21.71518987341772,0.8060550414107386
CDMS-11-6B-MMAMO,23.55431754874652,0.0715262798116236
CDMS-11-6B-RSECA,22.23472668810289,-0.0326925179775304
CDMS-11-6B-SCAPA,23.640243902439025,-0.2162802521287931
CDMS-11-6B-VZAPE,22.01271186440678,0.6011527033619855
CDMS-11-6B-YLNIME,23.498360655737702,-0.060415081447151
CDMS-11-7C-ICARE,21.984848484848484,0.9723487796788256
CDMS-11-7C-IMOIB,24.0,0.3263134932275942
CDMS-11-7C-SALMA,22.75354107648725,0.7780601530686309
CDMS-11-7C-SPGAVE,22.47435897435897,1.375655697930286
CDMS-12-5A-SRIGO,23.63225806451613,0.0584384120334239
CDMS-12-6A-FAROPA,24.19219219219219,-0.2507734511148223
CDMS-12-6A-JGIGA,21.556451612903224,0.0072517620340973
CDMS-12-6A-JSOTGU,21.61834862385321,0.5460768172940718
CDMS-12-6A-SROAL,23.774111675126903,0.2376943552664064
CDMS-12-6B-IJDAGA,21.65,1.3929768232489366
CDMS-12-6B-SCLAG,22.103982300884955,0.8160402529610957
CDMS-12-7C-ARAHE,22.068292682926828,-0.0003043538137507
CDMS-12-7C-CATRAR,23.27104722792608,0.191777676204888
CDMS-12-7C-DLOLO,22.133828996282528,0.2233637151803448
CDMS-12-7C-JSZAOR,24.378205128205128,-0.1475738163535702
CDMS-12-7C-MAROBE,24.10975609756097,0.0224479701589777
CDMS-12-7C-VMAPA,22.53968253968254,-0.0957867659823318
CDMS-12-7C-VQURA,23.06642066420664,0.7196060441533996
CDMS-13-6B-ASUMO,23.054054054054053,0.543598246498882
CDMS-13-6B-JDTAHE,22.73454545454545,0.6630960582831722
CDMS-13-7C-MVEAR,21.612595419847327,0.4039319490029692
CDMS-13-7C-RAIZAC,23.585365853658537,0.4471568942482483
CDMS-13-7C-SSOSLO,21.86235489220564,0.7479341967859502
CDMS-14-10A-IMORTO,22.719723183391004,1.0197860802079446
CDMS-14-10A-JCVANI,23.898850574712643,0.298259319969913
CDMS-14-5A-LSDUCO,21.48245614035088,0.7243360331688685
CDMS-14-6B-KDCAHE,22.55337690631808,1.1833952535511207
CDMS-15-10A-AMALOS,22.933333333333334,0.4641789463381343
CDMS-15-10A-JJMACH,24.273164861612518,0.1674928470907125
CDMS-15-10A-MAALCA,23.7883008356546,0.1925296460876569
CDMS-15-10A-MAALRI,23.81308411214953,0.5379855814685168
CDMS-15-10A-SGOMO,24.12462908011869,0.2322834506152479
CDMS-15-10A-SHEGA,23.419847328244277,0.3748889203059044
CDMS-15-11B-JEMOLO,23.644922164566346,0.812780592099456
CDMS-15-11B-VSAHO,22.94274809160305,0.5713526207842937
CDMS-16-10A-SGALO,23.88431876606684,0.6614583659106894
CDMS-16-11B-NGABE,24.20779220779221,0.1334893639109683
CDMS-17-10A-ASSAMO,24.721649484536083,0.0861442492404776
CDMS-18-7C-VVECA,22.283625730994157,0.3328729404218494
CDMS-8-4A-DBEVA,20.567474048442907,0.5235480345954624
CDMS-8-4A-DJAVDA,19.49794238683128,0.7806955397880091
CDMS-8-4A-DOSTR,21.053356282271945,0.6827480047376324
CDMS-8-4A-LGOPA,20.8299711815562,1.4013758214242256
CDMS-8-4C-JDBUTU,20.42811501597444,1.1389481392275298
CDMS-9-4A-ACDUTR,22.04109589041096,0.1757133151203548
CDMS-9-4A-CARGA,22.142091152815013,0.240361357082788
CDMS-9-4A-CRAAG,20.83450704225352,0.6628402159862975
CDMS-9-4A-EROHI,22.94019933554817,0.8664800649757085
CDMS-9-4A-ILOSE,21.61092150170649,0.1612638535470006
CDMS-9-4A-TGAFR,21.154150197628457,0.2766273041922086
CDMS-9-4C-SCAMO,24.89756097560976,0.0602384764014261
CDMS-9-5A-ABERO,22.21598272138229,0.9660469871802496
CDMS-9-5A-PAGACO,22.412811387900355,1.0163213886540592
CDMS-9-5A-VVAAR,21.25301204819277,0.2245874585240802
CDMS-9-5C-JDMADE,21.601063829787236,2.463915773328198
CDMS-9-5C-LVIZAC,22.51641791044776,0.96297777755239
CDMS-9-5C-MLOGO,21.50304878048781,0.7309700455376744
CDMS-9-5C-SCAAG,22.74609375,0.4381280477267781
CDMS-XX-10A-VGILO,23.207602339181285,0.4917480649286051
CDMS-XX-5C-MJSARU,23.5121107266436,0.0766367600039537
CDMS-XX-5C-MPCAQU,21.90082644628099,0.2281433112276804
CDMS-XX-6A-MAGICA,23.83109919571045,0.0650977354057976
CDMS-XX-6B-SPUCA,23.30346232179226,0.2871397100643671
CSO-10-4A-ICAPA,21.52242152466368,0.3425899944160496
CSO-10-4A-KCOMO,21.024948024948024,0.7368369650763762
CSO-10-4A-LRAVI,20.166666666666668,0.0603870183991038
CSO-10-4A-LSCAVA,23.00358422939068,1.185020114422281
CSO-10-5A-ACAVA,23.778181818181817,0.7116222315120623
CSO-10-5A-ARACA,22.364864864864863,1.1582151060928525
CSO-10-5A-DABRZA,20.90535714285714,1.0939498960962346
CSO-10-5A-GZAMA,22.989881956155145,0.3198048560947212
CSO-10-5A-IPECA,23.16030534351145,0.1885482545713735
CSO-10-5A-JANORO,23.051020408163264,0.3503520943699338
CSO-10-5A-JBUVE,23.529850746268657,0.5116930392249406
CSO-10-5A-JJSEMO,21.24894514767933,0.1944194127364041
CSO-10-5A-JLCARI,23.027027027027028,0.7056583470215056
CSO-10-5A-MAARAN,21.55745721271393,0.0651042281662147
CSO-10-5A-MAOSMO,24.33949191685912,0.1200557428286286
CSO-10-5A-RVMOIB,23.514739229024944,0.0315286826081012
CSO-10-5A-SVHEES,22.094252873563217,0.3060747892010008
CSO-11-5A-MDVOSPE,22.96927374301676,0.2158828867455445
CSO-11-5A-MTAGA,24.54434250764526,0.5416297219471586
CSO-11-6A-CAPAMU,23.726342710997443,0.5695169345123409
CSO-11-6A-DSCACH,24.21875,-0.2328464749677323
CSO-11-6A-EROMO,22.12621359223301,0.4463693061642508
CSO-11-6A-FSOVRE,21.58880778588808,0.6644603364766352
CSO-11-6B-ANREVA,22.614958448753463,0.0228817347231172
CSO-11-6B-DISEMO,24.17142857142857,0.5676715063705381
CSO-11-6B-LHFDLACH,22.71065989847716,1.6303077024551085
CSO-11-6B-RJGIHE,22.149122807017545,0.4271014072020758
CSO-11-6B-SFLVA,21.15081967213115,1.3379522308896734
CSO-11-6B-VCOMA,23.44210526315789,0.4620882914338909
CSO-12-6A-DGISE,22.359375,1.4658146760476436
CSO-12-6A-FJOVRE,22.20820189274448,0.1553196724436705
CSO-12-6B-GQULO,21.99,0.5851171533831202
CSO-12-6B-LJHEFE,23.727272727272727,0.8184707591936766
CSO-12-6B-VPAMA,21.44943820224719,-0.1660945175415747
CSO-12-7A-DALRE,20.773662551440328,1.245099732191128
CSO-12-7A-ESALA,22.019138755980865,-0.4712656919993931
CSO-12-7A-IMERO,22.71180555555556,0.9871845501838404
CSO-12-7A-JHEZA,23.78927203065134,1.475967671094462
CSO-12-7A-LSARAR,21.809954751131222,0.0831325536545205
CSO-12-7A-SCAHO,22.545945945945945,0.353754423623492
CSO-12-7B-DVAGRO,23.65930599369085,1.1910161983736498
CSO-12-7B-SMUGU,23.17695473251029,0.0688151740484631
CSO-12-7B-SSARA,24.1980198019802,0.3171742651520102
CSO-12-7B-VHOMA,24.55157894736842,0.3779955565441638
CSO-12-8A-YTOME,23.646153846153847,0.1021851995792959
CSO-13-6A-ANASA,24.454802259887007,0.0576842978166131
CSO-13-6B-JETAVE,21.9120654396728,0.0311590528900238
CSO-13-6B-LFMIES,23.260536398467437,0.1548512273357721
CSO-13-6B-LJMAHU,22.58166189111748,0.4989857433327879
CSO-13-7A-CAPAMU,23.14901256732496,1.132032528187302
CSO-13-7A-CDDITR,24.57017543859649,0.2533125028145949
CSO-13-7A-JJATFL,22.22007722007722,-0.2737178719124694
CSO-13-7A-KRAMA,21.75221238938053,-0.3654482044104346
CSO-13-7A-RXCHLU,22.985714285714284,-0.2143256403615522
CSO-13-7A-YAMEZA,23.88888888888889,0.2775607761554183
CSO-13-7A-YBOSO,21.292134831460675,0.2273369795702571
CSO-13-8A-KIGAGU,22.68421052631579,0.5447732227499988
CSO-13-8A-MBUAN,23.782273603082853,0.7220930850880682
CSO-13-8A-MGAAN,24.12534059945504,0.424754721917552
CSO-13-8A-MGAHE,23.05656108597285,0.2317760942682968
CSO-13-8A-MJAGA,20.781569965870307,1.2785471165061666
CSO-13-8A-VHODU,22.752475247524757,0.0181477937858516
CSO-13-8B-FCJISA,23.57777777777778,0.6306058997775713
CSO-13-8B-JEMABE,21.416901408450705,0.1297900473646369
CSO-13-9B-DMLLLU,21.744791666666668,0.4027383352048081
CSO-14-7A-MVEBE,22.29530201342282,-0.6568136363715781
CSO-14-7B-EALHU,22.386138613861387,0.613978973846376
CSO-14-7B-EVEGO,24.081142857142854,0.2736144234775768
CSO-14-8A-AQUMA,21.785714285714285,0.259597776743511
CSO-14-8A-MCIDOS,22.07692307692308,0.7061224878274247
CSO-14-8A-SZARA,22.831715210355988,0.554078381919541
CSO-14-8B-JLLORA,22.14233576642336,-0.0045371004971634
CSO-14-9A-AEDCAGO,24.089622641509436,0.2810097665307945
CSO-14-9A-HASACA,23.572687224669604,0.2328741016941002
CSO-14-9A-JSMAAL,23.32751091703057,0.4706595528430406
CSO-14-9A-MARJA,23.25519287833828,0.1412306276676798
CSO-14-9A-SORZU,22.71383647798742,0.8035065086838806
CSO-14-9B-ERAGA,21.325,0.4528037624664084
CSO-14-9B-MFEGA,21.865079365079364,1.0550718148395002
