feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
l1_T6W30,-0.1959807460147094,0.15876342678564614,1.0,27,0.0675
l3_T6W30,0.12678136635307538,0.09188246545109093,1.0,71,0.1775
l2_T6W30,0.11179451859150896,0.1057424035212421,1.0,18,0.045
re_T6W30,0.08873331931964365,0.03628333564591855,1.0,44,0.11
density_T6W30,0.08295716226235096,0.03802125424898826,1.0,378,0.945
asp_T6W30,-0.08211088880847478,0.03983513756160581,1.0,284,0.71
diameter_T6W30,-0.0780236371544626,0.03864694516885898,1.0,145,0.3625
atd_T6W30,0.07582335015356947,0.03335125565664217,1.0,303,0.7575
lcc_T6W30,-0.07213066735503389,0.029324462927332012,1.0,304,0.76
pe_T6W30,0.07089636222686332,0.06448404128777348,1.0,10,0.025
nodes_T6W30,-0.06957361729690943,0.0305607202255711,1.0,371,0.9275
lsc_T6W30,-0.053232594379709085,0.0305691418462211,1.0,37,0.0925
edges_T6W30,0.0026352040174223513,0.03303182127412248,1.0,8,0.02
