subject,nodes_T2W30,edges_T2W30,re_T2W30,l1_T2W30,l3_T2W30,lsc_T2W30,atd_T2W30,y_true,y_pred
CDMS-11-6B-JDCHBA,-0.03433367040088488,-0.09143300708287189,-0.012054528697203182,-0.03999511461586029,-0.2936451968906123,-0.12512812661899445,0.02257422964375132,6,7.639028063598197
CDMS-11-6B-JFSAHE,-0.05793860168142526,0.14328539148900254,-0.06374035522327634,-0.10933922639923242,0.0027127750486246162,0.034014961846394784,-0.04285638535655429,8,8.119182037984398
CDMS-11-6B-JLPENA,-0.0014242011511593686,-0.6262076445472682,-0.06930942722290659,-0.010375857812898756,0.0010755891612062396,-0.1807994934896738,-0.012463374703667526,6,7.3135390684945065
CDMS-11-6B-JMARME,-0.0668977702915564,-0.16066003156609043,-0.13089947153701154,-0.06170263837479587,-0.04180834503303288,-0.061190544356408055,-0.07171148395413023,4,7.618173193147843
CDMS-11-6B-JPSAMA,0.07580235974912863,0.15222382141631205,0.3862400764383668,0.14570023740678584,0.024161983076034288,0.10928360749099969,-0.004154693542445123,10,9.102300870296041
CDMS-11-6B-LESTA,0.0178444178842888,-0.15864751647644912,-0.052074430358860585,-0.016949431251467872,-0.023042961234522357,-0.1523835793003864,-0.033038540086506155,8,7.794751437436968
CDMS-11-6B-MEBRTA,0.07508452816152403,0.12957350610629997,0.0256527048297331,0.017314066349617088,0.03557160774337166,-0.12699787068286755,0.05926684109815617,9,8.4285088618667
CDMS-11-6B-MMAMO,0.03178865862331521,0.12806708860492258,-0.03935966285549314,0.020369585377421687,0.02330971893157469,0.1021458104623359,0.06984655735514296,9,8.549211234760088
CDMS-11-6B-RSECA,0.17503840501517218,0.12029913897306704,0.049575945351859226,0.11360297851605548,0.04570289375558034,0.08997815993422824,0.05719290154392553,10,8.864433901350754
CDMS-11-6B-SCAPA,-0.09167684014150675,0.0896928422208864,-0.13363668969883008,-0.1670747197519529,-0.02481024069502882,0.0211578805101679,-0.16760211163713662,3,7.739093599067464
CDMS-11-6B-VZAPE,0.07380207000243894,0.17067961326892928,0.309797793592372,0.12382091453673884,0.06698325246432732,0.13789235091620922,0.08880714985298759,12,9.184826622894875
CDMS-11-6B-YLNIME,-0.04373845807492653,0.14184078105973832,0.12668249099570267,-0.06938150668980038,0.020313668264147034,0.07251905148891856,-0.06442284563435026,9,8.396856659670291
CDMS-11-7C-ICARE,0.03200338020047016,0.08287131776655879,0.038155874756945214,0.06406650045328824,0.08380560858730669,0.09171187320028132,0.06300931050945421,11,8.668667343735173
CDMS-11-7C-SALMA,0.05571404690308511,0.11407649718598241,0.060431483995010346,-0.033624385311923764,0.05281310008029064,0.05976106023014442,0.10293211078280858,10,8.625147392126262
CDMS-11-7C-SPGAVE,-0.025455229807368727,-0.21621189532110602,0.0726006176475848,-0.019566838282038198,0.022001651823758916,-0.12620058327944994,-0.04711584474860907,8,7.8730953562936365
CDMS-12-5A-SRIGO,0.026837512530173073,0.11132472759683633,0.06804500503452306,-0.057771948801612266,0.02606943114058052,0.10184737662996572,0.03477777132796359,10,8.524173353719304
CDMS-12-6A-FAROPA,0.1470611595005823,0.18780633867822163,0.07275827241546398,0.24096467824152204,0.07093276180978833,0.17018577415278352,0.11056200418159785,14,9.213314467240833
CDMS-12-6A-JGIGA,-0.07204233862557965,0.12879729346438382,-0.1281429134539981,-0.1369679331244581,-0.032988803671728927,0.07004443298806226,-0.041237186297726186,7,8.000506029539817
CDMS-12-6A-SROAL,0.010419854464078672,0.09452889694169692,0.018684394628549025,0.09702374946969,0.13103997873605014,0.11830380125794586,0.05029253139235703,10,8.733336685151233
CDMS-12-6B-IJDAGA,0.07219200612788797,0.13359966095985432,0.021829671871719948,0.10636709765642745,0.10273147847033529,0.027337142964653446,0.1057324492531573,11,8.7828329855649
CDMS-12-6B-SCLAG,-0.04837768390485794,-0.07288930453397403,-0.009999031374439419,0.00041721095180649213,-0.05562652576955499,-0.08983762689779846,-0.012310733677407716,9,7.924419783054641
CDMS-12-7C-ARAHE,0.07685991115716402,0.0022269503140578684,0.036123903054958655,0.14987525703798643,0.1021670364718727,0.1225150159738385,0.0942359711448789,13,8.797047523415625
CDMS-12-7C-CATRAR,-0.04025688129878636,0.10931868280024133,0.18393685741376822,-0.0375125245115044,0.04151000885639983,0.05639016482913004,-0.016922548977658977,8,8.509507237372455
CDMS-12-7C-DLOLO,0.0622797240106777,0.1154951405432559,-0.03800381769872761,-0.020466629602707242,0.017906287217594224,0.07548357408324004,0.09873932954112902,9,8.52447708635533
CDMS-12-7C-JSZAOR,-0.08888202675626898,-0.16860331242855586,0.010524927768942146,-0.16309273639323407,0.005083712209348456,-0.17442578869868078,-0.005751777853375291,5,7.627896476109048
CDMS-12-7C-MAROBE,-0.05273510351515186,0.13246291236642435,-0.0742235133227149,0.048047123880867945,0.1199092014720743,0.03902765827703906,-0.030134787302784335,8,8.395396970116622
CDMS-12-7C-VMAPA,-0.08112451963003378,0.11367524667659529,-0.11453381852813853,-0.07758781672185719,0.02785898649409337,0.07542395209453083,-0.08410918247880576,7,8.072646326167247
CDMS-12-7C-VQURA,0.039825847766106426,0.14045497732043574,-0.02239827430453946,0.07092069692692313,0.040204637804624924,0.07678873366180877,0.11323884849382845,9,8.672078945930057
CDMS-13-6B-ASUMO,-0.021195667377973754,-0.05602860739118595,0.03678843124608398,0.09708126868997069,-0.21087961455304985,-0.11026579496175828,-0.06085398047424467,7,7.887689513438709
CDMS-13-6B-JDTAHE,0.05295536290132422,-0.18517693933960522,0.07838062952810498,0.012563323823654785,0.001152711786273615,-0.2149990615882266,0.0031762293369093655,8,7.961095734709305
CDMS-13-7C-MVEAR,0.07309871553794912,0.16025753004815882,-0.0052686306623331205,0.047890905186251775,0.06423247351145489,0.05787045778422134,0.10208810708992007,11,8.713213036756487
CDMS-13-7C-RAIZAC,-0.04270840238527066,0.1348800957849091,-0.0799591191740059,-0.008180925231499143,-0.14764872503265902,-0.06474636322453355,-0.02472671737003812,8,7.979953321627769
CDMS-13-7C-SSOSLO,0.07392236654591404,0.11214544530167649,-0.029745675287730255,0.0319881664141443,0.02846321509613751,-0.08964121256019636,0.09379275187394524,10,8.433968535644752
CDMS-14-10A-IMORTO,-0.05800731064988585,0.1348921449273406,0.02354613110944579,-0.05473461974796673,0.11029537246675218,0.06329054243044724,-0.0269451289604744,10,8.405380609836529
CDMS-14-10A-JCVANI,0.046439763634874634,0.0972275581328215,-0.017511155992899492,0.020695059884726502,0.009262736823187328,0.044663620466598955,0.05969791015712414,9,8.4735189713673
CDMS-14-6B-KDCAHE,-0.06804695596265992,-0.14442745049393077,0.09868592072010439,-0.03108155662700453,-0.27542222128741195,-0.13314404314128914,0.0016106857489282232,7,7.661217857217605
CDMS-15-10A-AMALOS,-0.05924568316866658,0.15775437310849247,-0.08339995968972747,0.0015380288534703219,0.009155870590357449,0.053701210105375305,-0.0730566066938237,8,8.219490711366348
CDMS-15-10A-JJMACH,-0.06037345111505993,0.14381115180054893,-0.07807159196727183,-0.10989884021676188,0.010434020413690195,0.056399550622183804,-0.09700558172301653,8,8.078338736075176
CDMS-15-10A-MAALCA,-0.03100525577231061,0.1565264991475129,0.17163035946474758,0.029875486164876345,0.02316900149347662,0.06841883479036806,-0.03409099240619783,10,8.59756741114334
CDMS-15-10A-MAALRI,-0.010858564197518648,-0.07348528830079801,-0.06209178860028569,0.09450594583206896,0.02342808793363902,-0.13186460885366683,-0.01789821901551878,10,8.034779043058789
CDMS-15-10A-SGOMO,0.07676598020395704,0.17020552816300005,-0.0718026738880491,0.07091035340001837,0.023416675697752312,0.11205058956857415,0.07243458552525563,9,8.667024516931372
CDMS-15-10A-SHEGA,-0.04056014415392783,-0.06111475807047249,0.012096044285998675,-0.008985754723827273,0.12665251846624329,0.07691168913732581,0.028697580574196965,9,8.346740653776404
CDMS-15-11B-JEMOLO,-0.03163867337322088,-0.10483623061700681,-0.007801731509189722,0.028012216593906562,-0.040979785281288865,-0.10666360817097859,0.027367798405578046,9,7.976503464308671
CDMS-15-11B-VSAHO,-0.044555053530196134,0.1641450656486649,-0.08273213478005584,0.029599392539821984,0.014449346367581127,-0.15360908303929505,-0.04154261328288742,9,8.098798398184506
CDMS-16-10A-SGALO,0.04121872882918306,0.11427957621471188,0.2405538295037492,-0.12051669629675986,0.04967805770971703,0.07903012901342545,-0.05119229425164532,8,8.566094808983244
CDMS-16-11B-NGABE,-0.010509586058507325,0.14212515940175935,0.04458395160721623,0.08688512457064951,0.12816081057846784,0.12122769003060228,-0.006829785648154257,10,8.718686842742901
CDMS-17-10A-ASSAMO,-0.09011725230687669,0.13452540591424764,-0.08838998189997287,-0.086667910643877,-0.01565519623346136,0.047426128902092794,-0.10832303936793271,7,8.00584163262509
CDMS-18-7C-VVECA,0.03688085918005542,0.0850891551872681,-0.008692758497197655,0.03460066592504207,-0.3162884713189245,-0.04385246566093806,0.03199392110849802,8,8.032774384184663
CDMS-8-4A-DJAVDA,-0.16174919232262042,0.07289502852902612,-0.15934222333842207,-0.10826302863001361,0.004402415547577159,-0.017949614322496785,-0.13491014615317318,8,7.708126717570746
CDMS-8-4A-DOSTR,-0.09724797639047691,0.0821476416747105,-0.04770533920369142,-0.051069361302754364,0.09801946440828299,-0.12979976439346172,-0.04038132029484854,9,8.027006822758628
CDMS-8-4A-LGOPA,-0.028447106549401305,-0.13881704826242058,0.05006108980157563,0.017859980701763395,-0.012856873243345762,-0.08595006649038937,0.02413018341872326,8,8.039023637637372
CDMS-8-4C-JDBUTU,-0.03727497184587933,-0.4737682075579716,-0.07755161045510318,-0.0941987396168345,-0.07586142289104791,-0.15494446988145294,-0.03169794035175345,6,7.26774611566083
CDMS-9-4A-ACDUTR,-0.10281230866552955,-0.11274525221740456,-0.08207402117221543,-0.12087119340499827,0.03572069622757654,-0.09097337881445242,-0.08278475751695455,7,7.656503262696891
CDMS-9-4A-CARGA,-0.04374247927302189,0.09536361689123594,0.047595463621086326,0.047625814995414906,4.628477309558587e-06,0.10509896153133064,0.011365618264736525,8,8.476355102768956
CDMS-9-4A-CRAAG,-0.12425752321616255,0.05698287459252118,-0.3703788718737156,-0.06940626284079357,-0.017648136324710597,0.03631794141157007,-0.07857781576169268,4,7.646075684247882
CDMS-9-4A-EROHI,0.021244101378337245,0.09582304362988912,-0.21122649932733426,-0.043480198009480685,0.002148702917660111,-0.0069176724361116855,0.03702697417901096,5,8.107661930592839
CDMS-9-4A-ILOSE,-0.13460582440521993,-0.26687468503011175,-0.12460313360407471,-0.060907351518746065,-0.06120978403932967,0.045319453112453736,-0.14257784563737155,7,7.467584307138468
CDMS-9-4A-TGAFR,-0.047488817075255006,-0.2108956850716134,0.0722312543431486,-0.004068339128138807,0.0094762477991655,-0.22213393012943064,0.03131663783811912,6,7.841480846836864
CDMS-9-4C-SCAMO,-0.15715919201003387,-0.2979891154586576,-0.1375777692944292,-0.1807235034428396,-0.08690502166563101,0.0014044970761310457,-0.1755733110958553,2,7.1785200623695555
CDMS-9-5A-ABERO,-0.0914816362180195,0.09696467052863478,0.003956030459088029,-0.1167419815529709,0.06737335989605436,-0.1191340844190468,-0.045959242994534126,8,8.008020593960072
CDMS-9-5A-VVAAR,0.058050237096510346,0.1626423066234537,0.3524150481441904,0.14390988103008193,0.06189803193271666,0.12044168562619567,-0.01468698298993786,11,9.097713685724074
CDMS-9-5C-JDMADE,0.10803089170247303,0.00759792827175771,0.08591836676555464,0.10203552552435806,0.14031088439622105,-0.05210780059821346,0.10016455264590578,12,8.704993826968916
CDMS-9-5C-LVIZAC,-0.061175363131925245,-0.11592373143869641,0.006174703170333498,-0.0509846921971875,-0.19795338843342486,-0.06320709357516349,-0.009774213951233372,8,7.7201996987035715
CDMS-9-5C-MLOGO,-0.0776199574631852,0.08171087577365507,-0.037652679354892096,-0.03566140746384967,-0.39845599260943537,-0.16640391293946147,-0.0053716702322377935,5,7.573588733971459
CDMS-9-5C-SCAAG,-0.008149904330088772,-0.1347332208197208,0.1253111595107838,0.04459062138601884,0.012116759637725488,-0.0918744135448919,-0.00995644353219553,9,8.150348036568495
CDMS-XX-10A-VGILO,-0.10147184457662542,-0.14972943664438623,-0.10250380842374518,0.08024931180604881,-0.02070392837694801,0.001909815512365092,-0.10572659355846493,8,7.815066993999107
CDMS-XX-5C-MPCAQU,0.012934978622232342,0.11391462753117285,-0.04459960176849907,0.011387915112533625,-0.02816346879605253,0.05304114089844918,0.060625459334025786,5,8.392184529194735
CDMS-XX-6B-SPUCA,0.09175854998661595,0.0961617312832725,0.07588191304076501,0.004256941340868177,0.0648237322023749,0.08977098612149824,0.1056840910134646,10,8.741381423249726
CSO-10-4A-KCOMO,-0.07523099226769635,-0.23576795576026108,-0.12228177704739797,-0.11175153104463072,-0.03357461645335576,0.09610285488348541,-0.08737254419462136,7,7.6431669163763925
CSO-10-4A-LRAVI,-0.07182172507942815,0.07952236104748935,-0.025049199217469495,-0.1788189123593755,0.015169873652124275,0.025147486506590176,-0.13252503817011013,3,7.924668324640685
CSO-10-4A-LSCAVA,-0.05805189980383352,0.1215943057504976,-0.12241538856252765,-0.10507725567860333,0.034640780709916545,-0.07043745512881566,-0.11298181550245351,8,7.900314750045045
CSO-10-5A-ACAVA,0.011580357213677124,-0.2722571546671857,-0.04834567499205252,-0.005054399503061457,-0.013609711418627306,-0.18596956610145043,0.03141335852045655,6,7.730800687312628
CSO-10-5A-ARACA,-0.049494918192045545,0.07066241084519834,-0.07806365882590381,-0.01361364082858907,-0.19599106055073617,-0.1003748171781724,-0.024207356068300018,7,7.821960437462318
CSO-10-5A-DABRZA,-0.07702216952345058,-0.06724597958102772,-0.12178970346215776,-0.046673613356324646,-0.23364228987148405,-0.09536521616422247,-0.02932291935989609,6,7.541981586942303
CSO-10-5A-GZAMA,-0.03861436304694369,0.027931804882015087,-0.3176052450482884,-0.041197680823691,-0.010970543091663868,0.035065333700547756,-0.0026339787180799795,6,7.86501880611476
CSO-10-5A-IPECA,0.008857413840954235,0.1507778881056203,0.09958155587337024,0.12130746588627579,0.03624326760984043,0.01324261364988936,-0.02663393708804034,7,8.61641974613877
CSO-10-5A-JANORO,-0.0795895821818041,-0.05631395536271501,0.05528141475068782,-0.04948349440449512,-0.020462846269039978,0.06724203149404924,-0.0918722774759275,7,8.03784476881162
CSO-10-5A-JBUVE,0.003321998038815243,0.15624298948085055,0.06766466956528777,0.1269230970713928,0.040214859156386784,0.07085552090425065,-0.06316558796166032,9,8.615101024516191
CSO-10-5A-JJSEMO,-0.019644084740325665,-0.05854988976721573,0.07508037475799521,0.01792048390249289,0.032202142920063945,-0.10051777260507035,0.026890672465842487,10,8.18642540519465
CSO-10-5A-JLCARI,0.043065695940868794,-0.002057533867332551,-0.034413951745668706,0.02886787983957861,0.029866945877570314,-0.002269163059831459,0.08111210988379061,9,8.357215461129844
CSO-10-5A-MAARAN,0.04061438467290805,0.07835420120202549,-0.03047072725550954,0.0073051562493457985,-0.13725716610161134,0.044066015159419124,0.09666043681967096,9,8.312315779007113
CSO-10-5A-RVMOIB,-0.14501589513526444,-0.23942278325017813,-0.13979768544877097,-0.13891860105449755,-0.07063507347559833,-0.0746563649300934,-0.16263024397819914,4,7.241966830988269
CSO-10-5A-SVHEES,0.05482333617810388,-0.13753100103904006,-0.08634678653870374,0.07910031207198875,-0.0002369432630525448,-0.1657418674992105,0.06514166235667807,6,8.022252190527636
CSO-11-5A-MDVOSPE,0.02616534634064261,0.0645230176763146,0.007732214262226825,-0.0745359366100484,-0.19234530256424473,0.06894127133149038,0.04112203680380395,7,8.15464612550105
CSO-11-5A-MTAGA,-0.03774336017678812,-0.2547060618390756,0.2607544307758096,-0.02876755614078242,-0.02986099764889943,-0.1602073183064265,-0.07102127406816339,6,7.891491340856547
CSO-11-6A-CAPAMU,0.08403765917765657,-0.04235133948169661,-0.03188062195357324,0.02313371636652247,0.07039587630386099,0.10021893198878523,0.1296209277904817,9,8.546218628452909
CSO-11-6A-DSCACH,-0.06009762340878457,0.1223682772920249,-0.14522041622470766,-0.1689239592316023,-0.03237967441821212,0.05612377015208801,-0.11243472274793241,7,7.872479129673742
CSO-11-6A-EROMO,-0.12500857192018958,-0.22245784990493236,-0.10681628945345614,-0.15005539294333894,-0.02118602319918813,0.0641909966464371,-0.14803768831599737,7,7.503672659170201
CSO-11-6A-FSOVRE,0.03653885939303797,-0.16736164663729708,-0.0037910123425144893,0.009862196810778665,-0.034792002650748007,-0.18203860562466023,-0.0003142751742418006,7,7.8711469920352215
CSO-11-6B-ANREVA,0.07222293004302982,0.15857316937112442,0.06431810167675545,0.07227822617160273,0.12463626662350588,0.08379072263051004,0.06444857019929368,11,8.853311464976684
CSO-11-6B-DISEMO,0.024348252117799403,-0.6781118130762429,-0.07602590930946447,0.021837877114584275,0.11054866607965304,-0.17163612942770537,-0.009054340400146554,8,7.4349500813593385
CSO-11-6B-LHFDLACH,-0.012782335643113771,0.11221708469402009,0.04141943798395745,0.01582148973054386,-0.005292925110952286,-0.2750618812078388,-0.007507786889038289,6,8.081856561818443
CSO-11-6B-RJGIHE,0.0562592755140577,0.14816338771206786,0.10070024893851637,-0.022668479777443396,0.034266354339041384,0.07955195417831747,0.0798851551621412,8,8.68920137432757
CSO-11-6B-SFLVA,-0.08610927190742931,0.1308485940387465,-0.049998629029788896,-0.07101396707668538,-0.00859063785811934,0.06070772817159707,-0.10946889292999791,8,8.079418401669189
CSO-11-6B-VCOMA,-0.020094386656563174,0.14615863838362547,0.015918950428804802,0.08304019597880184,0.025290488426392053,0.11964498147653896,-0.023858485481260384,9,8.559143860817205
CSO-12-6A-DGISE,-0.020542067040574406,-0.6515063164874721,-0.07089519564222363,-0.056215636486131496,-0.007953361891399974,-0.14615666074237632,-0.014613133193641078,5,7.245161106777056
CSO-12-6A-FJOVRE,-0.07365242114931764,-0.12221499511652707,0.01760756936823053,-0.087932394851601,0.001340135746036524,-0.1112085040470118,-0.01193300654068685,7,7.825049861669988
CSO-12-6B-GQULO,-0.0328912156061824,0.11809592548211507,-0.03974696985276352,-0.03815371602259569,-0.00947001291202644,-0.23595265813418312,-0.020921006408718412,7,7.954003824806515
CSO-12-6B-LJHEFE,-0.02586609542216638,-0.06742779995174933,-0.0746667778995575,-0.06470407695582034,-0.02277480302351846,-0.20906301570540115,-0.007264442889645073,6,7.741276466413011
CSO-12-7A-DALRE,0.016969216476444,0.08427934632228504,0.11043337146129029,0.07664683295264631,0.047811887066899914,-0.00677834921307409,0.04007390723608354,11,8.582479690563435
CSO-12-7A-ESALA,0.04163963939693772,0.12740209212173564,-0.13328720354356927,0.10722051293584972,0.03335596883096689,0.05502086191666151,-0.04872180976790922,7,8.395673540151536
CSO-12-7A-IMERO,0.025522573921930046,0.11006128470696766,-0.022192876567356364,-0.012177986065878386,0.11862262072236415,0.07066934761001593,0.06976077773436752,10,8.573309220323276
CSO-12-7A-JHEZA,-0.013839702044066078,0.0682111893177571,-0.0031702028392766183,0.0251457635014306,-0.28877978129818704,0.05366983768731315,0.03326094534715913,10,8.08754152793299
CSO-12-7A-LSARAR,0.17072237049130903,-0.132059963031364,-0.07900124470118187,0.06180807810201763,0.11463914141784755,-0.07663368172957323,0.08925985486306054,8,8.361778033672989
CSO-12-7A-SCAHO,0.007437848523228342,-0.08930821231261973,0.03578517726129811,-0.006747389400807191,-0.0008543873724227014,0.05654433172969442,0.0026968273941379442,8,8.218597674083377
CSO-12-7B-DVAGRO,0.04865606165204528,0.12317449581516118,0.004678117645543316,0.08782182119373888,0.12901243725966074,0.1363159384199115,0.08352399518094687,12,8.826226345427878
CSO-12-7B-SMUGU,0.04717144514670545,-0.05179795898008171,0.055743089216042686,-0.021270901930876357,0.03338954993985495,0.026700059630432742,0.04657769737730549,7,8.349556458660247
CSO-12-7B-SSARA,-0.033057267992884935,0.1244953331760133,-0.06371722090527912,-0.0878460730079426,0.009501107193856126,0.06849458474432729,-0.02965574023806064,8,8.201258201230896
CSO-12-7B-VHOMA,-0.03249657143711984,0.13121033352015746,-0.07437284541363412,-0.05375827173083926,0.03843975427085031,0.09890894293097133,-0.02497839797182855,9,8.295996422429424
CSO-12-8A-YTOME,0.06643076299215268,0.14256622251244389,-0.039994170770790614,0.06470660129003365,0.13821825408946592,0.11846364198300889,0.060150531033606396,10,8.763585321390787
CSO-13-6A-ANASA,0.012161248481356926,-0.10208045736721204,0.10418692192367565,-0.1296373096173502,0.02219897783438518,0.06882331350887823,-0.06776836863921411,10,8.120927804385387
CSO-13-6B-JETAVE,0.0049404571748801855,-0.18786920570252272,-0.08064584555148972,-0.06328035326266429,-0.040274951700675014,0.041555685438047794,0.06079718216233881,5,7.948266446818782
CSO-13-6B-LFMIES,0.19054800803314464,-0.015947136683979485,0.3276494038748193,0.03988835248162064,0.0941273900310756,-0.05385125084320596,0.10347511091953007,14,8.89893335607387
CSO-13-6B-LJMAHU,0.08061930840058601,-0.11804407132785692,-0.043381807834802395,0.07042876620760652,0.12089106443081973,-0.08482151156862608,0.008750042662776333,10,8.24748526923137
CSO-13-7A-CAPAMU,0.03057207512229684,-0.26364783323078844,-0.12587164532818843,-0.05764513147392843,-0.05695809825626073,0.04903716360659648,0.0506529345718894,3,7.839182943272487
CSO-13-7A-CDDITR,0.09826150557421022,0.11823119677115707,0.07228665618615919,0.0028790476564750835,0.0616573474650879,0.10735692611029762,0.12127666770643035,13,8.794992825730686
CSO-13-7A-JJATFL,0.02074925594790651,-0.20303265961070752,0.001870389672273237,-0.007139532418461342,-0.0455451511920677,0.05376328958952175,-0.0343443546401446,6,7.999364715609185
CSO-13-7A-KRAMA,0.0001409419943703996,-0.19244141923007754,0.06328583054000649,-0.026027787357902225,-0.01796652013847427,-0.18254048222106714,0.02583689994373399,9,7.88333094179146
CSO-13-7A-RXCHLU,-0.06555192019398264,0.06941903242384359,-0.22466975797651798,0.09333093991714035,0.005674582685783613,-0.030670710327544502,-0.053376275834405115,8,8.007199368955185
CSO-13-7A-YAMEZA,-0.02141603014257871,0.10176949565730307,-0.0601192607102689,-0.08349826207827175,0.03591257200312381,0.06065902208249864,-0.00691328740008304,7,8.239437727672595
CSO-13-8A-KIGAGU,-0.031335663072968124,0.12814111208069148,-0.05760736830920646,0.05711101760026203,0.01563828534104663,-0.13991727236211954,-0.03956902122451965,7,8.145504568314054
CSO-13-8A-MBUAN,0.14410809546453016,-0.46463191140821103,0.25660827871425157,0.01387896743687415,-0.041864078514956,-0.19660877079180458,-0.03026631424052218,7,7.894267744921032
CSO-13-8A-MGAAN,0.0038870271985796314,-0.18210013890508023,-0.08099297266099136,0.11384863010238264,0.0025451597237776307,0.09245303526415494,-0.036896553512872,10,8.125787665470817
CSO-13-8A-MGAHE,0.05871131182471432,0.11353873619134439,-0.010844002706081624,-0.04077243774553101,0.0032536379689702783,0.09935803661225234,0.10809656689408058,9,8.544385327300622
CSO-13-8A-MJAGA,0.00206028874144667,0.10968948272989744,-0.022419698777700937,-0.003250250910647911,-0.08567405585767471,-0.10510536840603303,0.05505903498639823,6,8.163402910766552
CSO-13-8A-VHODU,0.010421067408967529,-0.11051477356988322,-0.19313832025227523,-0.036142394243816156,0.028890208880048066,0.08816273690390011,0.07864049141045597,8,8.07936249479826
CSO-13-8B-FCJISA,-0.07811369117856698,-0.17755764368358537,-0.17305013009486644,-0.14274694945447225,-0.05278082541655018,-0.03016385615122773,-0.1412571370779956,3,7.4173732452036
CSO-13-8B-JEMABE,-0.05479411558648927,-0.13023200855774913,-0.04207005716152116,-0.03235297843298329,-0.19167846912396463,-0.16422666966012223,-0.05305998985942453,5,7.544629189878614
