subject,nodes_T2W30,edges_T2W30,re_T2W30,l1_T2W30,l3_T2W30,lsc_T2W30,atd_T2W30
CSO-14-8B-JLLORA,22.493150684931507,29.0,1.0684931506849316,1.0273972602739727,0.9041095890410958,17.45205479452055,2.59897479541033
CSO-14-9A-AEDCAGO,24.086666666666662,28.613333333333333,0.6733333333333333,0.1933333333333333,0.1333333333333333,16.69333333333333,2.393625983610423
CSO-14-9A-HASACA,22.84955752212389,28.86725663716814,1.584070796460177,0.3185840707964602,0.3274336283185841,18.27433628318584,2.5772815600119388
CSO-14-9A-JSMAAL,24.074074074074076,29.0,0.3333333333333333,0.3580246913580246,0.6049382716049383,17.444444444444443,2.4279015868924616
CSO-14-9A-MARJA,24.92708333333333,29.0,1.0,0.4270833333333333,0.8125,18.260416666666668,2.341260808602294
CSO-14-9A-SORZU,20.881720430107528,28.688172043010752,1.870967741935484,1.053763440860215,1.7526881720430108,16.333333333333332,2.7973179203150678
CSO-14-9B-ERAGA,22.34831460674157,29.0,1.2359550561797752,0.9775280898876404,1.7752808988764044,18.764044943820224,2.6079908190781613
CSO-14-9B-MFEGA,23.43220338983051,29.0,0.8813559322033898,0.6864406779661016,0.4406779661016949,18.66949152542373,2.487509641072648
CSO-15-10A-LJRAGU,24.064327485380115,28.53216374269006,0.1812865497076023,0.3099415204678362,0.7777777777777778,15.976608187134502,2.3861163452123884
CSO-15-10A-MAARLO,22.803030303030305,28.439393939393938,0.803030303030303,1.5,1.181818181818182,15.212121212121213,2.5204572702208097
CSO-15-10A-SFEGA,25.428571428571427,28.428571428571427,0.3571428571428571,1.0,0.0,19.5,2.2381969881969885
CSO-15-10B-MEBUAR,22.24,29.0,2.69,0.29,4.31,16.51,2.638644703317701
CSO-15-10B-YVBUAN,23.25,29.0,0.5576923076923077,1.0384615384615383,0.2692307692307692,17.384615384615383,2.501430745954157
CSO-15-10C-ALBAHO,27.0,29.0,0.0,0.0,0.0,26.0,2.1481481481481484
CSO-15-10C-SSCAMO,22.911894273127757,29.0,1.6784140969162995,0.7929515418502202,2.5330396475770924,16.405286343612335,2.591292366851768
CSO-15-11C-JETALO,22.41145833333333,29.0,1.546875,0.4583333333333333,2.421875,15.494791666666666,2.6044356641986077
CSO-15-7B-JCRAGA,24.916666666666668,29.0,0.0,0.625,0.5,18.95833333333333,2.340532128231404
CSO-15-8A-VBMABR,22.078651685393258,29.0,1.5280898876404494,0.4719101123595505,0.5056179775280899,19.123595505617978,2.6379182875421274
CSO-15-8B-KEPOGO,23.710843373493976,29.0,0.6807228915662651,0.1746987951807229,0.6927710843373494,19.96385542168675,2.463278838800329
CSO-15-9B-ALRIHE,24.286666666666665,29.0,0.8333333333333334,0.3866666666666666,0.48,19.44,2.4089207237207235
CSO-15-9B-AMSAGO,24.07317073170732,29.0,1.6829268292682926,0.0,0.0,17.170731707317074,2.4160159933542755
CSO-15-9B-JCAPA,22.57258064516129,28.806451612903224,1.5564516129032258,0.4677419354838709,1.8225806451612905,18.008064516129032,2.5658046841079987
CSO-15-9B-KSBEJA,22.55555555555556,28.484848484848484,1.4343434343434345,0.3434343434343434,1.7676767676767675,18.181818181818183,2.541544901638515
CSO-15-9B-RMCHLU,23.42708333333333,29.0,0.9583333333333334,0.0,0.25,20.45833333333333,2.488996672778376
CSO-16-10A-JEGAHE,16.5,28.0,4.5,2.0,7.0,10.0,3.397058823529412
CSO-16-10A-MSACO,22.642857142857142,29.0,2.7142857142857144,0.0,4.0,15.0,2.568848242854454
CSO-16-10A-YKMUJO,22.05,29.0,0.45,0.0,0.0,19.3,2.634535102578581
CSO-16-10B-JESUGU,23.57575757575757,28.863636363636363,0.5,0.6060606060606061,0.5606060606060606,19.681818181818183,2.453556989782286
CSO-16-10B-LTVIFA,24.75,29.0,0.2083333333333333,0.0,1.4583333333333333,19.979166666666668,2.349184414284052
CSO-16-10B-VVILI,25.01680672268908,29.0,0.2773109243697479,0.4201680672268907,0.0,19.277310924369747,2.3318363779416025
CSO-16-10C-ACALGU,22.91715976331361,28.65680473372781,1.242603550295858,0.1715976331360946,1.4082840236686391,18.307692307692307,2.51999016803412
CSO-16-10C-MAVAVE,23.81896551724138,29.0,0.7155172413793104,0.0,0.3879310344827586,19.36206896551724,2.4457425319419324
CSO-16-11A-JAVABO,23.32307692307692,29.0,0.4153846153846154,0.2153846153846154,1.2,18.49230769230769,2.496402108482376
CSO-16-11A-JDMUVA,25.164383561643834,29.0,0.2671232876712329,0.3287671232876712,0.047945205479452,20.5,2.308467248345152
CSO-16-11A-VZAOR,24.459016393442624,29.0,1.598360655737705,0.2377049180327868,1.4836065573770492,17.39344262295082,2.3876645633345563
CSO-16-11B-KRORE,23.48275862068965,29.0,1.1896551724137931,0.1724137931034483,1.4655172413793105,19.06896551724138,2.514627482093923
CSO-16-11B-LLOZA,24.61688311688312,28.83116883116883,0.5454545454545454,0.0,0.8701298701298701,18.344155844155843,2.3693229320576346
CSO-16-11B-YAROMO,23.62447257383966,28.877637130801688,1.5738396624472577,0.2067510548523206,0.7552742616033755,17.89873417721519,2.4755803913444003
CSO-16-9A-JALEMO,24.781725888324875,29.0,1.0203045685279188,0.4213197969543147,0.8477157360406091,18.553299492385783,2.354333904812828
CSO-16-9A-JPROSO,23.98672566371681,29.0,0.9203539823008848,0.5752212389380531,0.8230088495575221,17.61061946902655,2.432653426577202
CSO-16-9A-JSMAGU,22.532258064516128,29.0,2.0080645161290325,0.3387096774193548,0.7258064516129032,19.161290322580644,2.6174083284394065
CSO-16-9B-SJPAJI,20.541666666666668,28.875,0.2916666666666667,0.875,1.2916666666666667,17.916666666666668,2.815648970912129
CSO-17-10A-YVGOCA,25.844827586206897,28.810344827586206,0.4137931034482758,0.5,0.0172413793103448,19.32758620689655,2.235659187794844
CSO-17-10B-EHECO,24.34567901234568,28.64197530864197,0.7160493827160493,0.0,1.0987654320987654,18.234567901234566,2.361703808805258
CSO-17-10B-YCQUVE,23.13836477987421,28.17610062893082,0.8176100628930818,0.6226415094339622,0.4465408805031446,15.716981132075473,2.4606652727606395
CSO-17-11A-DJAPA,20.454545454545453,28.318181818181817,0.8181818181818182,0.5909090909090909,1.2045454545454546,16.59090909090909,2.79008738684056
CSO-17-11A-JDAMO,22.74418604651163,29.0,1.0465116279069768,0.0,0.2093023255813953,19.953488372093023,2.5683068562340554
CSO-17-11A-NPAHE,22.348148148148148,29.0,1.325925925925926,0.5037037037037037,0.7407407407407407,17.177777777777777,2.6158115213160555
CSO-17-11A-RLPAIG,22.40217391304348,29.0,1.065217391304348,0.7065217391304348,1.641304347826087,18.02173913043478,2.606287394936285
