feature,selected,ranking
atd_T2W30,True,1
edges_T2W30,True,1
l1_T2W30,True,1
l3_T2W30,True,1
lsc_T2W30,True,1
nodes_T2W30,True,1
re_T2W30,True,1
asp_T2W30,False,2
diameter_T2W30,False,2
density_T2W30,False,3
lcc_T2W30,False,3
l2_T2W30,False,4
pe_T2W30,False,4
