feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
l1_T7W40,-0.16980011093515637,0.1049801266251119,1.0,193,0.4825
re_T7W40,-0.14992741174931778,0.1236845577566915,1.0,128,0.32
density_T7W40,0.1326086171379945,0.24416872446713053,1.0,286,0.715
asp_T7W40,-0.11312628611396129,0.11663378421547094,1.0,387,0.9675
edges_T7W40,0.10567534582129329,0.0683326220002076,1.0,218,0.545
diameter_T7W40,-0.08797639502617766,0.11789175375099598,1.0,382,0.955
lsc_T7W40,0.07286612417042096,0.042413649230343936,1.0,27,0.0675
l3_T7W40,0.07269057846477645,0.06764452192276423,1.0,81,0.2025
l2_T7W40,-0.06654382776995066,0.05544648223581664,1.0,43,0.1075
pe_T7W40,-0.05929685851306717,0.04930275389202769,1.0,79,0.1975
atd_T7W40,-0.031354589240496576,0.25224992338985663,1.0,53,0.1325
lcc_T7W40,0.030653556237570604,0.26697290122503964,1.0,30,0.075
nodes_T7W40,0.010997072443432959,0.18026186039163897,1.0,93,0.2325
