feature,selected,ranking
lsc_T2W40,True,1
pe_T2W40,True,1
nodes_T2W40,False,2
l1_T2W40,False,3
l2_T2W40,False,3
lcc_T2W40,False,4
re_T2W40,False,4
density_T2W40,False,5
l3_T2W40,False,5
asp_T2W40,False,6
atd_T2W40,False,6
diameter_T2W40,False,7
edges_T2W40,False,7
