subject,pe_T2W40,lsc_T2W40
CDMS-9-4A-EROHI,1.0,26.0
CDMS-9-4A-ILOSE,0.2695035460992908,25.95035460992908
CDMS-9-4A-TGAFR,1.462962962962963,23.12962962962963
CDMS-9-4C-SCAMO,0.4903225806451612,25.870967741935484
CDMS-9-5A-ABERO,2.912280701754386,20.01169590643275
CDMS-9-5A-VVAAR,0.1666666666666666,27.966666666666665
CDMS-9-5C-JDMADE,1.185929648241206,24.2964824120603
CDMS-9-5C-LVIZAC,2.159509202453988,21.165644171779142
CDMS-9-5C-MLOGO,1.0449438202247192,22.674157303370787
CDMS-XX-10A-VGILO,0.1875,26.48958333333333
CDMS-XX-5C-MPCAQU,1.2549019607843137,24.326797385620917
CDMS-XX-6B-SPUCA,1.9554140127388533,25.770700636942674
CSO-10-4A-KCOMO,0.4935064935064935,26.233766233766232
CSO-10-4A-LRAVI,1.0,25.642857142857142
CSO-10-4A-LSCAVA,0.7716049382716049,25.796296296296298
CSO-10-5A-ACAVA,0.7580645161290323,22.774193548387096
CSO-10-5A-ARACA,2.046875,23.34375
CSO-10-5A-DABRZA,2.777070063694268,22.343949044585987
CSO-10-5A-GZAMA,0.0,23.5
CSO-10-5A-IPECA,0.3619047619047619,27.866666666666667
CSO-10-5A-JANORO,0.5857142857142857,26.192857142857143
CSO-10-5A-JBUVE,1.7222222222222223,27.2
CSO-10-5A-JJSEMO,2.4545454545454546,18.318181818181817
CSO-10-5A-JLCARI,3.451219512195122,24.463414634146343
CSO-10-5A-MAARAN,0.4393939393939394,26.13636363636364
CSO-10-5A-RVMOIB,0.976878612716763,23.95953757225433
CSO-10-5A-SVHEES,1.4528301886792452,24.251572327044027
CSO-11-5A-MDVOSPE,1.5,24.95833333333333
CSO-11-5A-MTAGA,0.0,22.705128205128204
CSO-11-6A-CAPAMU,1.3858695652173914,24.18478260869565
CSO-11-6A-DSCACH,0.3636363636363636,27.196969696969692
CSO-11-6A-EROMO,0.7638888888888888,25.14583333333333
CSO-11-6A-FSOVRE,2.0163934426229506,20.237704918032787
CSO-11-6B-ANREVA,0.6923076923076923,26.615384615384617
CSO-11-6B-DISEMO,0.0,14.0
CSO-11-6B-LHFDLACH,1.9029850746268655,23.544776119402982
CSO-11-6B-RJGIHE,0.0512820512820512,25.666666666666668
CSO-11-6B-SFLVA,1.3428571428571427,26.8
CSO-11-6B-VCOMA,0.9567901234567902,25.185185185185187
CSO-12-6A-DGISE,1.6,22.4
CSO-12-6A-FJOVRE,2.124031007751938,21.11627906976744
CSO-12-6B-GQULO,1.1726618705035972,21.73381294964029
CSO-12-6B-LJHEFE,1.8624338624338623,22.544973544973544
CSO-12-7A-DALRE,0.375,16.708333333333332
CSO-12-7A-ESALA,0.054054054054054,28.2027027027027
CSO-12-7A-IMERO,0.944,25.312
CSO-12-7A-JHEZA,1.2596685082872927,24.502762430939228
CSO-12-7A-LSARAR,0.0,20.9
CSO-12-7A-SCAHO,0.6392405063291139,24.66455696202532
CSO-12-7B-DVAGRO,3.5943396226415096,25.38679245283019
CSO-12-7B-SMUGU,0.4366197183098591,25.225352112676056
CSO-12-7B-SSARA,1.650273224043716,25.12568306010929
CSO-12-7B-VHOMA,1.694736842105263,26.51578947368421
CSO-12-8A-YTOME,2.904255319148936,25.47872340425532
CSO-13-6A-ANASA,0.5548780487804879,25.963414634146343
CSO-13-6B-JETAVE,2.1319444444444446,23.51388888888889
CSO-13-6B-LFMIES,1.1388888888888888,21.166666666666668
CSO-13-6B-LJMAHU,2.6451612903225805,20.29032258064516
CSO-13-7A-CAPAMU,1.4583333333333333,25.73333333333333
CSO-13-7A-CDDITR,1.3333333333333333,25.685185185185187
CSO-13-7A-JJATFL,0.4090909090909091,24.545454545454547
CSO-13-7A-RXCHLU,2.778947368421053,22.91578947368421
CSO-13-7A-YAMEZA,0.8048048048048048,25.48048048048048
CSO-13-8A-KIGAGU,0.9382716049382716,26.160493827160494
CSO-13-8A-MBUAN,0.0,11.0
CSO-13-8A-MGAAN,0.3247863247863248,26.17521367521368
CSO-13-8A-MGAHE,2.3146067415730336,25.09550561797753
CSO-13-8A-MJAGA,1.8888888888888888,24.416666666666668
CSO-13-8A-VHODU,0.8031496062992126,24.88976377952756
CSO-13-8B-FCJISA,0.5967741935483871,26.91935483870968
CSO-13-8B-JEMABE,3.096774193548387,19.61290322580645
CSO-13-9B-DMLLLU,0.8275862068965517,22.55172413793104
CSO-14-7B-EVEGO,0.6122448979591837,25.428571428571427
CSO-14-8A-AQUMA,0.4193548387096774,22.301075268817204
CSO-14-8A-SZARA,2.694915254237288,24.016949152542374
CSO-14-8B-JLLORA,0.0,24.65079365079365
CSO-14-9A-AEDCAGO,0.4642857142857143,25.9
CSO-14-9A-HASACA,0.0970873786407767,25.135922330097088
CSO-14-9A-JSMAAL,0.4366197183098591,24.943661971830984
CSO-14-9A-MARJA,0.0,26.569767441860463
CSO-14-9A-SORZU,1.0963855421686748,21.397590361445783
CSO-14-9B-ERAGA,0.379746835443038,25.481012658227847
CSO-14-9B-MFEGA,2.083333333333333,25.49074074074074
CSO-15-10A-LJRAGU,1.6770186335403727,23.52173913043478
CSO-15-10A-MAARLO,1.3571428571428572,20.625
CSO-15-10A-SFEGA,0.0,28.444444444444443
CSO-15-10B-MEBUAR,0.6666666666666666,23.1
CSO-15-10B-YVBUAN,0.5714285714285714,26.452380952380956
CSO-15-10C-SSCAMO,0.0,24.94930875576037
CSO-15-11C-JETALO,2.620879120879121,24.296703296703296
CSO-15-7B-JCRAGA,0.0,27.071428571428573
CSO-15-8A-VBMABR,0.9493670886075948,25.21518987341772
CSO-15-8B-KEPOGO,1.1602564102564104,26.82051282051282
CSO-15-9B-ALRIHE,0.2714285714285714,26.814285714285717
CSO-15-9B-AMSAGO,0.4838709677419355,25.258064516129032
CSO-15-9B-JCAPA,1.0,24.087719298245613
CSO-15-9B-KSBEJA,0.0561797752808988,24.8876404494382
CSO-15-9B-RMCHLU,0.8023255813953488,26.430232558139537
CSO-16-10A-MSACO,0.0,21.75
CSO-16-10A-YKMUJO,2.0,25.5
CSO-16-10B-JESUGU,0.0,27.0
CSO-16-10B-LTVIFA,0.6842105263157895,28.36842105263158
CSO-16-10B-VVILI,0.7339449541284404,27.522935779816518
CSO-16-10C-ACALGU,0.9937106918238994,24.59748427672956
CSO-16-10C-MAVAVE,0.6698113207547169,26.88679245283019
CSO-16-11A-JAVABO,1.018181818181818,25.963636363636365
CSO-16-11A-JDMUVA,1.0147058823529411,28.53676470588235
CSO-16-11A-VZAOR,0.6785714285714286,25.607142857142858
CSO-16-11B-KRORE,0.3490566037735849,26.18867924528302
CSO-16-11B-LLOZA,1.875,26.61111111111111
CSO-16-11B-YAROMO,1.4889867841409692,25.07488986784141
CSO-16-9A-JALEMO,0.6470588235294118,27.22459893048128
CSO-16-9A-JPROSO,1.25,25.77777777777778
CSO-16-9A-JSMAGU,1.1403508771929824,25.68421052631579
CSO-16-9B-SJPAJI,1.0,22.428571428571427
CSO-17-10A-YVGOCA,0.0,28.1875
CSO-17-10B-EHECO,0.1126760563380281,25.309859154929576
CSO-17-10B-YCQUVE,1.9798657718120805,23.08724832214765
CSO-17-11A-DJAPA,1.6764705882352942,21.0
CSO-17-11A-JDAMO,0.0,25.87878787878788
CSO-17-11A-NPAHE,3.28,24.368
CSO-17-11A-RLPAIG,1.2439024390243902,25.463414634146343
CSO-17-11A-SPUVA,0.3148148148148148,22.51851851851852
CSO-17-11B-CDBEBU,3.901639344262295,20.83606557377049
CSO-17-11C-JDAAG,1.6916666666666669,26.891666666666666
CSO-17-11C-MAPAMA,0.8759124087591241,26.46715328467153
CSO-17-11C-MCAAG,0.973404255319149,26.180851063829788
CSO-17-11C-SARJA,0.284313725490196,25.53921568627451
CSO-18-11A-ADBAHO,0.2666666666666666,26.633333333333333
CSO-18-11B-YLLRE,0.9369369369369368,25.81981981981982
CSO-18-9B-MAMOLO,1.8693009118541035,21.80851063829787
CSO-8-3A-DAPAVA,0.9800995024875622,23.427860696517413
CSO-8-3A-KVPECO,4.461538461538462,7.076923076923077
CSO-8-4A-ARAGR,0.0,24.235294117647054
CSO-9-2A-EXMOCO,0.5688073394495413,25.29357798165137
CSO-9-4A-AGAPE,1.4776119402985075,26.94776119402985
CSO-9-4A-DKVIMO,0.8979591836734694,24.59183673469388
CSO-9-4A-DSMOMU,1.1981981981981982,25.513513513513512
CSO-9-4A-DVGATO,2.057971014492753,21.92753623188406
CSO-9-4A-FAGIGA,2.805194805194805,23.818181818181817
CSO-9-4A-GSBRCO,0.0465116279069767,26.13953488372093
CSO-9-4A-KEMOCO,0.0,22.0
CSO-9-4A-LCOMO,0.972972972972973,15.783783783783784
CSO-9-4A-MLORO,2.53125,22.625
CSO-9-4A-MPAME,1.6666666666666667,20.142857142857142
CSO-9-4A-NSARPA,0.775,22.775
CSO-9-4A-SLOCA,3.6,21.86
