feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_re_T7W40,0.027759800749740358,0.023975452444594102,1.0,301,0.7525
z_density_T7W40,-0.018964367113336603,0.018091556948755153,1.0,303,0.7575
z_atd_T7W40,0.013419303504882733,0.014460177367649646,1.0,302,0.755
z_l1_T7W40,0.003297669856673219,0.009737145321363978,1.0,357,0.8925
z_asp_T7W40,-0.002404636245610036,0.02562400878626254,1.0,120,0.3
z_l2_T7W40,0.0020926898144128705,0.012053083860695339,1.0,128,0.32
z_pe_T7W40,-0.0020738223675495814,0.012401878929716387,1.0,117,0.2925
z_l3_T7W40,0.0020699333604003315,0.015339887492635623,1.0,128,0.32
z_lsc_T7W40,0.0016582654562405158,0.012950404688257701,1.0,125,0.3125
z_diameter_T7W40,-0.0016138066667867744,0.014818838456031732,1.0,119,0.2975
