feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
edges_T2W10,0.20871308914796805,0.19159881149543578,1.0,398,0.995
pe_T2W10,0.19576504445416432,0.2519531594857863,1.0,38,0.095
nodes_T2W10,0.18636186407105187,0.27393490043085467,1.0,77,0.1925
l3_T2W10,-0.1703126079175023,0.11801689115923616,1.0,249,0.6225
re_T2W10,-0.10744204560894399,0.12977054230995463,1.0,48,0.12
l2_T2W10,-0.1067396377570296,0.2444033926116216,1.0,22,0.055
lsc_T2W10,0.08014370199466184,0.04767754704389069,1.0,89,0.2225
density_T2W10,-0.03650845210645505,0.04742783385595274,1.0,20,0.05
l1_T2W10,0.03555930157252681,0.08101348773895717,1.0,36,0.09
diameter_T2W10,0.03497588307969112,0.06718506372544611,1.0,319,0.7975
atd_T2W10,0.028346851643912086,0.12522246106632004,1.0,50,0.125
asp_T2W10,0.019548220113350723,0.0639380747582994,1.0,284,0.71
lcc_T2W10,0.004148221442360763,0.1941143613983599,1.0,370,0.925
