target,window,feature_type,covariates,n_subjects,n_predictors,predictors,n_iter,alpha_mean,alpha_std,r2_mean,r2_std,r2_ci_lower,r2_ci_upper,rmse_mean,rmse_std,rmse_ci_lower,rmse_ci_upper,mae_mean,mae_std,mae_ci_lower,mae_ci_upper,rho_mean,rho_std,rho_ci_lower,rho_ci_upper,frac_r2_below_zero
MOT,T2W10,z,,240,4,"z_l2_T2W10, z_pe_T2W10, z_l3_T2W10, z_density_T2W10",400,31.086282542635757,103.0086154908256,0.012932234352915682,0.05551554825943958,0.0074752577693534186,0.018389210936477947,7.605710243288942,0.5324875645942063,7.553368651390233,7.658051835187651,6.492919438776599,0.4423753782092736,6.449435547223352,6.536403330329845,0.12530054917981706,0.1944388244900136,0.1061879195572327,0.14441317880240143,0.325
COG,T2W10,z,,240,4,"z_l3_T2W10, z_atd_T2W10, z_asp_T2W10, z_lsc_T2W10",400,114.44022544664396,300.0700968508926,-0.00381106682727232,0.054239504809746306,-0.00914261297840793,0.0015204793238632903,2.2065624748211285,0.29306598010628643,2.1777551543312907,2.2353697953109664,1.731701132424961,0.19280688330291904,1.712748916688629,1.750653348161293,0.14060049631424135,0.18907534375481636,0.12201507735058048,0.1591859152779022,0.5075
MOT_V4,T2W10,z,,240,4,"z_l2_T2W10, z_pe_T2W10, z_l3_T2W10, z_l1_T2W10",400,34.27146899859038,114.40615502387965,-0.0056367028700082525,0.05901873284631221,-0.011438029763669626,0.00016462402365312236,3.4491117631650536,0.2513240657709464,3.424407521114008,3.4738160052160993,2.8518727079261805,0.1832013599517639,2.8338646802172307,2.8698807356351304,0.09470681256191323,0.20702197711234233,0.07435730477888014,0.11505632034494631,0.43
COG_V1,T2W10,z,,240,4,"z_atd_T2W10, z_l3_T2W10, z_asp_T2W10, z_lsc_T2W10",400,60.66776108110269,213.4823129248735,0.009485947205678125,0.06126381080681764,0.00346393730981535,0.0155079571015409,1.3465915359256357,0.11123514833494373,1.335657525206762,1.3575255466445095,1.063231913751072,0.08709558806750567,1.0546707340542625,1.0717930934478814,0.13891908958700638,0.1965763174823464,0.11959635217349868,0.1582418270005141,0.39
