subject,nodes_T6W40,lcc_T6W40,y_true,y_pred
CDMS-10-4A-JURAN,-4.28016856616585,4.318371144485355,2,3.000000000000001
CDMS-10-5A-HEPIHO,-6.012653993843669,5.987098734957716,3,2.936242162794543
CDMS-10-5A-KSRAGU,-2.1543790662357583,2.192581644555263,2,3.000000000000001
CDMS-10-5A-SROPU,-2.054640453913285,2.09284303223279,3,3.000000000000001
CDMS-10-5A-SZURO,-2.0515876667638593,2.089790245083364,2,3.000000000000001
CDMS-10-5B-SRAJA,-2.2268450336795342,2.265047611999039,1,3.000000000000001
CDMS-10-5C-DAAUSA,1.097301222125021,-1.059098643805516,1,3.000000000000001
CDMS-10-5C-ICAPA,9.030550893210945,-9.091629764137462,3,2.9007185507539797
CDMS-10-5C-JFALGI,4.958035723890056,-4.919833145570552,6,3.000000000000001
CDMS-10-5C-MAORTO,6.966649898582492,-6.928447320262988,2,3.000000000000001
CDMS-10-5C-NBEMO,3.898617024754633,-3.860414446435128,1,3.000000000000001
CDMS-10-6B-ASCACO,2.462974239684504,-2.424771661364999,2,3.000000000000001
CDMS-10-6B-JJMOBE,-1.942615346539419,1.9808179248589237,4,3.000000000000001
CDMS-11-4A-GACHSA,4.628720309261956,-4.590517730942452,1,3.000000000000001
CDMS-11-5A-EAARCA,1.797087573321281,-1.7588849950017762,3,3.000000000000001
CDMS-11-5A-MGTHAR,7.976051327976487,-7.9378487496569825,3,3.000000000000001
CDMS-11-6A-DFVEBE,0.193502097129727,-0.3274673492247877,4,2.8278321695854354
CDMS-11-6A-NMREPR,-0.7387778299346877,0.7769804082541925,2,3.000000000000001
CDMS-11-6B-ARAHE,1.612590963146639,-1.5977822895345246,4,2.9766060952926106
CDMS-11-6B-AVROTO,-3.8817177906946774,3.919920369014182,2,3.000000000000001
CDMS-11-6B-EAFESA,-1.8650671631713263,1.903269741490831,6,3.000000000000001
CDMS-11-6B-EFRGR,4.941003743669859,-4.902801165350354,4,3.000000000000001
CDMS-11-6B-EROCO,3.364554721648746,-3.3580294928941004,2,2.968322650435142
CDMS-11-6B-JACUPE,9.25869485665525,-9.2773433875409,1,2.9431488907948458
CDMS-11-6B-JDCHBA,5.154251074670464,-5.11604849635096,0,3.000000000000001
CDMS-11-6B-JFSAHE,-4.818411298859425,4.815183450521545,2,2.958569573342616
CDMS-11-6B-JLPENA,0.7034678355945418,-0.860094494427925,0,2.805170762847113
CDMS-11-6B-JMARME,0.22141071735122808,-0.18979477239594522,4,2.993413366635779
CDMS-11-6B-JPSAMA,-3.5049608049075482,3.5230121979840443,6,2.979848814756992
CDMS-11-6B-LESTA,2.7392243807502066,-2.701021802430702,3,3.000000000000001
CDMS-11-6B-MAGIMU,6.247089671890351,-6.208887093570846,3,3.000000000000001
CDMS-11-6B-MEBRTA,1.086018484428156,-1.0478159061086512,4,3.000000000000001
CDMS-11-6B-MMAMO,-2.6171847878528562,2.655387366172361,3,3.000000000000001
CDMS-11-6B-RSECA,1.5743398768531338,-1.536137298533629,5,3.000000000000001
CDMS-11-6B-SCAPA,-4.492368881814807,4.530571460134312,3,3.000000000000001
CDMS-11-6B-VZAPE,2.2337452501444823,-2.1955426718249775,5,3.000000000000001
CDMS-11-6B-YLNIME,-2.21712884865847,2.2553314269779747,2,3.000000000000001
CDMS-11-7C-ICARE,-0.5299186948874086,0.5681212732069134,3,3.000000000000001
CDMS-11-7C-IMOIB,-3.2381046328953267,3.2763072112148315,2,3.000000000000001
CDMS-11-7C-SALMA,-0.2484717431644412,0.286674321483946,4,3.000000000000001
CDMS-11-7C-SPGAVE,0.6704164471489704,-0.6426511493912115,2,2.989562719438255
CDMS-12-5A-SRIGO,-3.366556162230276,3.404758740549781,4,3.000000000000001
CDMS-12-6A-FAROPA,-3.622534020192529,3.6607365985120337,6,3.000000000000001
CDMS-12-6A-JGIGA,4.156054948655498,-4.117852370335994,2,3.000000000000001
CDMS-12-6A-JSOTGU,2.59027721015305,-2.552074631833545,3,3.000000000000001
CDMS-12-6A-SROAL,-3.695875913373622,3.734078491693127,3,3.000000000000001
CDMS-12-6B-IJDAGA,3.16424012492218,-3.1260375466026753,2,3.000000000000001
CDMS-12-6B-SCLAG,2.087394118638308,-2.049191540318803,3,3.000000000000001
CDMS-12-7C-ARAHE,2.051720787300844,-2.0135182089813393,6,3.000000000000001
CDMS-12-7C-CATRAR,-2.3726327059042456,2.396652220045723,3,2.9858169358219735
CDMS-12-7C-DLOLO,-0.2544654315961248,0.2926680099156296,3,3.000000000000001
CDMS-12-7C-JSZAOR,-8.704870817453633,8.743073395773138,2,3.000000000000001
CDMS-12-7C-MAROBE,-6.232932095336359,6.271134673655864,3,3.000000000000001
CDMS-12-7C-VMAPA,-0.12222146021088642,0.16042403853039122,2,3.000000000000001
CDMS-12-7C-VQURA,-2.5745941022025214,2.5130923071045594,2,2.900295626582534
CDMS-13-6B-ASUMO,-0.15732070109134488,-0.8846845923210083,1,1.919792128268143
