feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_l2_T6W40,0.28699757293495576,0.3130574124599533,1.0,400,1.0
z_lsc_T6W40,-0.28441920965471373,0.24370555521527051,1.0,400,1.0
z_l3_T6W40,-0.23141736298318227,0.12861564046493815,1.0,400,1.0
z_density_T6W40,0.1993617721284277,0.2541801686410575,1.0,400,1.0
z_pe_T6W40,-0.18912126441351831,0.2332601482793145,1.0,400,1.0
z_atd_T6W40,0.11730115432710146,0.0979275434664488,1.0,400,1.0
z_asp_T6W40,-0.08903136377948423,0.14201853229359673,1.0,400,1.0
z_l1_T6W40,0.06087332711163848,0.11735834190438241,1.0,400,1.0
z_re_T6W40,0.05037208491639149,0.1637581150387361,1.0,400,1.0
z_diameter_T6W40,-0.004133029822285428,0.1009120134309729,1.0,400,1.0
z_lcc_T6W40,5.818879303460949e-17,1.3073360442597284e-15,0.0,400,1.0
z_edges_T6W40,0.0,0.0,0.0,400,1.0
z_nodes_T6W40,0.0,0.0,0.0,400,1.0
