subject,z_re_T6W50,z_l1_T6W50,z_l2_T6W50,z_lsc_T6W50,z_diameter_T6W50,z_asp_T6W50
CDMS-10-4A-JURAN,2.6825457876585728,-0.8161059532224157,-0.1105617184107653,0.1164567095214291,-0.1295681614168583,0.0605542274862037
CDMS-10-5A-HEPIHO,3.014676089269394,-1.0134583972199207,-0.3981657464786182,0.0843080723947771,-0.1327312841033001,-0.0539798097229489
CDMS-10-5A-KSRAGU,3.49820019136199,-0.3001953250736845,-0.679126049289564,0.0617732616285462,-0.0522107777793431,0.4481300802433113
CDMS-10-5A-SROPU,5.996967676077034,-0.3495343268233682,-0.1067212042857214,-0.2242662678992723,1.0775334657717643,1.6727092824527392
CDMS-10-5A-SZURO,4.69470225405807,-0.6953865614806947,-0.8357360975904035,-0.0273429914507703,0.4830089412588438,0.8475034702733139
CDMS-10-5B-SRAJA,3.06754994467723,-1.0015301357420758,-1.0179726747615794,-0.012156939307585,0.0622678074686571,0.0648777289150663
CDMS-10-5C-DAAUSA,3.998943125551703,-0.9654716374046998,-0.1677980771670937,-0.2299704571848857,0.4592259658946798,0.9868203721452168
CDMS-10-5C-ICAPA,3.517200687291491,-0.4837480436539013,-0.9238817716301438,-0.191192120866949,0.2078680153966081,0.4946168716184135
CDMS-10-5C-JFALGI,3.0630783466010763,-1.3398215577451429,-0.9769717188844952,-0.1046895285774555,0.1270782207794581,0.169516593604722
CDMS-10-5C-MAORTO,4.381692892764716,-0.4106625152588464,-0.5184875453309714,-0.4400248277805583,0.725671565194001,1.1421030154392784
CDMS-10-5C-NBEMO,4.523524661172354,0.3697190764760801,-0.5000277022750521,-0.2822454554729897,0.6555062426085159,1.57739610667875
CDMS-10-6B-ASCACO,3.960004114907101,-1.2810719599171598,-1.2657374537133728,0.1237151192955052,-0.1522122493955324,-0.1098906802024595
CDMS-10-6B-JJMOBE,3.9802664148420455,-1.085672736922304,-0.2706112564716577,-0.1099285631288823,0.3290164569150527,0.5117164749317513
CDMS-11-4A-GACHSA,5.777347631104496,-0.6291511664764551,-0.7667852665194318,-0.153505729705503,0.9205572081526774,2.0597903254393284
CDMS-11-5A-EAARCA,4.6085923482971785,-0.9701896761086496,-1.0082009911924936,-0.1468413664106324,0.1882438554793344,0.5280773603262072
CDMS-11-5A-MGTHAR,4.857756145908933,-0.6428261217954258,-0.7571099533871497,-0.6025801753453035,1.3796117956124276,1.935005712511649
CDMS-11-6A-DFVEBE,2.1874087202289165,0.7355794833819685,-0.9355882194024464,-0.0685677787193743,0.4447681881158764,0.5623542335198572
CDMS-11-6A-NMREPR,5.378543549153235,-1.0357360216969038,-0.9341460969612564,-0.0525354898156715,0.4636658199368041,0.7468676795909712
CDMS-11-6B-ARAHE,5.240364207823662,0.2679213429267029,-1.1108271603136612,-0.2530925275531288,0.6029901246555043,1.174294672110533
CDMS-11-6B-AVROTO,4.704772905459941,-0.914301301245809,-0.7712203088920999,-0.6258990948655897,0.9369441185723004,1.056637795077897
CDMS-11-6B-EAFESA,5.634915077759781,-0.4521552554470177,-0.3426353812141163,-0.3177272201792606,0.8407703036931314,1.5421347108764347
CDMS-11-6B-EFRGR,5.650575679671123,-0.497084265670988,-1.209686095117454,-0.2667803952485831,1.1063303635087332,1.9778738279599155
CDMS-11-6B-EROCO,4.260459308366972,-0.9074000539387664,-0.8580857969834761,0.0913102302554431,0.4736336075272599,0.8330125949899868
CDMS-11-6B-JACUPE,3.2749456976533384,0.4141879741223832,-0.1221710951439345,-0.4231210021390484,0.7070818570807795,1.5243890703418628
CDMS-11-6B-JDCHBA,4.404455753037392,0.066716145254281,0.3944793338472053,-0.5092012200125878,1.0857555697507009,2.025233351928915
CDMS-11-6B-JFSAHE,3.73573990785896,-1.0121574187440638,-0.1167542483951206,0.0021726310704093,-0.0514927926731518,0.0789050789219462
CDMS-11-6B-JLPENA,3.758528982453576,-0.550282947242183,-0.3402721596406608,-0.2931507184776545,0.8732439525473007,1.1371477894243882
CDMS-11-6B-JMARME,4.256581124057881,-0.9346097092464944,-0.1815059836102961,-0.0952802174268414,0.501029399357091,0.9851332879153952
CDMS-11-6B-JPSAMA,4.475029390828955,-0.523123965427001,-0.2098621712772967,-0.0426627017983922,0.4953981193646395,0.8420017352475916
CDMS-11-6B-LESTA,4.826165783962118,-0.7380798109102484,-0.7072985463260785,-0.2654406285911074,0.6345616475839719,1.1162454670216364
CDMS-11-6B-MAGIMU,4.221390609428935,-1.1550431466332929,-0.5846740592394948,-0.0636366914393934,0.3749360250992619,0.6934263037124431
CDMS-11-6B-MEBRTA,3.488580977907846,-0.2243349267942727,0.4661670410745276,-0.2373028480704684,1.193162833523595,1.804270696470976
CDMS-11-6B-MMAMO,3.248204708551756,-0.2620530097295501,-0.4918647892850165,-0.0459355930677534,0.1551326392672398,0.3387437023218045
CDMS-11-6B-RSECA,3.592118416690938,-0.973952281343764,-0.2968177631784714,0.0276441794850193,-0.0262052039860064,0.0882655697289149
CDMS-11-6B-SCAPA,3.869509935838016,-1.0656697798207384,-1.178643805093161,0.0349121961172499,0.1766163301432449,0.2830243104619999
CDMS-11-6B-VZAPE,5.227379419021107,-0.3648070772853866,-0.2998891337506995,-0.2269111937562974,0.7990464555819209,1.7290430922726203
CDMS-11-6B-YLNIME,4.087464264200911,-1.089893758614881,-0.5812317451560661,0.0538555600791894,0.3797808985743318,0.5128171806184936
CDMS-11-7C-ICARE,5.487321103066546,-0.8731967738214444,-0.6017723747882432,-0.463981868091293,1.2204219807024133,2.011845933960988
CDMS-11-7C-IMOIB,2.5890601909012743,-0.3032073809807115,0.0745960761748556,-0.0075256739906517,0.2534832237339522,0.4303441215033748
CDMS-11-7C-SALMA,6.016211577733924,-1.1424794776172618,-0.6714786983411068,-0.0208904403575807,0.6638606867300569,1.373980662496775
CDMS-11-7C-SPGAVE,5.171113531625198,0.9137003560758687,-0.0117837529794844,-0.8772507371353571,1.8032411422739676,2.881837731877569
CDMS-12-5A-SRIGO,4.568455017801705,-0.4519973009641475,-0.4292390012417199,-0.1462239649266425,0.2544582122215522,0.3934653527076427
CDMS-12-6A-FAROPA,3.1176201305359257,-0.2946035963871812,-0.628385800635004,0.1562153830410572,-0.1988955686081912,0.0372556997817046
CDMS-12-6A-JGIGA,2.800338301569467,-0.8372249710005999,-0.1381809685140084,-0.0240860620893199,0.1659746552492765,0.1361388482987073
CDMS-12-6A-JSOTGU,4.551282068825683,-0.7311412347574445,-1.068620237094133,-0.1666471887223957,0.6964545182772114,1.152800742098305
CDMS-12-6A-SROAL,3.216885924129641,-0.5467449163095504,-0.6049491182992269,-0.1190517437739027,-0.0075086274729685,0.286100921294158
CDMS-12-6B-IJDAGA,3.292307371543734,1.193668125771858,-0.2954478732272553,-0.3852421051656488,1.4792720070767955,2.247108988372182
CDMS-12-6B-SCLAG,4.491370455828057,0.0086934159486593,-0.135619947489837,-0.4531030256215623,0.8014881915654817,1.3541443552569528
CDMS-12-7C-ARAHE,2.874573166913757,-1.3132268844868171,-0.2541640204400607,-0.009927648159149,0.1772950183872349,0.2978578762683077
CDMS-12-7C-CATRAR,4.4471407951205535,-1.0416872560919297,-0.32601800747464,-0.01068347401419,0.349983817851357,0.776721809910588
CDMS-12-7C-DLOLO,4.404175587751043,-0.9905846471826552,-1.350022350789887,-0.274997020020324,0.5293702584389431,0.8961274925295369
CDMS-12-7C-JSZAOR,1.5259272414628189,-0.6193847392726943,0.0352818433638492,0.1603015004679701,-0.3546378677386479,-0.3518349839333792
CDMS-12-7C-MAROBE,3.869517022591492,-0.9905454490644212,0.0472067639287782,-0.2586257382180141,0.3324879483133966,0.5479029754229843
CDMS-12-7C-VMAPA,3.905749712495666,-1.2652780747980872,-0.5315152207051924,0.0570644328034387,-0.0619816607080308,0.0455812825339002
CDMS-12-7C-VQURA,5.13875032681081,-0.9730037209334496,-0.316915432306412,-0.4449408198329226,0.8180901006279927,1.2754299373143498
CDMS-13-6B-ASUMO,2.529406897297686,-0.504698324741495,-0.0926853621520104,-0.1993726557274268,0.7334804556623756,0.8511783967949719
CDMS-13-6B-JDTAHE,4.151929976581886,-0.3517407522644815,-0.4120342726104403,-0.1497370467658134,0.7332344252908277,1.1671659901914506
CDMS-13-7C-MVEAR,3.2019628192124814,0.7028568108987558,-1.075932284028409,-0.028902999901439,0.3440462681167658,0.6300941086174834
CDMS-13-7C-RAIZAC,4.213327603139054,-0.6255138226482869,0.4805767355063518,0.102471638791167,-0.0066111264076938,0.5116513042327356
CDMS-13-7C-SSOSLO,3.8260577453674047,-0.2574775535750709,-0.8273070204135321,-0.3516940828951184,0.7462383951066315,1.1932408142310829
CDMS-14-10A-IMORTO,5.266768703293226,-0.9833883317565876,-0.1010654190980468,-0.0460985365171234,0.6567395272522022,1.358225988713225
CDMS-14-10A-JCVANI,2.812233144364901,-0.6401546407665639,-0.0334314187276845,-0.3043200860688769,0.5204435692393159,0.7958530468363477
CDMS-14-5A-LSDUCO,4.562172938980438,-0.926248234278865,-0.1153258801259255,-0.3865921872899497,0.8481987283660524,1.744685047677756
CDMS-14-6B-KDCAHE,4.234758057106568,-0.0891726780817347,0.047661985587484,-0.6380416665381802,0.9040252833496104,1.8185813096777597
CDMS-15-10A-AMALOS,3.4093928534135083,0.2379702744060557,0.1059410272774373,-0.1601097102408094,0.3829543743561207,0.9393525877354728
CDMS-15-10A-JJMACH,3.2674427376681576,-0.5024871753992969,-0.6011728518614122,0.0165230894267405,0.1246878823990901,0.3814895678221189
CDMS-15-10A-MAALCA,3.301179738063999,-0.4682613625470007,-0.1830597174660272,-0.0243699896336701,0.1568299828922364,0.5796527353872906
CDMS-15-10A-MAALRI,3.940769501880443,-0.6236834359053812,0.2382881686245885,-0.2764320288672632,0.71835320361226,1.1314222126764857
CDMS-15-10A-SGOMO,4.341522903494026,-0.7296919458670065,-0.7714832168883945,0.077447563725774,-0.0122666849933897,0.3532641353800642
CDMS-15-10A-SHEGA,2.025677573450837,-0.9417195064913408,-0.3598884721853279,0.0548373337853639,0.1253926196370458,0.2745318290161537
CDMS-15-11B-JEMOLO,4.976172578111924,-0.3551593296302779,-0.2390088241380584,-0.3629864001537405,0.6879967008382443,1.3753014106076629
CDMS-15-11B-VSAHO,5.287379267912412,-0.5478258009189574,-0.6935335778117936,-0.1683975801842429,0.4230835261882641,1.1241685422579792
CDMS-16-10A-SGALO,4.133032138299415,-0.7385567161985896,-0.172158777438127,-0.2113256726034105,0.8045879777501812,1.399950053493738
CDMS-16-11B-NGABE,3.542023112890725,-0.7522655585389404,-0.2194658538709808,-0.0123538617092246,0.2498606301154437,0.4704291632308892
CDMS-17-10A-ASSAMO,3.563360462729656,-0.913490615266102,-0.6675024020772731,0.1553630975032181,-0.1030496073134571,0.0353186199233349
CDMS-18-7C-VVECA,4.502535169698288,-0.9879650293752034,-0.4078684092416984,-0.235871876053216,0.4489541119108525,0.7652363942624084
CDMS-8-4A-DBEVA,3.133575410409303,-0.507375171677376,-0.8153570207773538,-0.2344675394081066,0.2284287619297621,0.5381804730657296
CDMS-8-4A-DJAVDA,3.102254358291437,0.7970790834868849,-0.4094599810928692,-0.4587066985859535,0.8419246856696416,1.227926334463921
CDMS-8-4A-DOSTR,4.534543676870426,-0.2042994340402265,-0.4550090605505055,-0.3712800282767477,0.7708068665175681,1.29514947552724
CDMS-8-4A-LGOPA,4.148691215077965,-0.6871721416880933,-0.2419252523411842,-0.4654762433899813,1.308868062976241,2.0901917245169006
CDMS-8-4C-JDBUTU,4.330214334627164,0.6235271768993541,0.0664290589717731,-0.3761821310081252,0.6360008344167034,1.402992438802456
CDMS-9-4A-ACDUTR,3.0535572297745235,-0.3087828113671361,-1.002607609105577,-0.0873050421427498,0.3112554629204541,0.4777345201380515
CDMS-9-4A-CARGA,3.927282305271482,-0.5097951424368501,-0.9982822590664208,-0.0910480283969756,0.300144235639701,0.5354013391480379
CDMS-9-4A-CRAAG,4.181319963050052,-0.4211542506627975,-0.669533034815786,-0.2016921234536404,0.6145917388370392,1.1301975109610716
CDMS-9-4A-EROHI,4.756421450598239,0.1530887749798016,-0.8661985225132662,-0.1669827779943898,0.9134126175271934,1.5235128491119156
CDMS-9-4A-ILOSE,4.970303090604344,-1.2982226698836925,-1.1713784226755524,-0.0219606381954036,0.429466224623982,0.8336864094753204
CDMS-9-4A-TGAFR,4.607880254183176,-1.204757618814241,-0.6248079060061853,-0.0897445581128855,0.1897031866376758,0.595027831382185
CDMS-9-4C-SCAMO,3.632663648811646,-0.4577402711171958,-0.5867371721226481,0.0231350365405646,0.1557330570654828,0.3601864165661876
CDMS-9-5A-ABERO,5.100146326004684,-0.0650870506638948,-0.2448274422309874,-0.388358208749308,0.9231933064496952,1.6060479211218428
CDMS-9-5A-PAGACO,3.568762437924892,-0.4013103068926403,-0.2301056537291392,-0.1438163355315162,0.6330537059690833,1.3301212253338692
CDMS-9-5A-VVAAR,3.572953448816928,-0.8411360812990117,-0.2647702565523269,-0.0917904029488165,0.3910600934772854,0.7736917397560481
CDMS-9-5C-JDMADE,4.996297626245621,1.4996085411573088,0.028362673809454,-0.914965901962684,1.9220959158403168,3.261499855116188
CDMS-9-5C-LVIZAC,4.464816811232401,-0.4892918025829514,-0.5006271677545789,-0.390265956994591,1.1305351625069462,1.4578208640638384
CDMS-9-5C-MLOGO,4.057568526236087,-0.2985484073423992,-1.0519001053342467,-0.2793912755988004,0.9618609265674288,1.3201217042986455
CDMS-9-5C-SCAAG,3.784624577788034,-0.5531998578491152,-0.5180769627908579,-0.1438097747598937,0.6864155940636842,0.880478436772284
CDMS-XX-10A-VGILO,3.780467313820892,0.7222827292277179,-0.9573517999310528,-0.2579843601929877,0.3820434860019251,0.9633436011342928
CDMS-XX-5C-MJSARU,2.6357054493341936,-0.7765527063947536,0.2249578860792285,-0.1016146977295663,0.2023847797708388,0.5361109954101354
CDMS-XX-5C-MPCAQU,4.04381500718158,-1.1896065169653935,-0.8548173596763375,-0.2091170296664849,0.4324853487063564,0.7330302359521143
CDMS-XX-6A-MAGICA,3.734542330495356,-0.8589997257317491,-0.5448350242077714,-0.0866364514857453,0.4194489664630373,0.6740954460762879
CDMS-XX-6B-SPUCA,2.9908986319318736,-1.0861635722351572,0.2924877386371362,0.0525394009295416,0.3887181161034301,0.6738126137167136
CSO-10-4A-ICAPA,3.9178306374056624,-1.114579750783682,-0.5123132521441675,-0.2386673608695854,0.6791352972794749,0.978877077967068
CSO-10-4A-KCOMO,3.975618600475741,-0.7330698727679605,-0.2310142154576472,-0.5357710270081093,0.7824296476904192,1.220117027067929
