subject,z_re_T6W50,z_l1_T6W50,z_l2_T6W50,z_lsc_T6W50,z_diameter_T6W50,z_asp_T6W50
CSO-10-4A-LRAVI,3.036377684937704,-1.6622058318972217,-0.570283807941291,-0.0896563494035923,0.3065070346713485,0.3267250961248779
CSO-10-4A-LSCAVA,5.652262356255596,-0.8241853472833319,0.7153197659536058,-0.6963150594622034,1.2985839447594638,2.153899092939698
CSO-10-5A-ACAVA,2.985090076591448,0.3642514896465107,-0.6288174014007591,-0.135845143679904,0.5108369118604441,1.0292499808875435
CSO-10-5A-ARACA,5.871934297963188,0.2880252972393185,-1.0099248725498255,-0.5876189502638882,0.8400619914739363,1.6009862246117994
CSO-10-5A-DABRZA,5.20357044174811,-0.6846360345712491,-0.5020596698081076,-0.3905550832834537,1.360889752770185,1.9999115519289197
CSO-10-5A-GZAMA,4.000193491532431,-0.9188344843187124,-0.4404307823549315,0.0522561763837818,0.2095117409446834,0.6137542635144901
CSO-10-5A-IPECA,3.7238087456294666,-0.9462837954212716,-0.7367863380012839,-0.2185515811459375,0.1553797237684426,0.5594737947883827
CSO-10-5A-JANORO,3.664832040321926,-0.8269272923173826,0.0493296007830706,0.0806315124502054,0.1936170647614833,0.5751576187509037
CSO-10-5A-JBUVE,4.595687350291002,-0.0261749141631604,-0.3927608876598047,-0.3139878317250569,0.5899883097594333,1.227063591291211
CSO-10-5A-JJSEMO,4.08594495216024,-1.1543393542612728,-0.9608658042924166,-0.0093087924956955,0.1503334638282295,0.4202612379945036
CSO-10-5A-JLCARI,3.949431489150924,-0.4934527683017453,-0.5393949157748004,-0.0504236430287938,0.56090239059558,1.0879334001504308
CSO-10-5A-MAARAN,4.709081468716058,-1.0591969268582109,-1.0590174639475043,-0.0730567414253605,0.4029557022652986,0.7377022601337774
CSO-10-5A-MAOSMO,4.697522732801887,-0.79184947940598,-0.3583493799572925,-0.0711881540596687,0.5072984550472577,0.7787248382226732
CSO-10-5A-RVMOIB,3.223842213419095,-0.5729672305803407,-0.5548194796573234,-0.0885050868466894,0.171725565258524,0.22349693231272
CSO-10-5A-SVHEES,2.989686999120236,0.0192940661323305,-0.715171309286528,-0.1067925254645695,0.3786534955438277,0.5934956415107253
CSO-11-5A-MDVOSPE,4.940979855946559,-0.8198798661287499,-0.69347591591949,0.04818752670622,0.2018454129188722,0.5100463359814594
CSO-11-5A-MTAGA,4.372031406490897,0.15688387339805,-0.3137181565870146,-0.1454642737728074,0.7967710286111197,1.3368904935150208
CSO-11-6A-CAPAMU,3.9781442398698657,-0.1604632806084504,-0.833118463035959,-0.1359088616762719,0.5743860912257095,0.8663504584451762
CSO-11-6A-DSCACH,3.3930104402312438,-0.7663176815768599,-0.9932536227594544,0.0620226470188554,-0.2768354159284796,-0.1511977974650238
CSO-11-6A-EROMO,3.984658265197031,-1.2290783389281743,1.149556933828988,-0.436704608138983,0.4496599946647094,1.2248095668439147
CSO-11-6A-FSOVRE,4.36339823611841,-0.7317008619580962,-0.3853380300319036,-0.1288905064593286,0.3849150747600011,0.9243521327603124
CSO-11-6B-ANREVA,3.5935268919636862,-0.9247997346687256,-0.6238497414172579,-0.0395305910287045,0.1631443815162931,0.3847805813228031
CSO-11-6B-DISEMO,5.071747508106783,-0.6609178063887263,0.0642938582610521,-0.074258073033443,0.7811106927255882,1.082890740612066
CSO-11-6B-LHFDLACH,6.108322122333893,-0.1680023617089193,0.268883963489183,-0.9597682318438052,1.6963465532987845,2.684821670498782
CSO-11-6B-RJGIHE,2.679065745012642,-0.4018089240404971,-0.7099041945442438,-0.0561556921690386,0.2559711148507059,0.4179007080840737
CSO-11-6B-SFLVA,3.470775679847266,0.4761552254951141,-0.2108134460199527,-0.1363892602829425,0.8237072897575987,1.6197630589624412
CSO-11-6B-VCOMA,4.080608625982411,-0.7508576356130625,-0.1483058622410593,-0.3929931940056,0.8518578490004834,1.2683287322189745
CSO-12-6A-DGISE,4.279078539453543,1.2871285372537855,0.0679043158297309,-0.7924877915092603,1.4364037566259615,2.560085096753501
CSO-12-6A-FJOVRE,3.280769222313415,-0.3088983213330153,-0.3488113713343076,-0.166104479448626,0.1780879951244948,0.3303963800493612
CSO-12-6B-GQULO,2.6817211826172995,0.1692446799134266,-0.202593155539314,-0.2850834538191207,0.6814312567885886,0.911002986899094
CSO-12-6B-LJHEFE,3.6825546258203152,-0.4731427135025806,0.0058748347374395,-0.1450514413817632,0.6429283462200113,1.137020700458291
CSO-12-6B-VPAMA,4.520186426254818,-0.4784066377721424,-1.4345481568958047,-0.5130505543226267,-0.0106181111169782,0.1956564601261878
CSO-12-7A-DALRE,5.617053043789296,-0.3698583823363123,-0.8519167788495811,-0.4362522080028752,1.2189102475451763,2.1877436308589044
CSO-12-7A-ESALA,3.1724146851164807,-1.3206272540934083,-1.0514314449636508,-0.0018488084104947,-0.2753902418414284,-0.3253069289151692
CSO-12-7A-IMERO,4.21287128455649,-0.4895221627092124,-0.089950785041531,-0.2630200153077205,1.1052811963160951,1.6367177922444611
CSO-12-7A-JHEZA,4.742571274838464,0.2430504801873943,0.0282576993882588,-0.4210466383080768,1.2168970390953524,2.285788752601594
CSO-12-7A-LSARAR,4.848131487924596,-1.269282052774526,-0.2562155771968161,-0.4351462880186036,0.3405867931470285,0.7821065937987086
CSO-12-7A-SCAHO,4.68930553265269,-0.9990129644344368,-0.5708312948285506,-0.2419574242134747,0.5799801029358268,0.9568637814522596
CSO-12-7B-DVAGRO,3.997279633104397,0.236101875483671,0.0591763305061603,-0.7566066371717823,1.478122982381228,2.3357474634255864
CSO-12-7B-SMUGU,2.901163635298136,-0.5100914088096082,-0.891522974925634,-0.2919606346332085,0.7071540010331553,0.7916613085930662
CSO-12-7B-SSARA,3.891886699541613,0.220295651849592,-0.3732623561008451,-0.1426964155196034,0.5023236201425678,0.8568896669585625
CSO-12-7B-VHOMA,3.300302194560349,0.0381293324983354,-0.3739082100926618,-0.1063512741261322,0.3337678844105124,0.6165160913158576
CSO-12-8A-YTOME,3.7227644805509854,-0.9195361541113084,-0.3850365385701767,0.1836360198428102,-0.0077503855003566,0.3015433792318669
CSO-13-6A-ANASA,3.938323170136161,-0.7841391625717812,-0.0736972937015547,-0.0035020164043007,0.2825878280134621,0.531498021398372
CSO-13-6B-JETAVE,4.840190251387052,-1.1199509499732312,-1.0523838876396705,-0.1329686780757712,0.3978852812900242,0.7282389299809167
CSO-13-6B-LFMIES,3.711873153810613,-0.2527765328308479,-0.6500851743652231,-0.8051868971313011,1.0952155838517497,1.236652287646238
CSO-13-6B-LJMAHU,4.609513362194901,-0.9082138326748288,-0.0377900711497282,-0.1068495183890894,0.5270675775870081,0.8780631862161768
CSO-13-7A-CAPAMU,3.580113493581823,-0.0201055431599214,0.4807361168576863,-0.2140135645894793,0.8709999611292906,1.7179396260151902
CSO-13-7A-CDDITR,4.708846197681133,-0.7193816116087095,-0.3940916699698736,-0.1418443195922673,0.4337702107030616,0.7083027407747301
CSO-13-7A-JJATFL,2.8840819953577923,-1.0642406068069048,-0.4670418086240387,0.0159902651319638,-0.1331888149567302,-0.1512215824915512
CSO-13-7A-KRAMA,3.5901374627385505,-0.7261936876896378,-0.6735829845084739,-0.0324013251866734,0.2046972260750282,0.0792759359567841
CSO-13-7A-RXCHLU,2.6630418446185704,-1.1026104532915515,-0.5820053538638613,0.005390384972784,0.0338401449205361,0.0479487702151371
CSO-13-7A-YAMEZA,3.3976754279923966,-0.3373624045165671,-0.0498244867987972,0.0956883164295306,0.3921638867088765,0.6050665873750117
CSO-13-7A-YBOSO,4.100654221389159,-0.4331405987593728,-0.9902040737923068,-0.8467285243971442,0.267223612098953,0.4556090760273845
CSO-13-8A-KIGAGU,3.9881025673791095,0.6529680300019881,-0.4968007749795459,0.09037921551,0.3869380239996042,0.89231777919206
CSO-13-8A-MBUAN,5.818082959157392,-0.1989440206452483,-0.1548784619687144,-0.3393224539536358,1.00340206331933,1.7508249000454112
CSO-13-8A-MGAAN,3.3425392518934807,-0.4451198214845366,0.5090840558460213,0.0389150953182656,0.0790281408556185,0.4699296195249167
CSO-13-8A-MGAHE,4.580729438904682,-0.5405662078136688,-0.983760818590531,-0.2692255465560509,0.4703543162626533,0.6918520384328076
CSO-13-8A-MJAGA,5.048430037245029,0.9881932596593412,-0.5282707838076834,-0.4365948949660483,1.2572025101808169,2.2468723614165924
CSO-13-8A-VHODU,2.361475312203955,-0.4732002409182692,-0.5660700623852895,0.0264401798251537,-0.0174620211023858,-0.0366470081598873
CSO-13-8B-FCJISA,3.335419789904491,-0.8552850343480077,-0.2710086957562578,0.0065136043550315,0.4321313387571578,0.8144638603572966
CSO-13-8B-JEMABE,5.630168409776348,-0.905789107159553,-0.9987989533944126,-0.343805292425076,0.5696769431662073,0.9654041020735066
CSO-13-9B-DMLLLU,4.78556640459951,-0.8170685987585302,-0.9131020703013052,-0.2434121708292329,0.6900829561346917,1.1506816832924656
CSO-14-7A-MVEBE,1.064952121829586,-0.6855698184719595,-0.8150552627580573,0.0889503946307657,-0.345450288338139,-0.64966505207967
CSO-14-7B-EALHU,4.924588686190458,-1.0694994268516014,-0.5568909164150858,-0.0169999796960841,0.4343873123204141,1.0422210057600525
CSO-14-7B-EVEGO,4.301619360612583,-0.8210749569852671,-0.1893071554429267,-0.0687251519569786,0.2265068098443581,0.5962313687521662
CSO-14-8A-AQUMA,2.5851632284598223,-1.008303452414682,-0.1598705075419173,0.0672004445229092,0.0936992065594036,0.0892191938856073
CSO-14-8A-MCIDOS,4.767830344354772,-0.4544203069300964,-0.4926306944019478,-0.59242036251442,0.8347235357075443,1.629156246617538
CSO-14-8A-SZARA,3.3277277157512715,0.380789505907734,-0.0252740147355305,-0.2748352826109684,0.8507561545782565,1.3895389776090248
CSO-14-8B-JLLORA,2.5889527927453178,-0.5615047231191579,-0.930518752307333,-0.0060807992345382,0.2474017004698581,0.4031478982658563
CSO-14-9A-AEDCAGO,3.756432728411931,-0.5772912932724192,0.1504899745769951,-0.2486308530916506,0.425731772345792,0.7995380221950092
CSO-14-9A-HASACA,3.7262049130810606,-0.7627402474271627,0.2240628835260746,-0.2979912308746217,0.5525657726439122,0.8495180998799426
CSO-14-9A-JSMAAL,3.8462525402602425,0.0209186817660807,-0.0314170854262239,-0.1503603189138282,0.2641950527372762,0.7622661713622186
CSO-14-9A-MARJA,3.945935343317469,-1.0588655864757086,-0.7206125331271402,-0.2380211276471227,0.4628762109934091,0.7078137391387466
CSO-14-9A-SORZU,4.122585902242808,-0.204985555640743,-0.1333521309287031,-0.4623589266608752,0.6138412842659485,1.1912263976751247
CSO-14-9B-ERAGA,3.3815844496058904,-0.4087529762554554,-0.2237765361304205,-0.2055917077849422,0.315417981334382,0.7432460534741802
CSO-14-9B-MFEGA,4.364906135481767,-0.0375136618957583,-0.2893942689122444,-0.0174827613744754,0.8541952742878108,1.405019268063366
CSO-15-10A-LJRAGU,4.545419202678272,-1.0318772992263456,-1.1639506910204875,0.1050122724071796,0.0670942911125386,0.4043130828671686
CSO-15-10A-MAARLO,3.942128552709588,-0.5259645368818234,-0.7079401184760471,0.0239065835686249,0.4657642849258755,0.6566165761128926
CSO-15-10A-SFEGA,4.420727892794846,-0.8587187568413549,-0.5147575161128216,-0.0323571776998847,0.383887832916968,0.7919467103354915
CSO-15-10B-MEBUAR,2.616381359118657,-0.9985202119563856,0.3211622080923603,-0.2792969357973593,0.9446713324901166,1.1280634315285507
CSO-15-10B-YVBUAN,3.591322142453999,-0.8323482667312315,-0.7285027557940641,0.2007311998162376,0.1284660318496706,0.3195935076334575
CSO-15-10C-ALBAHO,4.833576297578987,0.2073356667319435,0.2644398975677751,-0.2488287042696767,0.8659918252048233,1.7683871975566705
CSO-15-10C-SSCAMO,5.453413248925882,-0.3528797826886513,0.0688927347106255,-0.2143580052740755,0.8415707625893816,1.5245726428157371
CSO-15-11C-JETALO,4.622138234106454,-0.150169743294622,0.7801653075186936,-0.4539343477172692,1.344004267799822,2.479239989990632
CSO-15-7B-JCRAGA,2.6978988879293326,0.2642677022063681,-0.5993801152485,-0.6156117246882422,1.0551583467285237,1.5340078711129288
CSO-15-8A-VBMABR,5.312708164332355,-1.087675789058212,-0.6126786955645395,0.0179233543343327,0.7521620620890653,1.4074919624401636
CSO-15-8B-KEPOGO,3.8461436899083967,-0.6823102744820528,-0.9815917789706862,-0.0323834131415489,0.3627557546371491,0.4569595087885009
CSO-15-9B-ALRIHE,3.34901341938663,-0.0867005492732873,-0.4218749656494153,-0.0245593305072745,0.3999705734024046,0.5604894608689044
CSO-15-9B-AMSAGO,3.674632515834352,-0.9454827332099316,-0.6270245183772281,-0.0487786886579944,0.1732442348904858,0.3548225444176225
CSO-15-9B-JCAPA,3.487438517883211,-0.5121481355014333,-1.0022821251418883,-0.060468021401306,0.1531848216896516,0.4759529518040114
CSO-15-9B-KSBEJA,4.759868080488188,-0.5629955474324153,-0.3137801240061106,-0.1892492177783476,0.5264357526046312,1.130105536417242
CSO-15-9B-RMCHLU,3.83169430396026,-1.058969670897254,0.0112193544483839,0.0572883462149374,0.3867302214606187,0.7884177919816506
CSO-15-9B-SJAGRO,1.470195111280704,-0.9259549496597184,0.4704054087690491,-0.1667731164324805,0.0960669538339308,0.1284491379694936
