subject,z_re_T6W50,z_l1_T6W50,z_l2_T6W50,z_lsc_T6W50,z_diameter_T6W50,z_asp_T6W50,y_true,y_pred
CSO-14-8A-AQUMA,2.497436196839089,1.146026354415251,-0.6470510579826552,-1.0160792672931585,4.079013531781869,-7.061287480621663,9,13.39167042669395
CSO-14-8A-MCIDOS,-1.4552933676535262,-0.2839854261996938,0.32171906753064516,1.6098504327718646,-2.6228293707607824,5.696446186408989,27,17.659519671652717
CSO-14-8A-SZARA,1.1526793252646885,-2.4403245049026023,-1.0389040090826642,0.3455542117934961,-2.7678287840882403,3.711317447147462,30,13.356105835687357
CSO-14-8B-JLLORA,2.490573435825859,-0.007515600535187748,1.596549667972076,-0.7243489392207517,2.688924262916642,-4.460519615588415,31,15.977275360925441
CSO-14-9A-AEDCAGO,0.3763103747959597,0.033242060135128225,-1.5506085600199337,0.24123520151681888,1.0761025518055563,-1.1765934185026647,7,13.393300359286082
CSO-14-9A-HASACA,0.4310518323724457,0.5120329229839856,-1.7648025623419694,0.43773731400915317,-0.07098737664012404,-0.7625294029439197,19,13.17611487699479
CSO-14-9A-JSMAAL,0.21365001161711908,-1.5112124309615567,-1.021019587811548,-0.14997670627279566,2.537044757377769,-1.4853750958825727,10,12.976723097621633
CSO-14-9A-MARJA,0.03312813549299184,1.276567332146288,0.9854462898304069,0.19899821799979542,0.7401673028163187,-1.9364906960927746,10,15.691428731748244
CSO-14-9A-SORZU,-0.2867795049178695,-0.9279743898401495,-0.7242544376369604,1.0920799446411027,-0.6251646640928792,2.0683807614368126,21,14.989899859145273
CSO-14-9B-ERAGA,1.0551467686032134,-0.4018890334611865,-0.46100040113895585,0.06989771682782574,2.073783286785304,-1.6429488083279222,6,15.086601678843497
CSO-14-9B-MFEGA,-0.7256125010367682,-1.3603521990036658,-0.26996643213326865,-0.6789580863203464,-2.7989322703165094,3.8395651715297006,27,12.39935583227436
CSO-15-10A-LJRAGU,-1.0525150013258737,1.2068891535993598,2.2761438547041513,-1.166606965624896,4.319629064561056,-4.450866549062029,17,15.526285706406988
CSO-15-10A-MAARLO,0.04002209274007941,-0.09927301438495036,0.9485528836572097,-0.8437277676172137,0.7140474886280733,-2.360637754073264,14,12.792596078505152
CSO-15-10A-SFEGA,-0.8267036426343592,0.7598295932149933,0.38613724221772167,-0.6197435024513844,1.4545402055299146,-1.2394842585634878,5,14.308187786868617
CSO-15-10B-MEBUAR,2.4409013147653407,1.1207680499840647,-2.047489399775754,0.36331591289288334,-3.6172000446151045,1.545102035018675,16,14.199010017825323
CSO-15-10B-YVBUAN,0.6753195502097827,0.6917464391679891,1.0084172229684476,-1.5476610070684202,3.7645814785409617,-5.15273275541001,24,13.833283077963968
CSO-15-10C-ALBAHO,-1.574356861652494,-1.9925025492493709,-1.8823528177680606,0.2420228408378178,-2.9056205772018533,6.849916315033833,13,13.13071849955509
CSO-15-10C-SSCAMO,-2.6968586966376513,-0.5461420689118429,-1.313053193036887,0.10479607159579143,-2.684755865040522,4.830014821000514,10,12.08761321852462
CSO-15-11C-JETALO,-1.1914503348346077,-1.0694974855652435,-3.3837925628380003,1.0585419606622175,-7.228777280322641,12.739034046339045,15,15.317670492995989
CSO-15-7B-JCRAGA,2.293276079653747,-2.139489295617303,0.6325003866777174,1.7021745166507984,-4.616447414870836,4.908181736647914,20,17.173808158697256
CSO-15-8A-VBMABR,-2.442046983162403,1.3509493194494737,0.6712167591004116,-0.8199087200962702,-1.8761413009783245,3.860050409054952,31,15.137731632923057
CSO-15-8B-KEPOGO,0.21384713558564047,0.3043793596580561,1.7452393983087549,-0.6196390599827337,1.6456592596079183,-4.014712954839541,7,13.668385287893313
CSO-15-9B-ALRIHE,1.11413170183288,-1.2333618239127082,0.11572676757677905,-0.6507864870285598,1.3090874910425725,-3.1570106527493027,8,11.891399146316878
CSO-15-9B-AMSAGO,0.5244475397729478,0.9838362439887968,0.7129819855777177,-0.5543699834768637,3.3596062699905445,-4.860874937039404,32,14.559239268368957
CSO-15-9B-JCAPA,0.863448959003867,-0.1349441065651912,1.8054755384742258,-0.5078351172368614,3.5410241137794567,-3.857360232543568,14,16.103421304467147
CSO-15-9B-KSBEJA,-1.4408740017518067,-0.003666600347756287,-0.19897149694298685,0.004838777777554087,0.16533318997995508,1.5620200189348665,28,14.482292037205045
CSO-15-9B-RMCHLU,0.24001444007748765,1.276836056605954,-1.145147746286643,-0.9766195154794252,1.4288335711614688,-1.2687198694679258,9,13.948809086166134
CSO-15-9B-SJAGRO,4.516602293284133,0.9334195437267362,-2.4819835488981625,-0.08463787522688002,4.057599565137823,-6.736283820565014,7,14.598328307013855
CSO-16-10A-JEGAHE,-1.0385148925522258,0.5882361456990042,0.12169451680784044,-0.07403099018605078,0.575274685080654,0.7413087278295728,9,15.307580342234013
CSO-16-10A-MSACO,0.47466289147060386,0.5313393911123463,0.867705427075277,0.15181416108197454,-0.6232546522276066,-1.2095091360395462,15,14.586370232028267
CSO-16-10A-SARI,-3.6532466627419713,0.20068946438909785,0.3851839794912715,0.371417398744632,-1.3680493474097377,3.655810603053443,6,13.98541758508195
CSO-16-10A-SMOUT,0.1630194672098815,-1.369787021363015,-0.5057510306794492,0.048713879961251594,-2.187956884473674,3.0956518756893807,4,13.637502435899593
CSO-16-10A-YKMUJO,2.4248624633397666,-0.39674277036262834,1.6356474018898608,-0.7297878904186476,3.6349955118524893,-6.7282328745818125,15,14.234353991274247
CSO-16-10B-JESUGU,2.5561753168286465,-0.0004925193582686677,0.9942560182809415,-1.2022756648744783,5.246724656687944,-8.934321438887348,10,13.053678518232655
CSO-16-10B-LTVIFA,1.1182660549410173,0.4721176735089792,-0.7269760931800783,-1.3875351832943859,7.43560236250985,-9.534372300444403,20,11.770714663596197
CSO-16-10B-VVILI,0.3753307934160977,-0.34466693038060486,-1.6439896854910296,-0.4981425248799517,-0.37586244340574754,1.441218727322875,30,13.347500086136856
CSO-16-10C-ACALGU,0.40171731504836744,1.3219157414509237,0.6231251209333651,-0.7143119250748963,2.8900432320303064,-3.870692598028502,19,15.045409035914782
CSO-16-10C-MAVAVE,0.5934289289584936,-0.22683236962385966,-0.3780724986593072,-0.2393007600581988,-1.342981995327354,0.9054997762001076,11,13.705353231045098
CSO-16-11A-JAVABO,1.1161965193486605,-0.6733143626909499,0.4616895774845784,-0.4323855522160115,3.1345632111189095,-3.539492759639751,16,14.460868782960654
CSO-16-11A-JDMUVA,0.2107771331499882,0.14229027559758906,0.11931480012403366,-0.210552378277862,1.9076781252406185,-3.3007449745422326,23,13.262375130847353
CSO-16-11A-VZAOR,2.089015814353824,-1.1219163276385986,-0.8598218569106866,2.140560819911605,0.921551887729643,-0.018496014619993614,4,17.54450647238101
CSO-16-11B-KRORE,-1.8643056404772944,0.6736757957220574,1.229595919142946,-0.4818007927260114,-1.0110681983553282,0.48176099513855397,8,13.421470228000143
CSO-16-11B-LLOZA,2.0419684651012697,-0.21815506306508098,-0.4194068288129502,-1.5518805534496554,5.281797849737591,-6.367948114149188,9,13.159987904917203
CSO-16-11B-YAROMO,-1.0946082034740998,-1.2507663406889762,-5.577250469476547,0.7977656579210277,-4.610604822505264,9.602829486997317,13,12.260977458328677
CSO-16-9A-JALEMO,1.6411093482344088,0.6202045568326724,-1.5396392503033385,-0.09498898361728927,3.937949423548003,-6.107967826666942,13,12.850279417582732
CSO-16-9A-JPROSO,-1.6887751976275052,-1.6491613618731038,-0.41330630075088065,2.2643150316655256,-5.358968272182522,6.0028453252123395,2,13.550561373999074
CSO-16-9A-JSMAGU,1.5748879807558176,0.8628976343131349,0.3768235739552016,0.055757300173638086,3.364499542582778,-3.6873769616624825,19,16.941101219673307
CSO-16-9B-SJPAJI,0.2676571660254064,0.5712171228091943,1.4939363690880658,-0.6100489715371605,0.6399854253923252,-3.131915472209357,24,13.624443789123692
CSO-17-10A-YVGOCA,1.3040924283488513,0.9108064751370427,-1.2327546836323975,-0.9997443648603358,2.8967196096461816,-3.0039852889923804,24,14.26874632520218
CSO-17-10B-EHECO,-0.7316996277513493,0.43098425085030206,-0.39459195827338545,0.5034828002868695,-1.240561332301232,-0.41036336633985865,15,12.550862916026563
CSO-17-10B-YCQUVE,-0.7797680173882624,0.6762641557982031,-1.248770496180547,0.6507034189947358,-1.2858067726705351,1.5503430163635976,12,13.95657745447241
CSO-17-11A-DJAPA,0.2000243967767364,0.4637534277349558,-1.0425150515593902,-0.46748356185479967,3.2795786787079906,-3.3740921706039164,16,13.452877868756794
CSO-17-11A-JDAMO,-3.983123775707551,1.3076496906268802,1.7616071985456283,-0.4377625647393043,0.8828306478824735,0.8348536699067648,6,14.759667016070111
CSO-17-11A-NPAHE,1.6772409815595326,1.0149709195175425,0.3384801844583935,-1.4410694611447215,5.376214791799119,-7.5636989189881465,17,13.795750646756938
CSO-17-11A-RLPAIG,1.6290955443709545,-2.2023627270279182,-1.2806961409982032,-0.7031407319232702,-1.0448615393144716,4.44608876258893,4,15.23773531725124
CSO-17-11A-SPUVA,-0.6631115250468941,0.4522309597783573,1.4939022217467508,-0.7805749281234183,-0.9916425626113298,2.007050696768847,6,15.91146701206753
CSO-17-11B-CDBEBU,2.1314951173937096,0.26229381924710216,-0.25842683670912486,-0.15450160858614673,-3.517251129405062,-0.9526096361981177,13,11.90461187529758
CSO-17-11C-JDAAG,2.6998667200946906,0.9820557766311911,0.12796694812507114,-1.2902846620285675,5.407754761982708,-7.977486104494503,7,14.343485589865809
CSO-17-11C-MAPAMA,1.728298074770305,-0.23537115653561522,-0.4851019611503516,-0.7943914088901922,2.329830843329136,-3.215593709055502,7,13.721282832022997
CSO-17-11C-MCAAG,-1.27972324583165,0.9429778526680788,-0.19832124137899568,-0.3610681813010505,0.7811987836489033,-1.3416431000902385,12,12.937033017270265
CSO-17-11C-SARJA,1.0241703316980328,0.8644022364050871,-0.38182712004968383,-0.7353121515364324,4.772888307122276,-5.168328429977211,8,14.769605323217286
CSO-18-11A-ADBAHO,0.4852929758466021,1.0503690111761383,-0.14729279400215778,-1.0741448912527243,5.0890884810066535,-7.250564768268044,19,12.546360164061685
CSO-18-11B-YLLRE,-0.28888254335009106,1.233752643233836,0.16345985081343328,0.16062769962743284,-1.0716202839797064,0.5573181481558573,22,15.14826766405598
CSO-18-9B-MAMOLO,-3.077732015550045,-1.6948223364033754,-1.6581575842506628,2.4058777234596036,-8.238707582747855,12.408676757891541,10,14.538747111954423
CSO-8-3A-AIPRBR,0.8896391650575992,0.0018128836952143648,1.2408105407421763,-0.09538686889275068,1.9534470885882083,-2.297413095807585,1,16.086521862938078
CSO-8-3A-DAPAVA,0.51389942360199,-1.0082243059381883,-1.0170558147279773,1.0166118684578513,-3.3453051217021827,5.916161852221331,9,16.469700051468042
CSO-8-3A-KVPECO,0.7999403007953052,-0.15852419117226735,2.865523731078613,-0.9367901733715155,5.874987075001294,-7.692655390511513,23,15.146093501375134
CSO-8-4A-ARAGR,0.7303638420306324,0.16208194666496356,-1.416364034278662,0.13828818686688285,-1.7738281205886681,4.1258833393610495,26,16.360037309611414
CSO-8-4A-JRAAR,0.7271602349180555,1.2571418165756154,1.842351127465291,-1.0928578811973877,4.319631314522429,-7.281243184841273,8,14.16579557699795
CSO-9-2A-EXMOCO,-1.0785206678992725,0.8226523895273946,1.6971234920560079,1.7753065356830964,-0.7740970562464786,2.2563048065903475,17,19.09238164926631
CSO-9-4A-AGAPE,2.159619615814778,1.1960354568952307,-0.9361963220313929,0.2868494476898943,1.419896530304731,-2.4420854322638683,4,16.077731445964588
CSO-9-4A-DKVIMO,-0.47865500134184213,0.15329108808412084,1.8275023321690118,-0.7936718493845151,4.781195682551579,-4.385299531168856,4,15.497974870464716
CSO-9-4A-DSMOMU,0.13011647052123504,-1.3065693333153225,0.17242466846306362,0.15287408502653047,2.161712849718556,-3.37743239627231,21,12.32673849369697
CSO-9-4A-DVGATO,-0.18143993559236196,-1.5926108981605978,-0.11008241799104643,0.4166368583752371,-3.1577081444912682,1.795756858081017,9,11.564164469776196
CSO-9-4A-EGCAMO,0.02994529172654769,0.032206452866043615,-0.5072027838034202,-0.14375661652318283,1.170675461895214,-1.0475663740800543,20,13.927913581636366
CSO-9-4A-FAGIGA,1.8843971911499602,-3.036852558884349,-2.3231935882134924,-0.434892622925663,3.0772167920503612,0.15948996342330524,26,13.719777326155342
CSO-9-4A-GSBRCO,-0.7762969574959964,-1.806096940203609,1.5895987475263114,-0.038715112374947694,-0.9354499325914897,2.0697905708994657,10,14.496442525314952
CSO-9-4A-KEMOCO,-1.0409686374897233,0.6378792722393731,1.7851660061597654,-0.40163317524852743,1.2835462521518002,-2.2571149103386845,14,14.400486957029221
CSO-9-4A-LCOMO,0.9128951918408695,-0.5906031743290977,-2.4813446641421915,0.7430307536215853,-3.203000070649224,1.8258750214347117,10,11.60046520733187
CSO-9-4A-MLORO,-0.7059714744125138,0.4746615240616923,2.2107635762908404,-0.561668820917294,0.2388357227263795,-0.8573761903880802,10,15.192856486916241
CSO-9-4A-MPAME,-0.7647012940319,0.19966560544811326,0.7910511518211728,0.1414158253646022,-4.71264377878656,4.770240677257367,31,14.818640336628015
CSO-9-4A-NSARPA,1.1012990485906673,0.1739923458572568,-0.7257494728662425,-0.5407589770303068,4.106778092034688,-4.767475160662953,11,13.741698025478327
CSO-9-4A-SLOCA,-0.7029646543452909,0.4665866226732888,2.498753142739133,-0.072119798073247,-3.2310379219352763,2.0453645184348432,8,15.398194059048668
CSO-9-4A-YVDITR,-2.183444974720261,2.1986553059285487,1.855782406052416,1.0397962783561925,-4.284250638738749,4.536522726426662,22,17.556673252860026
