target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T6W200,VALIDATION,R2,-0.006457,0.019152,-0.00834,-0.004575,1.9659,399,True
MOT,T6W200,VALIDATION,RMSE,7.642098,0.32186,7.61046,7.673736,1.9659,399,True
MOT,T6W200,VALIDATION,MAE,6.492631,0.237161,6.469319,6.515943,1.9659,399,True
MOT,T6W200,VALIDATION,rho,0.022401,0.116202,0.010979,0.033824,1.9659,399,True
MOT,T6W200,TEST,R2,-0.008639,0.025455,-0.011141,-0.006137,1.9659,399,True
MOT,T6W200,TEST,RMSE,7.74147,0.506511,7.691682,7.791259,1.9659,399,True
MOT,T6W200,TEST,MAE,6.558598,0.384603,6.520793,6.596404,1.9659,399,True
MOT,T6W200,TEST,rho,0.041152,0.193725,0.02211,0.060195,1.9659,399,True
COG,T6W200,VALIDATION,R2,-0.005521,0.03245,-0.00871,-0.002331,1.9659,399,True
COG,T6W200,VALIDATION,RMSE,2.200186,0.157236,2.18473,2.215641,1.9659,399,True
COG,T6W200,VALIDATION,MAE,1.703493,0.099471,1.693715,1.713271,1.9659,399,True
COG,T6W200,VALIDATION,rho,0.095479,0.133163,0.082389,0.108568,1.9659,399,True
COG,T6W200,TEST,R2,-0.000724,0.038722,-0.004531,0.003082,1.9659,399,False
COG,T6W200,TEST,RMSE,2.208575,0.223471,2.186608,2.230541,1.9659,399,True
COG,T6W200,TEST,MAE,1.713383,0.144813,1.699148,1.727618,1.9659,399,True
COG,T6W200,TEST,rho,0.131616,0.193478,0.112598,0.150634,1.9659,399,True
MOT_V4,T6W200,VALIDATION,R2,-0.003744,0.026656,-0.006364,-0.001124,1.9659,399,True
MOT_V4,T6W200,VALIDATION,RMSE,3.481374,0.177572,3.46392,3.498829,1.9659,399,True
MOT_V4,T6W200,VALIDATION,MAE,2.881785,0.118163,2.87017,2.8934,1.9659,399,True
MOT_V4,T6W200,VALIDATION,rho,0.087469,0.116752,0.075993,0.098946,1.9659,399,True
MOT_V4,T6W200,TEST,R2,-0.00543,0.037472,-0.009113,-0.001747,1.9659,399,True
MOT_V4,T6W200,TEST,RMSE,3.5146,0.275101,3.487558,3.541641,1.9659,399,True
MOT_V4,T6W200,TEST,MAE,2.922731,0.186881,2.904362,2.941101,1.9659,399,True
MOT_V4,T6W200,TEST,rho,0.099463,0.188547,0.080929,0.117996,1.9659,399,True
COG_V1,T6W200,VALIDATION,R2,-0.012905,0.052546,-0.01807,-0.00774,1.9659,399,True
COG_V1,T6W200,VALIDATION,RMSE,1.397251,0.081713,1.389219,1.405283,1.9659,399,True
COG_V1,T6W200,VALIDATION,MAE,1.087237,0.063853,1.080961,1.093514,1.9659,399,True
COG_V1,T6W200,VALIDATION,rho,0.102605,0.135372,0.089298,0.115911,1.9659,399,True
COG_V1,T6W200,TEST,R2,-0.016713,0.062759,-0.022882,-0.010544,1.9659,399,True
COG_V1,T6W200,TEST,RMSE,1.352399,0.120491,1.340555,1.364243,1.9659,399,True
COG_V1,T6W200,TEST,MAE,1.043742,0.089865,1.034908,1.052575,1.9659,399,True
COG_V1,T6W200,TEST,rho,0.095971,0.17968,0.078309,0.113633,1.9659,399,True
