subject,pe_T2W10,l2_T2W10,l3_T2W10,diameter_T2W10
CSO-8-3A-DAPAVA,0.238095238095238,0.238095238095238,0.6147186147186147,6.956709956709957
CSO-8-3A-KVPECO,0.813953488372093,0.5348837209302325,0.0,5.790697674418604
CSO-8-4A-ARAGR,0.0,0.0,0.1604938271604938,6.382716049382716
CSO-8-4A-JRAAR,0.2962962962962963,0.2962962962962963,0.5185185185185185,5.851851851851852
CSO-9-2A-EXMOCO,0.1438848920863309,0.1438848920863309,0.0287769784172661,7.503597122302159
CSO-9-4A-AGAPE,0.2560975609756097,0.1707317073170731,0.1768292682926829,7.621951219512195
CSO-9-4A-DKVIMO,0.1012658227848101,0.1012658227848101,0.0886075949367088,7.6075949367088604
CSO-9-4A-DSMOMU,0.226950354609929,0.226950354609929,0.2765957446808511,6.886524822695035
CSO-9-4A-DVGATO,0.3511904761904761,0.3333333333333333,0.1666666666666666,6.714285714285714
CSO-9-4A-FAGIGA,0.3457943925233644,0.2336448598130841,0.1775700934579439,7.196261682242991
CSO-9-4A-GSBRCO,0.0273972602739726,0.0273972602739726,0.1917808219178082,7.232876712328767
CSO-9-4A-KEMOCO,0.0,0.0,0.1176470588235294,6.372549019607843
CSO-9-4A-LCOMO,0.3134328358208955,0.2238805970149253,0.208955223880597,6.104477611940299
CSO-9-4A-MLORO,0.3870967741935484,0.3870967741935484,0.4193548387096774,6.096774193548387
CSO-9-4A-MPAME,0.4509803921568627,0.392156862745098,0.0,6.666666666666667
CSO-9-4A-NSARPA,0.0142857142857142,0.0142857142857142,0.3,7.357142857142857
CSO-9-4A-SLOCA,0.55,0.375,0.1875,6.15
CSO-9-4A-YVDITR,0.0,0.0,0.1071428571428571,6.821428571428571
