feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG,r_MOT_V4,p_MOT_V4,r_partial_MOT_V4,p_partial_MOT_V4,r_COG_V1,p_COG_V1,r_partial_COG_V1,p_partial_COG_V1
lsc,raw,7,T7W20,249,0.10334582898572471,0.10375340772651094,0.10956147644301797,0.08509737136514998,0.031179296399255603,0.6243855079585773,0.07912755799274014,0.2143271248455601,0.09599109419768324,0.13089482655266005,0.10572325956066672,0.09667751208994253,0.07799399824587598,0.22004785103028024,0.0998348396458772,0.11683958914284033
diameter,raw,7,T7W20,249,-0.03478342819945454,0.5848756748109937,-0.043160722486391544,0.49867422137285805,0.08841888474826674,0.1642461196200885,0.019968348767598725,0.754353296860271,-0.06497024375704306,0.30719102905994533,-0.08107958531554653,0.20319980603357543,-0.02475704916973273,0.6974584613624507,-0.0585297771790715,0.35869301919657726
density,raw,7,T7W20,249,0.02147586265672277,0.7359532245637818,0.030463952956854647,0.6330531501694786,-0.10046303348342754,0.11380800508205283,-0.023170279046203203,0.7165367198210567,0.061346339627482815,0.33501263706688356,0.08030719286246425,0.2075516864312147,0.026920818377087524,0.6724831494121865,0.06634755184749218,0.2980097648686479
asp,raw,7,T7W20,249,-0.023733265359223585,0.7093920478523122,-0.031889335421913315,0.617227328104845,0.10684738342086496,0.09249924810241014,0.036973600215687234,0.562240091680389,-0.05800192091355776,0.36207563006241567,-0.07459056254927264,0.24186013838201373,-0.014056963662815024,0.8253182909300456,-0.04874309131989429,0.4447579885829499
l1,raw,7,T7W20,249,-0.013524289852581223,0.8318374307879388,-0.012494506818708498,0.8447844998151529,0.09668776173512947,0.12811000572819886,0.11175126532150272,0.07900723182113709,-0.07044467660029391,0.26812911382494947,-0.06856467730255673,0.28212011120545066,0.08409885500480244,0.1859269860500767,0.0899603604874845,0.15783066088469452
atd,raw,7,T7W20,249,0.00802130686292723,0.899780030169108,0.015142055374078136,0.8124502571144054,-0.07253135514878187,0.2541742310258129,0.00012890701775572066,0.9983884546633259,0.04170514718971225,0.5124227821516366,0.05717349219893808,0.36995697813514544,0.03636426771879799,0.5679182245281369,0.07243142908107227,0.255796768896249
edges,raw,7,T7W20,249,0.08442893046759908,0.18419969308803377,0.0849516879773739,0.1823764581043887,0.12297334894907375,0.05261286027119963,0.13165900202932346,0.03827282212880695,0.05122155895326336,0.42097895163446797,0.05219961167537223,0.4131028671891227,0.033645578755640435,0.597224177120851,0.03623928538573792,0.5700347879409317
nodes,raw,7,T7W20,249,0.006294715287666077,0.9212731566892256,-1.1537907981214825e-05,0.999855757470849,0.09436965408850671,0.13755680401290313,0.02254219089846295,0.7239038594994507,-0.03579444149631669,0.5740036704852152,-0.05116669883642046,0.422420615536899,-0.02648403544158357,0.6774969492777809,-0.06248442438509968,0.3270898656703391
pe,raw,7,T7W20,249,-0.04864547968272851,0.4447463546757253,-0.0464097258747059,0.46688243049293576,-0.08883878179224573,0.16224421033339376,-0.05828929094037583,0.36067447103731926,-0.051041348632269966,0.42261711116046535,-0.04622005134386385,0.46870716193581846,0.0018866412395817374,0.976369376793125,0.016243819267764557,0.7990843054284525
re,raw,7,T7W20,249,-0.07152712150355334,0.26082616645836837,-0.06974448248071002,0.27390181607305847,-0.019345018510412766,0.761317070844501,0.008945988352806718,0.8885235970960894,-0.0418361537256053,0.5110977199662955,-0.037547028511483095,0.5561889952254994,0.052675530797586745,0.40789808474095796,0.06564921120414018,0.3031353440478242
lcc,raw,7,T7W20,249,0.022991271865865866,0.71808569701467,0.017753453192673355,0.7808656452575998,0.13845576976857996,0.028937785537075024,0.07018014199961824,0.27090862054509673,-0.02007454262628355,0.7526031189344895,-0.034518224469661886,0.5885016954923021,0.006333110407195787,0.9207945221245831,-0.027606149338567892,0.6652848953146336
l3,raw,7,T7W20,249,0.025026320624940784,0.6943319095751821,0.02641081346608983,0.6789554884736807,-0.004106197570778426,0.9485968317972125,0.011523077459779504,0.8567170162801637,0.0294896334771333,0.6432942275559345,0.03213099227404244,0.6145614067406809,0.053583622924277846,0.39985186386363,0.060639049583687245,0.3416065415695864
l2,raw,7,T7W20,249,-0.0307092443348987,0.6296218402866783,-0.028279628141844322,0.6576306515279132,-0.08083265298576477,0.2036643276878307,-0.05031865117446024,0.4301614069668052,-0.03558238501515894,0.5762761342299323,-0.03061528648811512,0.6313648026030688,0.00469149980721489,0.941282103516831,0.018948029277047352,0.766532913915219
