feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG,r_MOT_V4,p_MOT_V4,r_partial_MOT_V4,p_partial_MOT_V4,r_COG_V1,p_COG_V1,r_partial_COG_V1,p_partial_COG_V1,abs_r_MOT,abs_r_partial_MOT,abs_r_COG,abs_r_partial_COG,abs_r_MOT_V4,abs_r_partial_MOT_V4,abs_r_COG_V1,abs_r_partial_COG_V1
nodes,raw,2,T2W30,230,-0.07515923421017731,0.25627380737054145,-0.08537557268145136,0.19800772276891052,0.04082292459640936,0.5378984900989073,-0.005885197588250939,0.9294215765375797,-0.08501111465641274,0.1989462368820534,-0.09617202952882098,0.14685013773939098,0.1260615405905685,0.056258985599789105,0.10603533869561786,0.10952321369092881,0.07515923421017731,0.08537557268145136,0.04082292459640936,0.005885197588250939,0.08501111465641274,0.09617202952882098,0.1260615405905685,0.10603533869561786
edges,raw,2,T2W30,230,-0.008901270822776657,0.8931957103515163,-0.013718484998415192,0.8364222110156495,0.19446828163328686,0.003061307045153706,0.17332769761675038,0.008576351263877902,0.007323015832039977,0.9120482049060876,0.0022470775763240715,0.9730219514618507,0.28140241188093634,1.4756370559668256e-05,0.27180861070096685,3.053096438644746e-05,0.008901270822776657,0.013718484998415192,0.19446828163328686,0.17332769761675038,0.007323015832039977,0.0022470775763240715,0.28140241188093634,0.27180861070096685
re,raw,2,T2W30,230,0.012330425040022526,0.8524538820870194,0.019401262371052736,0.7702749752432227,-0.05121241582148935,0.4395516983246958,-0.013531693329957739,0.8386188619247149,0.03542735550179016,0.5929797794594384,0.04344908345206517,0.5129733388040488,-0.07884181740079596,0.23363960030260295,-0.061168327221853176,0.356819430346112,0.012330425040022526,0.019401262371052736,0.05121241582148935,0.013531693329957739,0.03542735550179016,0.04344908345206517,0.07884181740079596,0.061168327221853176
pe,raw,2,T2W30,230,0.1322422949885898,0.04513073258761378,0.13760686022284002,0.03744455565184329,0.026850517690225867,0.6854314482489828,0.05323816954756792,0.4226687619852688,0.13920254481332517,0.03486765613371154,0.145000816117927,0.02824545460156599,-0.0154284283826446,0.8159767313088242,-0.0031757178530449006,0.9618800448599247,0.1322422949885898,0.13760686022284002,0.026850517690225867,0.05323816954756792,0.13920254481332517,0.145000816117927,0.0154284283826446,0.0031757178530449006
l1,raw,2,T2W30,230,0.0017172111483759484,0.9793363636688657,0.010707867913113758,0.8719694792726316,-0.04598819540909781,0.48767415844519885,0.0034149939691660723,0.9590103003052232,-0.019125210872975043,0.7729684162723671,-0.009959620421587533,0.8808471714413819,0.019422080755988495,0.769542604089793,0.04528272413597882,0.4953325749308316,0.0017172111483759484,0.010707867913113758,0.04598819540909781,0.0034149939691660723,0.019125210872975043,0.009959620421587533,0.019422080755988495,0.04528272413597882
l2,raw,2,T2W30,230,0.13751649215145084,0.03715203525851396,0.14499398195424812,0.028252970880215136,0.017541390576330966,0.7913181700739895,0.05192484409859816,0.43421853895960133,0.14179138740831254,0.03159251483250875,0.1498214628934232,0.02335253892914339,-0.026634062529392426,0.6878340972326722,-0.01065218816548616,0.8726295625295706,0.13751649215145084,0.14499398195424812,0.017541390576330966,0.05192484409859816,0.14179138740831254,0.1498214628934232,0.026634062529392426,0.01065218816548616
l3,raw,2,T2W30,230,-0.040983307747106755,0.5363010849601008,-0.042127399479533534,0.5258874647110234,-0.046867396393517446,0.4793829103686141,-0.05440402960902669,0.4125672608664034,-0.0010396026114588006,0.9874893184751873,-0.0022286713246673084,0.9732428512817496,-0.08502851394821138,0.19885399240486787,-0.08866426536396947,0.18121409044974865,0.040983307747106755,0.042127399479533534,0.046867396393517446,0.05440402960902669,0.0010396026114588006,0.0022286713246673084,0.08502851394821138,0.08866426536396947
lcc,raw,2,T2W30,230,-0.06277746657082221,0.3432234384441819,-0.07436811766189363,0.26237807152315673,0.0694599521033145,0.2942055791277769,0.01757589443464334,0.7913665334959088,-0.06605389129872137,0.3185759348180755,-0.07855342027015966,0.23639150719153837,0.16006057502574156,0.01510299481529246,0.13873344087922246,0.035897571121152265,0.06277746657082221,0.07436811766189363,0.0694599521033145,0.01757589443464334,0.06605389129872137,0.07855342027015966,0.16006057502574156,0.13873344087922246
lsc,raw,2,T2W30,230,0.026630217065476688,0.6878768102264986,0.020558609620928935,0.7569880205515664,0.1464082834214766,0.026400334245027218,0.1147248769503236,0.08321549141036547,0.03115801906819666,0.6383019018166233,0.024621377077776938,0.7109307676994459,0.14218619888946882,0.031116833532831772,0.12678467211410382,0.05538554952790085,0.026630217065476688,0.020558609620928935,0.1464082834214766,0.1147248769503236,0.03115801906819666,0.024621377077776938,0.14218619888946882,0.12678467211410382
atd,raw,2,T2W30,230,0.06869304149989172,0.29958146464289187,0.0760872233890258,0.2514762980969772,0.003498893511211183,0.9579116613192022,0.0407457405827756,0.5395619108350149,0.0948009301904083,0.15182253395232226,0.10311261896374885,0.1197108111002891,-0.051259201513289644,0.43913334132185583,-0.03418283864956629,0.6068326076994545,0.06869304149989172,0.0760872233890258,0.003498893511211183,0.0407457405827756,0.0948009301904083,0.10311261896374885,0.051259201513289644,0.03418283864956629
density,raw,2,T2W30,230,0.03103070494657919,0.6396754249225252,0.036654077280690506,0.5810669008728482,-0.0042497247491541925,0.948891076742029,0.0263490362028008,0.6916475769790326,0.06482188944942993,0.3277053948937811,0.07123457803887934,0.28307371496960293,-0.07610304400202468,0.25033366411368624,-0.06229137431134715,0.3480425791132187,0.03103070494657919,0.036654077280690506,0.0042497247491541925,0.0263490362028008,0.06482188944942993,0.07123457803887934,0.07610304400202468,0.06229137431134715
diameter,raw,2,T2W30,230,-0.07222225649343732,0.2753775690678295,-0.07985331181279949,0.22870155324212074,-0.014752670020334889,0.823902547902667,-0.053270416690640074,0.422387438193385,-0.08599620754302129,0.19377243415396905,-0.09438701201954651,0.1545336897993297,0.08072582231752977,0.22262079309448957,0.06387465473418476,0.3359027037779221,0.07222225649343732,0.07985331181279949,0.014752670020334889,0.053270416690640074,0.08599620754302129,0.09438701201954651,0.08072582231752977,0.06387465473418476
asp,raw,2,T2W30,230,-0.0764644153753223,0.24808475540071617,-0.08436937908410806,0.20336499275912762,-0.012880794066066133,0.8459483125004176,-0.052248533887225404,0.43135521721092795,-0.08558925520039803,0.1958977627508559,-0.0942038322375865,0.1553390334032396,0.10124477550528645,0.12576348300281456,0.08443287278012573,0.20302386551003532,0.0764644153753223,0.08436937908410806,0.012880794066066133,0.052248533887225404,0.08558925520039803,0.0942038322375865,0.10124477550528645,0.08443287278012573
z_re,z,2,T2W30,230,-0.000662422747765995,0.9920281458182677,0.0032322893460758734,0.96120151219603,-0.04556289243318307,0.49171237004695856,-0.02436057834900568,0.7138580569320622,-0.0058521171095963975,0.9296629181021565,-0.0016653474049670009,0.9800044031105767,-0.028483357251252065,0.6674101429817778,-0.017799873865152308,0.7887699969900237,0.000662422747765995,0.0032322893460758734,0.04556289243318307,0.02436057834900568,0.0058521171095963975,0.0016653474049670009,0.028483357251252065,0.017799873865152308
z_pe,z,2,T2W30,230,0.13394464380647159,0.04241171658495597,0.13470048413171534,0.04169775200990014,0.04254112076440978,0.5209098132512112,0.04729457567878876,0.47635396644819605,0.13404363613177916,0.042257933566476655,0.1348697050238927,0.04143943038322402,0.024906662621050197,0.7071187355735931,0.026855841879602972,0.6860277021200052,0.13394464380647159,0.13470048413171534,0.04254112076440978,0.04729457567878876,0.13404363613177916,0.1348697050238927,0.024906662621050197,0.026855841879602972
z_l1,z,2,T2W30,230,-0.03151493498797892,0.6344579101422624,-0.025280162232513913,0.7035552702071974,-0.04949204315445058,0.45509229696802944,-0.012517231690363544,0.8505702255391709,-0.062238223565863296,0.3473930121362868,-0.05593694191620158,0.3995040891090525,0.03770677119423439,0.5693980853694366,0.05748392752238154,0.3865748288238905,0.03151493498797892,0.025280162232513913,0.04949204315445058,0.012517231690363544,0.062238223565863296,0.05593694191620158,0.03770677119423439,0.05748392752238154
z_l2,z,2,T2W30,230,0.13023320070628344,0.048526020792919136,0.13168796924056872,0.046527889278314444,0.03631410737668853,0.5837531127518214,0.04468024736992787,0.5010930423424441,0.11899667895743914,0.07166399883781663,0.12055871458950598,0.06859948018473744,0.024615359588137153,0.7103897189521995,0.028401681476155495,0.6689935303264599,0.13023320070628344,0.13168796924056872,0.03631410737668853,0.04468024736992787,0.11899667895743914,0.12055871458950598,0.024615359588137153,0.028401681476155495
z_l3,z,2,T2W30,230,-0.10825577118204113,0.10149446843509381,-0.11437047708896257,0.08417854495038696,-0.08009265385993931,0.2262819449348954,-0.1123229357779175,0.08991930700317757,-0.07331609953616537,0.2681527691620842,-0.07953540989719315,0.23056566134363063,-0.05739379007945316,0.38627526666503115,-0.07262129546688591,0.27378332397632205,0.10825577118204113,0.11437047708896257,0.08009265385993931,0.1123229357779175,0.07331609953616537,0.07953540989719315,0.05739379007945316,0.07262129546688591
z_lsc,z,2,T2W30,230,0.027799049410346728,0.6749402608989494,0.024044628306576582,0.7174099913749413,0.09939938672138889,0.13284482713176082,0.0797140779125947,0.2295166745926923,0.015249966567261143,0.8180680881482624,0.011099774138978735,0.8673259627254869,0.0597667699162613,0.36691009757862203,0.049379695340349035,0.45710942115680564,0.027799049410346728,0.024044628306576582,0.09939938672138889,0.0797140779125947,0.015249966567261143,0.011099774138978735,0.0597667699162613,0.049379695340349035
z_density,z,2,T2W30,230,-0.08093453490123054,0.22142324270795832,-0.0904758402339642,0.17242422478542843,0.03749070878541729,0.5716141645468792,-0.006197059443213157,0.9256920522705572,-0.07581856166256355,0.2521139924987988,-0.08591187244312447,0.19519455648737785,0.016880377489847904,0.7990112582787023,-0.00479511057094845,0.9424693898570558,0.08093453490123054,0.0904758402339642,0.03749070878541729,0.006197059443213157,0.07581856166256355,0.08591187244312447,0.016880377489847904,0.00479511057094845
z_diameter,z,2,T2W30,230,-0.024695238502781467,0.7094922441084714,-0.01938284567722804,0.7704869624827662,-0.11711072784218929,0.07631168374709633,-0.08892260255458087,0.17994080909189458,-0.01242615542621467,0.8513215832281629,-0.00651674695331327,0.9218706254890856,-0.07312820676851967,0.26938450394763314,-0.058565488634398796,0.3776879712059035,0.024695238502781467,0.01938284567722804,0.11711072784218929,0.08892260255458087,0.01242615542621467,0.00651674695331327,0.07312820676851967,0.058565488634398796
z_asp,z,2,T2W30,230,-0.02011553786658706,0.7615577599249452,-0.014421426372100716,0.8281671785639528,-0.11650597466049947,0.07785271052103097,-0.08638404624108699,0.19274196170914526,0.003884906577704826,0.953273308527384,0.01037049771303716,0.8759703431261294,-0.05469809714357438,0.40901040620039725,-0.038897997900328496,0.5581214586254947,0.02011553786658706,0.014421426372100716,0.11650597466049947,0.08638404624108699,0.003884906577704826,0.01037049771303716,0.05469809714357438,0.038897997900328496
