target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T7W50,VALIDATION,R2,-0.010424,0.018003,-0.012194,-0.008654,1.9659,399,True
MOT,T7W50,VALIDATION,RMSE,7.771312,0.337111,7.738175,7.804449,1.9659,399,True
MOT,T7W50,VALIDATION,MAE,6.65841,0.25165,6.633674,6.683146,1.9659,399,True
MOT,T7W50,VALIDATION,rho,-0.009663,0.121525,-0.021609,0.002282,1.9659,399,False
MOT,T7W50,TEST,R2,-0.011025,0.025595,-0.013541,-0.008509,1.9659,399,True
MOT,T7W50,TEST,RMSE,7.724203,0.484788,7.67655,7.771856,1.9659,399,True
MOT,T7W50,TEST,MAE,6.578555,0.355375,6.543623,6.613487,1.9659,399,True
MOT,T7W50,TEST,rho,0.005732,0.182228,-0.01218,0.023644,1.9659,399,False
COG,T7W50,VALIDATION,R2,-0.013633,0.035101,-0.017083,-0.010182,1.9659,399,True
COG,T7W50,VALIDATION,RMSE,2.186716,0.187868,2.168249,2.205182,1.9659,399,True
COG,T7W50,VALIDATION,MAE,1.696943,0.125209,1.684635,1.70925,1.9659,399,True
COG,T7W50,VALIDATION,rho,0.021004,0.121012,0.009109,0.032899,1.9659,399,True
COG,T7W50,TEST,R2,-0.015801,0.043105,-0.020038,-0.011564,1.9659,399,True
COG,T7W50,TEST,RMSE,2.158963,0.253115,2.134083,2.183843,1.9659,399,True
COG,T7W50,TEST,MAE,1.669222,0.166374,1.652868,1.685576,1.9659,399,True
COG,T7W50,TEST,rho,0.039768,0.201739,0.019938,0.059598,1.9659,399,True
MOT_V4,T7W50,VALIDATION,R2,-0.008176,0.023134,-0.01045,-0.005902,1.9659,399,True
MOT_V4,T7W50,VALIDATION,RMSE,3.510794,0.176028,3.493491,3.528096,1.9659,399,True
MOT_V4,T7W50,VALIDATION,MAE,2.928448,0.114765,2.917167,2.939729,1.9659,399,True
MOT_V4,T7W50,VALIDATION,rho,0.044775,0.122388,0.032745,0.056806,1.9659,399,True
MOT_V4,T7W50,TEST,R2,-0.009371,0.030332,-0.012352,-0.006389,1.9659,399,True
MOT_V4,T7W50,TEST,RMSE,3.502638,0.27254,3.475848,3.529427,1.9659,399,True
MOT_V4,T7W50,TEST,MAE,2.911813,0.180089,2.894111,2.929516,1.9659,399,True
MOT_V4,T7W50,TEST,rho,0.055818,0.192147,0.036931,0.074706,1.9659,399,True
COG_V1,T7W50,VALIDATION,R2,-0.011697,0.02644,-0.014296,-0.009098,1.9659,399,True
COG_V1,T7W50,VALIDATION,RMSE,1.340489,0.076037,1.333015,1.347963,1.9659,399,True
COG_V1,T7W50,VALIDATION,MAE,1.019751,0.055527,1.014293,1.025209,1.9659,399,True
COG_V1,T7W50,VALIDATION,rho,-0.029198,0.123035,-0.041292,-0.017104,1.9659,399,True
COG_V1,T7W50,TEST,R2,-0.013872,0.031289,-0.016947,-0.010796,1.9659,399,True
COG_V1,T7W50,TEST,RMSE,1.342896,0.115634,1.33153,1.354263,1.9659,399,True
COG_V1,T7W50,TEST,MAE,1.0286,0.084842,1.02026,1.036939,1.9659,399,True
COG_V1,T7W50,TEST,rho,-0.015592,0.176575,-0.032948,0.001765,1.9659,399,False
