subject,re_T6W50,pe_T6W50,l3_T6W50,y_true,y_pred
CSO-10-4A-LRAVI,-0.793233672274809,-0.31346191172313514,-0.44856167568266614,3,6.563790359367007
CSO-10-4A-LSCAVA,-0.017884734657356634,-0.27267692958438633,0.10226873961572251,8,7.930754694421598
CSO-10-5A-ACAVA,0.1715402787532382,0.052267770636016,0.08731984900406879,6,8.430175517440942
CSO-10-5A-ARACA,-0.04207150768927806,-0.028864789453691943,0.3258498116680344,7,8.373961133572683
CSO-10-5A-DABRZA,-0.7376380153933053,-0.2138317459948323,-0.4429870412844033,6,6.724590816375075
CSO-10-5A-GZAMA,0.055402197144095264,0.08381623460895979,-0.15178643752987436,6,8.106479613270801
CSO-10-5A-IPECA,0.13114269041134977,0.06003342731090184,-0.022974858433055842,7,8.287248878336815
CSO-10-5A-JANORO,0.1689788781226478,-0.0035814912475201073,0.01568933133637653,7,8.300134337259124
CSO-10-5A-JBUVE,0.19944986345326757,0.08186125581018572,-0.2758566903206663,9,8.124502047990406
CSO-10-5A-JJSEMO,-0.1926227744257035,0.08982221343075711,-0.07147906086536622,10,7.944767997187305
CSO-10-5A-JLCARI,0.14717706803534994,0.04995794377822332,0.3475800612591847,9,8.663762692120377
CSO-10-5A-MAARAN,-0.3279225640718651,0.09452122983173963,-0.3478723754919654,9,7.5377739093155265
CSO-10-5A-MAOSMO,0.16608600071604898,0.046116262096485276,0.3088187053714202,7,8.640068587231575
CSO-10-5A-RVMOIB,0.1989562559706152,0.04688178008113527,0.012797419725798388,4,8.37768307482517
CSO-10-5A-SVHEES,0.15753156108907382,0.0574486275348354,0.01724913243745931,6,8.35127694010899
CSO-11-5A-MDVOSPE,-0.0038716636784855776,0.06250294524305014,-0.02877576579317706,7,8.148903134819006
CSO-11-5A-MTAGA,0.13614317086289648,0.05996936602752917,0.2643429934960643,6,8.579503149434109
CSO-11-6A-CAPAMU,0.14057583349942251,-0.0010269146099155647,0.02501293909031355,9,8.283609477027442
CSO-11-6A-DSCACH,0.11890653019965079,-0.1318409916088379,0.21729620408805575,7,8.32340936172649
CSO-11-6A-EROMO,0.0845433124004501,-0.21089010398177715,0.05004614752884711,7,8.04274697499514
CSO-11-6A-FSOVRE,-0.28039952872391966,0.012932256951228405,-0.45340409852463753,7,7.398176248750288
CSO-11-6B-ANREVA,0.06943427466757725,0.06609645456054743,-0.14499864702488355,11,8.109579701250862
CSO-11-6B-DISEMO,0.13881050644299878,0.05688056656295909,0.09894393859481725,8,8.413682630648395
CSO-11-6B-LHFDLACH,-0.28950575896835823,-0.15839600138529453,-0.6417181499187938,6,7.0294277087751675
CSO-11-6B-RJGIHE,0.22879655890106873,0.07783270734652796,-0.23338883515018535,8,8.192288050145033
CSO-11-6B-SFLVA,-0.05899065587328094,-0.1777977580796646,-0.40966488906529747,8,7.472594316029374
CSO-11-6B-VCOMA,0.13298264938869306,0.05958497346379434,0.011035982203096505,9,8.322651224103204
CSO-12-6A-DGISE,-0.062059670000583406,-0.08123455200179214,0.09503954249001366,5,8.070792939535258
CSO-12-6A-FJOVRE,0.14837023758614906,0.07515363776305806,-0.09842928500648541,7,8.244142209390342
