subject,re_T6W50,pe_T6W50,l3_T6W50
CSO-8-3A-DAPAVA,0.6943138384791852,1.9942131870561497,0.3083472376441651
CSO-8-3A-KVPECO,0.49288100638587506,-1.528122733489879,0.4103297462877842
CSO-8-4A-ARAGR,-0.2216990394221995,1.673741679654327,-0.840480959845027
CSO-8-4A-JRAAR,1.8022050178364835,-0.10883847796687474,1.5173579878022825
CSO-9-2A-EXMOCO,1.04987547464279,-0.40175640904048415,0.6420494064705933
CSO-9-4A-AGAPE,-0.738707360093212,0.5170259888487486,0.13516250050478648
CSO-9-4A-DKVIMO,0.6903363476813841,-0.8232770218545293,-0.1441347039404336
CSO-9-4A-DSMOMU,-0.9073692316894979,-0.6870392589076519,-1.224052001290053
CSO-9-4A-DVGATO,0.14256303752794472,0.09539751640178952,-0.3936986765811579
CSO-9-4A-EGCAMO,0.7648242663947223,1.1309172994227883,1.0122974710439807
CSO-9-4A-FAGIGA,-0.8612051834445738,0.8539382401977959,-0.7810018587913697
CSO-9-4A-GSBRCO,1.5033064952235913,-0.10162752986648885,1.315860306039467
CSO-9-4A-KEMOCO,1.10093972765267,-0.6154494792571024,1.1807031253484026
