feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
asp_T7W20,0.21592249890860182,0.7036549210064165,1.0,107,0.2675
diameter_T7W20,-0.20577106897513028,0.7102837283836035,1.0,103,0.2575
l3_T7W20,0.04979789475339935,0.058538276881016434,1.0,210,0.525
lcc_T7W20,0.04940440874422298,0.15822714387748435,1.0,58,0.145
lsc_T7W20,0.037040787129524175,0.06528148807224164,1.0,134,0.335
re_T7W20,0.024837974859540757,0.03298481704149168,1.0,160,0.4
nodes_T7W20,-0.018841392986554795,0.1033915551579091,1.0,109,0.2725
edges_T7W20,0.012281504640376644,0.015380033086920085,1.0,170,0.425
atd_T7W20,0.005554836400950545,0.015080671938546156,1.0,194,0.485
l1_T7W20,0.004238026209244611,0.02048412655761997,1.0,362,0.905
l2_T7W20,0.002894306046234459,0.012389626878548839,1.0,126,0.315
pe_T7W20,0.00163689598443659,0.015565780644500293,1.0,139,0.3475
density_T7W20,-0.000307884832010827,0.035625083698342545,1.0,128,0.32
