subject,z_lsc_T2W20,z_density_T2W20,z_diameter_T2W20,z_asp_T2W20
CDMS-10-4A-JURAN,-0.5401764442147323,-0.668060010855303,0.6827143127091911,0.7664017648124838
CDMS-10-5A-HEPIHO,0.2770058725983695,0.3819791237320022,-0.1867278389405371,-0.268896724130895
CDMS-10-5A-KSRAGU,0.04810488500669,-0.3841098400256854,0.2299522166454614,0.3174838167394776
CDMS-10-5A-SROPU,-0.3702451887317526,-0.624882093576935,0.4548646010363633,0.6286249553307015
CDMS-10-5A-SZURO,0.2298309426080672,0.2940519209020831,-0.1401493414656281,-0.3206927372854252
CDMS-10-5B-SRAJA,-0.6312694396522548,-0.4077471044470926,0.7907336710844045,0.7244764235532711
CDMS-10-5C-DAAUSA,-0.2241761192776668,-0.0770404919282406,0.2177096002816519,0.2489325683519241
CDMS-10-5C-ICAPA,0.1611118081815045,-0.8060558904883798,0.4043895398129088,0.4352305178296208
CDMS-10-5C-JFALGI,0.3376154492242953,0.8620035092694311,-0.6380692567543508,-0.7333639533837457
CDMS-10-5C-MAORTO,-0.1730860059870174,-0.2036286827452362,-0.6236371420814285,-0.5406028632384151
CDMS-10-5C-NBEMO,0.0121140526453695,-0.5230632192801973,0.2448039844515845,0.2535453078619058
CDMS-10-6B-ASCACO,-0.2072951556460501,-0.8996499423088158,0.5498185662463201,0.7187425429130704
CDMS-10-6B-JJMOBE,0.9146566866224336,0.870480578290831,-0.5363028669622395,-0.733587899058699
CDMS-11-5A-EAARCA,-0.1263026690141502,-0.5035382586585394,0.2825022828913812,0.324817956416474
CDMS-11-5A-MGTHAR,0.1151841180568014,-0.1099235733802776,-0.1138980919574288,-0.0351770305125402
CDMS-11-6A-DFVEBE,-1.2549886544186672,-0.3522946509290682,1.0982520206328328,1.2783257366440772
CDMS-11-6A-NMREPR,-0.9313668999754244,-0.6219587592719209,1.03089963386774,1.12291504146807
CDMS-11-6B-ARAHE,-0.3977096209753882,-0.6913198813263892,0.6520693711491171,0.7899845846448126
CDMS-11-6B-AVROTO,0.3570568538440437,0.0908852483653966,-0.1182836681038844,-0.0880961511352758
CDMS-11-6B-EAFESA,-0.4179008509195808,-1.0474109390785342,0.8140472481307407,0.8702775291453928
CDMS-11-6B-EFRGR,-0.3009041283890554,-0.9051275618523102,0.6424797823176635,0.7452523081056595
CDMS-11-6B-EROCO,-0.5295048024883272,-0.6669189945124175,0.7866768714598129,0.9197682532256533
CDMS-11-6B-JACUPE,-0.4954997722787423,-0.7902954786030111,0.6996703932677334,0.7372376367139175
CDMS-11-6B-JDCHBA,-0.4279614462220712,-0.4986731137535043,0.6060579081508446,0.6413110447020828
CDMS-11-6B-JFSAHE,0.3676384079176834,-0.2977839964395533,-0.1537746080643713,-0.0452181279358543
CDMS-11-6B-JLPENA,-0.1540084050586936,-0.4775983400994038,0.3101284200541147,0.54133859310775
CDMS-11-6B-JMARME,-0.4052601324290107,-0.6264515563310884,0.5236881823483757,0.6100537961606458
CDMS-11-6B-JPSAMA,-0.0885048488068217,0.0365773409815035,-0.0489131221085772,0.0435854524516776
CDMS-11-6B-LESTA,0.1365495432555469,-0.2950368922733993,0.0840792452370486,0.1652049566486357
CDMS-11-6B-MAGIMU,-0.8421441109107386,-1.7118453765615982,1.5308390745723013,1.4754049148879251
CDMS-11-6B-MEBRTA,-0.9007171071176491,-1.1635559133045663,1.144796440217353,1.4220966481640909
