target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T6W40,VALIDATION,R2,-0.002861,0.017613,-0.004592,-0.00113,1.9659,399,True
MOT,T6W40,VALIDATION,RMSE,7.608617,0.313038,7.577847,7.639388,1.9659,399,True
MOT,T6W40,VALIDATION,MAE,6.455475,0.243499,6.43154,6.47941,1.9659,399,True
MOT,T6W40,VALIDATION,rho,0.049409,0.109509,0.038645,0.060174,1.9659,399,True
MOT,T6W40,TEST,R2,-0.001141,0.02685,-0.00378,0.001498,1.9659,399,False
MOT,T6W40,TEST,RMSE,7.784864,0.489233,7.736774,7.832954,1.9659,399,True
MOT,T6W40,TEST,MAE,6.644492,0.384517,6.606695,6.682289,1.9659,399,True
MOT,T6W40,TEST,rho,0.07614,0.185524,0.057904,0.094377,1.9659,399,True
COG,T6W40,VALIDATION,R2,-0.010923,0.075608,-0.018355,-0.003491,1.9659,399,True
COG,T6W40,VALIDATION,RMSE,2.25236,0.193946,2.233296,2.271425,1.9659,399,True
COG,T6W40,VALIDATION,MAE,1.757632,0.128734,1.744978,1.770286,1.9659,399,True
COG,T6W40,VALIDATION,rho,0.126962,0.129672,0.114216,0.139709,1.9659,399,True
COG,T6W40,TEST,R2,-0.016707,0.0881,-0.025367,-0.008047,1.9659,399,True
COG,T6W40,TEST,RMSE,2.179996,0.276112,2.152855,2.207137,1.9659,399,True
COG,T6W40,TEST,MAE,1.699293,0.191964,1.680424,1.718163,1.9659,399,True
COG,T6W40,TEST,rho,0.119983,0.197383,0.100581,0.139385,1.9659,399,True
MOT_V4,T6W40,VALIDATION,R2,0.001049,0.029259,-0.001827,0.003925,1.9659,399,False
MOT_V4,T6W40,VALIDATION,RMSE,3.446551,0.173256,3.429521,3.463582,1.9659,399,True
MOT_V4,T6W40,VALIDATION,MAE,2.847632,0.116382,2.836192,2.859072,1.9659,399,True
MOT_V4,T6W40,VALIDATION,rho,0.104361,0.120896,0.092477,0.116244,1.9659,399,True
MOT_V4,T6W40,TEST,R2,-0.003439,0.042903,-0.007656,0.000778,1.9659,399,False
MOT_V4,T6W40,TEST,RMSE,3.46369,0.267168,3.437428,3.489952,1.9659,399,True
MOT_V4,T6W40,TEST,MAE,2.874539,0.177986,2.857044,2.892034,1.9659,399,True
MOT_V4,T6W40,TEST,rho,0.109847,0.197718,0.090412,0.129282,1.9659,399,True
COG_V1,T6W40,VALIDATION,R2,-0.032671,0.075518,-0.040094,-0.025248,1.9659,399,True
COG_V1,T6W40,VALIDATION,RMSE,1.40224,0.079825,1.394393,1.410086,1.9659,399,True
COG_V1,T6W40,VALIDATION,MAE,1.095454,0.065016,1.089063,1.101845,1.9659,399,True
COG_V1,T6W40,VALIDATION,rho,0.085592,0.129369,0.072876,0.098309,1.9659,399,True
COG_V1,T6W40,TEST,R2,-0.045501,0.110779,-0.05639,-0.034612,1.9659,399,True
COG_V1,T6W40,TEST,RMSE,1.362405,0.119185,1.35069,1.374121,1.9659,399,True
COG_V1,T6W40,TEST,MAE,1.057444,0.090838,1.048515,1.066373,1.9659,399,True
COG_V1,T6W40,TEST,rho,0.07163,0.188718,0.05308,0.09018,1.9659,399,True
